GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,JL0E001,JL0E002,JL0E003,NAME_M,JL0M001,JL0M002,JL0M003
"G1000010","2006-2010",,,"Delaware","10","Kent County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kent County, Delaware",36.1,34.7,37.8,"Kent County, Delaware",0.2,0.1,0.3
"G1000030","2006-2010",,,"Delaware","10","New Castle County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"New Castle County, Delaware",36.8,35.5,37.9,"New Castle County, Delaware",0.1,0.2,0.2
"G1000050","2006-2010",,,"Delaware","10","Sussex County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sussex County, Delaware",44.6,43.0,46.1,"Sussex County, Delaware",0.1,0.2,0.2
"G1100010","2006-2010",,,"District Of Columbia","11","District Of Columbia","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"District of Columbia, District of Columbia",34.3,33.9,34.7,"District of Columbia, District of Columbia",0.1,0.2,0.2
"G1200010","2006-2010",,,"Florida","12","Alachua County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alachua County, Florida",29.7,29.0,30.4,"Alachua County, Florida",0.2,0.2,0.2
"G1200030","2006-2010",,,"Florida","12","Baker County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Baker County, Florida",36.1,35.1,36.8,"Baker County, Florida",0.9,1.7,1.4
"G1200050","2006-2010",,,"Florida","12","Bay County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bay County, Florida",38.7,37.5,39.9,"Bay County, Florida",0.3,0.3,0.3
"G1200070","2006-2010",,,"Florida","12","Bradford County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bradford County, Florida",39.3,37.6,42.5,"Bradford County, Florida",0.7,1.3,1.4
"G1200090","2006-2010",,,"Florida","12","Brevard County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brevard County, Florida",44.6,43.4,45.7,"Brevard County, Florida",0.1,0.2,0.1
"G1200110","2006-2010",,,"Florida","12","Broward County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Broward County, Florida",39.2,38.0,40.3,"Broward County, Florida",0.1,0.1,0.2
"G1200130","2006-2010",,,"Florida","12","Calhoun County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Calhoun County, Florida",38.4,37.7,40.5,"Calhoun County, Florida",1.1,1.0,2.1
"G1200150","2006-2010",,,"Florida","12","Charlotte County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Charlotte County, Florida",54.8,53.3,56.1,"Charlotte County, Florida",0.1,0.2,0.3
"G1200170","2006-2010",,,"Florida","12","Citrus County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Citrus County, Florida",53.5,52.3,54.4,"Citrus County, Florida",0.2,0.3,0.1
"G1200190","2006-2010",,,"Florida","12","Clay County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County, Florida",37.5,36.5,38.2,"Clay County, Florida",0.2,0.3,0.3
"G1200210","2006-2010",,,"Florida","12","Collier County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Collier County, Florida",45.8,44.1,47.6,"Collier County, Florida",0.1,0.2,0.2
"G1200230","2006-2010",,,"Florida","12","Columbia County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Columbia County, Florida",39.5,37.6,41.2,"Columbia County, Florida",0.6,0.6,0.8
"G1200270","2006-2010",,,"Florida","12","DeSoto County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"DeSoto County, Florida",37.0,35.2,40.4,"DeSoto County, Florida",1.2,0.6,0.7
"G1200290","2006-2010",,,"Florida","12","Dixie County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dixie County, Florida",44.5,41.9,46.5,"Dixie County, Florida",3.1,5.2,2.2
"G1200310","2006-2010",,,"Florida","12","Duval County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Duval County, Florida",35.4,33.9,36.6,"Duval County, Florida",0.1,0.2,0.1
"G1200330","2006-2010",,,"Florida","12","Escambia County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Escambia County, Florida",37.3,35.1,39.5,"Escambia County, Florida",0.2,0.2,0.4
"G1200350","2006-2010",,,"Florida","12","Flagler County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Flagler County, Florida",47.2,45.9,48.0,"Flagler County, Florida",0.3,0.5,0.5
"G1200370","2006-2010",,,"Florida","12","Franklin County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Florida",43.6,42.5,46.0,"Franklin County, Florida",1.7,1.8,1.5
"G1200390","2006-2010",,,"Florida","12","Gadsden County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gadsden County, Florida",38.2,37.0,38.8,"Gadsden County, Florida",0.5,0.8,0.8
"G1200410","2006-2010",,,"Florida","12","Gilchrist County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gilchrist County, Florida",39.5,37.4,42.8,"Gilchrist County, Florida",0.7,1.3,1.5
"G1200430","2006-2010",,,"Florida","12","Glades County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Glades County, Florida",43.0,43.1,41.4,"Glades County, Florida",1.3,1.5,5.3
"G1200450","2006-2010",,,"Florida","12","Gulf County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gulf County, Florida",42.5,39.8,48.0,"Gulf County, Florida",1.0,1.4,1.7
"G1200470","2006-2010",,,"Florida","12","Hamilton County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hamilton County, Florida",37.5,34.8,41.4,"Hamilton County, Florida",1.0,1.2,1.3
"G1200490","2006-2010",,,"Florida","12","Hardee County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hardee County, Florida",33.4,32.7,34.5,"Hardee County, Florida",0.9,0.7,0.9
"G1200510","2006-2010",,,"Florida","12","Hendry County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hendry County, Florida",31.7,31.1,32.8,"Hendry County, Florida",0.6,0.6,0.9
"G1200530","2006-2010",,,"Florida","12","Hernando County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hernando County, Florida",47.0,46.1,48.2,"Hernando County, Florida",0.3,0.3,0.3
"G1200550","2006-2010",,,"Florida","12","Highlands County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Highlands County, Florida",50.7,48.7,52.3,"Highlands County, Florida",0.2,0.3,0.3
"G1200570","2006-2010",,,"Florida","12","Hillsborough County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hillsborough County, Florida",35.8,34.8,36.7,"Hillsborough County, Florida",0.2,0.1,0.2
"G1200590","2006-2010",,,"Florida","12","Holmes County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Holmes County, Florida",41.5,38.5,43.5,"Holmes County, Florida",0.8,1.1,0.8
"G1200610","2006-2010",,,"Florida","12","Indian River County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Indian River County, Florida",48.1,46.0,49.9,"Indian River County, Florida",0.3,0.2,0.1
"G1200630","2006-2010",,,"Florida","12","Jackson County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Florida",40.2,38.2,43.4,"Jackson County, Florida",0.5,0.7,0.6
"G1200650","2006-2010",,,"Florida","12","Jefferson County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Florida",44.7,42.9,47.7,"Jefferson County, Florida",1.7,2.2,3.3
"G1200670","2006-2010",,,"Florida","12","Lafayette County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lafayette County, Florida",35.1,31.8,39.0,"Lafayette County, Florida",3.5,3.7,5.0
"G1200690","2006-2010",,,"Florida","12","Lake County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lake County, Florida",45.2,43.9,46.4,"Lake County, Florida",0.1,0.2,0.2
"G1200710","2006-2010",,,"Florida","12","Lee County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee County, Florida",44.6,43.0,46.0,"Lee County, Florida",0.1,0.2,0.2
"G1200730","2006-2010",,,"Florida","12","Leon County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Leon County, Florida",29.3,28.1,30.3,"Leon County, Florida",0.2,0.3,0.1
"G1200750","2006-2010",,,"Florida","12","Levy County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Levy County, Florida",43.9,42.9,44.7,"Levy County, Florida",0.4,0.8,0.5
"G1200770","2006-2010",,,"Florida","12","Liberty County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Liberty County, Florida",37.0,37.0,35.8,"Liberty County, Florida",4.0,3.7,10.0
"G1200790","2006-2010",,,"Florida","12","Madison County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Florida",40.2,37.0,43.1,"Madison County, Florida",0.8,2.2,1.3
"G1200810","2006-2010",,,"Florida","12","Manatee County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Manatee County, Florida",45.0,43.7,46.2,"Manatee County, Florida",0.1,0.2,0.2
"G1200830","2006-2010",,,"Florida","12","Marion County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marion County, Florida",46.7,45.3,48.0,"Marion County, Florida",0.2,0.1,0.2
"G1200850","2006-2010",,,"Florida","12","Martin County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Martin County, Florida",48.9,47.1,50.6,"Martin County, Florida",0.2,0.3,0.1
"G1200860","2006-2010",,,"Florida","12","Miami-Dade County","086",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Miami-Dade County, Florida",37.7,36.3,39.1,"Miami-Dade County, Florida",0.1,0.1,0.1
"G1200870","2006-2010",,,"Florida","12","Monroe County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Monroe County, Florida",45.7,45.7,45.8,"Monroe County, Florida",0.3,0.3,0.3
"G1200890","2006-2010",,,"Florida","12","Nassau County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nassau County, Florida",42.2,41.5,43.1,"Nassau County, Florida",0.4,0.4,0.4
"G1200910","2006-2010",,,"Florida","12","Okaloosa County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Okaloosa County, Florida",37.6,35.9,39.2,"Okaloosa County, Florida",0.2,0.3,0.3
"G1200930","2006-2010",,,"Florida","12","Okeechobee County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Okeechobee County, Florida",39.0,37.6,41.4,"Okeechobee County, Florida",1.1,1.0,0.8
"G1200950","2006-2010",,,"Florida","12","Orange County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Orange County, Florida",33.4,32.3,34.4,"Orange County, Florida",0.1,0.1,0.1
"G1200970","2006-2010",,,"Florida","12","Osceola County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Osceola County, Florida",35.2,33.7,36.1,"Osceola County, Florida",0.2,0.2,0.3
"G1200990","2006-2010",,,"Florida","12","Palm Beach County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Palm Beach County, Florida",43.1,41.3,44.7,"Palm Beach County, Florida",0.1,0.1,0.1
"G1201010","2006-2010",,,"Florida","12","Pasco County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pasco County, Florida",43.4,42.2,44.5,"Pasco County, Florida",0.2,0.3,0.2
"G1201030","2006-2010",,,"Florida","12","Pinellas County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pinellas County, Florida",45.6,44.1,46.9,"Pinellas County, Florida",0.2,0.2,0.2
"G1201050","2006-2010",,,"Florida","12","Polk County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Polk County, Florida",39.4,38.2,40.4,"Polk County, Florida",0.2,0.3,0.2
"G1201070","2006-2010",,,"Florida","12","Putnam County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Putnam County, Florida",42.4,41.3,43.3,"Putnam County, Florida",0.4,0.7,0.5
"G1201090","2006-2010",,,"Florida","12","St. Johns County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Johns County, Florida",41.8,41.0,42.5,"St. Johns County, Florida",0.3,0.4,0.3
"G1201110","2006-2010",,,"Florida","12","St. Lucie County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Lucie County, Florida",41.9,40.8,42.9,"St. Lucie County, Florida",0.2,0.3,0.3
"G1201130","2006-2010",,,"Florida","12","Santa Rosa County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Rosa County, Florida",38.7,38.1,39.3,"Santa Rosa County, Florida",0.3,0.3,0.4
"G1201150","2006-2010",,,"Florida","12","Sarasota County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sarasota County, Florida",51.7,49.9,53.3,"Sarasota County, Florida",0.1,0.1,0.1
"G1201170","2006-2010",,,"Florida","12","Seminole County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Seminole County, Florida",37.7,36.1,38.9,"Seminole County, Florida",0.2,0.2,0.3
"G1201190","2006-2010",,,"Florida","12","Sumter County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sumter County, Florida",61.4,59.7,62.6,"Sumter County, Florida",0.3,0.4,0.3
"G1201210","2006-2010",,,"Florida","12","Suwannee County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Suwannee County, Florida",42.3,39.2,44.7,"Suwannee County, Florida",0.7,1.4,0.9
"G1201230","2006-2010",,,"Florida","12","Taylor County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Taylor County, Florida",40.0,38.0,42.7,"Taylor County, Florida",1.5,1.0,1.6
"G1201250","2006-2010",,,"Florida","12","Union County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, Florida",38.0,39.8,33.4,"Union County, Florida",1.5,1.5,1.8
"G1201270","2006-2010",,,"Florida","12","Volusia County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Volusia County, Florida",44.4,42.5,46.0,"Volusia County, Florida",0.1,0.2,0.2
"G1201290","2006-2010",,,"Florida","12","Wakulla County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wakulla County, Florida",39.2,38.3,39.5,"Wakulla County, Florida",0.5,1.3,0.5
"G1201310","2006-2010",,,"Florida","12","Walton County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Walton County, Florida",42.0,40.6,44.2,"Walton County, Florida",0.5,0.9,0.5
"G1201330","2006-2010",,,"Florida","12","Washington County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Florida",41.2,40.2,43.0,"Washington County, Florida",0.7,1.2,0.9
"G1300010","2006-2010",,,"Georgia","13","Appling County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Appling County, Georgia",39.0,38.3,40.5,"Appling County, Georgia",1.6,1.4,1.0
"G1300030","2006-2010",,,"Georgia","13","Atkinson County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Atkinson County, Georgia",33.4,35.8,30.3,"Atkinson County, Georgia",1.1,1.7,0.8
"G1300050","2006-2010",,,"Georgia","13","Bacon County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bacon County, Georgia",35.8,34.0,36.9,"Bacon County, Georgia",0.7,2.5,1.9
"G1300070","2006-2010",,,"Georgia","13","Baker County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Baker County, Georgia",37.2,30.5,39.6,"Baker County, Georgia",11.6,12.8,8.2
"G1300090","2006-2010",,,"Georgia","13","Baldwin County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Baldwin County, Georgia",34.4,34.2,34.6,"Baldwin County, Georgia",0.3,0.4,0.5
"G1300110","2006-2010",,,"Georgia","13","Banks County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Banks County, Georgia",37.5,35.9,39.5,"Banks County, Georgia",1.0,1.1,1.6
"G1300130","2006-2010",,,"Georgia","13","Barrow County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Barrow County, Georgia",32.9,32.0,34.2,"Barrow County, Georgia",0.4,0.4,0.5
"G1300150","2006-2010",,,"Georgia","13","Bartow County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bartow County, Georgia",36.1,35.4,36.6,"Bartow County, Georgia",0.3,0.7,0.5
"G1300170","2006-2010",,,"Georgia","13","Ben Hill County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ben Hill County, Georgia",37.2,35.7,38.7,"Ben Hill County, Georgia",1.2,1.9,0.8
"G1300190","2006-2010",,,"Georgia","13","Berrien County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Berrien County, Georgia",37.3,37.3,37.4,"Berrien County, Georgia",1.0,1.3,1.5
"G1300210","2006-2010",,,"Georgia","13","Bibb County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bibb County, Georgia",35.5,34.0,36.8,"Bibb County, Georgia",0.2,0.3,0.3
"G1300230","2006-2010",,,"Georgia","13","Bleckley County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bleckley County, Georgia",39.2,38.5,41.2,"Bleckley County, Georgia",2.5,6.0,4.7
"G1300250","2006-2010",,,"Georgia","13","Brantley County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brantley County, Georgia",37.2,35.9,39.7,"Brantley County, Georgia",1.5,0.7,0.8
"G1300270","2006-2010",,,"Georgia","13","Brooks County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brooks County, Georgia",38.8,37.7,40.8,"Brooks County, Georgia",0.7,1.2,1.0
"G1300290","2006-2010",,,"Georgia","13","Bryan County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bryan County, Georgia",35.5,35.0,35.8,"Bryan County, Georgia",0.3,0.7,0.4
"G1300310","2006-2010",,,"Georgia","13","Bulloch County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bulloch County, Georgia",25.9,24.9,26.9,"Bulloch County, Georgia",0.3,0.2,0.4
"G1300330","2006-2010",,,"Georgia","13","Burke County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Burke County, Georgia",35.2,33.8,36.7,"Burke County, Georgia",0.1,0.5,0.3
"G1300350","2006-2010",,,"Georgia","13","Butts County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Butts County, Georgia",37.5,35.6,38.8,"Butts County, Georgia",1.3,0.7,0.7
"G1300370","2006-2010",,,"Georgia","13","Calhoun County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Calhoun County, Georgia",36.6,36.5,36.8,"Calhoun County, Georgia",1.6,2.6,3.0
"G1300390","2006-2010",,,"Georgia","13","Camden County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Camden County, Georgia",31.2,28.8,34.1,"Camden County, Georgia",0.5,0.4,0.5
"G1300430","2006-2010",,,"Georgia","13","Candler County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Candler County, Georgia",37.6,34.3,40.0,"Candler County, Georgia",1.5,4.6,3.0
"G1300450","2006-2010",,,"Georgia","13","Carroll County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carroll County, Georgia",33.2,32.6,33.8,"Carroll County, Georgia",0.2,0.3,0.3
"G1300470","2006-2010",,,"Georgia","13","Catoosa County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Catoosa County, Georgia",38.0,36.5,39.2,"Catoosa County, Georgia",0.4,0.7,0.7
"G1300490","2006-2010",,,"Georgia","13","Charlton County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Charlton County, Georgia",36.8,36.9,36.3,"Charlton County, Georgia",1.2,1.7,4.4
"G1300510","2006-2010",,,"Georgia","13","Chatham County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chatham County, Georgia",34.3,32.8,35.7,"Chatham County, Georgia",0.1,0.3,0.2
"G1300530","2006-2010",,,"Georgia","13","Chattahoochee County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chattahoochee County, Georgia",25.4,25.0,26.4,"Chattahoochee County, Georgia",1.6,2.1,1.4
"G1300550","2006-2010",,,"Georgia","13","Chattooga County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chattooga County, Georgia",38.1,37.0,40.4,"Chattooga County, Georgia",0.7,0.5,1.5
"G1300570","2006-2010",,,"Georgia","13","Cherokee County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cherokee County, Georgia",35.7,35.0,36.2,"Cherokee County, Georgia",0.1,0.1,0.2
"G1300590","2006-2010",,,"Georgia","13","Clarke County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clarke County, Georgia",25.8,25.8,25.7,"Clarke County, Georgia",0.2,0.2,0.2
"G1300610","2006-2010",,,"Georgia","13","Clay County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County, Georgia",42.3,38.6,48.1,"Clay County, Georgia",7.1,6.0,10.4
"G1300630","2006-2010",,,"Georgia","13","Clayton County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clayton County, Georgia",31.1,29.8,32.6,"Clayton County, Georgia",0.2,0.1,0.2
"G1300650","2006-2010",,,"Georgia","13","Clinch County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clinch County, Georgia",35.9,35.9,35.6,"Clinch County, Georgia",2.5,4.6,4.0
"G1300670","2006-2010",,,"Georgia","13","Cobb County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cobb County, Georgia",34.9,33.7,35.9,"Cobb County, Georgia",0.1,0.2,0.2
"G1300690","2006-2010",,,"Georgia","13","Coffee County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Coffee County, Georgia",34.5,33.1,35.6,"Coffee County, Georgia",0.5,0.6,0.4
"G1300710","2006-2010",,,"Georgia","13","Colquitt County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Colquitt County, Georgia",34.5,32.9,36.3,"Colquitt County, Georgia",0.2,0.4,0.4
"G1300730","2006-2010",,,"Georgia","13","Columbia County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Columbia County, Georgia",36.8,35.8,37.8,"Columbia County, Georgia",0.3,0.2,0.4
"G1300750","2006-2010",,,"Georgia","13","Cook County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cook County, Georgia",36.0,35.8,36.1,"Cook County, Georgia",0.6,1.1,1.0
"G1300770","2006-2010",,,"Georgia","13","Coweta County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Coweta County, Georgia",36.1,35.2,36.8,"Coweta County, Georgia",0.2,0.2,0.3
"G1300790","2006-2010",,,"Georgia","13","Crawford County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Crawford County, Georgia",39.4,37.7,40.6,"Crawford County, Georgia",1.3,1.4,2.5
"G1300810","2006-2010",,,"Georgia","13","Crisp County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Crisp County, Georgia",37.7,34.5,39.1,"Crisp County, Georgia",0.7,0.8,0.9
"G1300830","2006-2010",,,"Georgia","13","Dade County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dade County, Georgia",38.7,37.4,39.7,"Dade County, Georgia",0.9,2.0,1.4
"G1300850","2006-2010",,,"Georgia","13","Dawson County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dawson County, Georgia",40.7,40.3,41.2,"Dawson County, Georgia",1.1,1.2,1.4
"G1300870","2006-2010",,,"Georgia","13","Decatur County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Decatur County, Georgia",36.3,34.5,39.2,"Decatur County, Georgia",0.8,0.8,0.8
"G1300890","2006-2010",,,"Georgia","13","DeKalb County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,"DeKalb County, Georgia",33.9,32.6,35.2,"DeKalb County, Georgia",0.2,0.2,0.1
"G1300910","2006-2010",,,"Georgia","13","Dodge County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dodge County, Georgia",37.7,33.9,40.7,"Dodge County, Georgia",1.0,3.2,0.9
"G1300930","2006-2010",,,"Georgia","13","Dooly County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dooly County, Georgia",40.3,39.9,40.7,"Dooly County, Georgia",1.0,1.6,1.2
"G1300950","2006-2010",,,"Georgia","13","Dougherty County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dougherty County, Georgia",32.9,30.8,34.9,"Dougherty County, Georgia",0.4,0.5,0.3
"G1300970","2006-2010",,,"Georgia","13","Douglas County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Douglas County, Georgia",34.5,33.3,35.3,"Douglas County, Georgia",0.1,0.3,0.1
"G1300990","2006-2010",,,"Georgia","13","Early County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Early County, Georgia",38.2,35.4,40.8,"Early County, Georgia",1.4,2.2,1.1
"G1301010","2006-2010",,,"Georgia","13","Echols County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Echols County, Georgia",28.8,29.0,27.6,"Echols County, Georgia",3.3,3.0,6.0
"G1301030","2006-2010",,,"Georgia","13","Effingham County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Effingham County, Georgia",35.0,34.7,35.2,"Effingham County, Georgia",0.3,0.5,0.5
"G1301050","2006-2010",,,"Georgia","13","Elbert County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Elbert County, Georgia",39.9,38.2,41.5,"Elbert County, Georgia",1.2,1.9,0.8
"G1301070","2006-2010",,,"Georgia","13","Emanuel County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Emanuel County, Georgia",36.4,34.3,38.9,"Emanuel County, Georgia",0.7,1.2,1.0
"G1301090","2006-2010",,,"Georgia","13","Evans County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Evans County, Georgia",36.7,36.2,38.7,"Evans County, Georgia",0.9,2.1,2.4
"G1301110","2006-2010",,,"Georgia","13","Fannin County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fannin County, Georgia",47.2,45.9,48.1,"Fannin County, Georgia",0.5,0.6,0.5
"G1301130","2006-2010",,,"Georgia","13","Fayette County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fayette County, Georgia",41.4,40.3,42.4,"Fayette County, Georgia",0.3,0.4,0.3
"G1301150","2006-2010",,,"Georgia","13","Floyd County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Floyd County, Georgia",37.2,35.7,39.0,"Floyd County, Georgia",0.3,0.2,0.4
"G1301170","2006-2010",,,"Georgia","13","Forsyth County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Forsyth County, Georgia",36.3,35.8,36.9,"Forsyth County, Georgia",0.2,0.2,0.3
"G1301190","2006-2010",,,"Georgia","13","Franklin County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Georgia",39.4,38.6,41.4,"Franklin County, Georgia",0.6,0.7,1.9
