GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,TTRACTA,ANRCA,CBSAA,METDIVA,CSAA,NECTAA,NECTADIVA,CNECTAA,CDA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,NAME,LHT001,LHT002,LHT003,LHT004
"G1302690","2010","3","5","Georgia","13","Taylor County","269",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Taylor County",3522,1172,1313,1037
"G1302710","2010","3","5","Georgia","13","Telfair County","271",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Telfair County",5543,1651,2285,1607
"G1302730","2010","3","5","Georgia","13","Terrell County","273",,,,,,,,,,,"10500","99999","999",,,,,,,,,,,,"Terrell County",3519,1265,994,1260
"G1302750","2010","3","5","Georgia","13","Thomas County","275",,,,,,,,,,,"45620","99999","999",,,,,,,,,,,,"Thomas County",17573,7164,4161,6248
"G1302770","2010","3","5","Georgia","13","Tift County","277",,,,,,,,,,,"45700","99999","999",,,,,,,,,,,,"Tift County",14836,5615,3468,5753
"G1302790","2010","3","5","Georgia","13","Toombs County","279",,,,,,,,,,,"47080","99999","999",,,,,,,,,,,,"Toombs County",10375,3615,2888,3872
"G1302810","2010","3","5","Georgia","13","Towns County","281",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Towns County",4510,1792,1821,897
"G1302830","2010","3","5","Georgia","13","Treutlen County","283",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Treutlen County",2543,849,962,732
"G1302850","2010","3","5","Georgia","13","Troup County","285",,,,,,,,,,,"29300","99999","122",,,,,,,,,,,,"Troup County",24828,10450,4657,9721
"G1302870","2010","3","5","Georgia","13","Turner County","287",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Turner County",3339,1138,1069,1132
"G1302890","2010","3","5","Georgia","13","Twiggs County","289",,,,,,,,,,,"31420","99999","356",,,,,,,,,,,,"Twiggs County",3634,1464,1463,707
"G1302910","2010","3","5","Georgia","13","Union County","291",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Union County",9116,3922,3346,1848
"G1302930","2010","3","5","Georgia","13","Upson County","293",,,,,,,,,,,"45580","99999","122",,,,,,,,,,,,"Upson County",10716,4296,2860,3560
"G1302950","2010","3","5","Georgia","13","Walker County","295",,,,,,,,,,,"16860","99999","174",,,,,,,,,,,,"Walker County",26497,11632,7978,6887
"G1302970","2010","3","5","Georgia","13","Walton County","297",,,,,,,,,,,"12060","99999","122",,,,,,,,,,,,"Walton County",29583,17400,4930,7253
"G1302990","2010","3","5","Georgia","13","Ware County","299",,,,,,,,,,,"48180","99999","999",,,,,,,,,,,,"Ware County",13654,4734,4131,4789
"G1303010","2010","3","5","Georgia","13","Warren County","301",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Warren County",2315,827,829,659
"G1303030","2010","3","5","Georgia","13","Washington County","303",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Washington County",7547,3023,2298,2226
"G1303050","2010","3","5","Georgia","13","Wayne County","305",,,,,,,,,,,"27700","99999","999",,,,,,,,,,,,"Wayne County",10562,4298,3089,3175
"G1303070","2010","3","5","Georgia","13","Webster County","307",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Webster County",1119,385,499,235
"G1303090","2010","3","5","Georgia","13","Wheeler County","309",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Wheeler County",2152,738,846,568
"G1303110","2010","3","5","Georgia","13","White County","311",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"White County",10646,4978,2957,2711
"G1303130","2010","3","5","Georgia","13","Whitfield County","313",,,,,,,,,,,"19140","99999","999",,,,,,,,,,,,"Whitfield County",35180,14861,8232,12087
"G1303150","2010","3","5","Georgia","13","Wilcox County","315",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Wilcox County",2891,1061,1131,699
"G1303170","2010","3","5","Georgia","13","Wilkes County","317",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Wilkes County",4263,1453,1508,1302
"G1303190","2010","3","5","Georgia","13","Wilkinson County","319",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Wilkinson County",3666,1504,1452,710
"G1303210","2010","3","5","Georgia","13","Worth County","321",,,,,,,,,,,"10500","99999","999",,,,,,,,,,,,"Worth County",8214,3344,2506,2364
"G1500010","2010","4","9","Hawaii","15","Hawaii County","001",,,,,,,,,,,"25900","99999","999",,,,,,,,,,,,"Hawaii County",67096,28129,16142,22825
"G1500030","2010","4","9","Hawaii","15","Honolulu County","003",,,,,,,,,,,"26180","99999","999",,,,,,,,,,,,"Honolulu County",311047,126097,48290,136660
"G1500070","2010","4","9","Hawaii","15","Kauai County","007",,,,,,,,,,,"28180","99999","999",,,,,,,,,,,,"Kauai County",23240,9466,4502,9272
"G1500090","2010","4","9","Hawaii","15","Maui County","009",,,,,,,,,,,"27980","99999","999",,,,,,,,,,,,"Maui County",53886,21915,8140,23831
"G1600010","2010","4","8","Idaho","16","Ada County","001",,,,,,,,,,,"14260","99999","999",,,,,,,,,,,,"Ada County",148445,80467,21172,46806
"G1600030","2010","4","8","Idaho","16","Adams County","003",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Adams County",1748,775,611,362
"G1600050","2010","4","8","Idaho","16","Bannock County","005",,,,,,,,,,,"38540","99999","999",,,,,,,,,,,,"Bannock County",30682,14735,6082,9865
"G1600070","2010","4","8","Idaho","16","Bear Lake County","007",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Bear Lake County",2281,1085,770,426
"G1600090","2010","4","8","Idaho","16","Benewah County","009",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Benewah County",3837,1483,1459,895
"G1600110","2010","4","8","Idaho","16","Bingham County","011",,,,,,,,,,,"13940","99999","292",,,,,,,,,,,,"Bingham County",14999,7460,4103,3436
"G1600130","2010","4","8","Idaho","16","Blaine County","013",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Blaine County",8823,4365,1574,2884
"G1600150","2010","4","8","Idaho","16","Boise County","015",,,,,,,,,,,"14260","99999","999",,,,,,,,,,,,"Boise County",2974,1639,829,506
"G1600170","2010","4","8","Idaho","16","Bonner County","017",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Bonner County",17100,8017,4740,4343
"G1600190","2010","4","8","Idaho","16","Bonneville County","019",,,,,,,,,,,"26820","99999","292",,,,,,,,,,,,"Bonneville County",36629,19165,7171,10293
"G1600210","2010","4","8","Idaho","16","Boundary County","021",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Boundary County",4421,1914,1479,1028
"G1600230","2010","4","8","Idaho","16","Butte County","023",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Butte County",1129,492,373,264
"G1600250","2010","4","8","Idaho","16","Camas County","025",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Camas County",487,254,120,113
"G1600270","2010","4","8","Idaho","16","Canyon County","027",,,,,,,,,,,"14260","99999","999",,,,,,,,,,,,"Canyon County",63604,34640,10206,18758
"G1600290","2010","4","8","Idaho","16","Caribou County","029",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Caribou County",2606,1185,882,539
"G1600310","2010","4","8","Idaho","16","Cassia County","031",,,,,,,,,,,"15420","99999","999",,,,,,,,,,,,"Cassia County",7666,3256,2071,2339
"G1600330","2010","4","8","Idaho","16","Clark County","033",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Clark County",345,101,116,128
"G1600350","2010","4","8","Idaho","16","Clearwater County","035",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Clearwater County",3660,1392,1416,852
"G1600370","2010","4","8","Idaho","16","Custer County","037",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Custer County",1936,754,717,465
"G1600390","2010","4","8","Idaho","16","Elmore County","039",,,,,,,,,,,"34300","99999","999",,,,,,,,,,,,"Elmore County",10140,4467,1718,3955
"G1600410","2010","4","8","Idaho","16","Franklin County","041",,,,,,,,,,,"30860","99999","999",,,,,,,,,,,,"Franklin County",4079,2166,1068,845
"G1600430","2010","4","8","Idaho","16","Fremont County","043",,,,,,,,,,,"39940","99999","999",,,,,,,,,,,,"Fremont County",4436,2108,1477,851
"G1600450","2010","4","8","Idaho","16","Gem County","045",,,,,,,,,,,"14260","99999","999",,,,,,,,,,,,"Gem County",6495,3293,1638,1564
"G1600470","2010","4","8","Idaho","16","Gooding County","047",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Gooding County",5531,2278,1376,1877
"G1600490","2010","4","8","Idaho","16","Idaho County","049",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Idaho County",6834,2575,2654,1605
"G1600510","2010","4","8","Idaho","16","Jefferson County","051",,,,,,,,,,,"26820","99999","292",,,,,,,,,,,,"Jefferson County",8146,4857,1917,1372
"G1600530","2010","4","8","Idaho","16","Jerome County","053",,,,,,,,,,,"46300","99999","999",,,,,,,,,,,,"Jerome County",7540,3492,1510,2538
"G1600550","2010","4","8","Idaho","16","Kootenai County","055",,,,,,,,,,,"17660","99999","999",,,,,,,,,,,,"Kootenai County",54200,28029,10324,15847
"G1600570","2010","4","8","Idaho","16","Latah County","057",,,,,,,,,,,"34140","99999","999",,,,,,,,,,,,"Latah County",14708,5166,3099,6443
"G1600590","2010","4","8","Idaho","16","Lemhi County","059",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Lemhi County",3576,1356,1294,926
"G1600610","2010","4","8","Idaho","16","Lewis County","061",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Lewis County",1657,628,542,487
"G1600630","2010","4","8","Idaho","16","Lincoln County","063",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Lincoln County",1705,788,427,490
"G1600650","2010","4","8","Idaho","16","Madison County","065",,,,,,,,,,,"39940","99999","999",,,,,,,,,,,,"Madison County",10611,3536,1583,5492
"G1600670","2010","4","8","Idaho","16","Minidoka County","067",,,,,,,,,,,"15420","99999","999",,,,,,,,,,,,"Minidoka County",7170,3185,2148,1837
"G1600690","2010","4","8","Idaho","16","Nez Perce County","069",,,,,,,,,,,"30300","99999","999",,,,,,,,,,,,"Nez Perce County",16241,6970,4114,5157
"G1600710","2010","4","8","Idaho","16","Oneida County","071",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Oneida County",1545,758,502,285
"G1600730","2010","4","8","Idaho","16","Owyhee County","073",,,,,,,,,,,"14260","99999","999",,,,,,,,,,,,"Owyhee County",4076,1724,1132,1220
"G1600750","2010","4","8","Idaho","16","Payette County","075",,,,,,,,,,,"36620","99999","999",,,,,,,,,,,,"Payette County",8262,4039,1950,2273
"G1600770","2010","4","8","Idaho","16","Power County","077",,,,,,,,,,,"38540","99999","999",,,,,,,,,,,,"Power County",2641,1200,762,679
"G1600790","2010","4","8","Idaho","16","Shoshone County","079",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Shoshone County",5605,2175,1842,1588
"G1600810","2010","4","8","Idaho","16","Teton County","081",,,,,,,,,,,"27220","99999","999",,,,,,,,,,,,"Teton County",3651,1917,672,1062
"G1600830","2010","4","8","Idaho","16","Twin Falls County","083",,,,,,,,,,,"46300","99999","999",,,,,,,,,,,,"Twin Falls County",28760,13220,5903,9637
"G1600850","2010","4","8","Idaho","16","Valley County","085",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Valley County",4393,2102,1203,1088
"G1600870","2010","4","8","Idaho","16","Washington County","087",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Washington County",4034,1763,1186,1085
"G1700010","2010","2","3","Illinois","17","Adams County","001",,,,,,,,,,,"39500","99999","999",,,,,,,,,,,,"Adams County",27375,12019,7738,7618
"G1700030","2010","2","3","Illinois","17","Alexander County","003",,,,,,,,,,,"16020","99999","164",,,,,,,,,,,,"Alexander County",3329,906,1384,1039
"G1700050","2010","2","3","Illinois","17","Bond County","005",,,,,,,,,,,"41180","99999","476",,,,,,,,,,,,"Bond County",6427,2957,2009,1461
"G1700070","2010","2","3","Illinois","17","Boone County","007",,,,,,,,,,,"40420","99999","466",,,,,,,,,,,,"Boone County",18505,11379,3533,3593
"G1700090","2010","2","3","Illinois","17","Brown County","009",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Brown County",2099,881,730,488
"G1700110","2010","2","3","Illinois","17","Bureau County","011",,,,,,,,,,,"36860","99999","999",,,,,,,,,,,,"Bureau County",14262,6548,4297,3417
"G1700130","2010","2","3","Illinois","17","Calhoun County","013",,,,,,,,,,,"41180","99999","476",,,,,,,,,,,,"Calhoun County",2085,862,819,404
"G1700150","2010","2","3","Illinois","17","Carroll County","015",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Carroll County",6622,2843,2320,1459
"G1700170","2010","2","3","Illinois","17","Cass County","017",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Cass County",5270,2164,1662,1444
"G1700190","2010","2","3","Illinois","17","Champaign County","019",,,,,,,,,,,"16580","99999","999",,,,,,,,,,,,"Champaign County",80665,30149,13270,37246
"G1700210","2010","2","3","Illinois","17","Christian County","021",,,,,,,,,,,"45380","99999","999",,,,,,,,,,,,"Christian County",14055,6228,4322,3505
"G1700230","2010","2","3","Illinois","17","Clark County","023",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Clark County",6782,2857,2303,1622
"G1700250","2010","2","3","Illinois","17","Clay County","025",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Clay County",5697,2254,2175,1268
"G1700270","2010","2","3","Illinois","17","Clinton County","027",,,,,,,,,,,"41180","99999","476",,,,,,,,,,,,"Clinton County",14005,6824,4253,2928
"G1700290","2010","2","3","Illinois","17","Coles County","029",,,,,,,,,,,"16660","99999","999",,,,,,,,,,,,"Coles County",21463,7700,5164,8599
"G1700310","2010","2","3","Illinois","17","Cook County","031",,,,,,,,,,,"16980","16974","176",,,,,,,,,,,,"Cook County",1966356,846809,297048,822499
"G1700330","2010","2","3","Illinois","17","Crawford County","033",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Crawford County",7763,3515,2599,1649
"G1700350","2010","2","3","Illinois","17","Cumberland County","035",,,,,,,,,,,"16660","99999","999",,,,,,,,,,,,"Cumberland County",4377,1938,1651,788
"G1700370","2010","2","3","Illinois","17","DeKalb County","037",,,,,,,,,,,"16980","16974","176",,,,,,,,,,,,"DeKalb County",38484,17851,5696,14937
"G1700390","2010","2","3","Illinois","17","De Witt County","039",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"De Witt County",6811,3333,1906,1572
"G1700410","2010","2","3","Illinois","17","Douglas County","041",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Douglas County",7720,3446,2472,1802
"G1700430","2010","2","3","Illinois","17","DuPage County","043",,,,,,,,,,,"16980","16974","176",,,,,,,,,,,,"DuPage County",337132,193534,58301,85297
"G1700450","2010","2","3","Illinois","17","Edgar County","045",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Edgar County",7839,3304,2492,2043
"G1700470","2010","2","3","Illinois","17","Edwards County","047",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Edwards County",2840,1094,1209,537
"G1700490","2010","2","3","Illinois","17","Effingham County","049",,,,,,,,,,,"20820","99999","999",,,,,,,,,,,,"Effingham County",13515,5950,4439,3126
"G1700510","2010","2","3","Illinois","17","Fayette County","051",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Fayette County",8311,3424,3047,1840
"G1700530","2010","2","3","Illinois","17","Ford County","053",,,,,,,,,,,"16580","99999","999",,,,,,,,,,,,"Ford County",5676,2568,1725,1383
"G1700550","2010","2","3","Illinois","17","Franklin County","055",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Franklin County",16617,6296,6143,4178
"G1700570","2010","2","3","Illinois","17","Fulton County","057",,,,,,,,,,,"15900","99999","426",,,,,,,,,,,,"Fulton County",14536,6126,4956,3454
"G1700590","2010","2","3","Illinois","17","Gallatin County","059",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Gallatin County",2403,764,1117,522
"G1700610","2010","2","3","Illinois","17","Greene County","061",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Greene County",5570,2272,1987,1311
"G1700630","2010","2","3","Illinois","17","Grundy County","063",,,,,,,,,,,"16980","16974","176",,,,,,,,,,,,"Grundy County",18546,10204,3726,4616
"G1700650","2010","2","3","Illinois","17","Hamilton County","065",,,,,,,,,,,"34500","99999","999",,,,,,,,,,,,"Hamilton County",3489,1261,1511,717
"G1700670","2010","2","3","Illinois","17","Hancock County","067",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Hancock County",8040,3263,3075,1702
"G1700690","2010","2","3","Illinois","17","Hardin County","069",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Hardin County",1915,620,920,375
"G1700710","2010","2","3","Illinois","17","Henderson County","071",,,,,,,,,,,"15460","99999","999",,,,,,,,,,,,"Henderson County",3149,1291,1239,619
"G1700730","2010","2","3","Illinois","17","Henry County","073",,,,,,,,,,,"19340","99999","999",,,,,,,,,,,,"Henry County",20373,9558,6428,4387
"G1700750","2010","2","3","Illinois","17","Iroquois County","075",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Iroquois County",11956,5012,4028,2916
"G1700770","2010","2","3","Illinois","17","Jackson County","077",,,,,,,,,,,"16060","99999","166",,,,,,,,,,,,"Jackson County",25538,7080,5781,12677
"G1700790","2010","2","3","Illinois","17","Jasper County","079",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Jasper County",3940,1563,1743,634
"G1700810","2010","2","3","Illinois","17","Jefferson County","081",,,,,,,,,,,"34500","99999","999",,,,,,,,,,,,"Jefferson County",15365,6260,4932,4173
"G1700830","2010","2","3","Illinois","17","Jersey County","083",,,,,,,,,,,"41180","99999","476",,,,,,,,,,,,"Jersey County",8828,4367,2494,1967
"G1700850","2010","2","3","Illinois","17","Jo Daviess County","085",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Jo Daviess County",9753,4471,3269,2013
"G1700870","2010","2","3","Illinois","17","Johnson County","087",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Johnson County",4584,1989,1767,828
"G1700890","2010","2","3","Illinois","17","Kane County","089",,,,,,,,,,,"16980","16974","176",,,,,,,,,,,,"Kane County",170479,106363,24207,39909
"G1700910","2010","2","3","Illinois","17","Kankakee County","091",,,,,,,,,,,"28100","99999","176",,,,,,,,,,,,"Kankakee County",41511,19318,9280,12913
"G1700930","2010","2","3","Illinois","17","Kendall County","093",,,,,,,,,,,"16980","16974","176",,,,,,,,,,,,"Kendall County",38022,28320,4234,5468
"G1700950","2010","2","3","Illinois","17","Knox County","095",,,,,,,,,,,"23660","99999","999",,,,,,,,,,,,"Knox County",21535,8632,6371,6532
"G1700970","2010","2","3","Illinois","17","Lake County","097",,,,,,,,,,,"16980","29404","176",,,,,,,,,,,,"Lake County",241712,146185,39028,56499
"G1700990","2010","2","3","Illinois","17","LaSalle County","099",,,,,,,,,,,"36860","99999","999",,,,,,,,,,,,"LaSalle County",45347,21246,12527,11574
"G1701010","2010","2","3","Illinois","17","Lawrence County","101",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Lawrence County",6130,2307,2244,1579
"G1701030","2010","2","3","Illinois","17","Lee County","103",,,,,,,,,,,"19940","99999","999",,,,,,,,,,,,"Lee County",13758,6670,3543,3545
"G1701050","2010","2","3","Illinois","17","Livingston County","105",,,,,,,,,,,"38700","99999","999",,,,,,,,,,,,"Livingston County",14613,6553,4448,3612
"G1701070","2010","2","3","Illinois","17","Logan County","107",,,,,,,,,,,"30660","99999","999",,,,,,,,,,,,"Logan County",11070,4944,3052,3074
"G1701090","2010","2","3","Illinois","17","McDonough County","109",,,,,,,,,,,"31380","99999","999",,,,,,,,,,,,"McDonough County",13057,4280,3352,5425
"G1701110","2010","2","3","Illinois","17","McHenry County","111",,,,,,,,,,,"16980","16974","176",,,,,,,,,,,,"McHenry County",109199,74221,16501,18477
"G1701130","2010","2","3","Illinois","17","McLean County","113",,,,,,,,,,,"14060","99999","999",,,,,,,,,,,,"McLean County",65104,32020,11338,21746
"G1701150","2010","2","3","Illinois","17","Macon County","115",,,,,,,,,,,"19500","99999","999",,,,,,,,,,,,"Macon County",45855,19880,12205,13770
"G1701170","2010","2","3","Illinois","17","Macoupin County","117",,,,,,,,,,,"41180","99999","476",,,,,,,,,,,,"Macoupin County",19381,9100,5882,4399
"G1701190","2010","2","3","Illinois","17","Madison County","119",,,,,,,,,,,"41180","99999","476",,,,,,,,,,,,"Madison County",108094,54084,24375,29635
"G1701210","2010","2","3","Illinois","17","Marion County","121",,,,,,,,,,,"16460","99999","999",,,,,,,,,,,,"Marion County",16148,6632,5343,4173
"G1701230","2010","2","3","Illinois","17","Marshall County","123",,,,,,,,,,,"37900","99999","426",,,,,,,,,,,,"Marshall County",5161,2331,1846,984
"G1701250","2010","2","3","Illinois","17","Mason County","125",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Mason County",6079,2569,2159,1351
"G1701270","2010","2","3","Illinois","17","Massac County","127",,,,,,,,,,,"37140","99999","424",,,,,,,,,,,,"Massac County",6362,2613,2150,1599
"G1701290","2010","2","3","Illinois","17","Menard County","129",,,,,,,,,,,"44100","99999","999",,,,,,,,,,,,"Menard County",5140,2713,1376,1051
"G1701310","2010","2","3","Illinois","17","Mercer County","131",,,,,,,,,,,"19340","99999","999",,,,,,,,,,,,"Mercer County",6734,3284,2136,1314
"G1701330","2010","2","3","Illinois","17","Monroe County","133",,,,,,,,,,,"41180","99999","476",,,,,,,,,,,,"Monroe County",12589,7344,2936,2309
"G1701350","2010","2","3","Illinois","17","Montgomery County","135",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Montgomery County",11652,5054,4051,2547
"G1701370","2010","2","3","Illinois","17","Morgan County","137",,,,,,,,,,,"27300","99999","999",,,,,,,,,,,,"Morgan County",14104,6167,3755,4182
"G1701390","2010","2","3","Illinois","17","Moultrie County","139",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Moultrie County",5758,2666,1775,1317
"G1701410","2010","2","3","Illinois","17","Ogle County","141",,,,,,,,,,,"40300","99999","466",,,,,,,,,,,,"Ogle County",20856,10889,5033,4934
"G1701430","2010","2","3","Illinois","17","Peoria County","143",,,,,,,,,,,"37900","99999","426",,,,,,,,,,,,"Peoria County",75793,33708,16807,25278
"G1701450","2010","2","3","Illinois","17","Perry County","145",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Perry County",8335,3452,2964,1919
"G1701470","2010","2","3","Illinois","17","Piatt County","147",,,,,,,,,,,"16580","99999","999",,,,,,,,,,,,"Piatt County",6782,3576,1921,1285
"G1701490","2010","2","3","Illinois","17","Pike County","149",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Pike County",6639,2853,2255,1531
"G1701510","2010","2","3","Illinois","17","Pope County","151",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Pope County",1829,649,826,354
"G1701530","2010","2","3","Illinois","17","Pulaski County","153",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Pulaski County",2642,797,1203,642
"G1701550","2010","2","3","Illinois","17","Putnam County","155",,,,,,,,,,,"36860","99999","999",,,,,,,,,,,,"Putnam County",2509,1237,845,427
"G1701570","2010","2","3","Illinois","17","Randolph County","157",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Randolph County",12314,5243,4085,2986
"G1701590","2010","2","3","Illinois","17","Richland County","159",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Richland County",6726,2487,2399,1840
"G1701610","2010","2","3","Illinois","17","Rock Island County","161",,,,,,,,,,,"19340","99999","999",,,,,,,,,,,,"Rock Island County",61303,27030,15388,18885
"G1701630","2010","2","3","Illinois","17","St. Clair County","163",,,,,,,,,,,"41180","99999","476",,,,,,,,,,,,"St. Clair County",105045,48475,21171,35399
"G1701650","2010","2","3","Illinois","17","Saline County","165",,,,,,,,,,,"25380","99999","999",,,,,,,,,,,,"Saline County",10379,3671,3889,2819
"G1701670","2010","2","3","Illinois","17","Sangamon County","167",,,,,,,,,,,"44100","99999","999",,,,,,,,,,,,"Sangamon County",82986,40611,17740,24635
"G1701690","2010","2","3","Illinois","17","Schuyler County","169",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Schuyler County",3040,1212,1196,632
"G1701710","2010","2","3","Illinois","17","Scott County","171",,,,,,,,,,,"27300","99999","999",,,,,,,,,,,,"Scott County",2214,1003,711,500
"G1701730","2010","2","3","Illinois","17","Shelby County","173",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Shelby County",9216,3997,3458,1761
"G1701750","2010","2","3","Illinois","17","Stark County","175",,,,,,,,,,,"37900","99999","426",,,,,,,,,,,,"Stark County",2425,1036,901,488
"G1701770","2010","2","3","Illinois","17","Stephenson County","177",,,,,,,,,,,"23300","99999","466",,,,,,,,,,,,"Stephenson County",19845,8682,5590,5573
"G1701790","2010","2","3","Illinois","17","Tazewell County","179",,,,,,,,,,,"37900","99999","426",,,,,,,,,,,,"Tazewell County",54146,27764,13585,12797
"G1701810","2010","2","3","Illinois","17","Union County","181",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Union County",7167,2851,2600,1716
"G1701830","2010","2","3","Illinois","17","Vermilion County","183",,,,,,,,,,,"19180","99999","999",,,,,,,,,,,,"Vermilion County",32655,12860,9970,9825
"G1701850","2010","2","3","Illinois","17","Wabash County","185",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Wabash County",5012,2017,1705,1290
"G1701870","2010","2","3","Illinois","17","Warren County","187",,,,,,,,,,,"23660","99999","999",,,,,,,,,,,,"Warren County",6918,2862,2227,1829
"G1701890","2010","2","3","Illinois","17","Washington County","189",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Washington County",5926,2588,2192,1146
"G1701910","2010","2","3","Illinois","17","Wayne County","191",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Wayne County",7102,2579,3024,1499
"G1701930","2010","2","3","Illinois","17","White County","193",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"White County",6313,2325,2496,1492
"G1701950","2010","2","3","Illinois","17","Whiteside County","195",,,,,,,,,,,"44580","99999","999",,,,,,,,,,,,"Whiteside County",23740,10992,6700,6048
"G1701970","2010","2","3","Illinois","17","Will County","197",,,,,,,,,,,"16980","16974","176",,,,,,,,,,,,"Will County",225256,153193,34232,37831
"G1701990","2010","2","3","Illinois","17","Williamson County","199",,,,,,,,,,,"32060","99999","166",,,,,,,,,,,,"Williamson County",27421,11287,8316,7818
"G1702010","2010","2","3","Illinois","17","Winnebago County","201",,,,,,,,,,,"40420","99999","466",,,,,,,,,,,,"Winnebago County",115501,57564,21781,36156
"G1702030","2010","2","3","Illinois","17","Woodford County","203",,,,,,,,,,,"37900","99999","426",,,,,,,,,,,,"Woodford County",14276,7773,4142,2361
"G1800010","2010","2","3","Indiana","18","Adams County","001",,,,,,,,,,,"19540","99999","258",,,,,,,,,,,,"Adams County",12011,6221,2976,2814
"G1800030","2010","2","3","Indiana","18","Allen County","003",,,,,,,,,,,"23060","99999","258",,,,,,,,,,,,"Allen County",137851,70455,25336,42060
"G1800050","2010","2","3","Indiana","18","Bartholomew County","005",,,,,,,,,,,"18020","99999","294",,,,,,,,,,,,"Bartholomew County",29860,14997,6390,8473
