GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,TTRACTA,ANRCA,CBSAA,METDIVA,CSAA,NECTAA,NECTADIVA,CNECTAA,CDA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,NAME,LHT001,LHT002,LHT003,LHT004
"G2801210","2010","3","6","Mississippi","28","Rankin County","121",,,,,,,,,,,"27140","99999","298",,,,,,,,,,,,"Rankin County",52836,28496,11379,12961
"G2801230","2010","3","6","Mississippi","28","Scott County","123",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Scott County",10248,3825,3672,2751
"G2801250","2010","3","6","Mississippi","28","Sharkey County","125",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Sharkey County",1834,488,651,695
"G2801270","2010","3","6","Mississippi","28","Simpson County","127",,,,,,,,,,,"27140","99999","298",,,,,,,,,,,,"Simpson County",10330,3951,3996,2383
"G2801290","2010","3","6","Mississippi","28","Smith County","129",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Smith County",6221,2435,2826,960
"G2801310","2010","3","6","Mississippi","28","Stone County","131",,,,,,,,,,,"25060","99999","274",,,,,,,,,,,,"Stone County",6165,2770,2099,1296
"G2801330","2010","3","6","Mississippi","28","Sunflower County","133",,,,,,,,,,,"26940","99999","999",,,,,,,,,,,,"Sunflower County",8822,2878,2325,3619
"G2801350","2010","3","6","Mississippi","28","Tallahatchie County","135",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Tallahatchie County",4856,1563,1959,1334
"G2801370","2010","3","6","Mississippi","28","Tate County","137",,,,,,,,,,,"32820","99999","999",,,,,,,,,,,,"Tate County",10035,4755,2777,2503
"G2801390","2010","3","6","Mississippi","28","Tippah County","139",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Tippah County",8597,3128,3300,2169
"G2801410","2010","3","6","Mississippi","28","Tishomingo County","141",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Tishomingo County",8148,2729,3371,2048
"G2801430","2010","3","6","Mississippi","28","Tunica County","143",,,,,,,,,,,"32820","99999","999",,,,,,,,,,,,"Tunica County",3927,1031,719,2177
"G2801450","2010","3","6","Mississippi","28","Union County","145",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Union County",10317,4299,3312,2706
"G2801470","2010","3","6","Mississippi","28","Walthall County","147",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Walthall County",5888,2302,2568,1018
"G2801490","2010","3","6","Mississippi","28","Warren County","149",,,,,,,,,,,"46980","99999","999",,,,,,,,,,,,"Warren County",18941,7803,5129,6009
"G2801510","2010","3","6","Mississippi","28","Washington County","151",,,,,,,,,,,"24740","99999","999",,,,,,,,,,,,"Washington County",18936,5830,5014,8092
"G2801530","2010","3","6","Mississippi","28","Wayne County","153",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Wayne County",8104,2879,3663,1562
"G2801550","2010","3","6","Mississippi","28","Webster County","155",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Webster County",4060,1473,1603,984
"G2801570","2010","3","6","Mississippi","28","Wilkinson County","157",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Wilkinson County",3455,969,1737,749
"G2801590","2010","3","6","Mississippi","28","Winston County","159",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Winston County",7494,2952,2642,1900
"G2801610","2010","3","6","Mississippi","28","Yalobusha County","161",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Yalobusha County",5166,1997,1915,1254
"G2801630","2010","3","6","Mississippi","28","Yazoo County","163",,,,,,,,,,,"49540","99999","298",,,,,,,,,,,,"Yazoo County",8860,2887,2935,3038
"G2900010","2010","2","4","Missouri","29","Adair County","001",,,,,,,,,,,"28860","99999","999",,,,,,,,,,,,"Adair County",9877,3317,2492,4068
"G2900030","2010","2","4","Missouri","29","Andrew County","003",,,,,,,,,,,"41140","99999","999",,,,,,,,,,,,"Andrew County",6700,3282,1981,1437
"G2900050","2010","2","4","Missouri","29","Atchison County","005",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Atchison County",2498,906,862,730
"G2900070","2010","2","4","Missouri","29","Audrain County","007",,,,,,,,,,,"33020","99999","999",,,,,,,,,,,,"Audrain County",9590,3913,2910,2767
"G2900090","2010","2","4","Missouri","29","Barry County","009",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Barry County",14057,6009,4402,3646
"G2900110","2010","2","4","Missouri","29","Barton County","011",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Barton County",4929,2004,1528,1397
"G2900130","2010","2","4","Missouri","29","Bates County","013",,,,,,,,,,,"28140","99999","312",,,,,,,,,,,,"Bates County",6744,2893,2103,1748
"G2900150","2010","2","4","Missouri","29","Benton County","015",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Benton County",8449,3605,3284,1560
"G2900170","2010","2","4","Missouri","29","Bollinger County","017",,,,,,,,,,,"16020","99999","164",,,,,,,,,,,,"Bollinger County",4847,2051,1861,935
"G2900190","2010","2","4","Missouri","29","Boone County","019",,,,,,,,,,,"17860","99999","999",,,,,,,,,,,,"Boone County",64077,26337,9592,28148
"G2900210","2010","2","4","Missouri","29","Buchanan County","021",,,,,,,,,,,"41140","99999","999",,,,,,,,,,,,"Buchanan County",34509,13948,8223,12338
"G2900230","2010","2","4","Missouri","29","Butler County","023",,,,,,,,,,,"38740","99999","999",,,,,,,,,,,,"Butler County",17614,6494,5192,5928
"G2900250","2010","2","4","Missouri","29","Caldwell County","025",,,,,,,,,,,"28140","99999","312",,,,,,,,,,,,"Caldwell County",3676,1632,1156,888
"G2900270","2010","2","4","Missouri","29","Callaway County","027",,,,,,,,,,,"27620","99999","999",,,,,,,,,,,,"Callaway County",16333,8125,3990,4218
"G2900290","2010","2","4","Missouri","29","Camden County","029",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Camden County",19068,9947,5329,3792
"G2900310","2010","2","4","Missouri","29","Cape Girardeau County","031",,,,,,,,,,,"16020","99999","164",,,,,,,,,,,,"Cape Girardeau County",29848,13123,6527,10198
"G2900330","2010","2","4","Missouri","29","Carroll County","033",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Carroll County",3865,1494,1398,973
"G2900350","2010","2","4","Missouri","29","Carter County","035",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Carter County",2559,989,905,665
"G2900370","2010","2","4","Missouri","29","Cass County","037",,,,,,,,,,,"28140","99999","312",,,,,,,,,,,,"Cass County",37150,21369,7330,8451
"G2900390","2010","2","4","Missouri","29","Cedar County","039",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Cedar County",5838,2404,1939,1495
"G2900410","2010","2","4","Missouri","29","Chariton County","041",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Chariton County",3242,1176,1435,631
"G2900430","2010","2","4","Missouri","29","Christian County","043",,,,,,,,,,,"44180","99999","999",,,,,,,,,,,,"Christian County",29077,16241,5309,7527
"G2900450","2010","2","4","Missouri","29","Clark County","045",,,,,,,,,,,"22800","99999","999",,,,,,,,,,,,"Clark County",2933,1101,1130,702
"G2900470","2010","2","4","Missouri","29","Clay County","047",,,,,,,,,,,"28140","99999","312",,,,,,,,,,,,"Clay County",87217,47841,13915,25461
"G2900490","2010","2","4","Missouri","29","Clinton County","049",,,,,,,,,,,"28140","99999","312",,,,,,,,,,,,"Clinton County",7951,4263,1860,1828
"G2900510","2010","2","4","Missouri","29","Cole County","051",,,,,,,,,,,"27620","99999","999",,,,,,,,,,,,"Cole County",29722,13544,6425,9753
"G2900530","2010","2","4","Missouri","29","Cooper County","053",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Cooper County",6554,3000,1769,1785
"G2900550","2010","2","4","Missouri","29","Crawford County","055",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Crawford County",9831,4205,2871,2755
"G2900570","2010","2","4","Missouri","29","Dade County","057",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Dade County",3271,1324,1184,763
"G2900590","2010","2","4","Missouri","29","Dallas County","059",,,,,,,,,,,"44180","99999","999",,,,,,,,,,,,"Dallas County",6524,2920,2128,1476
"G2900610","2010","2","4","Missouri","29","Daviess County","061",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Daviess County",3214,1319,1170,725
"G2900630","2010","2","4","Missouri","29","DeKalb County","063",,,,,,,,,,,"41140","99999","999",,,,,,,,,,,,"DeKalb County",3839,1694,1049,1096
"G2900650","2010","2","4","Missouri","29","Dent County","065",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Dent County",6338,2681,2021,1636
"G2900670","2010","2","4","Missouri","29","Douglas County","067",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Douglas County",5587,2235,2137,1215
"G2900690","2010","2","4","Missouri","29","Dunklin County","069",,,,,,,,,,,"28380","99999","999",,,,,,,,,,,,"Dunklin County",12837,4336,3815,4686
"G2900710","2010","2","4","Missouri","29","Franklin County","071",,,,,,,,,,,"41180","99999","476",,,,,,,,,,,,"Franklin County",39170,20316,9296,9558
"G2900730","2010","2","4","Missouri","29","Gasconade County","073",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Gasconade County",6250,2770,2136,1344
"G2900750","2010","2","4","Missouri","29","Gentry County","075",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Gentry County",2674,1039,983,652
"G2900770","2010","2","4","Missouri","29","Greene County","077",,,,,,,,,,,"44180","99999","999",,,,,,,,,,,,"Greene County",114244,48821,21033,44390
"G2900790","2010","2","4","Missouri","29","Grundy County","079",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Grundy County",4204,1351,1579,1274
"G2900810","2010","2","4","Missouri","29","Harrison County","081",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Harrison County",3669,1333,1306,1030
"G2900830","2010","2","4","Missouri","29","Henry County","083",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Henry County",9405,3894,2983,2528
"G2900850","2010","2","4","Missouri","29","Hickory County","085",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Hickory County",4371,1722,1838,811
"G2900870","2010","2","4","Missouri","29","Holt County","087",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Holt County",2133,772,848,513
"G2900890","2010","2","4","Missouri","29","Howard County","089",,,,,,,,,,,"17860","99999","999",,,,,,,,,,,,"Howard County",3981,1820,1206,955
"G2900910","2010","2","4","Missouri","29","Howell County","091",,,,,,,,,,,"48460","99999","999",,,,,,,,,,,,"Howell County",16192,6435,4813,4944
"G2900930","2010","2","4","Missouri","29","Iron County","093",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Iron County",4378,1649,1571,1158
"G2900950","2010","2","4","Missouri","29","Jackson County","095",,,,,,,,,,,"28140","99999","312",,,,,,,,,,,,"Jackson County",274804,124016,44781,106007
"G2900970","2010","2","4","Missouri","29","Jasper County","097",,,,,,,,,,,"27900","99999","999",,,,,,,,,,,,"Jasper County",45639,19517,9747,16375
"G2900990","2010","2","4","Missouri","29","Jefferson County","099",,,,,,,,,,,"41180","99999","476",,,,,,,,,,,,"Jefferson County",81700,49458,17378,14864
"G2901010","2010","2","4","Missouri","29","Johnson County","101",,,,,,,,,,,"47660","99999","312",,,,,,,,,,,,"Johnson County",19311,8331,3684,7296
"G2901030","2010","2","4","Missouri","29","Knox County","103",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Knox County",1708,625,731,352
"G2901050","2010","2","4","Missouri","29","Laclede County","105",,,,,,,,,,,"30060","99999","999",,,,,,,,,,,,"Laclede County",14081,5933,3857,4291
"G2901070","2010","2","4","Missouri","29","Lafayette County","107",,,,,,,,,,,"28140","99999","312",,,,,,,,,,,,"Lafayette County",13022,5930,3528,3564
"G2901090","2010","2","4","Missouri","29","Lawrence County","109",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Lawrence County",14869,6812,3992,4065
"G2901110","2010","2","4","Missouri","29","Lewis County","111",,,,,,,,,,,"39500","99999","999",,,,,,,,,,,,"Lewis County",3874,1633,1256,985
"G2901130","2010","2","4","Missouri","29","Lincoln County","113",,,,,,,,,,,"41180","99999","476",,,,,,,,,,,,"Lincoln County",18906,11006,3928,3972
"G2901150","2010","2","4","Missouri","29","Linn County","115",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Linn County",5299,2040,1878,1381
"G2901170","2010","2","4","Missouri","29","Livingston County","117",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Livingston County",5871,2277,1751,1843
"G2901190","2010","2","4","Missouri","29","McDonald County","119",,,,,,,,,,,"22220","99999","999",,,,,,,,,,,,"McDonald County",8404,3544,2475,2385
"G2901210","2010","2","4","Missouri","29","Macon County","121",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Macon County",6412,2452,2281,1679
"G2901230","2010","2","4","Missouri","29","Madison County","123",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Madison County",4898,2020,1605,1273
"G2901250","2010","2","4","Missouri","29","Maries County","125",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Maries County",3705,1620,1331,754
"G2901270","2010","2","4","Missouri","29","Marion County","127",,,,,,,,,,,"25300","99999","999",,,,,,,,,,,,"Marion County",11377,4569,2982,3826
"G2901290","2010","2","4","Missouri","29","Mercer County","129",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Mercer County",1560,566,625,369
"G2901310","2010","2","4","Missouri","29","Miller County","131",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Miller County",9917,4503,2838,2576
"G2901330","2010","2","4","Missouri","29","Mississippi County","133",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Mississippi County",5180,1769,1463,1948
"G2901350","2010","2","4","Missouri","29","Moniteau County","135",,,,,,,,,,,"27620","99999","999",,,,,,,,,,,,"Moniteau County",5532,2511,1715,1306
"G2901370","2010","2","4","Missouri","29","Monroe County","137",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Monroe County",3638,1502,1304,832
"G2901390","2010","2","4","Missouri","29","Montgomery County","139",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Montgomery County",4868,2126,1549,1193
"G2901410","2010","2","4","Missouri","29","Morgan County","141",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Morgan County",8450,3710,2992,1748
"G2901430","2010","2","4","Missouri","29","New Madrid County","143",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"New Madrid County",7742,2620,2362,2760
"G2901450","2010","2","4","Missouri","29","Newton County","145",,,,,,,,,,,"27900","99999","999",,,,,,,,,,,,"Newton County",22021,10199,6129,5693
"G2901470","2010","2","4","Missouri","29","Nodaway County","147",,,,,,,,,,,"32340","99999","999",,,,,,,,,,,,"Nodaway County",8545,2907,2325,3313
"G2901490","2010","2","4","Missouri","29","Oregon County","149",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Oregon County",4527,1715,1733,1079
"G2901510","2010","2","4","Missouri","29","Osage County","151",,,,,,,,,,,"27620","99999","999",,,,,,,,,,,,"Osage County",5328,2350,1979,999
"G2901530","2010","2","4","Missouri","29","Ozark County","153",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Ozark County",4194,1668,1698,828
"G2901550","2010","2","4","Missouri","29","Pemiscot County","155",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Pemiscot County",7350,2196,1933,3221
"G2901570","2010","2","4","Missouri","29","Perry County","157",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Perry County",7357,3400,2271,1686
"G2901590","2010","2","4","Missouri","29","Pettis County","159",,,,,,,,,,,"42740","99999","999",,,,,,,,,,,,"Pettis County",16428,6890,4449,5089
"G2901610","2010","2","4","Missouri","29","Phelps County","161",,,,,,,,,,,"40620","99999","999",,,,,,,,,,,,"Phelps County",17564,6672,4177,6715
"G2901630","2010","2","4","Missouri","29","Pike County","163",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Pike County",6560,2688,2080,1792
"G2901650","2010","2","4","Missouri","29","Platte County","165",,,,,,,,,,,"28140","99999","312",,,,,,,,,,,,"Platte County",36103,18818,5256,12029
"G2901670","2010","2","4","Missouri","29","Polk County","167",,,,,,,,,,,"44180","99999","999",,,,,,,,,,,,"Polk County",11677,5081,3194,3402
"G2901690","2010","2","4","Missouri","29","Pulaski County","169",,,,,,,,,,,"22780","99999","999",,,,,,,,,,,,"Pulaski County",16004,6385,2849,6770
"G2901710","2010","2","4","Missouri","29","Putnam County","171",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Putnam County",2132,802,854,476
"G2901730","2010","2","4","Missouri","29","Ralls County","173",,,,,,,,,,,"25300","99999","999",,,,,,,,,,,,"Ralls County",4091,2001,1372,718
"G2901750","2010","2","4","Missouri","29","Randolph County","175",,,,,,,,,,,"33620","99999","999",,,,,,,,,,,,"Randolph County",9342,3951,2650,2741
"G2901770","2010","2","4","Missouri","29","Ray County","177",,,,,,,,,,,"28140","99999","312",,,,,,,,,,,,"Ray County",8957,4646,2320,1991
"G2901790","2010","2","4","Missouri","29","Reynolds County","179",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Reynolds County",2778,972,1128,678
"G2901810","2010","2","4","Missouri","29","Ripley County","181",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Ripley County",5637,2208,2116,1313
"G2901830","2010","2","4","Missouri","29","St. Charles County","183",,,,,,,,,,,"41180","99999","476",,,,,,,,,,,,"St. Charles County",134274,87270,20949,26055
"G2901850","2010","2","4","Missouri","29","St. Clair County","185",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"St. Clair County",4161,1616,1665,880
"G2901860","2010","2","4","Missouri","29","Ste. Genevieve County","186",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Ste. Genevieve County",7040,3480,2253,1307
"G2901870","2010","2","4","Missouri","29","St. Francois County","187",,,,,,,,,,,"22100","99999","476",,,,,,,,,,,,"St. Francois County",23981,10675,5727,7579
"G2901890","2010","2","4","Missouri","29","St. Louis County","189",,,,,,,,,,,"41180","99999","476",,,,,,,,,,,,"St. Louis County",404765,214135,77802,112828
"G2901950","2010","2","4","Missouri","29","Saline County","195",,,,,,,,,,,"32180","99999","999",,,,,,,,,,,,"Saline County",8883,3551,2534,2798
"G2901970","2010","2","4","Missouri","29","Schuyler County","197",,,,,,,,,,,"28860","99999","999",,,,,,,,,,,,"Schuyler County",1796,659,696,441
"G2901990","2010","2","4","Missouri","29","Scotland County","199",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Scotland County",1880,721,718,441
"G2902010","2010","2","4","Missouri","29","Scott County","201",,,,,,,,,,,"43460","99999","164",,,,,,,,,,,,"Scott County",15538,6470,4169,4899
"G2902030","2010","2","4","Missouri","29","Shannon County","203",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Shannon County",3448,1351,1327,770
"G2902050","2010","2","4","Missouri","29","Shelby County","205",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Shelby County",2581,977,934,670
"G2902070","2010","2","4","Missouri","29","Stoddard County","207",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Stoddard County",12255,4857,3850,3548
"G2902090","2010","2","4","Missouri","29","Stone County","209",,,,,,,,,,,"14700","99999","999",,,,,,,,,,,,"Stone County",13690,6599,4418,2673
"G2902110","2010","2","4","Missouri","29","Sullivan County","211",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Sullivan County",2740,957,982,801
"G2902130","2010","2","4","Missouri","29","Taney County","213",,,,,,,,,,,"14700","99999","999",,,,,,,,,,,,"Taney County",20755,8319,4940,7496
"G2902150","2010","2","4","Missouri","29","Texas County","215",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Texas County",10057,4070,3492,2495
"G2902170","2010","2","4","Missouri","29","Vernon County","217",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Vernon County",8396,3392,2515,2489
"G2902190","2010","2","4","Missouri","29","Warren County","219",,,,,,,,,,,"41180","99999","476",,,,,,,,,,,,"Warren County",12339,6916,2898,2525
"G2902210","2010","2","4","Missouri","29","Washington County","221",,,,,,,,,,,"41180","99999","476",,,,,,,,,,,,"Washington County",9355,3936,3364,2055
"G2902230","2010","2","4","Missouri","29","Wayne County","223",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Wayne County",5717,1977,2448,1292
"G2902250","2010","2","4","Missouri","29","Webster County","225",,,,,,,,,,,"44180","99999","999",,,,,,,,,,,,"Webster County",13062,6772,3122,3168
"G2902270","2010","2","4","Missouri","29","Worth County","227",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Worth County",944,300,431,213
"G2902290","2010","2","4","Missouri","29","Wright County","229",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Wright County",7499,2902,2406,2191
"G2905100","2010","2","4","Missouri","29","St. Louis city","510",,,,,,,,,,,"41180","99999","476",,,,,,,,,,,,"St. Louis city",142057,46607,17818,77632
"G3000010","2010","4","8","Montana","30","Beaverhead County","001",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Beaverhead County",4014,1438,1151,1425
"G3000030","2010","4","8","Montana","30","Big Horn County","003",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Big Horn County",4004,859,1701,1444
"G3000050","2010","4","8","Montana","30","Blaine County","005",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Blaine County",2357,574,889,894
"G3000070","2010","4","8","Montana","30","Broadwater County","007",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Broadwater County",2347,1135,706,506
"G3000090","2010","4","8","Montana","30","Carbon County","009",,,,,,,,,,,"13740","99999","999",,,,,,,,,,,,"Carbon County",4571,1964,1507,1100
"G3000110","2010","4","8","Montana","30","Carter County","011",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Carter County",532,115,283,134
"G3000130","2010","4","8","Montana","30","Cascade County","013",,,,,,,,,,,"24500","99999","999",,,,,,,,,,,,"Cascade County",33809,14511,7779,11519
"G3000150","2010","4","8","Montana","30","Chouteau County","015",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Chouteau County",2294,599,908,787
"G3000170","2010","4","8","Montana","30","Custer County","017",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Custer County",5031,1818,1531,1682
"G3000190","2010","4","8","Montana","30","Daniels County","019",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Daniels County",798,272,371,155
"G3000210","2010","4","8","Montana","30","Dawson County","021",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Dawson County",3749,1238,1420,1091
"G3000230","2010","4","8","Montana","30","Deer Lodge County","023",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Deer Lodge County",4018,1580,1261,1177
"G3000250","2010","4","8","Montana","30","Fallon County","025",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Fallon County",1233,416,486,331
"G3000270","2010","4","8","Montana","30","Fergus County","027",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Fergus County",5099,1904,1821,1374
"G3000290","2010","4","8","Montana","30","Flathead County","029",,,,,,,,,,,"28060","99999","999",,,,,,,,,,,,"Flathead County",37504,17740,8797,10967
"G3000310","2010","4","8","Montana","30","Gallatin County","031",,,,,,,,,,,"14580","99999","999",,,,,,,,,,,,"Gallatin County",36550,16041,6244,14265
"G3000330","2010","4","8","Montana","30","Garfield County","033",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Garfield County",532,133,282,117
"G3000350","2010","4","8","Montana","30","Glacier County","035",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Glacier County",4361,978,1680,1703
"G3000370","2010","4","8","Montana","30","Golden Valley County","037",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Golden Valley County",363,96,180,87
"G3000390","2010","4","8","Montana","30","Granite County","039",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Granite County",1417,535,528,354
"G3000410","2010","4","8","Montana","30","Hill County","041",,,,,,,,,,,"25660","99999","999",,,,,,,,,,,,"Hill County",6275,2263,1874,2138
"G3000430","2010","4","8","Montana","30","Jefferson County","043",,,,,,,,,,,"25740","99999","999",,,,,,,,,,,,"Jefferson County",4512,2418,1361,733
"G3000450","2010","4","8","Montana","30","Judith Basin County","045",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Judith Basin County",924,269,435,220
"G3000470","2010","4","8","Montana","30","Lake County","047",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Lake County",11432,4531,3613,3288
"G3000490","2010","4","8","Montana","30","Lewis and Clark County","049",,,,,,,,,,,"25740","99999","999",,,,,,,,,,,,"Lewis and Clark County",26694,12765,5712,8217
"G3000510","2010","4","8","Montana","30","Liberty County","051",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Liberty County",822,182,371,269
"G3000530","2010","4","8","Montana","30","Lincoln County","053",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Lincoln County",8843,3418,3318,2107
"G3000550","2010","4","8","Montana","30","McCone County","055",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"McCone County",774,243,372,159
"G3000570","2010","4","8","Montana","30","Madison County","057",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Madison County",3560,1401,1237,922
"G3000590","2010","4","8","Montana","30","Meagher County","059",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Meagher County",806,265,330,211
"G3000610","2010","4","8","Montana","30","Mineral County","061",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Mineral County",1911,776,654,481
"G3000630","2010","4","8","Montana","30","Missoula County","063",,,,,,,,,,,"33540","99999","999",,,,,,,,,,,,"Missoula County",45926,18916,8384,18626
"G3000650","2010","4","8","Montana","30","Musselshell County","065",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Musselshell County",2046,709,861,476
"G3000670","2010","4","8","Montana","30","Park County","067",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Park County",7310,2972,1966,2372
"G3000690","2010","4","8","Montana","30","Petroleum County","069",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Petroleum County",225,55,108,62
"G3000710","2010","4","8","Montana","30","Phillips County","071",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Phillips County",1819,571,771,477
"G3000730","2010","4","8","Montana","30","Pondera County","073",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Pondera County",2285,758,862,665
"G3000750","2010","4","8","Montana","30","Powder River County","075",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Powder River County",755,210,369,176
"G3000770","2010","4","8","Montana","30","Powell County","077",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Powell County",2466,920,819,727
"G3000790","2010","4","8","Montana","30","Prairie County","079",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Prairie County",551,131,307,113
"G3000810","2010","4","8","Montana","30","Ravalli County","081",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Ravalli County",16933,8008,4599,4326
"G3000830","2010","4","8","Montana","30","Richland County","083",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Richland County",4167,1473,1431,1263
"G3000850","2010","4","8","Montana","30","Roosevelt County","085",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Roosevelt County",3553,721,1470,1362
