GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,JM0E001,JM0E002,JM0E003,JM0E004,JM0E005,JM0E006,JM0E007,JM0E008,JM0E009,JM0E010,JM0E011,JM0E012,JM0E013,JM0E014,JM0E015,JM0E016,JM0E017,JM0E018,JM0E019,JM0E020,JM0E021,JT5E001,JT5E002,JT5E003,NAME_M,JM0M001,JM0M002,JM0M003,JM0M004,JM0M005,JM0M006,JM0M007,JM0M008,JM0M009,JM0M010,JM0M011,JM0M012,JM0M013,JM0M014,JM0M015,JM0M016,JM0M017,JM0M018,JM0M019,JM0M020,JM0M021,JT5M001,JT5M002,JT5M003
"G0200600","2006-2010",,,"Alaska","02","Bristol Bay Borough","060",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bristol Bay Borough, Alaska",411,321,260,61,28,30,3,0,0,0,0,0,0,0,0,0,0,0,51,7,32,1049,1,1048,"Bristol Bay Borough, Alaska",95,78,79,27,19,18,5,109,109,109,109,109,109,109,109,109,109,109,31,8,20,-1,-1,-1
"G0200680","2006-2010",,,"Alaska","02","Denali Borough","068",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Denali Borough, Alaska",667,426,335,91,47,36,8,0,0,48,48,0,0,0,0,0,0,0,145,12,36,1144,29,1115,"Denali Borough, Alaska",218,159,126,51,35,36,11,109,109,37,37,109,109,109,109,109,109,109,100,18,25,-1,-1,-1
"G0200700","2006-2010",,,"Alaska","02","Dillingham Census Area","070",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dillingham Census Area, Alaska",1822,1085,662,423,338,54,19,12,0,6,6,0,0,0,0,52,0,4,366,229,80,4817,33,4784,"Dillingham Census Area, Alaska",110,119,93,84,81,31,14,18,109,6,6,109,109,109,109,22,109,6,66,57,28,-1,-1,-1
"G0200900","2006-2010",,,"Alaska","02","Fairbanks North Star Borough","090",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fairbanks North Star Borough, Alaska",48056,41525,34755,6770,5467,807,122,133,241,536,536,0,0,0,0,55,246,537,1629,499,3029,94439,3373,91066,"Fairbanks North Star Borough, Alaska",1008,1191,1203,743,708,285,82,84,230,147,147,109,109,109,109,46,163,160,354,163,796,-1,-1,-1
"G0201000","2006-2010",,,"Alaska","02","Haines Borough","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Haines Borough, Alaska",680,379,338,41,25,16,0,0,0,14,11,0,0,0,3,0,0,22,146,0,119,1658,10,1648,"Haines Borough, Alaska",287,201,183,39,23,27,109,109,109,10,7,109,109,109,6,109,109,24,80,109,66,-1,-1,-1
"G0201050","2006-2010",,,"Alaska","02","Hoonah-Angoon Census Area","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hoonah-Angoon Census Area, Alaska",915,420,371,49,49,0,0,0,0,22,22,0,0,0,0,0,13,54,254,82,70,2029,58,1971,"Hoonah-Angoon Census Area, Alaska",149,79,74,28,28,109,109,109,109,19,19,109,109,109,109,109,14,36,78,42,35,-1,-1,-1
"G0201100","2006-2010",,,"Alaska","02","Juneau City and Borough","110",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Juneau City and Borough, Alaska",16967,13096,10289,2807,2347,300,49,107,4,928,817,0,0,0,111,11,73,331,1536,301,691,30975,1189,29786,"Juneau City and Borough, Alaska",420,493,544,327,301,97,34,58,5,193,178,109,109,109,59,15,63,96,309,120,193,-1,-1,-1
"G0201220","2006-2010",,,"Alaska","02","Kenai Peninsula Borough","122",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kenai Peninsula Borough, Alaska",23396,19094,16833,2261,1928,168,148,0,17,198,186,0,0,0,12,65,4,141,1351,938,1605,53917,1984,51933,"Kenai Peninsula Borough, Alaska",549,548,473,345,319,68,83,109,16,102,102,109,109,109,10,50,6,83,248,168,230,-1,-1,-1
"G0201300","2006-2010",,,"Alaska","02","Ketchikan Gateway Borough","130",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ketchikan Gateway Borough, Alaska",6604,5228,3995,1233,958,169,106,0,0,128,88,0,0,0,40,87,12,21,645,232,251,13396,271,13125,"Ketchikan Gateway Borough, Alaska",282,363,344,285,227,99,101,109,109,82,55,109,109,109,54,75,19,34,183,110,125,-1,-1,-1
"G0201500","2006-2010",,,"Alaska","02","Kodiak Island Borough","150",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kodiak Island Borough, Alaska",6885,5422,3967,1455,858,137,149,161,150,51,6,37,0,0,8,20,15,35,866,171,305,13349,494,12855,"Kodiak Island Borough, Alaska",304,352,515,391,232,118,137,241,107,59,11,56,109,109,19,24,31,36,438,108,148,-1,-1,-1
"G0201640","2006-2010",,,"Alaska","02","Lake and Peninsula Borough","164",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lake and Peninsula Borough, Alaska",496,140,104,36,32,4,0,0,0,16,16,0,0,0,0,0,44,8,120,94,74,1626,3,1623,"Lake and Peninsula Borough, Alaska",101,48,33,25,20,10,109,109,109,18,18,109,109,109,109,109,23,8,41,34,31,-1,-1,-1
"G0201700","2006-2010",,,"Alaska","02","Matanuska-Susitna Borough","170",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Matanuska-Susitna Borough, Alaska",36179,30793,25383,5410,4265,583,180,89,293,196,171,0,5,20,0,37,100,137,799,1597,2520,84147,3047,81100,"Matanuska-Susitna Borough, Alaska",675,753,758,424,403,119,84,48,109,76,69,109,7,31,109,25,51,66,172,212,345,-1,-1,-1
"G0201800","2006-2010",,,"Alaska","02","Nome Census Area","180",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nome Census Area, Alaska",3316,1081,682,399,328,52,19,0,0,9,9,0,0,0,0,9,9,35,1252,599,322,9315,137,9178,"Nome Census Area, Alaska",193,180,158,163,150,53,25,109,109,13,13,109,109,109,109,16,17,32,179,104,214,-1,-1,-1
"G0201850","2006-2010",,,"Alaska","02","North Slope Borough","185",,,,,,,,,,,,,,,,,,,,,,,,,,,,"North Slope Borough, Alaska",3063,1332,585,747,564,127,37,19,0,4,4,0,0,0,0,190,0,7,1197,259,74,8852,298,8554,"North Slope Borough, Alaska",249,218,154,175,158,59,28,13,109,7,7,109,109,109,109,160,109,12,213,74,37,-1,-1,-1
"G0201880","2006-2010",,,"Alaska","02","Northwest Arctic Borough","188",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Northwest Arctic Borough, Alaska",2362,445,256,189,137,36,16,0,0,14,14,0,0,0,0,74,0,16,1190,376,247,7477,102,7375,"Northwest Arctic Borough, Alaska",184,81,60,58,47,22,19,109,109,18,18,109,109,109,109,31,109,14,156,76,198,-1,-1,-1
"G0201950","2006-2010",,,"Alaska","02","Petersburg Census Area","195",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Petersburg Census Area, Alaska",1840,1146,881,265,216,32,17,0,0,0,0,0,0,0,0,0,0,46,370,101,177,3841,73,3768,"Petersburg Census Area, Alaska",211,180,156,128,113,40,28,109,109,109,109,109,109,109,109,109,109,67,173,60,100,-1,-1,-1
"G0201980","2006-2010",,,"Alaska","02","Prince of Wales-Hyder Census Area","198",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Prince of Wales-Hyder Census Area, Alaska",2354,1624,1279,345,279,45,7,14,0,23,3,0,0,0,20,3,0,14,526,98,66,5507,70,5437,"Prince of Wales-Hyder Census Area, Alaska",126,130,104,88,90,25,7,14,109,19,5,109,109,109,18,5,109,14,101,53,27,-1,-1,-1
"G0202200","2006-2010",,,"Alaska","02","Sitka City and Borough","220",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sitka City and Borough, Alaska",4753,3584,2856,728,723,5,0,0,0,36,36,0,0,0,0,0,0,233,538,191,171,8894,492,8402,"Sitka City and Borough, Alaska",296,373,398,258,258,13,109,109,109,48,48,109,109,109,109,109,109,117,185,105,85,-1,-1,-1
"G0202300","2006-2010",,,"Alaska","02","Skagway Municipality","230",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Skagway Municipality, Alaska",676,302,275,27,26,1,0,0,0,6,6,0,0,0,0,0,0,12,270,0,86,1140,37,1103,"Skagway Municipality, Alaska",219,124,106,27,27,3,109,109,109,9,9,109,109,109,109,109,109,13,251,109,78,-1,-1,-1
"G0202400","2006-2010",,,"Alaska","02","Southeast Fairbanks Census Area","240",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Southeast Fairbanks Census Area, Alaska",2889,2361,1856,505,368,101,26,10,0,27,27,0,0,0,0,0,0,12,191,67,231,6935,135,6800,"Southeast Fairbanks Census Area, Alaska",176,173,202,181,152,76,35,12,109,22,22,109,109,109,109,109,109,18,75,51,98,-1,-1,-1
"G0202610","2006-2010",,,"Alaska","02","Valdez-Cordova Census Area","261",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Valdez-Cordova Census Area, Alaska",4389,3483,3090,393,307,34,52,0,0,0,0,0,0,0,0,35,0,18,470,138,245,9606,215,9391,"Valdez-Cordova Census Area, Alaska",269,284,273,129,109,28,58,109,109,109,109,109,109,109,109,44,109,31,127,78,89,-1,-1,-1
"G0202700","2006-2010",,,"Alaska","02","Wade Hampton Census Area","270",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wade Hampton Census Area, Alaska",1987,188,149,39,31,8,0,0,0,0,0,0,0,0,0,0,4,8,1124,624,39,7398,121,7277,"Wade Hampton Census Area, Alaska",92,43,39,17,18,8,109,109,109,109,109,109,109,109,109,109,5,8,79,75,19,-1,-1,-1
"G0202750","2006-2010",,,"Alaska","02","Wrangell City and Borough","275",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wrangell City and Borough, Alaska",1038,813,709,104,71,0,25,0,8,14,0,0,0,0,14,0,21,5,64,77,44,2338,0,2338,"Wrangell City and Borough, Alaska",131,119,108,68,53,109,38,109,14,21,109,109,109,109,21,109,31,8,41,47,34,-1,-1,-1
"G0202820","2006-2010",,,"Alaska","02","Yakutat City and Borough","282",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yakutat City and Borough, Alaska",294,215,149,66,62,4,0,0,0,6,0,6,0,0,0,0,0,0,34,19,20,638,18,620,"Yakutat City and Borough, Alaska",65,60,46,37,38,6,109,109,109,9,109,9,109,109,109,109,109,109,21,20,16,-1,-1,-1
"G0202900","2006-2010",,,"Alaska","02","Yukon-Koyukuk Census Area","290",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yukon-Koyukuk Census Area, Alaska",1899,723,535,188,148,18,17,5,0,3,3,0,0,0,0,3,9,11,690,296,164,5635,45,5590,"Yukon-Koyukuk Census Area, Alaska",106,80,77,56,51,20,17,6,109,6,6,109,109,109,109,5,9,10,95,62,75,-1,-1,-1
"G0400010","2006-2010",,,"Arizona","04","Apache County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Apache County, Arizona",18378,16419,14522,1897,1237,375,258,20,7,122,122,0,0,0,0,0,34,30,984,189,600,70312,4843,65469,"Apache County, Arizona",890,820,761,382,267,157,236,24,14,66,66,132,132,132,132,132,41,28,224,99,182,-1,-1,-1
"G0400030","2006-2010",,,"Arizona","04","Cochise County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cochise County, Arizona",51934,45704,39769,5935,4859,628,134,285,29,230,230,0,0,0,0,0,310,224,2416,609,2441,129268,8578,120690,"Cochise County, Arizona",1331,1484,1359,699,642,212,61,364,34,121,121,132,132,132,132,132,113,124,635,234,317,-1,-1,-1
"G0400050","2006-2010",,,"Arizona","04","Coconino County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Coconino County, Arizona",63138,51863,43194,8669,6743,1141,388,297,100,539,529,10,0,0,0,70,222,1832,4290,362,3960,131824,7309,124515,"Coconino County, Arizona",1606,1398,1343,827,762,291,139,150,77,196,196,15,132,132,132,57,139,290,499,136,502,-1,-1,-1
"G0400070","2006-2010",,,"Arizona","04","Gila County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gila County, Arizona",18091,15922,14108,1814,1389,262,31,39,93,29,18,0,11,0,0,0,26,249,718,157,990,53272,3371,49901,"Gila County, Arizona",889,858,854,433,384,130,34,43,65,35,29,132,20,132,132,132,29,227,262,80,227,-1,-1,-1
"G0400090","2006-2010",,,"Arizona","04","Graham County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Graham County, Arizona",12006,10699,8615,2084,1569,195,188,108,24,200,200,0,0,0,0,0,38,47,494,71,457,36030,2016,34014,"Graham County, Arizona",462,467,483,343,330,97,106,61,29,105,105,132,132,132,132,132,45,46,213,44,136,-1,-1,-1
"G0400110","2006-2010",,,"Arizona","04","Greenlee County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greenlee County, Arizona",3253,3014,2575,439,369,48,22,0,0,45,45,0,0,0,0,0,19,7,59,34,75,8318,610,7708,"Greenlee County, Arizona",226,215,231,122,106,62,36,132,132,43,43,132,132,132,132,132,19,13,39,49,41,-1,-1,-1
"G0400120","2006-2010",,,"Arizona","04","La Paz County","012",,,,,,,,,,,,,,,,,,,,,,,,,,,,"La Paz County, Arizona",6917,5791,4873,918,610,195,86,10,17,8,8,0,0,0,0,0,56,81,432,139,410,20549,728,19821,"La Paz County, Arizona",531,532,507,271,231,132,85,14,27,12,12,132,132,132,132,132,65,67,180,104,221,-1,-1,-1
"G0400130","2006-2010",,,"Arizona","04","Maricopa County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Maricopa County, Arizona",1705386,1508200,1292907,215293,168258,26924,11772,4633,3706,40087,38561,547,456,510,13,1179,7368,13005,28878,17980,88689,3751410,237311,3514099,"Maricopa County, Arizona",5368,6060,5968,3746,3352,1382,1105,686,468,1738,1749,172,177,206,21,365,664,1048,1268,1188,2405,-1,-1,-1
"G0400150","2006-2010",,,"Arizona","04","Mohave County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mohave County, Arizona",73133,67565,56375,11190,8946,1268,636,278,62,347,279,31,0,0,37,110,540,94,1302,794,2381,199177,10140,189037,"Mohave County, Arizona",1385,1403,1578,961,882,320,276,122,48,145,140,36,132,132,36,64,195,70,322,217,352,-1,-1,-1
"G0400170","2006-2010",,,"Arizona","04","Navajo County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Navajo County, Arizona",35953,31140,25807,5333,4035,816,238,203,41,235,213,5,0,17,0,16,49,171,1740,255,2347,107060,3047,104013,"Navajo County, Arizona",994,1104,1155,730,653,253,107,133,46,114,103,9,132,29,132,34,43,99,320,151,480,-1,-1,-1
"G0400190","2006-2010",,,"Arizona","04","Pima County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pima County, Arizona",419671,363885,317862,46023,35984,6447,1878,663,1051,10513,10464,10,39,0,0,257,2195,5554,11208,5749,20310,964462,51445,913017,"Pima County, Arizona",3141,3362,3608,1690,1295,795,367,170,262,849,849,17,37,132,132,134,294,593,787,735,1106,-1,-1,-1
"G0400210","2006-2010",,,"Arizona","04","Pinal County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pinal County, Arizona",122033,110562,92791,17771,14307,1932,664,453,415,319,293,0,0,26,0,22,544,274,2101,1312,6899,329297,18456,310841,"Pinal County, Arizona",1806,1934,1927,1248,1149,362,194,181,165,150,143,132,132,42,132,35,197,149,384,308,643,-1,-1,-1
"G0400230","2006-2010",,,"Arizona","04","Santa Cruz County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Cruz County, Arizona",16178,14812,12874,1938,1579,128,119,95,17,34,34,0,0,0,0,0,67,8,396,186,675,46051,4181,41870,"Santa Cruz County, Arizona",793,753,799,455,395,108,83,95,32,29,29,132,132,132,132,132,97,13,169,114,176,-1,-1,-1
"G0400250","2006-2010",,,"Arizona","04","Yavapai County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yavapai County, Arizona",84516,73545,62470,11075,9031,1056,355,452,181,65,65,0,0,0,0,87,412,497,2651,762,6497,209260,11660,197600,"Yavapai County, Arizona",1799,1761,1807,1009,963,343,126,329,125,47,47,132,132,132,132,78,154,205,1035,233,684,-1,-1,-1
"G0400270","2006-2010",,,"Arizona","04","Yuma County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yuma County, Arizona",69356,61974,51830,10144,7762,1449,514,90,329,1502,1475,27,0,0,0,106,416,362,1785,844,2367,190526,8181,182345,"Yuma County, Arizona",1226,1218,1446,915,851,306,213,58,227,442,438,45,132,132,132,86,154,204,376,250,417,-1,-1,-1
"G0500010","2006-2010",,,"Arkansas","05","Arkansas County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Arkansas County, Arkansas",9038,8421,7313,1108,889,147,61,11,0,23,23,0,0,0,0,0,7,33,315,24,215,19321,1055,18266,"Arkansas County, Arkansas",379,374,392,240,215,111,57,18,119,26,26,119,119,119,119,119,13,49,193,25,90,-1,-1,-1
"G0500030","2006-2010",,,"Arkansas","05","Ashley County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ashley County, Arkansas",8585,8038,7265,773,505,132,76,45,15,49,49,0,0,0,0,0,33,15,130,217,103,22126,755,21371,"Ashley County, Arkansas",431,468,432,198,168,68,52,40,23,51,51,119,119,119,119,119,34,19,94,108,68,-1,-1,-1
"G0500050","2006-2010",,,"Arkansas","05","Baxter County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Baxter County, Arkansas",15333,14435,12717,1718,1259,273,51,46,89,29,29,0,0,0,0,0,27,16,245,73,508,41388,2023,39365,"Baxter County, Arkansas",478,499,500,319,237,150,47,55,105,34,34,119,119,119,119,119,28,25,110,61,168,-1,-1,-1
"G0500070","2006-2010",,,"Arkansas","05","Benton County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Benton County, Arkansas",96446,88134,77438,10696,8031,1829,416,357,63,93,84,0,9,0,0,0,353,190,2299,1134,4243,209911,10857,199054,"Benton County, Arkansas",1068,1164,1255,766,688,478,165,157,52,82,75,119,16,119,119,119,141,111,345,275,509,-1,-1,-1
"G0500090","2006-2010",,,"Arkansas","05","Boone County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Boone County, Arkansas",15581,14365,12405,1960,1301,423,148,0,88,17,17,0,0,0,0,0,32,0,202,90,875,36710,2522,34188,"Boone County, Arkansas",525,557,529,379,305,153,84,119,89,27,27,119,119,119,119,119,36,119,121,56,214,-1,-1,-1
"G0500110","2006-2010",,,"Arkansas","05","Bradley County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bradley County, Arkansas",4652,4040,3476,564,401,55,39,69,0,13,13,0,0,0,0,0,11,0,346,76,166,11638,731,10907,"Bradley County, Arkansas",363,564,518,176,149,40,58,55,119,21,21,119,119,119,119,119,21,119,377,60,98,-1,-1,-1
"G0500130","2006-2010",,,"Arkansas","05","Calhoun County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Calhoun County, Arkansas",2469,2308,1988,320,284,17,19,0,0,0,0,0,0,0,0,0,3,0,16,85,57,5529,222,5307,"Calhoun County, Arkansas",128,168,198,110,104,21,24,119,119,119,119,119,119,119,119,119,6,119,14,86,49,-1,-1,-1
"G0500150","2006-2010",,,"Arkansas","05","Carroll County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carroll County, Arkansas",11572,10110,8523,1587,1286,195,75,0,31,0,0,0,0,0,0,0,19,6,427,82,928,26971,1219,25752,"Carroll County, Arkansas",541,557,498,337,300,97,60,119,48,119,119,119,119,119,119,119,24,10,154,61,225,-1,-1,-1
"G0500170","2006-2010",,,"Arkansas","05","Chicot County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chicot County, Arkansas",3808,3262,2848,414,280,56,8,37,33,19,19,0,0,0,0,0,0,0,101,283,143,12102,460,11642,"Chicot County, Arkansas",284,258,238,118,99,49,11,38,38,24,24,119,119,119,119,119,119,119,54,110,58,-1,-1,-1
"G0500190","2006-2010",,,"Arkansas","05","Clark County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clark County, Arkansas",9982,9018,7897,1121,698,252,101,47,23,35,32,0,0,0,3,0,7,60,451,120,291,23083,1639,21444,"Clark County, Arkansas",610,565,669,250,189,129,84,70,34,49,49,119,119,119,5,119,10,51,134,89,136,-1,-1,-1
"G0500210","2006-2010",,,"Arkansas","05","Clay County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County, Arkansas",6292,6028,5428,600,481,87,32,0,0,0,0,0,0,0,0,0,5,0,107,6,146,16297,911,15386,"Clay County, Arkansas",294,299,340,184,171,54,28,119,119,119,119,119,119,119,119,119,9,119,60,12,76,-1,-1,-1
"G0500230","2006-2010",,,"Arkansas","05","Cleburne County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cleburne County, Arkansas",9288,8405,7311,1094,659,315,67,53,0,0,0,0,0,0,0,0,32,17,273,206,355,25692,1388,24304,"Cleburne County, Arkansas",912,838,747,256,173,151,85,43,119,119,119,119,119,119,119,119,33,33,117,134,122,-1,-1,-1
"G0500250","2006-2010",,,"Arkansas","05","Cleveland County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cleveland County, Arkansas",3417,3263,2739,524,378,87,46,13,0,0,0,0,0,0,0,0,0,10,40,19,85,8769,298,8471,"Cleveland County, Arkansas",183,187,240,179,131,72,39,21,119,119,119,119,119,119,119,119,119,15,25,19,40,-1,-1,-1
"G0500270","2006-2010",,,"Arkansas","05","Columbia County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Columbia County, Arkansas",9719,8692,8050,642,441,110,51,17,23,37,37,0,0,0,0,0,7,27,313,309,334,24756,865,23891,"Columbia County, Arkansas",537,523,513,159,141,68,42,22,34,32,32,119,119,119,119,119,13,38,110,135,147,-1,-1,-1
"G0500290","2006-2010",,,"Arkansas","05","Conway County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Conway County, Arkansas",8280,7748,6815,933,723,123,54,19,14,17,17,0,0,0,0,0,17,0,71,129,298,21059,1043,20016,"Conway County, Arkansas",482,486,445,207,179,78,42,23,20,17,17,119,119,119,119,119,18,119,42,85,109,-1,-1,-1
"G0500310","2006-2010",,,"Arkansas","05","Craighead County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Craighead County, Arkansas",42147,38968,35131,3837,3203,496,72,44,22,46,46,0,0,0,0,11,140,112,533,186,2151,93329,4130,89199,"Craighead County, Arkansas",845,944,997,501,478,180,57,54,25,44,44,119,119,119,119,20,97,101,219,86,395,-1,-1,-1
"G0500330","2006-2010",,,"Arkansas","05","Crawford County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Crawford County, Arkansas",26849,25406,21879,3527,2722,510,175,54,66,36,36,0,0,0,0,0,29,35,416,16,911,60778,2353,58425,"Crawford County, Arkansas",756,731,787,526,473,187,90,50,66,42,42,119,119,119,119,119,29,47,159,25,225,-1,-1,-1
"G0500350","2006-2010",,,"Arkansas","05","Crittenden County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Crittenden County, Arkansas",19967,18611,16373,2238,1931,170,110,22,5,152,133,0,0,0,19,31,32,22,215,356,548,50673,2271,48402,"Crittenden County, Arkansas",552,528,626,353,332,81,52,27,11,97,95,119,119,119,26,35,39,34,85,106,154,-1,-1,-1
"G0500370","2006-2010",,,"Arkansas","05","Cross County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cross County, Arkansas",7851,7425,6477,948,721,136,21,30,40,10,10,0,0,0,0,0,41,0,96,101,178,18144,1397,16747,"Cross County, Arkansas",401,423,424,220,191,122,28,41,47,13,13,119,119,119,119,119,37,119,66,65,72,-1,-1,-1
"G0500390","2006-2010",,,"Arkansas","05","Dallas County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dallas County, Arkansas",2984,2866,2430,436,426,0,10,0,0,0,0,0,0,0,0,0,0,14,51,28,25,8280,989,7291,"Dallas County, Arkansas",293,308,288,233,233,119,18,119,119,119,119,119,119,119,119,119,119,23,47,25,33,-1,-1,-1
"G0500410","2006-2010",,,"Arkansas","05","Desha County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Desha County, Arkansas",5185,4382,3846,536,409,108,14,0,5,36,36,0,0,0,0,0,0,0,180,420,167,13351,443,12908,"Desha County, Arkansas",308,311,308,128,119,63,17,119,8,32,32,119,119,119,119,119,119,119,88,184,79,-1,-1,-1
"G0500430","2006-2010",,,"Arkansas","05","Drew County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Drew County, Arkansas",7656,7087,6454,633,445,150,38,0,0,0,0,0,0,0,0,0,15,0,145,247,162,18546,747,17799,"Drew County, Arkansas",478,494,491,153,139,92,31,119,119,119,119,119,119,119,119,119,23,119,119,103,76,-1,-1,-1
"G0500450","2006-2010",,,"Arkansas","05","Faulkner County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Faulkner County, Arkansas",51489,48014,41353,6661,4831,1055,500,162,113,117,87,0,22,0,8,33,160,101,1065,254,1745,108375,4463,103912,"Faulkner County, Arkansas",988,1018,998,643,591,257,330,108,56,69,67,119,31,119,11,52,77,62,241,101,307,-1,-1,-1
"G0500470","2006-2010",,,"Arkansas","05","Franklin County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Arkansas",7207,6512,5733,779,670,58,13,0,38,68,68,0,0,0,0,0,32,0,135,29,431,18176,619,17557,"Franklin County, Arkansas",434,419,438,236,235,39,17,119,40,83,83,119,119,119,119,119,39,119,85,27,169,-1,-1,-1
"G0500490","2006-2010",,,"Arkansas","05","Fulton County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fulton County, Arkansas",4273,3814,3103,711,638,66,0,0,7,0,0,0,0,0,0,0,21,0,161,85,192,12263,613,11650,"Fulton County, Arkansas",339,325,350,239,236,49,119,119,13,119,119,119,119,119,119,119,35,119,93,63,117,-1,-1,-1
"G0500510","2006-2010",,,"Arkansas","05","Garland County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Garland County, Arkansas",38240,35611,30454,5157,4257,557,191,74,78,187,187,0,0,0,0,44,223,9,601,364,1201,95290,4934,90356,"Garland County, Arkansas",989,946,853,517,487,187,127,68,60,90,90,119,119,119,119,44,110,17,207,151,248,-1,-1,-1
"G0500530","2006-2010",,,"Arkansas","05","Grant County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grant County, Arkansas",8228,7914,6919,995,744,221,21,9,0,30,30,0,0,0,0,0,9,0,59,114,102,17657,795,16862,"Grant County, Arkansas",308,314,386,234,198,115,16,14,119,47,47,119,119,119,119,119,13,119,50,72,69,-1,-1,-1
