GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,BLOCKA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,TTRACTA,TBLKGRPA,ANRCA,CBSAA,METDIVA,CSAA,NECTAA,NECTADIVA,CNECTAA,UAA,URBRURALA,CDA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,NAME,SABINSA,H7V001,H7W001,H7W002,H7W003,H7W004,H7W005,H7W006,H7X001,H7X002,H7X003,H7X004,H7X005,H7X006,H7X007,H7X008
"G2100950","2010","3","6","Kentucky","21","Harlan County","095",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Harlan County",,29278,29278,13422,0,13422,15856,0,29278,28144,643,42,100,2,65,282
"G2100970","2010","3","6","Kentucky","21","Harrison County","097",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Harrison County",,18846,18846,6421,0,6421,12425,0,18846,18037,385,36,38,11,118,221
"G2100990","2010","3","6","Kentucky","21","Hart County","099",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Hart County",,18199,18199,2332,0,2332,15867,0,18199,16906,885,31,36,1,110,230
"G2101010","2010","3","6","Kentucky","21","Henderson County","101",,,,,,,,,,,,,,"21780","99999","999",,,,,,,,,,,,,,"Henderson County",,46250,46250,28583,28583,0,17667,0,46250,41217,3590,96,196,13,337,801
"G2101030","2010","3","6","Kentucky","21","Henry County","103",,,,,,,,,,,,,,"31140","99999","350",,,,,,,,,,,,,,"Henry County",,15416,15416,0,0,0,15416,0,15416,14452,419,38,31,9,214,253
"G2101050","2010","3","6","Kentucky","21","Hickman County","105",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Hickman County",,4902,4902,0,0,0,4902,0,4902,4332,452,12,11,1,17,77
"G2101070","2010","3","6","Kentucky","21","Hopkins County","107",,,,,,,,,,,,,,"31580","99999","999",,,,,,,,,,,,,,"Hopkins County",,46920,46920,24809,0,24809,22111,0,46920,42289,3086,65,259,21,289,911
"G2101090","2010","3","6","Kentucky","21","Jackson County","109",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Jackson County",,13494,13494,0,0,0,13494,0,13494,13348,16,25,11,1,20,73
"G2101110","2010","3","6","Kentucky","21","Jefferson County","111",,,,,,,,,,,,,,"31140","99999","350",,,,,,,,,,,,,,"Jefferson County",,741096,741096,730920,730920,0,10176,0,741096,538714,154246,1788,16338,460,12895,16655
"G2101130","2010","3","6","Kentucky","21","Jessamine County","113",,,,,,,,,,,,,,"30460","99999","336",,,,,,,,,,,,,,"Jessamine County",,48586,48586,36003,2437,33566,12583,0,48586,45147,1499,122,475,17,436,890
"G2101150","2010","3","6","Kentucky","21","Johnson County","115",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Johnson County",,23356,23356,6302,0,6302,17054,0,23356,22976,56,30,91,4,14,185
"G2101170","2010","3","6","Kentucky","21","Kenton County","117",,,,,,,,,,,,,,"17140","99999","178",,,,,,,,,,,,,,"Kenton County",,159720,159720,148578,148500,78,11142,0,159720,145394,7359,294,1447,155,1906,3165
"G2101190","2010","3","6","Kentucky","21","Knott County","119",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Knott County",,16346,16346,0,0,0,16346,0,16346,16067,118,9,14,4,32,102
"G2101210","2010","3","6","Kentucky","21","Knox County","121",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Knox County",,31883,31883,11821,0,11821,20062,0,31883,30967,346,70,67,3,80,350
"G2101230","2010","3","6","Kentucky","21","Larue County","123",,,,,,,,,,,,,,"21060","99999","350",,,,,,,,,,,,,,"Larue County",,14193,14193,3413,0,3413,10780,0,14193,13329,444,37,25,2,133,223
"G2101250","2010","3","6","Kentucky","21","Laurel County","125",,,,,,,,,,,,,,"30940","99999","202",,,,,,,,,,,,,,"Laurel County",,58849,58849,25398,0,25398,33451,0,58849,57112,417,175,287,5,257,596
"G2101270","2010","3","6","Kentucky","21","Lawrence County","127",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Lawrence County",,15860,15860,3631,0,3631,12229,0,15860,15621,33,17,26,3,34,126
"G2101290","2010","3","6","Kentucky","21","Lee County","129",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Lee County",,7887,7887,0,0,0,7887,0,7887,7607,185,22,11,0,5,57
"G2101310","2010","3","6","Kentucky","21","Leslie County","131",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Leslie County",,11310,11310,0,0,0,11310,0,11310,11179,22,14,15,1,11,68
"G2101330","2010","3","6","Kentucky","21","Letcher County","133",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Letcher County",,24519,24519,0,0,0,24519,0,24519,24215,85,37,39,0,29,114
"G2101350","2010","3","6","Kentucky","21","Lewis County","135",,,,,,,,,,,,,,"32500","99999","999",,,,,,,,,,,,,,"Lewis County",,13870,13870,0,0,0,13870,0,13870,13711,37,27,8,0,10,77
"G2101370","2010","3","6","Kentucky","21","Lincoln County","137",,,,,,,,,,,,,,"19220","99999","999",,,,,,,,,,,,,,"Lincoln County",,24742,24742,4538,0,4538,20204,0,24742,23555,565,43,40,1,175,363
"G2101390","2010","3","6","Kentucky","21","Livingston County","139",,,,,,,,,,,,,,"37140","99999","424",,,,,,,,,,,,,,"Livingston County",,9519,9519,440,0,440,9079,0,9519,9318,21,27,20,6,22,105
"G2101410","2010","3","6","Kentucky","21","Logan County","141",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Logan County",,26835,26835,6714,0,6714,20121,0,26835,24187,1767,62,64,11,332,412
"G2101430","2010","3","6","Kentucky","21","Lyon County","143",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Lyon County",,8314,8314,0,0,0,8314,0,8314,7729,441,12,24,1,17,90
"G2101450","2010","3","6","Kentucky","21","McCracken County","145",,,,,,,,,,,,,,"37140","99999","424",,,,,,,,,,,,,,"McCracken County",,65565,65565,47322,0,47322,18243,0,65565,55762,7224,150,527,11,491,1400
"G2101470","2010","3","6","Kentucky","21","McCreary County","147",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"McCreary County",,18306,18306,0,0,0,18306,0,18306,16724,1009,129,25,4,142,273
"G2101490","2010","3","6","Kentucky","21","McLean County","149",,,,,,,,,,,,,,"36980","99999","999",,,,,,,,,,,,,,"McLean County",,9531,9531,0,0,0,9531,0,9531,9302,55,23,10,0,67,74
"G2101510","2010","3","6","Kentucky","21","Madison County","151",,,,,,,,,,,,,,"40080","99999","336",,,,,,,,,,,,,,"Madison County",,82916,82916,50979,0,50979,31937,0,82916,75926,3611,250,758,33,683,1655
"G2101530","2010","3","6","Kentucky","21","Magoffin County","153",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Magoffin County",,13333,13333,0,0,0,13333,0,13333,13149,18,37,8,0,32,89
"G2101550","2010","3","6","Kentucky","21","Marion County","155",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Marion County",,19820,19820,5646,0,5646,14174,0,19820,17454,1604,30,116,5,268,343
"G2101570","2010","3","6","Kentucky","21","Marshall County","157",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Marshall County",,31448,31448,4447,0,4447,27001,0,31448,30900,49,59,88,2,88,262
"G2101590","2010","3","6","Kentucky","21","Martin County","159",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Martin County",,12929,12929,0,0,0,12929,0,12929,11889,896,48,22,1,3,70
"G2101610","2010","3","6","Kentucky","21","Mason County","161",,,,,,,,,,,,,,"32500","99999","999",,,,,,,,,,,,,,"Mason County",,17490,17490,7801,0,7801,9689,0,17490,15801,1120,36,101,1,115,316
"G2101630","2010","3","6","Kentucky","21","Meade County","163",,,,,,,,,,,,,,"31140","99999","350",,,,,,,,,,,,,,"Meade County",,28602,28602,4033,4033,0,24569,0,28602,26427,948,147,158,36,177,709
"G2101650","2010","3","6","Kentucky","21","Menifee County","165",,,,,,,,,,,,,,"34460","99999","336",,,,,,,,,,,,,,"Menifee County",,6306,6306,0,0,0,6306,0,6306,6088,116,6,7,1,13,75
"G2101670","2010","3","6","Kentucky","21","Mercer County","167",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Mercer County",,21331,21331,8715,0,8715,12616,0,21331,19789,765,39,76,11,271,380
"G2101690","2010","3","6","Kentucky","21","Metcalfe County","169",,,,,,,,,,,,,,"23980","99999","999",,,,,,,,,,,,,,"Metcalfe County",,10099,10099,0,0,0,10099,0,10099,9774,154,14,14,0,52,91
"G2101710","2010","3","6","Kentucky","21","Monroe County","171",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Monroe County",,10963,10963,0,0,0,10963,0,10963,10431,231,12,8,1,158,122
"G2101730","2010","3","6","Kentucky","21","Montgomery County","173",,,,,,,,,,,,,,"34460","99999","336",,,,,,,,,,,,,,"Montgomery County",,26499,26499,10835,0,10835,15664,0,26499,25031,731,48,84,6,295,304
"G2101750","2010","3","6","Kentucky","21","Morgan County","175",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Morgan County",,13923,13923,0,0,0,13923,0,13923,13124,600,31,46,1,20,101
"G2101770","2010","3","6","Kentucky","21","Muhlenberg County","177",,,,,,,,,,,,,,"16420","99999","999",,,,,,,,,,,,,,"Muhlenberg County",,31499,31499,9943,0,9943,21556,0,31499,29514,1426,46,43,5,119,346
"G2101790","2010","3","6","Kentucky","21","Nelson County","179",,,,,,,,,,,,,,"31140","99999","350",,,,,,,,,,,,,,"Nelson County",,43437,43437,18702,0,18702,24735,0,43437,39932,2183,54,218,9,338,703
"G2101810","2010","3","6","Kentucky","21","Nicholas County","181",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Nicholas County",,7135,7135,0,0,0,7135,0,7135,6983,41,7,16,0,36,52
"G2101830","2010","3","6","Kentucky","21","Ohio County","183",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Ohio County",,23842,23842,6321,0,6321,17521,0,23842,22944,196,50,51,8,350,243
"G2101850","2010","3","6","Kentucky","21","Oldham County","185",,,,,,,,,,,,,,"31140","99999","350",,,,,,,,,,,,,,"Oldham County",,60316,60316,48055,48055,0,12261,0,60316,54904,2620,170,797,30,788,1007
"G2101870","2010","3","6","Kentucky","21","Owen County","187",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Owen County",,10841,10841,0,0,0,10841,0,10841,10470,91,17,17,1,135,110
"G2101890","2010","3","6","Kentucky","21","Owsley County","189",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Owsley County",,4755,4755,0,0,0,4755,0,4755,4692,13,12,2,0,8,28
"G2101910","2010","3","6","Kentucky","21","Pendleton County","191",,,,,,,,,,,,,,"17140","99999","178",,,,,,,,,,,,,,"Pendleton County",,14877,14877,0,0,0,14877,0,14877,14603,53,33,20,3,31,134
"G2101930","2010","3","6","Kentucky","21","Perry County","193",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Perry County",,28712,28712,7444,0,7444,21268,0,28712,27706,435,37,148,4,92,290
"G2101950","2010","3","6","Kentucky","21","Pike County","195",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Pike County",,65024,65024,7934,0,7934,57090,0,65024,63718,349,64,296,14,110,473
"G2101970","2010","3","6","Kentucky","21","Powell County","197",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Powell County",,12613,12613,4149,0,4149,8464,0,12613,12321,79,14,17,4,65,113
"G2101990","2010","3","6","Kentucky","21","Pulaski County","199",,,,,,,,,,,,,,"43700","99999","999",,,,,,,,,,,,,,"Pulaski County",,63063,63063,29042,0,29042,34021,0,63063,60625,727,143,290,19,555,704
"G2102010","2010","3","6","Kentucky","21","Robertson County","201",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Robertson County",,2282,2282,0,0,0,2282,0,2282,2241,4,3,2,0,10,22
"G2102030","2010","3","6","Kentucky","21","Rockcastle County","203",,,,,,,,,,,,,,"40080","99999","336",,,,,,,,,,,,,,"Rockcastle County",,17056,17056,2777,0,2777,14279,0,17056,16783,19,45,14,1,39,155
"G2102050","2010","3","6","Kentucky","21","Rowan County","205",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Rowan County",,23333,23333,7282,0,7282,16051,0,23333,22420,349,34,180,4,104,242
"G2102070","2010","3","6","Kentucky","21","Russell County","207",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Russell County",,17565,17565,0,0,0,17565,0,17565,16943,82,45,41,1,278,175
"G2102090","2010","3","6","Kentucky","21","Scott County","209",,,,,,,,,,,,,,"30460","99999","336",,,,,,,,,,,,,,"Scott County",,47173,47173,31859,1095,30764,15314,0,47173,42405,2468,129,416,16,891,848
"G2102110","2010","3","6","Kentucky","21","Shelby County","211",,,,,,,,,,,,,,"31140","99999","350",,,,,,,,,,,,,,"Shelby County",,42074,42074,22296,1675,20621,19778,0,42074,35943,3146,116,258,45,1628,938
"G2102130","2010","3","6","Kentucky","21","Simpson County","213",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Simpson County",,17327,17327,9492,0,9492,7835,0,17327,15118,1625,41,114,4,110,315
"G2102150","2010","3","6","Kentucky","21","Spencer County","215",,,,,,,,,,,,,,"31140","99999","350",,,,,,,,,,,,,,"Spencer County",,17061,17061,0,0,0,17061,0,17061,16419,258,32,70,9,74,199
"G2102170","2010","3","6","Kentucky","21","Taylor County","217",,,,,,,,,,,,,,"15820","99999","999",,,,,,,,,,,,,,"Taylor County",,24512,24512,11719,0,11719,12793,0,24512,22539,1216,31,129,10,187,400
"G2102190","2010","3","6","Kentucky","21","Todd County","219",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Todd County",,12460,12460,0,0,0,12460,0,12460,11093,996,19,12,2,165,173
"G2102210","2010","3","6","Kentucky","21","Trigg County","221",,,,,,,,,,,,,,"17300","99999","999",,,,,,,,,,,,,,"Trigg County",,14339,14339,2960,0,2960,11379,0,14339,12781,1171,38,44,5,54,246
"G2102230","2010","3","6","Kentucky","21","Trimble County","223",,,,,,,,,,,,,,"31140","99999","350",,,,,,,,,,,,,,"Trimble County",,8809,8809,467,0,467,8342,0,8809,8492,27,31,38,5,110,106
"G2102250","2010","3","6","Kentucky","21","Union County","225",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Union County",,15007,15007,5210,0,5210,9797,0,15007,12824,1808,28,51,7,66,223
"G2102270","2010","3","6","Kentucky","21","Warren County","227",,,,,,,,,,,,,,"14540","99999","999",,,,,,,,,,,,,,"Warren County",,113792,113792,78306,78306,0,35486,0,113792,95167,10311,315,3184,129,2304,2382
"G2102290","2010","3","6","Kentucky","21","Washington County","229",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Washington County",,11717,11717,0,0,0,11717,0,11717,10643,742,10,31,2,129,160
"G2102310","2010","3","6","Kentucky","21","Wayne County","231",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Wayne County",,20813,20813,6716,0,6716,14097,0,20813,19805,316,41,67,8,334,242
"G2102330","2010","3","6","Kentucky","21","Webster County","233",,,,,,,,,,,,,,"21780","99999","999",,,,,,,,,,,,,,"Webster County",,13621,13621,0,0,0,13621,0,13621,12449,563,28,35,43,307,196
"G2102350","2010","3","6","Kentucky","21","Whitley County","235",,,,,,,,,,,,,,"18340","99999","202",,,,,,,,,,,,,,"Whitley County",,35637,35637,12417,0,12417,23220,0,35637,34704,205,98,129,13,64,424
"G2102370","2010","3","6","Kentucky","21","Wolfe County","237",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Wolfe County",,7355,7355,0,0,0,7355,0,7355,7265,10,21,3,0,13,43
"G2102390","2010","3","6","Kentucky","21","Woodford County","239",,,,,,,,,,,,,,"30460","99999","336",,,,,,,,,,,,,,"Woodford County",,24939,24939,15922,0,15922,9017,0,24939,22363,1230,38,124,11,733,440
"G2200010","2010","3","7","Louisiana","22","Acadia Parish","001",,,,,,,,,,,,,,"18940","99999","318",,,,,,,,,,,,,,"Acadia Parish",,61773,61773,29837,209,29628,31936,0,61773,49127,11175,163,137,6,349,816
"G2200030","2010","3","7","Louisiana","22","Allen Parish","003",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Allen Parish",,25764,25764,7878,0,7878,17886,0,25764,18435,5985,622,176,6,126,414
"G2200050","2010","3","7","Louisiana","22","Ascension Parish","005",,,,,,,,,,,,,,"12940","99999","132",,,,,,,,,,,,,,"Ascension Parish",,107215,107215,93045,83862,9183,14170,0,107215,78572,23846,339,1018,81,2049,1310
"G2200070","2010","3","7","Louisiana","22","Assumption Parish","007",,,,,,,,,,,,,,"38200","99999","132",,,,,,,,,,,,,,"Assumption Parish",,23421,23421,12883,4734,8149,10538,0,23421,15635,7141,133,58,12,233,209
"G2200090","2010","3","7","Louisiana","22","Avoyelles Parish","009",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Avoyelles Parish",,42073,42073,15238,0,15238,26835,0,42073,28188,12398,503,141,3,158,682
"G2200110","2010","3","7","Louisiana","22","Beauregard Parish","011",,,,,,,,,,,,,,"19760","99999","256",,,,,,,,,,,,,,"Beauregard Parish",,35654,35654,11946,0,11946,23708,0,35654,29321,4655,356,224,17,220,861
"G2200130","2010","3","7","Louisiana","22","Bienville Parish","013",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Bienville Parish",,14353,14353,2894,0,2894,11459,0,14353,7935,6076,50,34,0,82,176
"G2200150","2010","3","7","Louisiana","22","Bossier Parish","015",,,,,,,,,,,,,,"43340","99999","508",,,,,,,,,,,,,,"Bossier Parish",,116979,116979,88504,83133,5371,28475,0,116979,84430,24461,641,1927,163,2805,2552
"G2200170","2010","3","7","Louisiana","22","Caddo Parish","017",,,,,,,,,,,,,,"43340","99999","508",,,,,,,,,,,,,,"Caddo Parish",,254969,254969,218164,215184,2980,36805,0,254969,124942,120264,1092,2683,126,2104,3758
"G2200190","2010","3","7","Louisiana","22","Calcasieu Parish","019",,,,,,,,,,,,,,"29340","99999","324",,,,,,,,,,,,,,"Calcasieu Parish",,192768,192768,153250,143440,9810,39518,0,192768,136514,47782,898,2073,93,1728,3680
"G2200210","2010","3","7","Louisiana","22","Caldwell Parish","021",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Caldwell Parish",,10132,10132,0,0,0,10132,0,10132,8213,1746,22,25,0,36,90
"G2200230","2010","3","7","Louisiana","22","Cameron Parish","023",,,,,,,,,,,,,,"29340","99999","324",,,,,,,,,,,,,,"Cameron Parish",,6839,6839,0,0,0,6839,0,6839,6546,119,36,6,0,58,74
"G2200250","2010","3","7","Louisiana","22","Catahoula Parish","025",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Catahoula Parish",,10407,10407,0,0,0,10407,0,10407,6985,3280,34,3,0,29,76
"G2200270","2010","3","7","Louisiana","22","Claiborne Parish","027",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Claiborne Parish",,17195,17195,3034,0,3034,14161,0,17195,8167,8733,63,41,1,46,144
"G2200290","2010","3","7","Louisiana","22","Concordia Parish","029",,,,,,,,,,,,,,"35020","99999","999",,,,,,,,,,,,,,"Concordia Parish",,20822,20822,13856,0,13856,6966,0,20822,11959,8513,65,49,4,53,179
"G2200310","2010","3","7","Louisiana","22","De Soto Parish","031",,,,,,,,,,,,,,"43340","99999","508",,,,,,,,,,,,,,"De Soto Parish",,26656,26656,6061,0,6061,20595,0,26656,15456,10449,204,42,11,186,308
"G2200330","2010","3","7","Louisiana","22","East Baton Rouge Parish","033",,,,,,,,,,,,,,"12940","99999","132",,,,,,,,,,,,,,"East Baton Rouge Parish",,440171,440171,409905,409905,0,30266,0,440171,214927,199505,1097,12367,135,6302,5838
"G2200350","2010","3","7","Louisiana","22","East Carroll Parish","035",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"East Carroll Parish",,7759,7759,5076,0,5076,2683,0,7759,2245,5356,19,44,0,37,58
"G2200370","2010","3","7","Louisiana","22","East Feliciana Parish","037",,,,,,,,,,,,,,"12940","99999","132",,,,,,,,,,,,,,"East Feliciana Parish",,20267,20267,0,0,0,20267,0,20267,10783,9108,64,52,2,32,226
"G2200390","2010","3","7","Louisiana","22","Evangeline Parish","039",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Evangeline Parish",,33984,33984,13222,0,13222,20762,0,33984,23439,9632,99,114,3,329,368
"G2200410","2010","3","7","Louisiana","22","Franklin Parish","041",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Franklin Parish",,20767,20767,5361,0,5361,15406,0,20767,13930,6537,37,42,6,53,162
"G2200430","2010","3","7","Louisiana","22","Grant Parish","043",,,,,,,,,,,,,,"10780","99999","999",,,,,,,,,,,,,,"Grant Parish",,22309,22309,3214,3214,0,19095,0,22309,18149,3470,228,59,8,43,352
"G2200450","2010","3","7","Louisiana","22","Iberia Parish","045",,,,,,,,,,,,,,"35340","99999","318",,,,,,,,,,,,,,"Iberia Parish",,73240,73240,52633,46310,6323,20607,0,73240,45551,23435,269,1754,20,1074,1137
"G2200470","2010","3","7","Louisiana","22","Iberville Parish","047",,,,,,,,,,,,,,"12940","99999","132",,,,,,,,,,,,,,"Iberville Parish",,33387,33387,13617,11477,2140,19770,0,33387,16280,16454,62,104,3,216,268
"G2200490","2010","3","7","Louisiana","22","Jackson Parish","049",,,,,,,,,,,,,,"40820","99999","999",,,,,,,,,,,,,,"Jackson Parish",,16274,16274,5609,0,5609,10665,0,16274,11084,4853,35,28,2,79,193
"G2200510","2010","3","7","Louisiana","22","Jefferson Parish","051",,,,,,,,,,,,,,"35380","99999","406",,,,,,,,,,,,,,"Jefferson Parish",,432552,432552,427610,424910,2700,4942,0,432552,272115,113887,2038,16683,179,18429,9221
"G2200530","2010","3","7","Louisiana","22","Jefferson Davis Parish","053",,,,,,,,,,,,,,"27660","99999","324",,,,,,,,,,,,,,"Jefferson Davis Parish",,31594,31594,15576,0,15576,16018,0,31594,25125,5468,157,62,3,191,588
"G2200550","2010","3","7","Louisiana","22","Lafayette Parish","055",,,,,,,,,,,,,,"29180","99999","318",,,,,,,,,,,,,,"Lafayette Parish",,221578,221578,203146,203146,0,18432,0,221578,153706,57073,746,3331,81,3045,3596
"G2200570","2010","3","7","Louisiana","22","Lafourche Parish","057",,,,,,,,,,,,,,"26380","99999","999",,,,,,,,,,,,,,"Lafourche Parish",,96318,96318,72993,51556,21437,23325,0,96318,76445,12746,2703,709,33,1951,1731
"G2200590","2010","3","7","Louisiana","22","La Salle Parish","059",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"La Salle Parish",,14890,14890,3992,0,3992,10898,0,14890,12689,1769,152,28,2,107,143
"G2200610","2010","3","7","Louisiana","22","Lincoln Parish","061",,,,,,,,,,,,,,"40820","99999","999",,,,,,,,,,,,,,"Lincoln Parish",,46735,46735,27724,0,27724,19011,0,46735,25775,18925,123,790,34,585,503
"G2200630","2010","3","7","Louisiana","22","Livingston Parish","063",,,,,,,,,,,,,,"12940","99999","132",,,,,,,,,,,,,,"Livingston Parish",,128026,128026,75386,75386,0,52640,0,128026,117601,6505,526,628,26,1273,1467
"G2200650","2010","3","7","Louisiana","22","Madison Parish","065",,,,,,,,,,,,,,"45260","99999","999",,,,,,,,,,,,,,"Madison Parish",,12093,12093,9379,0,9379,2714,0,12093,4498,7381,24,27,0,52,111
"G2200670","2010","3","7","Louisiana","22","Morehouse Parish","067",,,,,,,,,,,,,,"12820","99999","384",,,,,,,,,,,,,,"Morehouse Parish",,27979,27979,13979,0,13979,14000,0,27979,14345,13133,36,102,14,75,274
"G2200690","2010","3","7","Louisiana","22","Natchitoches Parish","069",,,,,,,,,,,,,,"35060","99999","999",,,,,,,,,,,,,,"Natchitoches Parish",,39566,39566,19763,0,19763,19803,0,39566,21494,16362,376,134,11,344,845
