GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME_E,IXME001,IXME002,IXME003,IXME004,IXME005,IXME006,IXME007,IXME008,IXME009,IXME010,IXME011,IXME012,IXME013,IXME014,IXME015,IXME016,IXME017,IXME018,IXME019,IXME020,IXME021,IXME022,IXME023,IXME024,IXME025,IX2E001,IX2E002,IX2E003,IX2E004,IX2E005,IX2E006,IX2E007,IX2E008,IX2E009,IX2E010,IX2E011,IX2E012,IX2E013,I6IE001,NAME_M,IXMM001,IXMM002,IXMM003,IXMM004,IXMM005,IXMM006,IXMM007,IXMM008,IXMM009,IXMM010,IXMM011,IXMM012,IXMM013,IXMM014,IXMM015,IXMM016,IXMM017,IXMM018,IXMM019,IXMM020,IXMM021,IXMM022,IXMM023,IXMM024,IXMM025,IX2M001,IX2M002,IX2M003,IX2M004,IX2M005,IX2M006,IX2M007,IX2M008,IX2M009,IX2M010,IX2M011,IX2M012,IX2M013,I6IM001
"G3400010","2010",,,"New Jersey","34","Atlantic County","001",,,,,,,,,,,,,,,,,"Atlantic County, New Jersey",184896,2932,50,0,300,0,280,532,269,1642,1086,2615,4148,3832,3092,4960,59370,6468,12603,25040,13157,30176,8879,2597,868,258218,196593,35400,2295,514,1743,9372,673,2883,2840,2684,1462,1759,24783,"Atlantic County, New Jersey",1233,977,80,281,491,281,271,398,249,874,590,973,1134,1072,1057,1087,3533,1413,1731,2561,2198,2893,1247,791,383,104,4162,2281,2025,372,939,2866,689,1058,1512,1221,825,1294,960
"G3400030","2010",,,"New Jersey","34","Bergen County","003",,,,,,,,,,,,,,,,,"Bergen County, New Jersey",634992,5706,35,108,40,667,1204,1284,2717,4398,1972,6724,4396,7124,7337,9662,159628,10312,26399,71190,32899,178801,73419,21148,7822,856245,528387,118885,3749,5252,34492,53994,53234,14115,638,13014,15048,15437,39409,"Bergen County, New Jersey",274,1355,57,125,67,633,570,631,940,1106,761,1727,1263,1467,1678,1640,6641,1728,2244,4732,2901,6443,3987,2660,1565,186,7837,4245,1178,2265,5112,5507,5816,2729,535,2904,3108,3408,983
"G3400050","2010",,,"New Jersey","34","Burlington County","005",,,,,,,,,,,,,,,,,"Burlington County, New Jersey",308607,1762,81,102,42,46,217,143,665,1197,839,2444,3251,4671,4243,4337,82694,9746,20556,40719,22270,68937,26988,7247,5410,423297,372274,18071,2637,2898,2834,12175,1658,2455,617,1143,3084,3451,35605,"Burlington County, New Jersey",485,539,93,121,76,76,269,237,566,506,568,651,912,923,1071,1013,3364,1459,1981,2805,2034,3225,2152,1297,1442,2,4376,2022,1402,1070,1196,3224,996,1198,545,647,1066,1556,1045
"G3400070","2010",,,"New Jersey","34","Camden County","007",,,,,,,,,,,,,,,,,"Camden County, New Jersey",342742,3047,0,60,80,541,578,777,769,2644,1119,4110,4872,11739,9640,5800,99060,10812,20760,48050,20597,63140,23195,8543,2809,480458,384181,55735,3013,1069,3305,11604,5441,4845,1976,2044,2448,4797,28284,"Camden County, New Jersey",146,692,281,99,137,410,373,379,425,962,418,1049,1138,1922,1795,1107,4815,1369,1731,3085,1932,3751,2227,1565,755,5,4418,2828,1291,510,1123,2432,2567,1879,1072,1044,1164,1888,877
"G3400090","2010",,,"New Jersey","34","Cape May County","009",,,,,,,,,,,,,,,,,"Cape May County, New Jersey",71708,862,0,0,0,0,0,0,236,503,403,699,1104,1721,1098,551,24277,2386,4219,9437,4565,12672,5490,754,731,93088,83428,5729,934,254,589,1120,0,123,471,123,113,204,33905,"Cape May County, New Jersey",761,580,281,281,281,281,281,281,188,468,425,430,548,682,446,293,2504,751,1232,1442,1116,1769,1070,304,402,520,1673,1269,717,226,541,584,281,150,463,136,202,269,2791
"G3400110","2010",,,"New Jersey","34","Cumberland County","011",,,,,,,,,,,,,,,,,"Cumberland County, New Jersey",103770,2676,0,106,96,0,604,510,1072,1466,1319,2696,3288,4177,4288,1860,34517,7527,4750,11926,7196,9605,2585,978,528,146553,109802,30566,580,401,1208,2258,99,202,0,95,39,1303,21641,"Cumberland County, New Jersey",505,820,281,177,113,281,381,347,591,599,756,824,809,881,1071,627,2555,1764,990,1697,1351,1290,671,426,363,3,2775,2280,401,266,1306,838,131,278,281,109,51,923,1176
"G3400130","2010",,,"New Jersey","34","Essex County","013",,,,,,,,,,,,,,,,,"Essex County, New Jersey",514455,7175,55,230,719,700,2518,3678,3482,9901,4021,10523,7565,12149,15096,9401,132717,13965,20595,65791,28298,103122,42870,14319,5565,730454,490334,135218,22384,1397,7329,42866,3251,7574,997,5052,1608,12444,29674,"Essex County, New Jersey",782,1555,91,287,709,469,714,1072,984,2276,1270,2019,1559,1651,2039,1507,5952,2209,2138,4760,2806,4671,3202,1503,1183,275,8433,3908,4895,632,1847,4386,1936,1951,542,1481,827,3352,790
"G3400150","2010",,,"New Jersey","34","Gloucester County","015",,,,,,,,,,,,,,,,,"Gloucester County, New Jersey",191371,1056,0,0,0,669,0,0,342,287,835,2104,2770,4956,3305,2748,58866,6920,13284,24380,15858,37150,12215,2170,1456,271309,246724,8818,564,1095,1293,8390,0,1221,141,838,1185,1040,30952,"Gloucester County, New Jersey",871,494,281,281,281,412,281,281,221,242,588,720,1051,1386,915,856,3430,1149,1362,2293,1982,2776,1681,668,554,504,3274,1340,445,462,719,2609,281,698,167,671,960,909,1131
"G3400170","2010",,,"New Jersey","34","Hudson County","017",,,,,,,,,,,,,,,,,"Hudson County, New Jersey",440781,9121,0,0,256,1202,1987,1319,5234,9654,3363,11369,7254,10225,9641,10704,107496,9939,14427,49580,18988,102678,41218,9734,5392,592951,236838,234130,8329,762,8385,52612,3564,9126,3235,13364,7891,14715,29798,"Hudson County, New Jersey",138,1495,281,281,277,636,752,623,1219,2172,1199,2121,1436,1740,1848,1575,5005,1637,1967,4082,2204,4596,3476,1441,1136,68,6798,5302,2522,504,1669,4760,1495,2813,1761,3047,1925,3074,830
"G3400190","2010",,,"New Jersey","34","Hunterdon County","019",,,,,,,,,,,,,,,,,"Hunterdon County, New Jersey",88807,859,0,0,43,0,23,0,0,312,0,635,834,1344,1222,766,17663,1538,3856,10621,6446,24772,12166,3458,2249,122373,109903,4423,728,493,868,3528,155,871,0,537,204,663,44888,"Hunterdon County, New Jersey",1252,712,281,281,65,281,38,281,281,260,281,353,460,600,512,404,1535,676,808,1430,1114,2027,1724,857,657,399,1727,1222,509,276,600,1041,231,510,281,462,211,573,2100
"G3400210","2010",,,"New Jersey","34","Mercer County","021",,,,,,,,,,,,,,,,,"Mercer County, New Jersey",243630,3308,116,62,594,340,799,730,1270,3577,984,3254,2499,4593,4954,3389,60088,6115,11757,28136,13241,50299,29192,6591,7742,345304,251184,42115,6174,2187,8295,17903,1862,4844,893,981,4525,4341,34884,"Mercer County, New Jersey",502,907,141,105,560,303,551,363,515,1187,555,899,675,1113,986,1128,4058,1428,1465,2676,1878,2733,2346,1147,1312,54,5734,3650,2610,809,2464,2879,1188,1222,794,622,1433,1672,1266
"G3400230","2010",,,"New Jersey","34","Middlesex County","023",,,,,,,,,,,,,,,,,"Middlesex County, New Jersey",542944,5859,85,0,301,433,711,1339,2368,5998,3147,8408,6260,9267,8853,8353,138019,10373,24000,56366,33726,131562,64993,11735,10788,761142,446693,114005,2252,1400,18993,86629,5585,26217,1932,12530,28027,16879,32017,"Middlesex County, New Jersey",196,1443,144,281,236,392,367,616,807,1560,1038,1651,1284,1591,1719,1338,5944,1620,2227,3997,2903,6077,3743,1766,1494,199,7081,3810,1327,558,2696,6639,1883,3914,1183,3687,4532,3672,571
"G3400250","2010",,,"New Jersey","34","Monmouth County","025",,,,,,,,,,,,,,,,,"Monmouth County, New Jersey",431635,3725,0,230,0,0,639,777,944,3419,1089,3834,3364,4958,4690,5444,106855,6812,23983,52997,31123,110224,49282,11710,5536,596245,496569,44016,3833,2233,7724,22268,1897,7972,682,2535,3079,3437,41434,"Monmouth County, New Jersey",539,967,281,159,281,281,439,493,441,1451,543,1066,1010,1169,1034,1184,4780,1273,2618,3810,2655,4667,3170,1494,1046,0,5552,3916,1169,791,2414,3189,1536,1953,699,1088,1188,1108,1339
"G3400270","2010",,,"New Jersey","34","Morris County","027",,,,,,,,,,,,,,,,,"Morris County, New Jersey",340127,1934,0,0,69,0,310,983,892,1454,854,2993,2603,2979,3214,3843,74243,7890,15626,35039,22071,96339,47539,10341,8911,465459,354134,47505,1967,3382,9033,25959,1781,9553,476,3088,6106,2475,44393,"Morris County, New Jersey",452,963,281,281,120,281,327,697,596,745,574,859,840,1109,884,963,4130,1336,1938,2701,2627,4440,2944,1666,1549,4,5799,3059,869,1097,2386,3381,1034,2315,439,1159,2115,1936,1508
"G3400290","2010",,,"New Jersey","34","Ocean County","029",,,,,,,,,,,,,,,,,"Ocean County, New Jersey",399402,2665,0,0,82,0,307,213,778,2668,388,3754,3782,7510,8255,8043,141183,13989,28069,52621,26205,66908,25217,4574,2191,538821,475172,31078,2334,5963,4112,11475,480,713,329,1762,1515,3888,28566,"Ocean County, New Jersey",956,838,281,281,134,281,238,188,538,1405,260,970,1066,1471,1364,1266,4462,1922,2813,3559,2747,3925,2580,954,695,5,4044,2908,938,1708,1516,2714,446,522,374,956,1159,1430,621
"G3400310","2010",,,"New Jersey","34","Passaic County","031",,,,,,,,,,,,,,,,,"Passaic County, New Jersey",325357,4527,344,47,107,982,1859,1955,1812,6393,3053,10912,5729,6174,6820,4766,105892,6467,13106,37820,19199,58401,21345,5128,2519,467753,244157,158772,2201,1265,14883,22421,1388,2313,572,2912,4349,12520,25244,"Passaic County, New Jersey",892,1562,533,79,121,599,707,811,764,2144,997,2342,1300,1161,1693,990,5876,1449,1537,3434,2863,3631,2135,1140,811,5,5649,3528,1059,606,2860,3280,834,1422,543,1357,1703,3759,955
"G3400330","2010",,,"New Jersey","34","Salem County","033",,,,,,,,,,,,,,,,,"Salem County, New Jersey",44845,554,0,0,0,85,0,150,68,40,107,780,728,914,2016,1030,15950,1588,2400,6373,2970,6600,1649,511,332,,,,,,,,,,,,,,26609,"Salem County, New Jersey",492,310,281,281,281,104,281,140,92,50,147,466,329,375,821,458,1496,573,683,1044,759,1059,497,276,219,,,,,,,,,,,,,,1575
"G3400350","2010",,,"New Jersey","34","Somerset County","035",,,,,,,,,,,,,,,,,"Somerset County, New Jersey",222219,1866,95,258,0,36,560,481,702,2968,844,2119,1637,2929,1785,2771,41618,2364,9004,24004,13426,61128,36901,7939,6784,304932,215727,36557,1541,2300,4298,21220,1066,9383,325,1696,8335,2484,43896,"Somerset County, New Jersey",624,787,156,409,281,56,389,396,538,1301,571,904,729,752,667,646,3540,719,1379,2459,1886,3294,2973,1218,1319,0,4452,2175,635,1021,1246,3977,708,2609,473,831,2234,895,1607
"G3400370","2010",,,"New Jersey","34","Sussex County","037",,,,,,,,,,,,,,,,,"Sussex County, New Jersey",103199,558,0,0,0,0,66,28,49,489,266,578,649,2379,1818,1441,29580,2353,6818,13208,9715,21922,7880,2166,1236,141590,128049,6441,674,956,870,2545,295,498,136,172,310,644,35891,"Sussex County, New Jersey",316,305,281,281,281,281,108,50,82,505,229,467,406,761,748,603,2110,628,898,1582,1425,2135,1233,783,533,241,2473,1136,601,419,568,1340,460,509,238,290,439,597,1744
"G3400390","2010",,,"New Jersey","34","Union County","039",,,,,,,,,,,,,,,,,"Union County, New Jersey",360369,5458,170,106,1202,520,1375,4591,3422,8011,2370,6421,5335,4380,7923,6862,99590,6814,13635,48206,20297,72168,29825,7619,4069,501816,290650,127350,11714,1609,14902,32666,1800,4548,1896,4654,2758,7269,33267,"Union County, New Jersey",136,1141,205,117,782,359,645,1378,1127,2028,755,1197,1457,1082,1502,1302,4822,1260,1573,3792,2542,3527,2968,1298,1031,168,7157,3176,3443,852,3597,4207,1342,1440,1463,1372,1148,2707,953
"G3400410","2010",,,"New Jersey","34","Warren County","041",,,,,,,,,,,,,,,,,"Warren County, New Jersey",75048,144,0,0,0,0,0,0,130,376,52,1368,596,2018,1385,743,25685,1877,3624,9801,5585,15333,4544,775,1012,102666,91589,4831,275,1039,360,2405,0,49,506,412,14,1186,32378,"Warren County, New Jersey",541,134,281,281,281,281,281,281,183,556,91,526,356,1068,444,360,1921,616,842,1383,850,1450,984,301,473,197,1796,994,248,730,295,1044,281,72,557,350,22,813,1461
"G3500010","2010",,,"New Mexico","35","Bernalillo County","001",,,,,,,,,,,,,,,,,"Bernalillo County, New Mexico",436765,3994,0,0,227,541,1530,1382,1364,9363,3007,5615,8003,6861,7702,7680,83871,17190,25808,86346,28581,77356,39597,10611,10136,619486,416979,168653,2745,2256,1007,4255,603,2697,3832,264,2510,13685,25685,"Bernalillo County, New Mexico",718,1311,285,285,374,476,691,597,733,2020,1231,1366,2096,1520,1597,1857,4573,2061,2154,4673,2914,4179,3448,1751,1658,0,8057,8069,1346,843,481,1566,491,1244,1406,307,972,3171,674
"G3500050","2010",,,"New Mexico","35","Chaves County","005",,,,,,,,,,,,,,,,,"Chaves County, New Mexico",42197,664,0,0,0,338,807,200,187,824,510,1021,470,1389,1719,573,9265,2630,3539,7912,2977,4716,2093,0,363,,,,,,,,,,,,,,17567,"Chaves County, New Mexico",1671,438,285,285,285,352,424,163,168,463,420,465,303,651,828,465,1681,929,948,1507,910,1279,830,285,290,,,,,,,,,,,,,,1534
"G3500130","2010",,,"New Mexico","35","Dona Ana County","013",,,,,,,,,,,,,,,,,"Doña Ana County, New Mexico",127004,2880,53,35,171,519,978,1705,1412,6227,302,2016,3144,3441,3877,1467,23071,5108,6636,23595,9311,17996,9738,1407,1915,,,,,,,,,,,,,,17938,"Doña Ana County, New Mexico",726,945,89,64,272,497,511,649,588,1320,247,834,927,999,1510,650,2857,1314,1399,2292,1490,2052,1838,553,631,,,,,,,,,,,,,,731
"G3500310","2010",,,"New Mexico","35","McKinley County","031",,,,,,,,,,,,,,,,,"McKinley County, New Mexico",40839,976,0,0,0,374,323,43,505,213,562,926,958,3593,2829,525,12155,475,2835,7021,2106,2129,1676,452,163,,,,,,,,,,,,,,12576,"McKinley County, New Mexico",606,427,285,285,285,319,190,63,356,145,443,404,576,1273,908,309,1339,318,1068,1422,721,690,715,382,169,,,,,,,,,,,,,,1454
"G3500430","2010",,,"New Mexico","35","Sandoval County","043",,,,,,,,,,,,,,,,,"Sandoval County, New Mexico",86356,611,0,0,0,132,39,0,80,668,436,433,1002,1076,1902,955,19819,4201,6718,16248,7558,14395,6740,1063,2280,123131,85397,23078,714,388,314,441,184,0,0,24,1079,11512,26537,"Sandoval County, New Mexico",274,251,285,285,285,212,62,285,95,358,276,243,393,447,609,427,2009,1053,1245,1870,1436,1807,1142,478,742,374,2838,2457,516,279,300,407,312,285,285,46,594,1360,2312
"G3500450","2010",,,"New Mexico","35","San Juan County","045",,,,,,,,,,,,,,,,,"San Juan County, New Mexico",79406,836,0,0,42,111,184,298,622,1513,688,954,816,2520,3361,1718,23137,4196,3293,16532,6588,7812,3204,534,447,,,,,,,,,,,,,,19265,"San Juan County, New Mexico",459,327,285,285,68,186,164,298,381,1095,399,599,468,780,1049,757,2449,885,826,2309,1279,1455,951,242,404,,,,,,,,,,,,,,1134
"G3500490","2010",,,"New Mexico","35","Santa Fe County","049",,,,,,,,,,,,,,,,,"Santa Fe County, New Mexico",103282,744,0,0,0,0,208,83,473,2039,192,1083,2856,1896,3166,1009,18429,4342,5388,16845,5350,19393,13905,3242,2639,136125,88837,43298,404,546,189,558,30,124,0,77,453,1609,29873,"Santa Fe County, New Mexico",577,451,285,285,285,285,224,121,415,1033,219,418,1042,744,995,464,1898,1032,1150,1987,1197,2120,1905,707,712,495,3170,2920,263,447,207,415,54,202,285,131,593,648,2197
"G3500610","2010",,,"New Mexico","35","Valencia County","061",,,,,,,,,,,,,,,,,"Valencia County, New Mexico",50891,387,0,0,0,186,165,135,163,1384,601,766,1257,2281,1482,1537,12886,2085,4257,10125,3283,4764,2115,560,472,,,,,,,,,,,,,,18796,"Valencia County, New Mexico",1019,386,285,285,285,263,212,162,210,583,453,428,511,948,712,882,1591,685,1076,1584,958,1094,650,330,361,,,,,,,,,,,,,,1734
"G3600010","2010",,,"New York","36","Albany County","001",,,,,,,,,,,,,,,,,"Albany County, New York",202408,1371,0,124,0,82,82,83,53,952,497,2265,2436,3477,5221,2360,43637,7045,8367,26896,20212,41609,24624,6237,4778,288651,255724,9304,2682,887,1960,6545,574,4318,171,376,2766,3344,29914,"Albany County, New York",867,691,275,142,275,97,129,99,66,510,318,675,786,1025,1567,819,3031,1444,1350,2879,2518,3176,2804,1228,857,4,3210,1612,1192,679,791,1983,504,1446,288,472,1681,1809,1499
"G3600050","2010",,,"New York","36","Bronx County","005",,,,,,,,,,,,,,,,,"Bronx County, New York",857048,27538,168,200,2143,3799,7761,8096,11332,24473,12102,29689,31635,31499,42558,30885,204704,43528,29182,115191,55909,91859,40194,8020,4583,1283653,547355,603543,19092,2009,7003,38717,2669,7359,2409,3824,5508,44165,16671,"Bronx County, New York",367,2933,163,208,833,1011,1262,1642,1917,3676,1919,3221,3103,2912,5114,3084,7369,3337,2603,6028,4312,5602,3005,1721,1074,194,9958,7226,3785,823,2687,5291,1119,2399,1544,1211,2317,6004,356
"G3600070","2010",,,"New York","36","Broome County","007",,,,,,,,,,,,,,,,,"Broome County, New York",133100,1155,0,0,0,79,64,52,296,251,503,984,2161,2807,3341,2156,37818,6907,8701,17761,16148,17389,10988,1253,2286,190371,174320,4447,714,283,1655,3410,206,1569,1076,136,1682,873,23066,"Broome County, New York",756,519,275,275,275,129,107,65,240,226,308,472,782,797,860,658,2795,1113,1175,2019,1554,2171,1500,425,839,512,1821,1086,423,164,846,1258,204,709,742,180,934,562,964
"G3600090","2010",,,"New York","36","Cattaraugus County","009",,,,,,,,,,,,,,,,,"Cattaraugus County, New York",54092,782,0,16,48,0,0,12,0,34,85,1337,924,1446,1192,708,17973,3181,3537,6977,5592,5576,3731,589,352,75550,69728,919,385,2573,294,589,134,214,18,44,0,652,21084,"Cattaraugus County, New York",460,267,275,27,82,275,275,21,275,58,84,485,376,484,482,265,1238,541,665,971,892,1047,789,346,307,94,1653,328,295,1490,198,396,148,184,29,60,275,308,1268
"G3600110","2010",,,"New York","36","Cayuga County","011",,,,,,,,,,,,,,,,,"Cayuga County, New York",55910,869,0,81,0,47,91,0,168,92,135,931,1008,1753,1895,1180,15767,4542,4576,5849,7036,5192,3762,794,142,,,,,,,,,,,,,,22629,"Cayuga County, New York",425,370,275,137,275,69,149,275,189,107,82,403,398,440,588,705,1500,889,887,895,888,885,812,430,127,,,,,,,,,,,,,,912
"G3600130","2010",,,"New York","36","Chautauqua County","013",,,,,,,,,,,,,,,,,"Chautauqua County, New York",90329,1149,0,0,82,163,0,357,81,428,402,1405,1852,2367,1633,1417,27946,4257,4817,8969,13013,11789,6568,812,822,127503,118271,5275,495,1477,586,901,63,139,0,37,0,259,20358,"Chautauqua County, New York",738,458,275,275,136,160,275,392,90,261,329,489,620,601,610,532,2132,864,946,1349,1533,1876,1197,329,352,244,1373,949,307,745,528,503,67,168,275,69,275,356,823
"G3600150","2010",,,"New York","36","Chemung County","015",,,,,,,,,,,,,,,,,"Chemung County, New York",61161,175,0,0,0,0,0,0,48,117,123,860,966,978,1889,1183,17790,2802,4091,9240,7681,7485,4043,859,831,,,,,,,,,,,,,,24437,"Chemung County, New York",669,156,275,275,275,275,275,275,74,153,113,337,405,335,713,726,1744,642,1031,1350,1206,1352,1045,384,421,,,,,,,,,,,,,,1745
"G3600190","2010",,,"New York","36","Clinton County","019",,,,,,,,,,,,,,,,,"Clinton County, New York",55512,457,0,0,0,44,0,54,406,315,640,989,1497,2376,1176,1017,15712,4143,4472,5658,4973,5679,4301,1049,554,78043,72044,1578,1295,520,119,1556,20,258,0,184,63,406,21666,"Clinton County, New York",387,356,275,275,275,76,275,89,274,289,364,332,610,715,498,438,1483,932,1001,1094,1051,1275,939,443,301,230,1607,465,687,406,190,1115,35,138,275,175,72,398,1190
"G3600270","2010",,,"New York","36","Dutchess County","027",,,,,,,,,,,,,,,,,"Dutchess County, New York",198650,1433,0,69,0,97,345,157,673,1425,1394,2348,2400,3544,5004,2043,45663,8461,13364,25637,19146,34720,24749,3024,2954,282338,240297,19249,2387,1074,2072,6794,777,3674,270,543,1921,3280,31796,"Dutchess County, New York",510,682,275,112,275,111,294,156,459,731,832,744,835,904,1289,657,3596,1505,1955,2976,2433,2525,2365,871,1033,147,3587,2134,972,549,1003,1817,614,1216,330,383,1199,1377,1221
"G3600290","2010",,,"New York","36","Erie County","029",,,,,,,,,,,,,,,,,"Erie County, New York",623669,5810,50,41,0,52,283,997,956,2743,1742,7789,5508,12997,14097,11717,157993,27297,32788,82049,71971,105339,58632,14258,8560,869709,785707,26379,4278,3648,13825,15333,689,2961,923,295,5104,10567,25387,"Erie County, New York",364,1368,82,67,275,86,251,590,559,825,604,1256,977,2076,1815,1980,5657,3023,2502,4449,4261,5570,3558,1770,1580,280,5630,2836,1207,1069,2668,3273,441,1356,701,317,1837,3102,426
"G3600450","2010",,,"New York","36","Jefferson County","045",,,,,,,,,,,,,,,,,"Jefferson County, New York",74242,1051,66,0,0,53,0,0,81,133,291,1017,1394,2593,2064,1155,20540,4875,5636,8275,8734,10143,4645,1015,481,106830,97554,3203,648,2045,714,535,100,152,474,366,550,489,22514,"Jefferson County, New York",609,585,109,275,275,74,275,275,101,110,179,499,564,781,576,595,2038,948,1080,1246,1471,1418,978,521,298,340,1567,700,550,1022,536,345,101,240,524,244,627,335,1388
"G3600470","2010",,,"New York","36","Kings County","047",,,,,,,,,,,,,,,,,"Kings County, New York",1649387,45777,811,836,2595,4754,9229,6343,19819,40335,15859,46381,32175,45957,42447,42792,416707,61274,55424,193860,93609,295467,128674,35790,12472,2331206,1252986,401318,86326,85812,161124,85627,4744,163961,2415,6636,16704,63553,23218,"Kings County, New York",359,3926,357,437,701,1281,1407,1486,2785,3722,1946,4498,3932,3514,3767,3339,10301,4132,3950,6681,4665,8278,5093,3242,1551,612,14174,6848,8777,7432,8775,8076,1418,8178,1015,1777,3394,6456,431
"G3600510","2010",,,"New York","36","Livingston County","051",,,,,,,,,,,,,,,,,"Livingston County, New York",42762,750,0,0,0,0,88,81,44,123,93,338,324,1094,902,911,13080,1710,2687,4311,4775,6215,4329,637,270,,,,,,,,,,,,,,22516,"Livingston County, New York",530,888,275,275,275,275,73,85,73,96,112,215,214,359,307,506,1426,470,648,853,941,863,870,293,166,,,,,,,,,,,,,,1353
"G3600530","2010",,,"New York","36","Madison County","053",,,,,,,,,,,,,,,,,"Madison County, New York",47376,359,0,0,40,42,0,0,0,343,0,244,1078,1288,862,293,14440,2206,2868,4101,5862,7761,4345,461,783,69364,67079,842,274,528,30,296,0,0,0,0,183,132,23661,"Madison County, New York",434,321,275,275,46,70,275,275,275,327,275,167,693,551,476,193,1539,564,699,836,1094,1165,1136,259,351,349,640,326,197,353,50,247,275,275,275,275,162,102,1541
"G3600550","2010",,,"New York","36","Monroe County","055",,,,,,,,,,,,,,,,,"Monroe County, New York",492075,6955,74,0,164,670,409,591,958,1516,2811,4683,6207,11778,11434,7604,104309,16297,28113,56955,53094,98394,61761,10022,7276,701116,609526,35921,3855,3981,9511,14008,1605,4356,3002,279,8137,6935,26805,"Monroe County, New York",728,1492,119,275,156,372,364,389,491,574,896,1311,1306,1791,1823,1605,5069,2352,2510,4072,3518,4218,3093,1243,1534,209,5831,3142,1333,1147,2792,2873,796,1454,1232,280,2062,2237,693
"G3600590","2010",,,"New York","36","Nassau County","059",,,,,,,,,,,,,,,,,"Nassau County, New York",917493,9377,14,221,614,2413,2653,2254,4220,11390,5879,8902,8357,11831,9466,19146,208236,20127,40322,106103,66549,209227,119326,39399,11467,1267570,910139,156705,28271,5942,15341,88461,11747,18346,810,7668,11628,12512,39935,"Nassau County, New York",332,1708,22,289,460,1407,953,1075,1164,2197,1572,1708,1535,2167,1527,2534,7667,2141,3000,5935,3944,6757,4894,3049,1661,4,11040,5240,4723,1053,3058,6165,2841,3129,712,2306,2214,2819,893
