GISJOIN,id,Temp,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,BLOCKA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,TTRACTA,TBLKGRPA,ANRCA,CBSAA,METDIVA,CSAA,NECTAA,NECTADIVA,CNECTAA,UAA,URBRURALA,CDA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,NAME,SABINSA,H7V001
G4500250,45002,G45002,2010,3,5,South Carolina,45,Chesterfield County,25,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Chesterfield County,,46734
G4500270,45002,G45002,2010,3,5,South Carolina,45,Clarendon County,27,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Clarendon County,,34971
G4500290,45002,G45002,2010,3,5,South Carolina,45,Colleton County,29,,,,,,,,,,,,,,47500,99999,999,,,,,,,,,,,,,,Colleton County,,38892
G4500310,45003,G45003,2010,3,5,South Carolina,45,Darlington County,31,,,,,,,,,,,,,,22500,99999,999,,,,,,,,,,,,,,Darlington County,,68681
G4500330,45003,G45003,2010,3,5,South Carolina,45,Dillon County,33,,,,,,,,,,,,,,19900,99999,999,,,,,,,,,,,,,,Dillon County,,32062
G4500350,45003,G45003,2010,3,5,South Carolina,45,Dorchester County,35,,,,,,,,,,,,,,16700,99999,999,,,,,,,,,,,,,,Dorchester County,,136555
G4500370,45003,G45003,2010,3,5,South Carolina,45,Edgefield County,37,,,,,,,,,,,,,,12260,99999,999,,,,,,,,,,,,,,Edgefield County,,26985
G4500390,45003,G45003,2010,3,5,South Carolina,45,Fairfield County,39,,,,,,,,,,,,,,17900,99999,192,,,,,,,,,,,,,,Fairfield County,,23956
G4500410,45004,G45004,2010,3,5,South Carolina,45,Florence County,41,,,,,,,,,,,,,,22500,99999,999,,,,,,,,,,,,,,Florence County,,136885
G4500430,45004,G45004,2010,3,5,South Carolina,45,Georgetown County,43,,,,,,,,,,,,,,23860,99999,396,,,,,,,,,,,,,,Georgetown County,,60158
G4500450,45004,G45004,2010,3,5,South Carolina,45,Greenville County,45,,,,,,,,,,,,,,24860,99999,273,,,,,,,,,,,,,,Greenville County,,451225
G4500470,45004,G45004,2010,3,5,South Carolina,45,Greenwood County,47,,,,,,,,,,,,,,24940,99999,999,,,,,,,,,,,,,,Greenwood County,,69661
G4500490,45004,G45004,2010,3,5,South Carolina,45,Hampton County,49,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Hampton County,,21090
G4500510,45005,G45005,2010,3,5,South Carolina,45,Horry County,51,,,,,,,,,,,,,,34820,99999,396,,,,,,,,,,,,,,Horry County,,269291
G4500530,45005,G45005,2010,3,5,South Carolina,45,Jasper County,53,,,,,,,,,,,,,,25940,99999,999,,,,,,,,,,,,,,Jasper County,,24777
G4500550,45005,G45005,2010,3,5,South Carolina,45,Kershaw County,55,,,,,,,,,,,,,,17900,99999,192,,,,,,,,,,,,,,Kershaw County,,61697
G4500570,45005,G45005,2010,3,5,South Carolina,45,Lancaster County,57,,,,,,,,,,,,,,29580,99999,172,,,,,,,,,,,,,,Lancaster County,,76652
G4500590,45005,G45005,2010,3,5,South Carolina,45,Laurens County,59,,,,,,,,,,,,,,24860,99999,273,,,,,,,,,,,,,,Laurens County,,66537
G4500610,45006,G45006,2010,3,5,South Carolina,45,Lee County,61,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Lee County,,19220
G4500630,45006,G45006,2010,3,5,South Carolina,45,Lexington County,63,,,,,,,,,,,,,,17900,99999,192,,,,,,,,,,,,,,Lexington County,,262391
G4500650,45006,G45006,2010,3,5,South Carolina,45,McCormick County,65,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,McCormick County,,10233
G4500670,45006,G45006,2010,3,5,South Carolina,45,Marion County,67,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Marion County,,33062
G4500690,45006,G45006,2010,3,5,South Carolina,45,Marlboro County,69,,,,,,,,,,,,,,13500,99999,999,,,,,,,,,,,,,,Marlboro County,,28933
G4500710,45007,G45007,2010,3,5,South Carolina,45,Newberry County,71,,,,,,,,,,,,,,35140,99999,192,,,,,,,,,,,,,,Newberry County,,37508
G4500730,45007,G45007,2010,3,5,South Carolina,45,Oconee County,73,,,,,,,,,,,,,,42860,99999,273,,,,,,,,,,,,,,Oconee County,,74273
G4500750,45007,G45007,2010,3,5,South Carolina,45,Orangeburg County,75,,,,,,,,,,,,,,36700,99999,999,,,,,,,,,,,,,,Orangeburg County,,92501
G4500770,45007,G45007,2010,3,5,South Carolina,45,Pickens County,77,,,,,,,,,,,,,,24860,99999,273,,,,,,,,,,,,,,Pickens County,,119224
G4500790,45007,G45007,2010,3,5,South Carolina,45,Richland County,79,,,,,,,,,,,,,,17900,99999,192,,,,,,,,,,,,,,Richland County,,384504
G4500810,45008,G45008,2010,3,5,South Carolina,45,Saluda County,81,,,,,,,,,,,,,,17900,99999,192,,,,,,,,,,,,,,Saluda County,,19875
G4500830,45008,G45008,2010,3,5,South Carolina,45,Spartanburg County,83,,,,,,,,,,,,,,43900,99999,273,,,,,,,,,,,,,,Spartanburg County,,284307
G4500850,45008,G45008,2010,3,5,South Carolina,45,Sumter County,85,,,,,,,,,,,,,,44940,99999,999,,,,,,,,,,,,,,Sumter County,,107456
G4500870,45008,G45008,2010,3,5,South Carolina,45,Union County,87,,,,,,,,,,,,,,46420,99999,273,,,,,,,,,,,,,,Union County,,28961
G4500890,45008,G45008,2010,3,5,South Carolina,45,Williamsburg County,89,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Williamsburg County,,34423
G4500910,45009,G45009,2010,3,5,South Carolina,45,York County,91,,,,,,,,,,,,,,16740,99999,172,,,,,,,,,,,,,,York County,,226073
G4600030,46000,G46000,2010,2,4,South Dakota,46,Aurora County,3,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Aurora County,,2710
G4600050,46000,G46000,2010,2,4,South Dakota,46,Beadle County,5,,,,,,,,,,,,,,26700,99999,999,,,,,,,,,,,,,,Beadle County,,17398
G4600070,46000,G46000,2010,2,4,South Dakota,46,Bennett County,7,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Bennett County,,3431
G4600090,46000,G46000,2010,2,4,South Dakota,46,Bon Homme County,9,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Bon Homme County,,7070
G4600110,46001,G46001,2010,2,4,South Dakota,46,Brookings County,11,,,,,,,,,,,,,,15100,99999,999,,,,,,,,,,,,,,Brookings County,,31965
G4600130,46001,G46001,2010,2,4,South Dakota,46,Brown County,13,,,,,,,,,,,,,,10100,99999,999,,,,,,,,,,,,,,Brown County,,36531
G4600150,46001,G46001,2010,2,4,South Dakota,46,Brule County,15,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Brule County,,5255
G4600170,46001,G46001,2010,2,4,South Dakota,46,Buffalo County,17,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Buffalo County,,1912
G4600190,46001,G46001,2010,2,4,South Dakota,46,Butte County,19,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Butte County,,10110
G4600210,46002,G46002,2010,2,4,South Dakota,46,Campbell County,21,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Campbell County,,1466
G4600230,46002,G46002,2010,2,4,South Dakota,46,Charles Mix County,23,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Charles Mix County,,9129
G4600250,46002,G46002,2010,2,4,South Dakota,46,Clark County,25,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Clark County,,3691
G4600270,46002,G46002,2010,2,4,South Dakota,46,Clay County,27,,,,,,,,,,,,,,46820,99999,512,,,,,,,,,,,,,,Clay County,,13864
G4600290,46002,G46002,2010,2,4,South Dakota,46,Codington County,29,,,,,,,,,,,,,,47980,99999,999,,,,,,,,,,,,,,Codington County,,27227
G4600310,46003,G46003,2010,2,4,South Dakota,46,Corson County,31,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Corson County,,4050
G4600330,46003,G46003,2010,2,4,South Dakota,46,Custer County,33,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Custer County,,8216
G4600350,46003,G46003,2010,2,4,South Dakota,46,Davison County,35,,,,,,,,,,,,,,33580,99999,999,,,,,,,,,,,,,,Davison County,,19504
G4600370,46003,G46003,2010,2,4,South Dakota,46,Day County,37,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Day County,,5710
G4600390,46003,G46003,2010,2,4,South Dakota,46,Deuel County,39,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Deuel County,,4364
G4600410,46004,G46004,2010,2,4,South Dakota,46,Dewey County,41,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Dewey County,,5301
G4600430,46004,G46004,2010,2,4,South Dakota,46,Douglas County,43,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Douglas County,,3002
G4600450,46004,G46004,2010,2,4,South Dakota,46,Edmunds County,45,,,,,,,,,,,,,,10100,99999,999,,,,,,,,,,,,,,Edmunds County,,4071
G4600470,46004,G46004,2010,2,4,South Dakota,46,Fall River County,47,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Fall River County,,7094
G4600490,46004,G46004,2010,2,4,South Dakota,46,Faulk County,49,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Faulk County,,2364
G4600510,46005,G46005,2010,2,4,South Dakota,46,Grant County,51,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Grant County,,7356
G4600530,46005,G46005,2010,2,4,South Dakota,46,Gregory County,53,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Gregory County,,4271
G4600550,46005,G46005,2010,2,4,South Dakota,46,Haakon County,55,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Haakon County,,1937
G4600570,46005,G46005,2010,2,4,South Dakota,46,Hamlin County,57,,,,,,,,,,,,,,47980,99999,999,,,,,,,,,,,,,,Hamlin County,,5903
G4600590,46005,G46005,2010,2,4,South Dakota,46,Hand County,59,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Hand County,,3431
G4600610,46006,G46006,2010,2,4,South Dakota,46,Hanson County,61,,,,,,,,,,,,,,33580,99999,999,,,,,,,,,,,,,,Hanson County,,3331
G4600630,46006,G46006,2010,2,4,South Dakota,46,Harding County,63,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Harding County,,1255
G4600650,46006,G46006,2010,2,4,South Dakota,46,Hughes County,65,,,,,,,,,,,,,,38180,99999,999,,,,,,,,,,,,,,Hughes County,,17022
G4600670,46006,G46006,2010,2,4,South Dakota,46,Hutchinson County,67,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Hutchinson County,,7343
G4600690,46006,G46006,2010,2,4,South Dakota,46,Hyde County,69,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Hyde County,,1420
G4600710,46007,G46007,2010,2,4,South Dakota,46,Jackson County,71,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Jackson County,,3031
G4600730,46007,G46007,2010,2,4,South Dakota,46,Jerauld County,73,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Jerauld County,,2071
G4600750,46007,G46007,2010,2,4,South Dakota,46,Jones County,75,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Jones County,,1006
G4600770,46007,G46007,2010,2,4,South Dakota,46,Kingsbury County,77,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Kingsbury County,,5148
G4600790,46007,G46007,2010,2,4,South Dakota,46,Lake County,79,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Lake County,,11200
G4600810,46008,G46008,2010,2,4,South Dakota,46,Lawrence County,81,,,,,,,,,,,,,,43940,99999,999,,,,,,,,,,,,,,Lawrence County,,24097
G4600830,46008,G46008,2010,2,4,South Dakota,46,Lincoln County,83,,,,,,,,,,,,,,43620,99999,999,,,,,,,,,,,,,,Lincoln County,,44828
G4600850,46008,G46008,2010,2,4,South Dakota,46,Lyman County,85,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Lyman County,,3755
G4600870,46008,G46008,2010,2,4,South Dakota,46,McCook County,87,,,,,,,,,,,,,,43620,99999,999,,,,,,,,,,,,,,McCook County,,5618
G4600890,46008,G46008,2010,2,4,South Dakota,46,McPherson County,89,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,McPherson County,,2459
G4600910,46009,G46009,2010,2,4,South Dakota,46,Marshall County,91,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Marshall County,,4656
G4600930,46009,G46009,2010,2,4,South Dakota,46,Meade County,93,,,,,,,,,,,,,,39660,99999,999,,,,,,,,,,,,,,Meade County,,25434
G4600950,46009,G46009,2010,2,4,South Dakota,46,Mellette County,95,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Mellette County,,2048
G4600970,46009,G46009,2010,2,4,South Dakota,46,Miner County,97,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Miner County,,2389
G4600990,46009,G46009,2010,2,4,South Dakota,46,Minnehaha County,99,,,,,,,,,,,,,,43620,99999,999,,,,,,,,,,,,,,Minnehaha County,,169468
G4601010,46010,G46010,2010,2,4,South Dakota,46,Moody County,101,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Moody County,,6486
G4601030,46010,G46010,2010,2,4,South Dakota,46,Pennington County,103,,,,,,,,,,,,,,39660,99999,999,,,,,,,,,,,,,,Pennington County,,100948
G4601050,46010,G46010,2010,2,4,South Dakota,46,Perkins County,105,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Perkins County,,2982
G4601070,46010,G46010,2010,2,4,South Dakota,46,Potter County,107,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Potter County,,2329
G4601090,46010,G46010,2010,2,4,South Dakota,46,Roberts County,109,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Roberts County,,10149
G4601110,46011,G46011,2010,2,4,South Dakota,46,Sanborn County,111,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Sanborn County,,2355
G4601130,46011,G46011,2010,2,4,South Dakota,46,Shannon County,113,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Shannon County,,13586
G4601150,46011,G46011,2010,2,4,South Dakota,46,Spink County,115,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Spink County,,6415
G4601170,46011,G46011,2010,2,4,South Dakota,46,Stanley County,117,,,,,,,,,,,,,,38180,99999,999,,,,,,,,,,,,,,Stanley County,,2966
G4601190,46011,G46011,2010,2,4,South Dakota,46,Sully County,119,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Sully County,,1373
G4601210,46012,G46012,2010,2,4,South Dakota,46,Todd County,121,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Todd County,,9612
G4601230,46012,G46012,2010,2,4,South Dakota,46,Tripp County,123,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Tripp County,,5644
G4601250,46012,G46012,2010,2,4,South Dakota,46,Turner County,125,,,,,,,,,,,,,,43620,99999,999,,,,,,,,,,,,,,Turner County,,8347
G4601270,46012,G46012,2010,2,4,South Dakota,46,Union County,127,,,,,,,,,,,,,,43580,99999,512,,,,,,,,,,,,,,Union County,,14399
G4601290,46012,G46012,2010,2,4,South Dakota,46,Walworth County,129,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Walworth County,,5438
G4601350,46013,G46013,2010,2,4,South Dakota,46,Yankton County,135,,,,,,,,,,,,,,49460,99999,999,,,,,,,,,,,,,,Yankton County,,22438
G4601370,46013,G46013,2010,2,4,South Dakota,46,Ziebach County,137,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Ziebach County,,2801
G4700010,47000,G47000,2010,3,6,Tennessee,47,Anderson County,1,,,,,,,,,,,,,,28940,99999,314,,,,,,,,,,,,,,Anderson County,,75129
G4700030,47000,G47000,2010,3,6,Tennessee,47,Bedford County,3,,,,,,,,,,,,,,43180,99999,999,,,,,,,,,,,,,,Bedford County,,45058
G4700050,47000,G47000,2010,3,6,Tennessee,47,Benton County,5,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Benton County,,16489
G4700070,47000,G47000,2010,3,6,Tennessee,47,Bledsoe County,7,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Bledsoe County,,12876
G4700090,47000,G47000,2010,3,6,Tennessee,47,Blount County,9,,,,,,,,,,,,,,28940,99999,314,,,,,,,,,,,,,,Blount County,,123010
G4700110,47001,G47001,2010,3,6,Tennessee,47,Bradley County,11,,,,,,,,,,,,,,17420,99999,174,,,,,,,,,,,,,,Bradley County,,98963
G4700130,47001,G47001,2010,3,6,Tennessee,47,Campbell County,13,,,,,,,,,,,,,,29220,99999,314,,,,,,,,,,,,,,Campbell County,,40716
G4700150,47001,G47001,2010,3,6,Tennessee,47,Cannon County,15,,,,,,,,,,,,,,34980,99999,400,,,,,,,,,,,,,,Cannon County,,13801
G4700170,47001,G47001,2010,3,6,Tennessee,47,Carroll County,17,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Carroll County,,28522
G4700190,47001,G47001,2010,3,6,Tennessee,47,Carter County,19,,,,,,,,,,,,,,27740,99999,304,,,,,,,,,,,,,,Carter County,,57424
G4700210,47002,G47002,2010,3,6,Tennessee,47,Cheatham County,21,,,,,,,,,,,,,,34980,99999,400,,,,,,,,,,,,,,Cheatham County,,39105
G4700230,47002,G47002,2010,3,6,Tennessee,47,Chester County,23,,,,,,,,,,,,,,27180,99999,297,,,,,,,,,,,,,,Chester County,,17131
G4700250,47002,G47002,2010,3,6,Tennessee,47,Claiborne County,25,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Claiborne County,,32213
G4700270,47002,G47002,2010,3,6,Tennessee,47,Clay County,27,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Clay County,,7861
G4700290,47002,G47002,2010,3,6,Tennessee,47,Cocke County,29,,,,,,,,,,,,,,35460,99999,314,,,,,,,,,,,,,,Cocke County,,35662
G4700310,47003,G47003,2010,3,6,Tennessee,47,Coffee County,31,,,,,,,,,,,,,,46100,99999,999,,,,,,,,,,,,,,Coffee County,,52796
G4700330,47003,G47003,2010,3,6,Tennessee,47,Crockett County,33,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Crockett County,,14586
G4700350,47003,G47003,2010,3,6,Tennessee,47,Cumberland County,35,,,,,,,,,,,,,,18900,99999,999,,,,,,,,,,,,,,Cumberland County,,56053
G4700370,47003,G47003,2010,3,6,Tennessee,47,Davidson County,37,,,,,,,,,,,,,,34980,99999,400,,,,,,,,,,,,,,Davidson County,,626681
G4700390,47003,G47003,2010,3,6,Tennessee,47,Decatur County,39,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Decatur County,,11757
G4700410,47004,G47004,2010,3,6,Tennessee,47,DeKalb County,41,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,DeKalb County,,18723
G4700430,47004,G47004,2010,3,6,Tennessee,47,Dickson County,43,,,,,,,,,,,,,,34980,99999,400,,,,,,,,,,,,,,Dickson County,,49666
G4700450,47004,G47004,2010,3,6,Tennessee,47,Dyer County,45,,,,,,,,,,,,,,20540,99999,999,,,,,,,,,,,,,,Dyer County,,38335
G4700470,47004,G47004,2010,3,6,Tennessee,47,Fayette County,47,,,,,,,,,,,,,,32820,99999,999,,,,,,,,,,,,,,Fayette County,,38413
G4700490,47004,G47004,2010,3,6,Tennessee,47,Fentress County,49,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Fentress County,,17959
G4700510,47005,G47005,2010,3,6,Tennessee,47,Franklin County,51,,,,,,,,,,,,,,46100,99999,999,,,,,,,,,,,,,,Franklin County,,41052
G4700530,47005,G47005,2010,3,6,Tennessee,47,Gibson County,53,,,,,,,,,,,,,,26480,99999,297,,,,,,,,,,,,,,Gibson County,,49683
G4700550,47005,G47005,2010,3,6,Tennessee,47,Giles County,55,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Giles County,,29485
G4700570,47005,G47005,2010,3,6,Tennessee,47,Grainger County,57,,,,,,,,,,,,,,34100,99999,314,,,,,,,,,,,,,,Grainger County,,22657
G4700590,47005,G47005,2010,3,6,Tennessee,47,Greene County,59,,,,,,,,,,,,,,24620,99999,999,,,,,,,,,,,,,,Greene County,,68831
G4700610,47006,G47006,2010,3,6,Tennessee,47,Grundy County,61,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Grundy County,,13703
G4700630,47006,G47006,2010,3,6,Tennessee,47,Hamblen County,63,,,,,,,,,,,,,,34100,99999,314,,,,,,,,,,,,,,Hamblen County,,62544
G4700650,47006,G47006,2010,3,6,Tennessee,47,Hamilton County,65,,,,,,,,,,,,,,16860,99999,174,,,,,,,,,,,,,,Hamilton County,,336463
G4700670,47006,G47006,2010,3,6,Tennessee,47,Hancock County,67,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Hancock County,,6819
G4700690,47006,G47006,2010,3,6,Tennessee,47,Hardeman County,69,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Hardeman County,,27253
G4700710,47007,G47007,2010,3,6,Tennessee,47,Hardin County,71,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Hardin County,,26026
G4700730,47007,G47007,2010,3,6,Tennessee,47,Hawkins County,73,,,,,,,,,,,,,,28700,99999,304,,,,,,,,,,,,,,Hawkins County,,56833
G4700750,47007,G47007,2010,3,6,Tennessee,47,Haywood County,75,,,,,,,,,,,,,,15140,99999,999,,,,,,,,,,,,,,Haywood County,,18787
G4700770,47007,G47007,2010,3,6,Tennessee,47,Henderson County,77,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Henderson County,,27769
G4700790,47007,G47007,2010,3,6,Tennessee,47,Henry County,79,,,,,,,,,,,,,,37540,99999,999,,,,,,,,,,,,,,Henry County,,32330
G4700810,47008,G47008,2010,3,6,Tennessee,47,Hickman County,81,,,,,,,,,,,,,,34980,99999,400,,,,,,,,,,,,,,Hickman County,,24690
G4700830,47008,G47008,2010,3,6,Tennessee,47,Houston County,83,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Houston County,,8426
G4700850,47008,G47008,2010,3,6,Tennessee,47,Humphreys County,85,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Humphreys County,,18538
G4700870,47008,G47008,2010,3,6,Tennessee,47,Jackson County,87,,,,,,,,,,,,,,18260,99999,999,,,,,,,,,,,,,,Jackson County,,11638
G4700890,47008,G47008,2010,3,6,Tennessee,47,Jefferson County,89,,,,,,,,,,,,,,34100,99999,314,,,,,,,,,,,,,,Jefferson County,,51407
G4700910,47009,G47009,2010,3,6,Tennessee,47,Johnson County,91,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Johnson County,,18244
G4700930,47009,G47009,2010,3,6,Tennessee,47,Knox County,93,,,,,,,,,,,,,,28940,99999,314,,,,,,,,,,,,,,Knox County,,432226
G4700950,47009,G47009,2010,3,6,Tennessee,47,Lake County,95,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Lake County,,7832
G4700970,47009,G47009,2010,3,6,Tennessee,47,Lauderdale County,97,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Lauderdale County,,27815
G4700990,47009,G47009,2010,3,6,Tennessee,47,Lawrence County,99,,,,,,,,,,,,,,29980,99999,999,,,,,,,,,,,,,,Lawrence County,,41869
G4701010,47010,G47010,2010,3,6,Tennessee,47,Lewis County,101,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Lewis County,,12161
G4701030,47010,G47010,2010,3,6,Tennessee,47,Lincoln County,103,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Lincoln County,,33361
G4701050,47010,G47010,2010,3,6,Tennessee,47,Loudon County,105,,,,,,,,,,,,,,28940,99999,314,,,,,,,,,,,,,,Loudon County,,48556
G4701070,47010,G47010,2010,3,6,Tennessee,47,McMinn County,107,,,,,,,,,,,,,,11940,99999,174,,,,,,,,,,,,,,McMinn County,,52266
G4701090,47010,G47010,2010,3,6,Tennessee,47,McNairy County,109,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,McNairy County,,26075
G4701110,47011,G47011,2010,3,6,Tennessee,47,Macon County,111,,,,,,,,,,,,,,34980,99999,400,,,,,,,,,,,,,,Macon County,,22248
G4701130,47011,G47011,2010,3,6,Tennessee,47,Madison County,113,,,,,,,,,,,,,,27180,99999,297,,,,,,,,,,,,,,Madison County,,98294
G4701150,47011,G47011,2010,3,6,Tennessee,47,Marion County,115,,,,,,,,,,,,,,16860,99999,174,,,,,,,,,,,,,,Marion County,,28237
G4701170,47011,G47011,2010,3,6,Tennessee,47,Marshall County,117,,,,,,,,,,,,,,30280,99999,999,,,,,,,,,,,,,,Marshall County,,30617
G4701190,47011,G47011,2010,3,6,Tennessee,47,Maury County,119,,,,,,,,,,,,,,17940,99999,400,,,,,,,,,,,,,,Maury County,,80956
G4701210,47012,G47012,2010,3,6,Tennessee,47,Meigs County,121,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Meigs County,,11753
G4701230,47012,G47012,2010,3,6,Tennessee,47,Monroe County,123,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Monroe County,,44519
G4701250,47012,G47012,2010,3,6,Tennessee,47,Montgomery County,125,,,,,,,,,,,,,,17300,99999,999,,,,,,,,,,,,,,Montgomery County,,172331
G4701270,47012,G47012,2010,3,6,Tennessee,47,Moore County,127,,,,,,,,,,,,,,46100,99999,999,,,,,,,,,,,,,,Moore County,,6362
G4701290,47012,G47012,2010,3,6,Tennessee,47,Morgan County,129,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Morgan County,,21987
G4701310,47013,G47013,2010,3,6,Tennessee,47,Obion County,131,,,,,,,,,,,,,,46460,99999,542,,,,,,,,,,,,,,Obion County,,31807
G4701330,47013,G47013,2010,3,6,Tennessee,47,Overton County,133,,,,,,,,,,,,,,18260,99999,999,,,,,,,,,,,,,,Overton County,,22083
G4701350,47013,G47013,2010,3,6,Tennessee,47,Perry County,135,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Perry County,,7915
G4701370,47013,G47013,2010,3,6,Tennessee,47,Pickett County,137,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Pickett County,,5077
G4701390,47013,G47013,2010,3,6,Tennessee,47,Polk County,139,,,,,,,,,,,,,,17420,99999,174,,,,,,,,,,,,,,Polk County,,16825
G4701410,47014,G47014,2010,3,6,Tennessee,47,Putnam County,141,,,,,,,,,,,,,,18260,99999,999,,,,,,,,,,,,,,Putnam County,,72321
G4701430,47014,G47014,2010,3,6,Tennessee,47,Rhea County,143,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Rhea County,,31809
G4701450,47014,G47014,2010,3,6,Tennessee,47,Roane County,145,,,,,,,,,,,,,,25340,99999,314,,,,,,,,,,,,,,Roane County,,54181
G4701470,47014,G47014,2010,3,6,Tennessee,47,Robertson County,147,,,,,,,,,,,,,,34980,99999,400,,,,,,,,,,,,,,Robertson County,,66283
