GISJOIN,id,Temp,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,BLOCKA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,TTRACTA,TBLKGRPA,ANRCA,CBSAA,METDIVA,CSAA,NECTAA,NECTADIVA,CNECTAA,UAA,URBRURALA,CDA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,NAME,SABINSA,H7V001
G1900330,19003,G19003,2010,2,4,Iowa,19,Cerro Gordo County,33,,,,,,,,,,,,,,32380,99999,999,,,,,,,,,,,,,,Cerro Gordo County,,44151
G1900350,19003,G19003,2010,2,4,Iowa,19,Cherokee County,35,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Cherokee County,,12072
G1900370,19003,G19003,2010,2,4,Iowa,19,Chickasaw County,37,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Chickasaw County,,12439
G1900390,19003,G19003,2010,2,4,Iowa,19,Clarke County,39,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Clarke County,,9286
G1900410,19004,G19004,2010,2,4,Iowa,19,Clay County,41,,,,,,,,,,,,,,43980,99999,999,,,,,,,,,,,,,,Clay County,,16667
G1900430,19004,G19004,2010,2,4,Iowa,19,Clayton County,43,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Clayton County,,18129
G1900450,19004,G19004,2010,2,4,Iowa,19,Clinton County,45,,,,,,,,,,,,,,17540,99999,999,,,,,,,,,,,,,,Clinton County,,49116
G1900470,19004,G19004,2010,2,4,Iowa,19,Crawford County,47,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Crawford County,,17096
G1900490,19004,G19004,2010,2,4,Iowa,19,Dallas County,49,,,,,,,,,,,,,,19780,99999,218,,,,,,,,,,,,,,Dallas County,,66135
G1900510,19005,G19005,2010,2,4,Iowa,19,Davis County,51,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Davis County,,8753
G1900530,19005,G19005,2010,2,4,Iowa,19,Decatur County,53,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Decatur County,,8457
G1900550,19005,G19005,2010,2,4,Iowa,19,Delaware County,55,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Delaware County,,17764
G1900570,19005,G19005,2010,2,4,Iowa,19,Des Moines County,57,,,,,,,,,,,,,,15460,99999,999,,,,,,,,,,,,,,Des Moines County,,40325
G1900590,19005,G19005,2010,2,4,Iowa,19,Dickinson County,59,,,,,,,,,,,,,,44020,99999,999,,,,,,,,,,,,,,Dickinson County,,16667
G1900610,19006,G19006,2010,2,4,Iowa,19,Dubuque County,61,,,,,,,,,,,,,,20220,99999,999,,,,,,,,,,,,,,Dubuque County,,93653
G1900630,19006,G19006,2010,2,4,Iowa,19,Emmet County,63,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Emmet County,,10302
G1900650,19006,G19006,2010,2,4,Iowa,19,Fayette County,65,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Fayette County,,20880
G1900670,19006,G19006,2010,2,4,Iowa,19,Floyd County,67,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Floyd County,,16303
G1900690,19006,G19006,2010,2,4,Iowa,19,Franklin County,69,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Franklin County,,10680
G1900710,19007,G19007,2010,2,4,Iowa,19,Fremont County,71,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Fremont County,,7441
G1900730,19007,G19007,2010,2,4,Iowa,19,Greene County,73,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Greene County,,9336
G1900750,19007,G19007,2010,2,4,Iowa,19,Grundy County,75,,,,,,,,,,,,,,47940,99999,999,,,,,,,,,,,,,,Grundy County,,12453
G1900770,19007,G19007,2010,2,4,Iowa,19,Guthrie County,77,,,,,,,,,,,,,,19780,99999,218,,,,,,,,,,,,,,Guthrie County,,10954
G1900790,19007,G19007,2010,2,4,Iowa,19,Hamilton County,79,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Hamilton County,,15673
G1900810,19008,G19008,2010,2,4,Iowa,19,Hancock County,81,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Hancock County,,11341
G1900830,19008,G19008,2010,2,4,Iowa,19,Hardin County,83,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Hardin County,,17534
G1900850,19008,G19008,2010,2,4,Iowa,19,Harrison County,85,,,,,,,,,,,,,,36540,99999,420,,,,,,,,,,,,,,Harrison County,,14928
G1900870,19008,G19008,2010,2,4,Iowa,19,Henry County,87,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Henry County,,20145
G1900890,19008,G19008,2010,2,4,Iowa,19,Howard County,89,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Howard County,,9566
G1900910,19009,G19009,2010,2,4,Iowa,19,Humboldt County,91,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Humboldt County,,9815
G1900930,19009,G19009,2010,2,4,Iowa,19,Ida County,93,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Ida County,,7089
G1900950,19009,G19009,2010,2,4,Iowa,19,Iowa County,95,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Iowa County,,16355
G1900970,19009,G19009,2010,2,4,Iowa,19,Jackson County,97,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Jackson County,,19848
G1900990,19009,G19009,2010,2,4,Iowa,19,Jasper County,99,,,,,,,,,,,,,,35500,99999,218,,,,,,,,,,,,,,Jasper County,,36842
G1901010,19010,G19010,2010,2,4,Iowa,19,Jefferson County,101,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Jefferson County,,16843
G1901030,19010,G19010,2010,2,4,Iowa,19,Johnson County,103,,,,,,,,,,,,,,26980,99999,999,,,,,,,,,,,,,,Johnson County,,130882
G1901050,19010,G19010,2010,2,4,Iowa,19,Jones County,105,,,,,,,,,,,,,,16300,99999,999,,,,,,,,,,,,,,Jones County,,20638
G1901070,19010,G19010,2010,2,4,Iowa,19,Keokuk County,107,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Keokuk County,,10511
G1901090,19010,G19010,2010,2,4,Iowa,19,Kossuth County,109,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Kossuth County,,15543
G1901110,19011,G19011,2010,2,4,Iowa,19,Lee County,111,,,,,,,,,,,,,,22800,99999,999,,,,,,,,,,,,,,Lee County,,35862
G1901130,19011,G19011,2010,2,4,Iowa,19,Linn County,113,,,,,,,,,,,,,,16300,99999,999,,,,,,,,,,,,,,Linn County,,211226
G1901150,19011,G19011,2010,2,4,Iowa,19,Louisa County,115,,,,,,,,,,,,,,34700,99999,999,,,,,,,,,,,,,,Louisa County,,11387
G1901170,19011,G19011,2010,2,4,Iowa,19,Lucas County,117,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Lucas County,,8898
G1901190,19011,G19011,2010,2,4,Iowa,19,Lyon County,119,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Lyon County,,11581
G1901210,19012,G19012,2010,2,4,Iowa,19,Madison County,121,,,,,,,,,,,,,,19780,99999,218,,,,,,,,,,,,,,Madison County,,15679
G1901230,19012,G19012,2010,2,4,Iowa,19,Mahaska County,123,,,,,,,,,,,,,,36820,99999,999,,,,,,,,,,,,,,Mahaska County,,22381
G1901250,19012,G19012,2010,2,4,Iowa,19,Marion County,125,,,,,,,,,,,,,,37800,99999,218,,,,,,,,,,,,,,Marion County,,33309
G1901270,19012,G19012,2010,2,4,Iowa,19,Marshall County,127,,,,,,,,,,,,,,32260,99999,999,,,,,,,,,,,,,,Marshall County,,40648
G1901290,19012,G19012,2010,2,4,Iowa,19,Mills County,129,,,,,,,,,,,,,,36540,99999,420,,,,,,,,,,,,,,Mills County,,15059
G1901310,19013,G19013,2010,2,4,Iowa,19,Mitchell County,131,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Mitchell County,,10776
G1901330,19013,G19013,2010,2,4,Iowa,19,Monona County,133,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Monona County,,9243
G1901350,19013,G19013,2010,2,4,Iowa,19,Monroe County,135,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Monroe County,,7970
G1901370,19013,G19013,2010,2,4,Iowa,19,Montgomery County,137,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Montgomery County,,10740
G1901390,19013,G19013,2010,2,4,Iowa,19,Muscatine County,139,,,,,,,,,,,,,,34700,99999,999,,,,,,,,,,,,,,Muscatine County,,42745
G1901410,19014,G19014,2010,2,4,Iowa,19,O'Brien County,141,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,O'Brien County,,14398
G1901430,19014,G19014,2010,2,4,Iowa,19,Osceola County,143,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Osceola County,,6462
G1901450,19014,G19014,2010,2,4,Iowa,19,Page County,145,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Page County,,15932
G1901470,19014,G19014,2010,2,4,Iowa,19,Palo Alto County,147,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Palo Alto County,,9421
G1901490,19014,G19014,2010,2,4,Iowa,19,Plymouth County,149,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Plymouth County,,24986
G1901510,19015,G19015,2010,2,4,Iowa,19,Pocahontas County,151,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Pocahontas County,,7310
G1901530,19015,G19015,2010,2,4,Iowa,19,Polk County,153,,,,,,,,,,,,,,19780,99999,218,,,,,,,,,,,,,,Polk County,,430640
G1901550,19015,G19015,2010,2,4,Iowa,19,Pottawattamie County,155,,,,,,,,,,,,,,36540,99999,420,,,,,,,,,,,,,,Pottawattamie County,,93158
G1901570,19015,G19015,2010,2,4,Iowa,19,Poweshiek County,157,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Poweshiek County,,18914
G1901590,19015,G19015,2010,2,4,Iowa,19,Ringgold County,159,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Ringgold County,,5131
G1901610,19016,G19016,2010,2,4,Iowa,19,Sac County,161,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Sac County,,10350
G1901630,19016,G19016,2010,2,4,Iowa,19,Scott County,163,,,,,,,,,,,,,,19340,99999,999,,,,,,,,,,,,,,Scott County,,165224
G1901650,19016,G19016,2010,2,4,Iowa,19,Shelby County,165,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Shelby County,,12167
G1901670,19016,G19016,2010,2,4,Iowa,19,Sioux County,167,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Sioux County,,33704
G1901690,19016,G19016,2010,2,4,Iowa,19,Story County,169,,,,,,,,,,,,,,11180,99999,112,,,,,,,,,,,,,,Story County,,89542
G1901710,19017,G19017,2010,2,4,Iowa,19,Tama County,171,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Tama County,,17767
G1901730,19017,G19017,2010,2,4,Iowa,19,Taylor County,173,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Taylor County,,6317
G1901750,19017,G19017,2010,2,4,Iowa,19,Union County,175,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Union County,,12534
G1901770,19017,G19017,2010,2,4,Iowa,19,Van Buren County,177,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Van Buren County,,7570
G1901790,19017,G19017,2010,2,4,Iowa,19,Wapello County,179,,,,,,,,,,,,,,36900,99999,999,,,,,,,,,,,,,,Wapello County,,35625
G1901810,19018,G19018,2010,2,4,Iowa,19,Warren County,181,,,,,,,,,,,,,,19780,99999,218,,,,,,,,,,,,,,Warren County,,46225
G1901830,19018,G19018,2010,2,4,Iowa,19,Washington County,183,,,,,,,,,,,,,,26980,99999,999,,,,,,,,,,,,,,Washington County,,21704
G1901850,19018,G19018,2010,2,4,Iowa,19,Wayne County,185,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Wayne County,,6403
G1901870,19018,G19018,2010,2,4,Iowa,19,Webster County,187,,,,,,,,,,,,,,22700,99999,999,,,,,,,,,,,,,,Webster County,,38013
G1901890,19018,G19018,2010,2,4,Iowa,19,Winnebago County,189,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Winnebago County,,10866
G1901910,19019,G19019,2010,2,4,Iowa,19,Winneshiek County,191,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Winneshiek County,,21056
G1901930,19019,G19019,2010,2,4,Iowa,19,Woodbury County,193,,,,,,,,,,,,,,43580,99999,512,,,,,,,,,,,,,,Woodbury County,,102172
G1901950,19019,G19019,2010,2,4,Iowa,19,Worth County,195,,,,,,,,,,,,,,32380,99999,999,,,,,,,,,,,,,,Worth County,,7598
G1901970,19019,G19019,2010,2,4,Iowa,19,Wright County,197,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Wright County,,13229
G2000010,20000,G20000,2010,2,4,Kansas,20,Allen County,1,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Allen County,,13371
G2000030,20000,G20000,2010,2,4,Kansas,20,Anderson County,3,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Anderson County,,8102
G2000050,20000,G20000,2010,2,4,Kansas,20,Atchison County,5,,,,,,,,,,,,,,11860,99999,312,,,,,,,,,,,,,,Atchison County,,16924
G2000070,20000,G20000,2010,2,4,Kansas,20,Barber County,7,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Barber County,,4861
G2000090,20000,G20000,2010,2,4,Kansas,20,Barton County,9,,,,,,,,,,,,,,24460,99999,999,,,,,,,,,,,,,,Barton County,,27674
G2000110,20001,G20001,2010,2,4,Kansas,20,Bourbon County,11,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Bourbon County,,15173
G2000130,20001,G20001,2010,2,4,Kansas,20,Brown County,13,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Brown County,,9984
G2000150,20001,G20001,2010,2,4,Kansas,20,Butler County,15,,,,,,,,,,,,,,48620,99999,556,,,,,,,,,,,,,,Butler County,,65880
G2000170,20001,G20001,2010,2,4,Kansas,20,Chase County,17,,,,,,,,,,,,,,21380,99999,999,,,,,,,,,,,,,,Chase County,,2790
G2000190,20001,G20001,2010,2,4,Kansas,20,Chautauqua County,19,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Chautauqua County,,3669
G2000210,20002,G20002,2010,2,4,Kansas,20,Cherokee County,21,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Cherokee County,,21603
G2000230,20002,G20002,2010,2,4,Kansas,20,Cheyenne County,23,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Cheyenne County,,2726
G2000250,20002,G20002,2010,2,4,Kansas,20,Clark County,25,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Clark County,,2215
G2000270,20002,G20002,2010,2,4,Kansas,20,Clay County,27,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Clay County,,8535
G2000290,20002,G20002,2010,2,4,Kansas,20,Cloud County,29,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Cloud County,,9533
G2000310,20003,G20003,2010,2,4,Kansas,20,Coffey County,31,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Coffey County,,8601
G2000330,20003,G20003,2010,2,4,Kansas,20,Comanche County,33,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Comanche County,,1891
G2000350,20003,G20003,2010,2,4,Kansas,20,Cowley County,35,,,,,,,,,,,,,,49060,99999,556,,,,,,,,,,,,,,Cowley County,,36311
G2000370,20003,G20003,2010,2,4,Kansas,20,Crawford County,37,,,,,,,,,,,,,,38260,99999,999,,,,,,,,,,,,,,Crawford County,,39134
G2000390,20003,G20003,2010,2,4,Kansas,20,Decatur County,39,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Decatur County,,2961
G2000410,20004,G20004,2010,2,4,Kansas,20,Dickinson County,41,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Dickinson County,,19754
G2000430,20004,G20004,2010,2,4,Kansas,20,Doniphan County,43,,,,,,,,,,,,,,41140,99999,999,,,,,,,,,,,,,,Doniphan County,,7945
G2000450,20004,G20004,2010,2,4,Kansas,20,Douglas County,45,,,,,,,,,,,,,,29940,99999,999,,,,,,,,,,,,,,Douglas County,,110826
G2000470,20004,G20004,2010,2,4,Kansas,20,Edwards County,47,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Edwards County,,3037
G2000490,20004,G20004,2010,2,4,Kansas,20,Elk County,49,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Elk County,,2882
G2000510,20005,G20005,2010,2,4,Kansas,20,Ellis County,51,,,,,,,,,,,,,,25700,99999,999,,,,,,,,,,,,,,Ellis County,,28452
G2000530,20005,G20005,2010,2,4,Kansas,20,Ellsworth County,53,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Ellsworth County,,6497
G2000550,20005,G20005,2010,2,4,Kansas,20,Finney County,55,,,,,,,,,,,,,,23780,99999,999,,,,,,,,,,,,,,Finney County,,36776
G2000570,20005,G20005,2010,2,4,Kansas,20,Ford County,57,,,,,,,,,,,,,,19980,99999,999,,,,,,,,,,,,,,Ford County,,33848
G2000590,20005,G20005,2010,2,4,Kansas,20,Franklin County,59,,,,,,,,,,,,,,28140,99999,312,,,,,,,,,,,,,,Franklin County,,25992
G2000610,20006,G20006,2010,2,4,Kansas,20,Geary County,61,,,,,,,,,,,,,,31740,99999,999,,,,,,,,,,,,,,Geary County,,34362
G2000630,20006,G20006,2010,2,4,Kansas,20,Gove County,63,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Gove County,,2695
G2000650,20006,G20006,2010,2,4,Kansas,20,Graham County,65,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Graham County,,2597
G2000670,20006,G20006,2010,2,4,Kansas,20,Grant County,67,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Grant County,,7829
G2000690,20006,G20006,2010,2,4,Kansas,20,Gray County,69,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Gray County,,6006
G2000710,20007,G20007,2010,2,4,Kansas,20,Greeley County,71,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Greeley County,,1247
G2000730,20007,G20007,2010,2,4,Kansas,20,Greenwood County,73,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Greenwood County,,6689
G2000750,20007,G20007,2010,2,4,Kansas,20,Hamilton County,75,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Hamilton County,,2690
G2000770,20007,G20007,2010,2,4,Kansas,20,Harper County,77,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Harper County,,6034
G2000790,20007,G20007,2010,2,4,Kansas,20,Harvey County,79,,,,,,,,,,,,,,48620,99999,556,,,,,,,,,,,,,,Harvey County,,34684
G2000810,20008,G20008,2010,2,4,Kansas,20,Haskell County,81,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Haskell County,,4256
G2000830,20008,G20008,2010,2,4,Kansas,20,Hodgeman County,83,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Hodgeman County,,1916
G2000850,20008,G20008,2010,2,4,Kansas,20,Jackson County,85,,,,,,,,,,,,,,45820,99999,999,,,,,,,,,,,,,,Jackson County,,13462
G2000870,20008,G20008,2010,2,4,Kansas,20,Jefferson County,87,,,,,,,,,,,,,,45820,99999,999,,,,,,,,,,,,,,Jefferson County,,19126
G2000890,20008,G20008,2010,2,4,Kansas,20,Jewell County,89,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Jewell County,,3077
G2000910,20009,G20009,2010,2,4,Kansas,20,Johnson County,91,,,,,,,,,,,,,,28140,99999,312,,,,,,,,,,,,,,Johnson County,,544179
G2000930,20009,G20009,2010,2,4,Kansas,20,Kearny County,93,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Kearny County,,3977
G2000950,20009,G20009,2010,2,4,Kansas,20,Kingman County,95,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Kingman County,,7858
G2000970,20009,G20009,2010,2,4,Kansas,20,Kiowa County,97,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Kiowa County,,2553
G2000990,20009,G20009,2010,2,4,Kansas,20,Labette County,99,,,,,,,,,,,,,,37660,99999,999,,,,,,,,,,,,,,Labette County,,21607
G2001010,20010,G20010,2010,2,4,Kansas,20,Lane County,101,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Lane County,,1750
G2001030,20010,G20010,2010,2,4,Kansas,20,Leavenworth County,103,,,,,,,,,,,,,,28140,99999,312,,,,,,,,,,,,,,Leavenworth County,,76227
G2001050,20010,G20010,2010,2,4,Kansas,20,Lincoln County,105,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Lincoln County,,3241
G2001070,20010,G20010,2010,2,4,Kansas,20,Linn County,107,,,,,,,,,,,,,,28140,99999,312,,,,,,,,,,,,,,Linn County,,9656
G2001090,20010,G20010,2010,2,4,Kansas,20,Logan County,109,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Logan County,,2756
G2001110,20011,G20011,2010,2,4,Kansas,20,Lyon County,111,,,,,,,,,,,,,,21380,99999,999,,,,,,,,,,,,,,Lyon County,,33690
G2001130,20011,G20011,2010,2,4,Kansas,20,McPherson County,113,,,,,,,,,,,,,,32700,99999,999,,,,,,,,,,,,,,McPherson County,,29180
G2001150,20011,G20011,2010,2,4,Kansas,20,Marion County,115,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Marion County,,12660
G2001170,20011,G20011,2010,2,4,Kansas,20,Marshall County,117,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Marshall County,,10117
G2001190,20011,G20011,2010,2,4,Kansas,20,Meade County,119,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Meade County,,4575
G2001210,20012,G20012,2010,2,4,Kansas,20,Miami County,121,,,,,,,,,,,,,,28140,99999,312,,,,,,,,,,,,,,Miami County,,32787
G2001230,20012,G20012,2010,2,4,Kansas,20,Mitchell County,123,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Mitchell County,,6373
G2001250,20012,G20012,2010,2,4,Kansas,20,Montgomery County,125,,,,,,,,,,,,,,17700,99999,999,,,,,,,,,,,,,,Montgomery County,,35471
G2001270,20012,G20012,2010,2,4,Kansas,20,Morris County,127,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Morris County,,5923
G2001290,20012,G20012,2010,2,4,Kansas,20,Morton County,129,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Morton County,,3233
G2001310,20013,G20013,2010,2,4,Kansas,20,Nemaha County,131,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Nemaha County,,10178
G2001330,20013,G20013,2010,2,4,Kansas,20,Neosho County,133,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Neosho County,,16512
G2001350,20013,G20013,2010,2,4,Kansas,20,Ness County,135,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Ness County,,3107
G2001370,20013,G20013,2010,2,4,Kansas,20,Norton County,137,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Norton County,,5671
G2001390,20013,G20013,2010,2,4,Kansas,20,Osage County,139,,,,,,,,,,,,,,45820,99999,999,,,,,,,,,,,,,,Osage County,,16295
G2001410,20014,G20014,2010,2,4,Kansas,20,Osborne County,141,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Osborne County,,3858
G2001430,20014,G20014,2010,2,4,Kansas,20,Ottawa County,143,,,,,,,,,,,,,,41460,99999,999,,,,,,,,,,,,,,Ottawa County,,6091
G2001450,20014,G20014,2010,2,4,Kansas,20,Pawnee County,145,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Pawnee County,,6973
G2001470,20014,G20014,2010,2,4,Kansas,20,Phillips County,147,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Phillips County,,5642
G2001490,20014,G20014,2010,2,4,Kansas,20,Pottawatomie County,149,,,,,,,,,,,,,,31740,99999,999,,,,,,,,,,,,,,Pottawatomie County,,21604
G2001510,20015,G20015,2010,2,4,Kansas,20,Pratt County,151,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Pratt County,,9656
G2001530,20015,G20015,2010,2,4,Kansas,20,Rawlins County,153,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Rawlins County,,2519
G2001550,20015,G20015,2010,2,4,Kansas,20,Reno County,155,,,,,,,,,,,,,,26740,99999,999,,,,,,,,,,,,,,Reno County,,64511
G2001570,20015,G20015,2010,2,4,Kansas,20,Republic County,157,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Republic County,,4980
G2001590,20015,G20015,2010,2,4,Kansas,20,Rice County,159,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Rice County,,10083
G2001610,20016,G20016,2010,2,4,Kansas,20,Riley County,161,,,,,,,,,,,,,,31740,99999,999,,,,,,,,,,,,,,Riley County,,71115
G2001630,20016,G20016,2010,2,4,Kansas,20,Rooks County,163,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Rooks County,,5181
G2001650,20016,G20016,2010,2,4,Kansas,20,Rush County,165,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Rush County,,3307
G2001670,20016,G20016,2010,2,4,Kansas,20,Russell County,167,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Russell County,,6970
G2001690,20016,G20016,2010,2,4,Kansas,20,Saline County,169,,,,,,,,,,,,,,41460,99999,999,,,,,,,,,,,,,,Saline County,,55606
G2001710,20017,G20017,2010,2,4,Kansas,20,Scott County,171,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Scott County,,4936
G2001730,20017,G20017,2010,2,4,Kansas,20,Sedgwick County,173,,,,,,,,,,,,,,48620,99999,556,,,,,,,,,,,,,,Sedgwick County,,498365
G2001750,20017,G20017,2010,2,4,Kansas,20,Seward County,175,,,,,,,,,,,,,,30580,99999,999,,,,,,,,,,,,,,Seward County,,22952
G2001770,20017,G20017,2010,2,4,Kansas,20,Shawnee County,177,,,,,,,,,,,,,,45820,99999,999,,,,,,,,,,,,,,Shawnee County,,177934
G2001790,20017,G20017,2010,2,4,Kansas,20,Sheridan County,179,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Sheridan County,,2556
G2001810,20018,G20018,2010,2,4,Kansas,20,Sherman County,181,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Sherman County,,6010
G2001830,20018,G20018,2010,2,4,Kansas,20,Smith County,183,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Smith County,,3853
G2001850,20018,G20018,2010,2,4,Kansas,20,Stafford County,185,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Stafford County,,4437
