GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME_E,IG2E001,II0E001,II0E002,II0E003,II0E004,II0E005,II0E006,II0E007,II0E008,IJ3E001,IJ3E002,IJ3E003,JIFE001,JIFE002,JIFE003,JIFE004,JIFE005,JIFE006,JIFE007,JIFE008,JIFE009,JIFE010,JIFE011,JIFE012,JIFE013,JIFE014,JIFE015,JIFE016,JIFE017,JIFE018,JIFE019,JIFE020,JIFE021,JIFE022,JIFE023,JIFE024,JIFE025,JIFE026,JIFE027,JIFE028,JIFE029,JIFE030,JIFE031,JIFE032,JIFE033,JIFE034,JIFE035,JIFE036,JIFE037,JIFE038,JIFE039,JIFE040,JIFE041,JIFE042,JIFE043,JIFE044,JIFE045,JIFE046,JIFE047,JIFE048,JIFE049,JIFE050,JIFE051,JIFE052,JIFE053,JIFE054,JIFE055,JIFE056,JIFE057,JIFE058,JIFE059,JIFE060,JIFE061,JIFE062,JIFE063,JIFE064,JIFE065,JIFE066,NAME_M,IG2M001,II0M001,II0M002,II0M003,II0M004,II0M005,II0M006,II0M007,II0M008,IJ3M001,IJ3M002,IJ3M003,JIFM001,JIFM002,JIFM003,JIFM004,JIFM005,JIFM006,JIFM007,JIFM008,JIFM009,JIFM010,JIFM011,JIFM012,JIFM013,JIFM014,JIFM015,JIFM016,JIFM017,JIFM018,JIFM019,JIFM020,JIFM021,JIFM022,JIFM023,JIFM024,JIFM025,JIFM026,JIFM027,JIFM028,JIFM029,JIFM030,JIFM031,JIFM032,JIFM033,JIFM034,JIFM035,JIFM036,JIFM037,JIFM038,JIFM039,JIFM040,JIFM041,JIFM042,JIFM043,JIFM044,JIFM045,JIFM046,JIFM047,JIFM048,JIFM049,JIFM050,JIFM051,JIFM052,JIFM053,JIFM054,JIFM055,JIFM056,JIFM057,JIFM058,JIFM059,JIFM060,JIFM061,JIFM062,JIFM063,JIFM064,JIFM065,JIFM066
"G0400210","2010",,,"Arizona","04","Pinal County","021",,,,,,,,,,,,,,,,,"Pinal County, Arizona",3862,383842,346093,151039,192137,2917,380,2537,37749,383842,346093,37749,355685,101515,75590,46189,5150,0,23383,274,594,8701,1617,0,417,56,0,6611,17224,72835,50945,30191,3503,0,16159,481,611,3634,871,0,570,214,0,1979,18256,128452,94463,65488,8056,2050,15525,2238,1106,10876,1291,686,330,2109,862,472,5126,23113,52883,14806,560,337,13909,0,0,37806,0,9264,11785,3969,0,1310,11478,271,"Pinal County, Arizona",-1,0,4863,8694,8837,972,321,888,4863,0,4863,4863,4083,549,5066,4709,1751,305,3584,298,798,2378,1352,305,468,103,305,2148,4858,2562,4043,3623,1331,305,3408,511,522,1320,667,305,566,190,305,1050,3872,2451,4903,4433,1832,832,3239,2352,572,1831,637,515,391,1008,453,334,1410,3866,601,2237,431,298,2234,305,305,2214,305,1650,2107,1542,305,418,2080,324
"G0400250","2010",,,"Arizona","04","Yavapai County","025",,,,,,,,,,,,,,,,,"Yavapai County, Arizona",2421,211061,197146,58745,136367,2034,154,1880,13915,211061,197146,13915,206533,40287,32963,15208,2752,0,14810,193,0,1097,357,0,0,153,0,587,6227,30230,19389,8762,1359,0,8433,502,333,1542,133,0,98,16,0,1295,9299,85869,60399,36679,9299,1888,9377,912,2244,9600,881,354,1309,2289,444,649,3674,15870,50147,11892,234,0,11465,0,193,38187,0,11441,11027,1610,0,2279,11830,68,"Yavapai County, Arizona",-1,0,3115,4672,4623,887,180,850,3115,0,3115,3115,5539,592,2578,2811,1088,305,2775,325,305,538,360,305,305,196,305,367,2507,3957,2880,2148,853,305,2246,435,496,1064,260,305,174,30,305,1039,2295,2080,2725,3484,1633,949,1888,559,854,2087,413,272,586,1372,369,522,1182,2514,1063,1972,181,305,1870,305,304,1923,305,1544,1397,642,305,853,1422,110
"G0400270","2010",,,"Arizona","04","Yuma County","027",,,,,,,,,,,,,,,,,"Yuma County, Arizona",2186,196509,149205,66975,78551,3679,467,3212,47304,196509,149205,47304,190933,55264,45021,19356,888,0,22997,1780,0,2932,115,0,0,0,0,2817,7311,40700,26078,14398,881,0,8954,1652,193,1346,177,0,44,277,0,848,13276,64599,41792,25221,3133,1190,9191,2750,307,5787,1733,467,47,1204,423,280,1633,17020,30370,6365,31,333,6001,0,0,23872,769,4299,7588,3045,0,893,7278,133,"Yuma County, Arizona",-1,0,3223,4258,4690,1343,472,1257,3223,0,3223,3223,2045,173,2322,3290,460,305,3705,1019,305,1703,189,305,305,305,305,1679,1936,1756,2307,2182,675,305,1652,704,316,554,293,305,71,269,305,537,2310,1007,2295,2365,1013,632,1932,1307,305,1433,862,312,78,617,396,251,798,2391,577,1368,50,318,1236,305,305,1407,967,1240,1329,823,305,530,1262,165
"G0500070","2010",,,"Arkansas","05","Benton County","007",,,,,,,,,,,,,,,,,"Benton County, Arkansas",2683,222894,201323,90452,108001,2870,1346,1524,21571,222894,201323,21571,221928,62190,53437,32076,1551,249,19165,396,0,4742,1773,0,0,0,0,2969,4011,50505,33302,28632,1937,127,1862,575,169,3353,1591,0,435,0,0,1327,13850,82609,61440,51812,5178,1773,1046,581,1050,6519,1931,462,109,1396,145,81,2395,14650,26624,7086,47,0,7039,0,0,19071,0,3833,5124,1469,0,706,7939,467,"Benton County, Arkansas",-1,0,2287,3709,4222,1181,968,694,2287,0,2287,2287,945,9,2035,2830,867,332,3379,407,273,1664,1389,273,273,273,273,1134,1371,959,2571,2806,697,146,795,580,208,1490,964,273,513,273,273,743,2244,1105,3030,3555,1425,747,584,389,722,1420,788,428,117,726,155,114,740,2526,768,1640,81,273,1627,273,273,1520,273,1118,1052,658,273,374,1323,494
"G0500310","2010",,,"Arkansas","05","Craighead County","031",,,,,,,,,,,,,,,,,"Craighead County, Arkansas",1448,96771,93394,65918,27314,162,0,162,3377,96771,93394,3377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Craighead County, Arkansas",-1,0,644,2816,2853,176,273,176,644,0,644,644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0500450","2010",,,"Arkansas","05","Faulkner County","045",,,,,,,,,,,,,,,,,"Faulkner County, Arkansas",1631,113980,110645,74184,35715,746,0,746,3335,113980,110645,3335,112674,28148,23641,11341,2426,0,9101,773,0,1748,519,0,0,302,0,927,2759,33480,22735,16328,3337,276,2224,570,0,3249,925,133,573,808,0,810,7496,39841,28126,22472,2205,1520,876,472,581,4724,729,769,41,1179,111,163,1732,6991,11205,2731,96,54,2581,0,0,8474,0,897,2608,1059,48,326,3536,0,"Faulkner County, Arkansas",-1,0,1196,2833,2747,344,273,344,1196,0,1196,1196,790,224,1189,1813,1202,273,1928,607,273,827,500,273,273,453,273,587,1028,773,1609,2099,1049,323,800,490,273,1049,645,215,513,645,273,395,1560,927,1960,2030,826,854,441,303,379,1198,515,805,61,537,183,201,533,1485,581,684,114,93,653,273,273,932,273,428,716,477,81,232,681,273
"G0500510","2010",,,"Arkansas","05","Garland County","051",,,,,,,,,,,,,,,,,"Garland County, Arkansas",1171,96145,91022,55748,34955,319,0,319,5123,96145,91022,5123,95035,20392,18020,5453,1143,94,11181,149,0,537,0,0,0,0,0,537,1835,16979,7481,5133,678,0,1500,87,83,509,96,0,296,0,0,117,8989,38372,24279,17313,3797,1043,1370,202,554,4673,456,272,447,1798,199,290,1211,9420,19292,3775,111,0,3664,0,0,15517,0,2455,5152,839,0,396,6675,0,"Garland County, Arkansas",-1,0,1406,3074,2998,201,273,201,1406,0,1406,1406,931,321,1256,1280,714,166,1457,178,273,464,273,273,273,273,273,464,1275,1002,1455,1393,522,273,742,141,131,383,115,273,384,273,273,134,1556,893,1873,2023,1066,605,525,210,372,1334,407,251,437,913,239,219,514,1397,664,1010,142,273,969,273,273,1105,273,659,1121,669,273,188,1022,273
"G0500690","2010",,,"Arkansas","05","Jefferson County","069",,,,,,,,,,,,,,,,,"Jefferson County, Arkansas",1050,77358,76974,60999,15536,439,0,439,384,77358,76974,384,72251,17938,16846,5219,1060,0,10567,0,0,390,85,0,0,0,0,305,702,15497,10287,5825,751,0,3072,463,176,1009,445,0,306,97,0,161,4201,28704,18819,12991,1428,1035,2034,574,757,4188,1122,40,52,1099,70,300,1505,5697,10112,2347,0,0,2347,0,0,7765,0,1469,1968,1162,0,230,2936,0,"Jefferson County, Arkansas",-1,0,302,2419,2394,445,273,445,302,0,302,302,4384,899,1006,1291,674,273,1305,273,273,310,140,273,273,273,273,271,561,1853,1538,1501,582,273,991,493,176,669,328,273,336,224,273,246,1381,2658,2346,1936,697,568,962,429,384,1008,567,68,90,561,110,284,529,1226,165,743,273,273,743,273,273,741,273,575,534,428,273,183,751,273
"G0500850","2010",,,"Arkansas","05","Lonoke County","085",,,,,,,,,,,,,,,,,"Lonoke County, Arkansas",1018,68634,66310,43187,22048,1075,153,922,2324,68634,66310,2324,66803,18337,14288,8049,255,155,4057,1772,0,2414,214,0,0,369,0,1831,1635,15236,7410,5637,476,93,423,775,6,1988,292,0,0,837,0,859,5838,25611,16334,13874,606,279,606,871,98,4735,963,143,0,574,787,344,1924,4542,7619,1783,0,0,1783,0,0,5836,0,1373,850,465,0,98,3050,0,"Lonoke County, Arkansas",-1,0,810,2697,2773,458,246,390,810,0,810,810,842,418,1477,1734,265,263,1213,709,273,1301,203,273,273,452,273,1233,909,1145,1119,1217,267,157,265,421,11,854,359,273,273,519,273,579,1376,848,1912,1844,329,254,416,451,107,1189,734,142,273,419,579,263,664,1651,620,727,273,273,727,273,273,746,273,700,452,354,273,99,803,273
"G0501190","2010",,,"Arkansas","05","Pulaski County","119",,,,,,,,,,,,,,,,,"Pulaski County, Arkansas",4539,383632,360163,247693,108521,3949,473,3476,23469,383632,360163,23469,375134,91680,81073,33078,3346,70,42287,2292,0,4784,1206,0,299,722,0,2557,5823,89315,54405,41832,3766,396,6640,1582,189,3042,591,0,304,904,0,1243,31868,149431,107783,85609,7763,3660,5172,2666,2913,16874,3896,534,291,3670,1002,661,6820,24774,44708,11526,707,0,10819,0,0,33128,172,9134,6681,2853,0,508,13780,54,"Pulaski County, Arkansas",-1,0,2751,5927,5907,1475,384,1404,2751,0,2751,2751,4343,175,2327,3713,1082,120,3891,868,273,1382,631,273,230,441,273,1100,1671,2083,3198,2892,987,424,1536,816,187,837,406,273,218,532,273,560,3581,2802,3920,3957,1571,1245,1328,902,1071,2120,1001,394,190,1198,537,302,1302,3296,684,1326,408,273,1204,273,273,1477,292,1412,1136,726,273,287,1624,94
"G0501250","2010",,,"Arkansas","05","Saline County","125",,,,,,,,,,,,,,,,,"Saline County, Arkansas",1490,107532,104885,72080,32422,383,0,383,2647,107532,104885,2647,103621,25066,22384,9974,2820,54,9221,315,0,1021,485,0,0,129,0,407,1661,21103,14877,11115,2212,0,1101,449,0,1199,290,0,191,162,0,556,5027,42253,31004,25057,3164,665,1366,551,201,5289,1373,392,320,742,617,64,1781,5960,15199,2411,54,0,2357,0,0,12788,0,2706,3846,1174,0,627,4435,0,"Saline County, Arkansas",-1,0,1298,3425,3030,263,273,263,1298,0,1298,1298,3150,994,1637,1730,1310,88,1806,394,273,618,435,273,273,202,273,300,1251,2174,2087,1592,922,273,867,359,273,654,287,273,236,209,273,396,1417,1342,2126,2044,1050,343,768,355,189,1237,677,256,310,341,427,108,856,1323,594,670,92,273,677,273,273,789,273,684,876,610,273,452,818,273
"G0501310","2010",,,"Arkansas","05","Sebastian County","131",,,,,,,,,,,,,,,,,"Sebastian County, Arkansas",1518,125920,114560,68635,45447,478,123,355,11360,125920,114560,11360,125172,31740,26893,8664,575,182,16882,590,0,2572,866,0,0,271,15,1420,2275,28892,13557,10998,506,123,1733,92,105,2377,664,0,165,289,56,1203,12958,48922,32309,25179,2343,1668,2115,424,580,6037,1028,232,65,1891,585,500,1736,10576,15618,3907,0,0,3907,0,0,11677,0,3112,3377,1449,0,276,3463,34,"Sebastian County, Arkansas",-1,0,1282,3784,3828,329,199,257,1282,0,1282,1282,619,400,1917,1991,483,242,2513,745,273,1130,620,273,273,334,26,858,1517,1076,1801,1812,360,199,786,131,186,900,431,273,193,355,101,649,2041,1011,2046,1962,746,694,862,394,410,1357,625,229,85,767,458,376,665,2042,619,980,273,273,980,273,273,1143,273,935,920,611,273,273,830,62
"G0501430","2010",,,"Arkansas","05","Washington County","143",,,,,,,,,,,,,,,,,"Washington County, Arkansas",2637,204123,178841,99256,77388,2197,332,1865,25282,204123,178841,25282,200451,51671,44469,21287,1991,59,20998,134,0,1432,170,48,0,0,0,1214,5770,62881,39618,28418,7079,336,3233,468,84,2346,1749,0,0,0,0,597,20917,68198,46917,38494,4300,946,1720,490,967,5868,1448,243,349,1344,50,224,2210,15413,17701,4318,155,51,4112,0,0,13383,0,3059,4616,929,82,308,4389,0,"Washington County, Arkansas",-1,0,2359,4007,4304,1031,360,977,2359,0,2359,2359,3502,8,1724,2244,771,107,2522,191,273,777,196,77,273,273,273,765,1538,1331,2371,2518,2042,286,1119,358,142,993,829,273,273,273,273,366,2492,1209,2501,2844,1177,420,667,542,729,1303,650,209,308,635,81,181,713,1805,2690,1148,150,87,1126,273,273,2373,273,894,1325,548,135,215,1060,273
"G0501450","2010",,,"Arkansas","05","White County","145",,,,,,,,,,,,,,,,,"White County, Arkansas",1115,77350,76342,50839,24675,828,0,828,1008,77350,76342,1008,76933,18476,14451,7271,752,0,6333,95,0,2483,767,0,0,233,0,1483,1542,19245,13222,9491,1404,245,1808,109,165,1751,623,0,136,92,0,900,4272,28210,17413,12931,1210,852,1664,286,470,3112,391,364,0,1014,290,95,958,7685,11002,2887,116,86,2685,0,0,8115,0,1307,2455,1193,0,135,3025,0,"White County, Arkansas",-1,0,751,2788,2405,497,273,497,751,0,751,751,552,3,1524,1438,556,273,1617,117,273,1281,848,273,273,398,273,830,770,706,1524,1654,577,357,799,191,227,914,503,273,144,156,273,917,1173,747,1375,1539,561,431,904,214,252,668,245,343,273,456,221,109,457,1540,568,748,200,138,750,273,273,870,273,555,830,786,273,135,708,273
"G0600010","2010",,,"California","06","Alameda County","001",,,,,,,,,,,,,,,,,"Alameda County, California",19230,1513952,1049100,762082,265892,21126,1713,19413,464852,1513952,1049100,464852,1500535,340390,303138,190190,22002,794,89279,873,0,15742,4195,0,324,854,0,10369,21510,375312,274712,189410,47113,943,35165,1387,694,13804,5517,52,1831,637,0,5767,86796,619198,494124,390260,48862,6376,45717,1347,1562,37139,10995,1955,723,8720,1279,901,12566,87935,165635,44014,6029,945,36843,0,197,118832,313,38376,25250,22202,0,1462,31229,2789,"Alameda County, California",-1,0,9912,10004,9012,2061,686,2062,9912,0,9912,9912,5435,653,4316,6472,3241,637,6415,488,294,2470,1134,294,304,673,294,2332,3663,2298,5340,6830,4930,568,3472,922,406,2077,1237,85,881,441,294,1251,4955,3502,6224,8184,3807,1554,4281,766,627,2873,1837,585,383,1800,720,483,2063,4814,1045,3273,1223,526,2994,294,260,3658,237,2982,2506,2690,294,704,2424,1094
"G0600070","2010",,,"California","06","Butte County","007",,,,,,,,,,,,,,,,,"Butte County, California",3026,220072,204262,154761,48325,1176,0,1176,15810,220072,204262,15810,217519,45460,40190,17699,790,0,20575,1126,0,2257,257,0,0,0,0,2000,3013,58838,38105,23023,5346,0,9319,180,237,3525,1314,0,390,234,0,1587,17208,80878,57257,40323,5686,1382,8870,284,712,9301,2314,485,302,2094,214,630,3262,14320,32343,5669,764,0,4905,0,0,26610,69,7358,7616,2805,0,578,8184,64,"Butte County, California",-1,0,2103,3421,3212,406,294,406,2103,0,2103,2103,1125,683,1774,2373,545,294,2765,802,294,970,317,294,294,294,294,883,1403,1404,2441,2637,1368,294,1704,171,216,1217,788,294,394,280,294,762,2675,1018,2583,2942,1246,581,1891,221,523,1853,1217,295,230,889,271,464,888,2162,735,1033,401,294,970,294,294,1268,115,1362,1361,793,294,321,1389,106
"G0600130","2010",,,"California","06","Contra Costa County","013",,,,,,,,,,,,,,,,,"Contra Costa County, California",12562,1052827,804885,592644,198772,13469,596,12873,247942,1052827,804885,247942,1045514,261203,230939,156045,18119,583,55351,785,56,13274,4303,0,0,927,229,7815,16990,214257,146364,107751,15798,174,22224,274,143,9131,3274,73,300,1265,0,4219,58762,441474,356313,288761,38280,3060,22357,2384,1471,30755,10960,2277,1011,4296,1787,291,10133,54406,128580,26023,5508,882,19605,28,0,100646,126,36694,25557,11620,0,671,25978,1911,"Contra Costa County, California",-1,0,9877,11187,6035,2317,456,2276,9877,0,9877,9877,4895,395,3891,6623,2993,667,5704,541,94,2180,1501,294,294,1028,389,1564,2783,3425,4925,5098,1946,162,3424,221,167,1702,1196,123,228,955,294,1120,4324,1644,4809,6650,3814,1077,2784,986,638,3288,2080,696,631,1261,747,226,1871,4101,1249,2707,1262,463,2351,46,294,2814,156,2329,2226,1999,294,349,2218,893
"G0600170","2010",,,"California","06","El Dorado County","017",,,,,,,,,,,,,,,,,"El Dorado County, California",2053,181194,167365,119142,46355,1868,108,1760,13829,181194,167365,13829,179212,40957,37228,23258,4940,0,8689,341,0,2803,266,0,151,85,0,2301,926,30457,22011,14759,2755,0,4298,166,33,1145,133,0,532,0,0,480,7301,81436,65008,49984,8528,546,4797,251,902,6637,1067,569,61,1762,211,485,2482,9791,26362,5706,534,0,5172,0,0,20656,0,6923,5040,1030,0,612,7051,0,"El Dorado County, California",-1,0,1839,3541,3271,790,181,800,1839,0,1839,1839,2240,687,1621,2752,1833,294,1860,297,294,1434,360,294,274,141,294,1331,487,1492,1960,2076,863,294,1474,139,59,708,221,294,580,294,294,348,1816,1725,2668,3153,1612,347,1624,266,644,1643,621,441,101,883,257,403,1071,1970,638,1376,353,294,1378,294,294,1390,294,1323,974,551,294,283,1368,294
"G0600190","2010",,,"California","06","Fresno County","019",,,,,,,,,,,,,,,,,"Fresno County, California",11233,933248,728684,604296,116435,7953,430,7523,204564,933248,728684,204564,922483,277813,241819,92663,9710,543,138108,537,258,13836,2032,0,624,320,0,10860,22158,238573,144947,83410,8953,210,50814,651,909,8158,1470,0,1037,427,56,5168,85468,315000,212803,151921,15504,2576,39594,1059,2149,25816,5390,1277,504,8282,543,958,8862,76381,91097,19627,1986,173,17412,0,56,69665,31,17939,16868,16474,0,1899,16454,1805,"Fresno County, California",-1,0,9406,10242,4970,1750,313,1734,9406,0,9406,9406,2087,1178,4296,7088,2345,522,7676,480,421,2367,1319,294,340,312,294,2259,3542,1213,4582,5144,1656,198,3578,439,707,1863,516,294,657,370,94,1448,4606,1354,4916,5862,2604,833,3654,591,730,2869,1236,607,316,2028,315,443,1723,4606,623,2227,576,171,2105,294,94,2215,50,1775,2069,1854,294,645,1599,755
"G0600230","2010",,,"California","06","Humboldt County","023",,,,,,,,,,,,,,,,,"Humboldt County, California",2043,134794,127251,94245,32326,680,0,680,7543,134794,127251,7543,133987,27365,23445,10066,2197,49,11105,28,0,2232,141,0,57,30,0,2004,1688,37294,23407,15159,1821,258,5781,19,369,1689,329,0,206,61,0,1093,12198,52134,36754,25716,4452,324,5300,164,798,5409,959,284,206,1913,0,644,1403,9971,17194,4269,268,0,4001,0,0,12853,0,4003,3829,1167,0,724,3130,72,"Humboldt County, California",-1,0,1365,3013,2830,402,294,402,1365,0,1365,1365,871,127,1465,2024,977,94,1991,51,294,1411,151,294,98,53,294,1441,810,946,2254,2133,856,312,1403,25,512,752,270,294,249,107,294,681,2010,852,1882,1848,1041,210,1485,229,388,1240,443,264,191,754,294,469,551,1426,661,988,280,294,996,294,294,969,294,1067,996,439,294,361,809,89
"G0600250","2010",,,"California","06","Imperial County","025",,,,,,,,,,,,,,,,,"Imperial County, California",2370,175234,118548,101205,15195,2148,40,2108,56686,175234,118548,56686,164972,50910,42144,18474,749,0,22512,409,0,3346,613,0,161,128,0,2444,5420,37957,24416,14703,701,42,8837,61,72,1478,624,0,171,139,0,544,12063,58252,37011,24964,2096,381,9200,370,0,4717,1126,361,0,1466,333,173,1258,16524,17853,3353,489,166,2698,0,0,14087,0,1689,2705,7016,0,108,2569,413,"Imperial County, California",-1,0,3066,3809,1949,948,66,939,3066,0,3066,3066,1133,665,1901,2480,417,294,2611,443,294,1092,607,294,214,221,294,925,1666,1093,1662,2000,355,74,1534,81,140,638,513,294,173,139,294,375,1383,1065,2160,2539,670,246,1516,495,294,985,536,374,294,667,352,244,559,1945,1023,907,669,185,749,294,294,1326,294,645,919,1192,294,152,688,357
"G0600290","2010",,,"California","06","Kern County","029",,,,,,,,,,,,,,,,,"Kern County, California",10703,842207,668281,531657,129706,6918,789,6129,173926,842207,668281,173926,812232,254624,209631,89279,7937,851,109519,1976,69,15989,2263,75,924,807,33,11887,29004,200275,117080,73514,6082,149,35531,1437,367,8886,2815,0,979,284,162,4646,74309,283390,182514,131926,13762,4594,28838,1568,1826,24576,5586,2026,836,8013,727,447,6941,76300,73943,23278,2154,571,20371,27,155,49988,43,12028,12748,10987,0,818,13364,677,"Kern County, California",-1,0,8185,9131,6360,1503,481,1430,8185,0,8185,8185,2916,570,5321,6815,2113,863,6027,1029,117,3018,1159,130,615,478,57,2830,4879,1754,4524,4865,1706,202,3651,551,243,1929,1236,294,523,236,166,1315,4280,1567,4611,4771,2323,1204,3258,681,610,2618,1248,682,574,1811,378,228,1354,4670,1602,2622,898,383,2536,47,186,2875,70,1674,1828,1836,294,489,1542,335
"G0600310","2010",,,"California","06","Kings County","031",,,,,,,,,,,,,,,,,"Kings County, California",2279,153174,119847,94749,23925,1173,0,1173,33327,153174,119847,33327,135270,42558,34657,14831,1580,3443,10832,3971,0,3164,327,0,470,634,0,1733,4737,35183,23506,13970,1265,1981,3615,2623,52,2810,1085,0,508,821,0,396,8867,46983,30816,22723,1208,1810,3014,1772,289,5768,869,198,351,1292,699,247,2112,10399,10546,2446,134,0,2296,0,16,7713,0,1328,1988,1113,0,180,3104,387,"Kings County, California",-1,0,3552,4234,2577,499,294,499,3552,0,3552,3552,3278,15,1843,2128,837,1541,2178,1268,294,1036,228,294,495,467,294,810,1685,2539,2218,1977,652,1023,1018,844,82,1005,728,294,425,535,294,248,1968,1394,2161,2144,514,919,984,780,239,1213,670,142,376,598,438,275,712,1741,562,604,154,294,573,294,30,805,294,500,536,507,294,166,749,403
"G0600330","2010",,,"California","06","Lake County","033",,,,,,,,,,,,,,,,,"Lake County, California",637,64771,58459,45604,12096,759,0,759,6312,64771,58459,6312,64771,13310,9975,3845,382,0,5654,94,0,1307,633,0,0,0,0,674,2028,12021,6773,3133,499,37,3104,0,0,695,125,0,570,0,0,0,4553,28159,17467,10238,1583,237,4392,574,443,4464,440,211,44,1999,75,264,1431,6228,11281,2302,0,0,2302,0,0,8979,0,1725,2539,1332,0,803,2580,0,"Lake County, California",-1,0,1743,2387,1632,564,294,564,1743,0,1743,1743,294,499,1466,1412,366,294,1728,161,294,831,578,294,294,294,294,595,1065,1234,1630,1331,348,76,1180,294,294,592,224,294,577,294,294,294,1417,1352,1929,1984,913,209,1201,471,373,1418,398,211,75,1144,125,229,685,1594,616,648,294,294,648,294,294,773,294,724,1021,654,294,418,806,294
"G0600370","2010",,,"California","06","Los Angeles County","037",,,,,,,,,,,,,,,,,"Los Angeles County, California",123731,9830420,6340532,4818496,1426884,95152,9209,85943,3489888,9830420,6340532,3489888,9755188,2398713,2038897,873258,163548,6174,990605,4864,448,107916,44158,207,5244,1343,181,56783,251900,2520396,1484312,968702,222354,4733,279026,5499,3998,85345,49896,695,8107,1853,671,24123,950739,3794924,2506340,1834054,306612,34140,312584,6937,12013,226929,84632,10108,3614,58560,3615,4094,62306,1061655,1041155,333342,30837,4411,297516,225,353,680987,969,183603,120976,239575,108,12837,122919,26826,"Los Angeles County, California",-1,0,27558,29043,19841,5381,1791,5145,27558,0,27558,27558,4797,1727,13338,18301,8920,1868,18635,1357,471,7740,5531,150,1288,668,232,5025,11611,1814,13815,15375,9017,1160,9298,1233,1244,6348,4800,314,2136,756,439,2702,14425,4501,17832,21435,8973,2864,10782,1422,1534,9758,5585,1739,951,6864,1010,921,3615,16218,3717,8742,2729,1107,8775,298,345,9517,462,5630,4845,8091,126,1819,5154,2670
"G0600390","2010",,,"California","06","Madera County","039",,,,,,,,,,,,,,,,,"Madera County, California",1893,151408,121179,97807,21899,1473,290,1183,30229,151408,121179,30229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madera County, California",-1,0,3514,3760,2622,754,496,563,3514,0,3514,3514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0600410","2010",,,"California","06","Marin County","041",,,,,,,,,,,,,,,,,"Marin County, California",3345,252916,203161,122214,75485,5462,209,5253,49755,252916,203161,49755,245483,52318,48865,32257,9318,0,7290,0,0,1925,707,0,0,70,0,1148,1528,36757,26187,16315,5829,0,3875,41,127,1492,256,0,202,222,0,812,9078,113796,98339,72635,21927,864,2088,0,825,5486,1666,250,167,1526,411,0,1466,9971,42612,10668,1607,0,9061,0,0,31892,0,10399,10352,1349,0,341,9451,52,"Marin County, California",-1,0,3527,4930,3823,1421,265,1384,3527,0,3527,3527,2804,293,1182,1997,1768,294,1371,294,294,870,445,294,294,121,294,792,774,1326,1740,1992,1549,294,1130,68,169,649,180,294,198,354,294,501,1476,1955,2721,3258,2540,562,948,294,592,1347,663,159,198,942,664,294,600,1840,1297,1519,625,294,1452,294,294,1900,294,1491,1622,812,294,252,1352,86
"G0600450","2010",,,"California","06","Mendocino County","045",,,,,,,,,,,,,,,,,"Mendocino County, California",1091,87828,77152,56498,19885,769,0,769,10676,87828,77152,10676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mendocino County, California",-1,0,1781,2763,2353,504,294,504,1781,0,1781,1781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
