"","country_region_code","country_region","state","county","date","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline","fips"
"102551","US","United States","Illinois","Will","2020-03-29",-54,-27,-36,-28,-36,14,17197
"102665","US","United States","Illinois","Winnebago","2020-03-29",-47,-30,-40,-40,-36,11,17201
"102893","US","United States","Indiana","Allen","2020-03-29",-54,-36,13,-44,-39,12,18003
"103332","US","United States","Indiana","Clark","2020-03-29",-48,-10,64,-14,-36,10,18019
"103902","US","United States","Indiana","Elkhart","2020-03-29",-43,-35,18,-19,-35,10,18039
"105327","US","United States","Indiana","Lake","2020-03-29",-52,-27,-18,-25,-38,13,18089
"105384","US","United States","Indiana","LaPorte","2020-03-29",-49,-24,-23,-43,-32,10,18091
"105555","US","United States","Indiana","Marion","2020-03-29",-52,-27,17,-49,-38,11,18097
"105782","US","United States","Indiana","Monroe","2020-03-29",-53,-33,39,-40,-42,12,18105
"106375","US","United States","Indiana","Porter","2020-03-29",-54,-28,20,-39,-34,13,18127
"106944","US","United States","Indiana","St. Joseph","2020-03-29",-53,-26,-17,-37,-35,11,18141
"107223","US","United States","Indiana","Tippecanoe","2020-03-29",-57,-37,5,-27,-41,12,18157
"110716","US","United States","Iowa","Johnson","2020-03-29",-58,-36,-6,-24,-36,13,19103
"110984","US","United States","Iowa","Linn","2020-03-29",-52,-7,2,-55,-36,11,19113
"112005","US","United States","Iowa","Polk","2020-03-29",-44,-9,66,-45,-34,10,19153
"112216","US","United States","Iowa","Scott","2020-03-29",-50,-22,-1,-24,-31,11,19163
"114668","US","United States","Kansas","Johnson","2020-03-29",-42,-24,192,-20,-40,12,20091
"115971","US","United States","Kansas","Sedgwick","2020-03-29",-38,-16,76,-37,-34,9,20173
"116085","US","United States","Kansas","Shawnee","2020-03-29",-37,-16,55,13,-30,10,20177
"118161","US","United States","Kentucky","Fayette","2020-03-29",-45,-12,57,-46,-39,10,21067
"119284","US","United States","Kentucky","Jefferson","2020-03-29",-44,-10,83,-37,-38,10,21111
"119454","US","United States","Kentucky","Kenton","2020-03-29",-35,-8,108,-2,-35,10,21117
"122787","US","United States","Louisiana","Bossier","2020-03-29",-49,-19,4,-30,-37,12,22015
"122844","US","United States","Louisiana","Caddo","2020-03-29",-36,-9,-14,-31,-32,10,22017
"122901","US","United States","Louisiana","Calcasieu","2020-03-29",-40,-19,-6,-38,-34,11,22019
"123283","US","United States","Louisiana","East Baton Rouge","2020-03-29",-48,-16,-26,-44,-34,12,22033
"123794","US","United States","Louisiana","Jefferson","2020-03-29",-49,-20,-1,-84,-44,14,22051
"123907","US","United States","Louisiana","Lafayette","2020-03-29",-44,-22,15,-42,-31,11,22055
"124078","US","United States","Louisiana","Livingston","2020-03-29",-40,-12,-13,-16,-32,10,22063
"124306","US","United States","Louisiana","Orleans","2020-03-29",-71,-35,-55,-59,-54,16,22071
"124534","US","United States","Louisiana","Rapides","2020-03-29",-40,-15,-2,-55,-30,10,22079
"125171","US","United States","Louisiana","St. Tammany","2020-03-29",-45,-19,3,-21,-35,11,22103
"125285","US","United States","Louisiana","Terrebonne","2020-03-29",-43,-12,25,-42,-32,9,22109
"126023","US","United States","Maine","Cumberland","2020-03-29",-60,-36,-38,-67,-37,13,23005
"126194","US","United States","Maine","Kennebec","2020-03-29",-42,-19,-37,-53,-28,10,23011
"126422","US","United States","Maine","Penobscot","2020-03-29",-45,-14,4,-29,-31,9,23019
"126764","US","United States","Maine","York","2020-03-29",-55,-23,-48,-64,-36,12,23031
"126935","US","United States","Maryland","Anne Arundel","2020-03-29",-49,-31,33,-76,-42,13,24003
"126992","US","United States","Maryland","Baltimore","2020-03-29",-44,-18,12,-34,-37,12,24005
"127049","US","United States","Maryland","Baltimore","2020-03-29",-46,-21,10,-39,-36,13,24005
"127448","US","United States","Maryland","Frederick","2020-03-29",-49,-30,19,-35,-38,13,24021
"127562","US","United States","Maryland","Harford","2020-03-29",-43,-30,50,-62,-32,12,24025
"127619","US","United States","Maryland","Howard","2020-03-29",-57,-45,7,-30,-47,16,24027
"127733","US","United States","Maryland","Montgomery","2020-03-29",-51,-30,44,-50,-45,16,24031
"127790","US","United States","Maryland","Prince George's","2020-03-29",-40,-26,37,-50,-40,14,24033
"128075","US","United States","Maryland","Washington","2020-03-29",-42,-20,28,-22,-32,10,24043
"128303","US","United States","Massachusetts","Barnstable","2020-03-29",-57,-28,-38,-67,-41,13,25001
"128360","US","United States","Massachusetts","Berkshire","2020-03-29",-49,-31,-36,-68,-35,12,25003
"128417","US","United States","Massachusetts","Bristol","2020-03-29",-54,-32,-44,-54,-35,13,25005
"128531","US","United States","Massachusetts","Essex","2020-03-29",-58,-39,-53,-60,-44,16,25009
"128645","US","United States","Massachusetts","Hampden","2020-03-29",-54,-28,-46,-56,-37,12,25013
"128759","US","United States","Massachusetts","Middlesex","2020-03-29",-64,-41,-62,-73,-46,18,25017
"128873","US","United States","Massachusetts","Norfolk","2020-03-29",-63,-37,-57,-61,-44,17,25021
"128930","US","United States","Massachusetts","Plymouth","2020-03-29",-57,-32,-34,-54,-37,14,25023
"128987","US","United States","Massachusetts","Suffolk","2020-03-29",-71,-41,-68,-79,-51,18,25025
"129044","US","United States","Massachusetts","Worcester","2020-03-29",-55,-36,-60,-66,-38,14,25027
"129666","US","United States","Michigan","Berrien","2020-03-29",-50,-22,31,-37,-38,11,26021
"129780","US","United States","Michigan","Calhoun","2020-03-29",-53,-24,-13,-30,-42,11,26025
"130464","US","United States","Michigan","Genesee","2020-03-29",-55,-25,6,-48,-45,12,26049
"130920","US","United States","Michigan","Ingham","2020-03-29",-64,-31,13,-63,-41,14,26065
"131261","US","United States","Michigan","Kalamazoo","2020-03-29",-61,-34,15,-56,-40,12,26077
"131375","US","United States","Michigan","Kent","2020-03-29",-65,-31,-26,-68,-44,13,26081
"131767","US","United States","Michigan","Macomb","2020-03-29",-59,-30,106,-33,-48,13,26099
"132217","US","United States","Michigan","Monroe","2020-03-29",-54,-30,52,-21,-34,11,26115
"132501","US","United States","Michigan","Oakland","2020-03-29",-65,-35,31,-50,-50,14,26125
"132836","US","United States","Michigan","Ottawa","2020-03-29",-57,-32,33,-20,-48,13,26139
"132999","US","United States","Michigan","Saginaw","2020-03-29",-60,-24,-10,-61,-43,12,26145
"133207","US","United States","Michigan","St. Clair","2020-03-29",-50,-30,38,-32,-37,11,26147
"133435","US","United States","Michigan","Washtenaw","2020-03-29",-65,-48,53,-49,-53,15,26161
"133492","US","United States","Michigan","Wayne","2020-03-29",-57,-25,24,-61,-45,13,26163
"133720","US","United States","Minnesota","Anoka","2020-03-29",-55,-34,12,-45,-39,15,27003
"134591","US","United States","Minnesota","Dakota","2020-03-29",-57,-37,-16,-43,-41,15,27037
"135029","US","United States","Minnesota","Hennepin","2020-03-29",-64,-37,-17,-74,-44,16,27053
"136390","US","United States","Minnesota","Olmsted","2020-03-29",-62,-35,-13,-57,-40,15,27109
"136774","US","United States","Minnesota","Ramsey","2020-03-29",-64,-34,-29,-43,-42,15,27123
"137275","US","United States","Minnesota","St. Louis","2020-03-29",-64,-41,-35,-56,-37,14,27137
"137332","US","United States","Minnesota","Stearns","2020-03-29",-61,-37,-53,-62,-36,14,27145
"137773","US","United States","Minnesota","Washington","2020-03-29",-55,-39,-8,-38,-40,16,27163
"138914","US","United States","Mississippi","DeSoto","2020-03-29",-37,-7,50,-25,-34,10,28033
"139255","US","United States","Mississippi","Harrison","2020-03-29",-39,-13,51,-41,-44,10,28047
"139312","US","United States","Mississippi","Hinds","2020-03-29",-28,0,10,-9,-29,9,28049
"139519","US","United States","Mississippi","Jackson","2020-03-29",-28,-9,19,-38,-38,10,28059
"141167","US","United States","Mississippi","Rankin","2020-03-29",-42,-12,-9,-42,-27,10,28121
"142815","US","United States","Missouri","Boone","2020-03-29",-55,-18,65,-58,-36,10,29019
"143477","US","United States","Missouri","Clay","2020-03-29",-32,-17,214,-30,-38,10,29047
"144122","US","United States","Missouri","Franklin","2020-03-29",-33,2,61,-12,-25,8,29071
"144239","US","United States","Missouri","Greene","2020-03-29",-45,-30,43,-34,-36,10,29077
"144655","US","United States","Missouri","Jackson","2020-03-29",-43,-14,28,-13,-36,10,29095
"144712","US","United States","Missouri","Jasper","2020-03-29",-26,-10,42,-11,-22,7,29097
"144769","US","United States","Missouri","Jefferson","2020-03-29",-36,-16,94,6,-33,9,29099
"146999","US","United States","Missouri","St. Charles","2020-03-29",-45,-13,63,-16,-37,11,29183
"147162","US","United States","Missouri","St. Louis","2020-03-29",-52,-7,34,-35,-36,11,29189
"147219","US","United States","Missouri","St. Louis","2020-03-29",-45,-21,87,-59,-38,11,29189
"148513","US","United States","Montana","Flathead","2020-03-29",-53,-29,-35,-50,-42,10,30029
"148570","US","United States","Montana","Gallatin","2020-03-29",-63,-39,61,-66,-51,12,30031
"149028","US","United States","Montana","Missoula","2020-03-29",-55,-30,31,-28,-36,11,30063
"149572","US","United States","Montana","Yellowstone","2020-03-29",-49,-21,114,-45,-32,8,30111
"150629","US","United States","Nebraska","Douglas","2020-03-29",-41,-7,55,-38,-30,9,31055
"151190","US","United States","Nebraska","Lancaster","2020-03-29",-39,-19,156,-18,-26,8,31109
"151845","US","United States","Nebraska","Sarpy","2020-03-29",-36,-15,191,23,-30,9,31153
"152489","US","United States","Nevada","Clark","2020-03-29",-48,-26,-47,-66,-56,15,32003
"152967","US","United States","Nevada","Washoe","2020-03-29",-44,-21,6,-64,-42,12,32031
"153423","US","United States","New Hampshire","Hillsborough","2020-03-29",-62,-37,-55,-57,-38,14,33011
"153480","US","United States","New Hampshire","Merrimack","2020-03-29",-58,-31,-59,-76,-37,13,33013
"153537","US","United States","New Hampshire","Rockingham","2020-03-29",-59,-36,-63,-60,-39,14,33015
"153765","US","United States","New Jersey","Atlantic","2020-03-29",-56,-30,11,-72,-55,16,34001
"153822","US","United States","New Jersey","Bergen","2020-03-29",-66,-37,-64,-64,-50,19,34003
"153879","US","United States","New Jersey","Burlington","2020-03-29",-53,-39,7,-53,-38,14,34005
"153936","US","United States","New Jersey","Camden","2020-03-29",-50,-30,-29,-59,-37,13,34007
"154107","US","United States","New Jersey","Essex","2020-03-29",-60,-27,-50,-78,-43,17,34013
"154164","US","United States","New Jersey","Gloucester","2020-03-29",-54,-30,-3,-15,-36,13,34015
"154221","US","United States","New Jersey","Hudson","2020-03-29",-62,-38,-69,-72,-51,18,34017
"154335","US","United States","New Jersey","Mercer","2020-03-29",-55,-25,-27,-74,-43,15,34021
"154392","US","United States","New Jersey","Middlesex","2020-03-29",-64,-41,-31,-77,-44,17,34023
"154449","US","United States","New Jersey","Monmouth","2020-03-29",-62,-34,-32,-67,-44,17,34025
"154506","US","United States","New Jersey","Morris","2020-03-29",-63,-39,-43,-64,-47,18,34027
"154563","US","United States","New Jersey","Ocean","2020-03-29",-55,-31,-25,-58,-42,15,34029
"154620","US","United States","New Jersey","Passaic","2020-03-29",-66,-34,-53,-55,-46,16,34031
"154734","US","United States","New Jersey","Somerset","2020-03-29",-61,-36,-31,-60,-47,17,34035
"154791","US","United States","New Jersey","Sussex","2020-03-29",-57,-27,-39,-53,-39,15,34037
"154848","US","United States","New Jersey","Union","2020-03-29",-62,-32,-40,-61,-44,17,34039
"154905","US","United States","New Jersey","Warren","2020-03-29",-47,-37,-35,-40,-35,14,34041
"155019","US","United States","New Mexico","Bernalillo","2020-03-29",-46,-22,8,-43,-37,11,35001
"156102","US","United States","New Mexico","San Juan","2020-03-29",-42,-15,2,-38,-26,10,35045
"156216","US","United States","New Mexico","Sandoval","2020-03-29",-34,-13,3,-28,-42,11,35043
"156273","US","United States","New Mexico","Santa Fe","2020-03-29",-52,-23,-23,-51,-44,12,35049
"156705","US","United States","New York","Albany","2020-03-29",-59,-30,-15,-64,-36,13,36001
"156819","US","United States","New York","Bronx","2020-03-29",-64,-30,-51,-55,-50,16,36005
"156876","US","United States","New York","Broome","2020-03-29",-51,-27,5,-43,-34,11,36007
"157446","US","United States","New York","Dutchess","2020-03-29",-54,-28,-34,-72,-38,14,36027
"157503","US","United States","New York","Erie","2020-03-29",-52,-23,64,-49,-37,10,36029
"157959","US","United States","New York","Kings","2020-03-29",-68,-33,-55,-63,-51,18,36047
"158187","US","United States","New York","Monroe","2020-03-29",-48,-27,115,-41,-36,11,36055
"158301","US","United States","New York","Nassau","2020-03-29",-66,-34,-60,-69,-47,19,36059
"158358","US","United States","New York","New York","2020-03-29",-86,-51,-79,-78,-57,19,36061
"158415","US","United States","New York","Niagara","2020-03-29",-40,-15,14,-59,-33,10,36063
"158472","US","United States","New York","Oneida","2020-03-29",-45,-25,-6,-50,-33,10,36065
"158529","US","United States","New York","Onondaga","2020-03-29",-53,-29,38,-55,-36,11,36067
"158643","US","United States","New York","Orange","2020-03-29",-58,-38,-24,-61,-40,15,36071
"158928","US","United States","New York","Queens","2020-03-29",-69,-37,-52,-75,-58,20,36081
"158985","US","United States","New York","Rensselaer","2020-03-29",-50,-23,-25,-54,-36,12,36083
"159042","US","United States","New York","Richmond","2020-03-29",-59,-31,-48,-60,-42,17,36085
"159099","US","United States","New York","Rockland","2020-03-29",-67,-35,-49,-68,-47,20,36087
"159156","US","United States","New York","Saratoga","2020-03-29",-60,-29,-48,-52,-35,13,36091
"159213","US","United States","New York","Schenectady","2020-03-29",-46,-24,-20,-48,-31,12,36093
"159555","US","United States","New York","Suffolk","2020-03-29",-58,-31,-42,-70,-41,16,36103
"159783","US","United States","New York","Ulster","2020-03-29",-53,-30,-41,-69,-35,14,36111
"160011","US","United States","New York","Westchester","2020-03-29",-64,-37,-47,-66,-47,18,36119
"160239","US","United States","North Carolina","Alamance","2020-03-29",-39,-7,34,-18,-33,9,37001
"160800","US","United States","North Carolina","Buncombe","2020-03-29",-60,-30,-9,-70,-45,13,37021
"160914","US","United States","North Carolina","Cabarrus","2020-03-29",-50,-26,6,-33,-41,12,37025
"161182","US","United States","North Carolina","Catawba","2020-03-29",-41,-8,49,-11,-29,8,37035
"161638","US","United States","North Carolina","Cumberland","2020-03-29",-31,-11,18,-32,-34,8,37051
"161809","US","United States","North Carolina","Davidson","2020-03-29",-32,-12,60,-18,-31,9,37057
"161980","US","United States","North Carolina","Durham","2020-03-29",-50,-28,-7,-36,-43,13,37063
"162094","US","United States","North Carolina","Forsyth","2020-03-29",-45,-28,57,-17,-39,11,37067
"162453","US","United States","North Carolina","Guilford","2020-03-29",-47,-29,20,-42,-39,12,37081
"162567","US","United States","North Carolina","Harnett","2020-03-29",-23,-3,0,-9,-32,8,37085
"162681","US","United States","North Carolina","Henderson","2020-03-29",-49,-26,25,-46,-38,11,37089
"162852","US","United States","North Carolina","Iredell","2020-03-29",-35,-7,38,-15,-31,8,37097
"162966","US","United States","North Carolina","Johnston","2020-03-29",-36,-14,21,-14,-33,9,37101
