"","country_region_code","country_region","state","county","date","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline","fips"
"67267","US","United States","Alabama","Baldwin","2020-02-18",7,8,21,0,2,0,1003
"68119","US","United States","Alabama","Colbert","2020-02-18",-5,-5,-55,-4,0,2,1033
"68387","US","United States","Alabama","Cullman","2020-02-18",-3,-7,-16,-4,2,2,1043
"69241","US","United States","Alabama","Jefferson","2020-02-18",-9,-8,-27,0,-1,2,1073
"69696","US","United States","Alabama","Madison","2020-02-18",-7,-7,-15,2,2,1,1089
"69924","US","United States","Alabama","Mobile","2020-02-18",3,3,21,5,2,0,1097
"70038","US","United States","Alabama","Montgomery","2020-02-18",-1,-3,-4,-18,1,1,1101
"70095","US","United States","Alabama","Morgan","2020-02-18",-4,-4,-21,3,-3,2,1103
"70593","US","United States","Alabama","Talladega","2020-02-18",-4,-10,-12,-2,1,2,1121
"70707","US","United States","Alabama","Tuscaloosa","2020-02-18",-4,-5,-10,-5,0,2,1125
"71035","US","United States","Alaska","Anchorage","2020-02-18",-5,-1,-19,3,1,2,2020
"71639","US","United States","Arizona","Apache","2020-02-18",-3,-4,21,10,3,1,4001
"71696","US","United States","Arizona","Cochise","2020-02-18",2,1,30,-5,2,0,4003
"71753","US","United States","Arizona","Coconino","2020-02-18",8,9,44,3,3,-1,4005
"72037","US","United States","Arizona","Maricopa","2020-02-18",1,1,11,8,1,0,4013
"72094","US","United States","Arizona","Mohave","2020-02-18",5,4,15,3,0,1,4015
"72151","US","United States","Arizona","Navajo","2020-02-18",2,9,31,5,3,0,4017
"72208","US","United States","Arizona","Pima","2020-02-18",2,7,20,2,3,0,4019
"72265","US","United States","Arizona","Pinal","2020-02-18",8,-5,7,5,1,0,4021
"72322","US","United States","Arizona","Santa Cruz","2020-02-18",1,-2,5,10,0,-1,4023
"72379","US","United States","Arizona","Yavapai","2020-02-18",5,9,28,9,2,0,4025
"72436","US","United States","Arizona","Yuma","2020-02-18",4,0,21,3,1,0,4027
"72721","US","United States","Arkansas","Benton","2020-02-18",1,1,8,1,2,0,5007
"75563","US","United States","Arkansas","Pulaski","2020-02-18",-6,-7,-18,2,1,2,5119
"75677","US","United States","Arkansas","Saline","2020-02-18",-2,-12,-6,-8,-2,2,5125
"75817","US","United States","Arkansas","Sebastian","2020-02-18",-1,-2,10,0,1,1,5131
"76214","US","United States","Arkansas","Washington","2020-02-18",0,-2,14,-3,0,0,5143
"76442","US","United States","California","Alameda","2020-02-18",-2,3,21,3,0,0,6001
"76556","US","United States","California","Butte","2020-02-18",3,5,26,1,0,-1,6007
"76727","US","United States","California","Contra Costa","2020-02-18",-1,1,22,2,-2,0,6013
"76898","US","United States","California","Fresno","2020-02-18",2,1,20,3,1,0,6019
"77012","US","United States","California","Humboldt","2020-02-18",3,-3,49,-15,-9,1,6023
"77069","US","United States","California","Imperial","2020-02-18",2,-4,11,9,4,-1,6025
"77183","US","United States","California","Kern","2020-02-18",3,-1,16,5,1,0,6029
"77240","US","United States","California","Kings","2020-02-18",2,1,15,5,1,0,6031
"77297","US","United States","California","Lake","2020-02-18",1,10,29,6,0,0,6033
"77411","US","United States","California","Los Angeles","2020-02-18",-1,0,11,2,2,0,6037
"77468","US","United States","California","Madera","2020-02-18",7,-11,31,20,-2,0,6039
"77525","US","United States","California","Marin","2020-02-18",-2,1,22,0,-11,1,6041
"77696","US","United States","California","Merced","2020-02-18",1,0,54,7,-10,1,6047
"77850","US","United States","California","Monterey","2020-02-18",3,4,22,8,0,0,6053
"77964","US","United States","California","Nevada","2020-02-18",7,-2,41,-27,2,-1,6057
"78021","US","United States","California","Orange","2020-02-18",1,-2,7,3,2,0,6059
"78078","US","United States","California","Placer","2020-02-18",2,12,34,2,-2,0,6061
