"","country_region_code","country_region","state","county","date","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline","fips"
"155336","US","United States","New Mexico","Eddy","2020-03-04",15,4,-3,0,1,6,35015
"155564","US","United States","New Mexico","Lea","2020-03-04",14,11,-27,-11,-2,5,35025
"156077","US","United States","New Mexico","San Juan","2020-03-04",19,30,47,10,1,-2,35045
"156191","US","United States","New Mexico","Sandoval","2020-03-04",11,10,49,7,2,-2,35043
"156248","US","United States","New Mexico","Santa Fe","2020-03-04",7,15,38,24,2,-2,35049
"156566","US","United States","New Mexico","Valencia","2020-03-04",21,23,20,4,2,-2,35061
"156680","US","United States","New York","Albany","2020-03-04",7,8,6,2,3,0,36001
"156794","US","United States","New York","Bronx","2020-03-04",11,7,16,2,2,-1,36005
"156851","US","United States","New York","Broome","2020-03-04",11,8,7,12,4,0,36007
"157421","US","United States","New York","Dutchess","2020-03-04",6,8,22,-6,4,0,36027
"157478","US","United States","New York","Erie","2020-03-04",9,8,6,1,5,0,36029
"157934","US","United States","New York","Kings","2020-03-04",9,10,19,2,2,0,36047
"158162","US","United States","New York","Monroe","2020-03-04",10,7,8,4,3,-1,36055
"158276","US","United States","New York","Nassau","2020-03-04",6,7,20,-5,3,-1,36059
"158333","US","United States","New York","New York","2020-03-04",3,9,13,-3,2,0,36061
"158390","US","United States","New York","Niagara","2020-03-04",8,8,23,28,3,0,36063
"158447","US","United States","New York","Oneida","2020-03-04",9,3,-3,5,4,0,36065
"158504","US","United States","New York","Onondaga","2020-03-04",7,5,0,5,2,0,36067
"158561","US","United States","New York","Ontario","2020-03-04",8,1,16,8,3,0,36069
"158618","US","United States","New York","Orange","2020-03-04",8,4,17,2,4,-1,36071
"158903","US","United States","New York","Queens","2020-03-04",7,8,28,-4,2,0,36081
"158960","US","United States","New York","Rensselaer","2020-03-04",8,6,-3,5,4,0,36083
"159017","US","United States","New York","Richmond","2020-03-04",7,5,12,3,3,0,36085
"159074","US","United States","New York","Rockland","2020-03-04",7,5,23,-3,3,0,36087
"159131","US","United States","New York","Saratoga","2020-03-04",6,6,-4,2,3,0,36091
"159188","US","United States","New York","Schenectady","2020-03-04",8,11,15,-1,3,0,36093
"159530","US","United States","New York","Suffolk","2020-03-04",5,6,30,1,4,-1,36103
"159701","US","United States","New York","Tompkins","2020-03-04",3,1,2,4,4,0,36109
"159758","US","United States","New York","Ulster","2020-03-04",6,7,23,4,3,-1,36111
"159986","US","United States","New York","Westchester","2020-03-04",7,6,28,-1,2,-1,36119
"160214","US","United States","North Carolina","Alamance","2020-03-04",11,7,36,3,3,-1,37001
"160775","US","United States","North Carolina","Buncombe","2020-03-04",11,5,27,3,3,-1,37021
"160889","US","United States","North Carolina","Cabarrus","2020-03-04",11,1,18,11,2,-1,37025
"161613","US","United States","North Carolina","Cumberland","2020-03-04",15,4,18,2,1,-1,37051
"161955","US","United States","North Carolina","Durham","2020-03-04",7,9,15,7,2,-1,37063
"162069","US","United States","North Carolina","Forsyth","2020-03-04",10,6,22,9,2,-1,37067
"162428","US","United States","North Carolina","Guilford","2020-03-04",11,1,22,4,0,-1,37081
"162656","US","United States","North Carolina","Henderson","2020-03-04",10,3,19,-20,3,-1,37089
"162827","US","United States","North Carolina","Iredell","2020-03-04",10,5,39,5,3,-1,37097
"163453","US","United States","North Carolina","Mecklenburg","2020-03-04",7,4,6,-1,1,0,37119
"163738","US","United States","North Carolina","New Hanover","2020-03-04",3,-2,-16,3,2,0,37129
"163852","US","United States","North Carolina","Onslow","2020-03-04",8,3,-11,4,4,0,37133
"163909","US","United States","North Carolina","Orange","2020-03-04",5,1,8,-4,0,0,37135
"164249","US","United States","North Carolina","Pitt","2020-03-04",12,6,12,-6,5,-1,37147
"165104","US","United States","North Carolina","Union","2020-03-04",8,4,10,-7,1,0,37179
