"","country_region_code","country_region","state","county","date","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline","fips"
"67296","US","United States","Alabama","Baldwin","2020-03-18",-3,31,58,10,-15,6,1003
"68416","US","United States","Alabama","Cullman","2020-03-18",-14,21,28,1,-14,6,1043
"69270","US","United States","Alabama","Jefferson","2020-03-18",-25,11,39,-17,-31,11,1073
"69725","US","United States","Alabama","Madison","2020-03-18",-20,11,32,-21,-30,13,1089
"69953","US","United States","Alabama","Mobile","2020-03-18",-9,20,16,-6,-17,7,1097
"70067","US","United States","Alabama","Montgomery","2020-03-18",-13,13,10,2,-28,10,1101
"70124","US","United States","Alabama","Morgan","2020-03-18",-14,19,50,0,-17,7,1103
"70736","US","United States","Alabama","Tuscaloosa","2020-03-18",-21,14,27,4,-29,9,1125
"71064","US","United States","Alaska","Anchorage","2020-03-18",-25,6,5,-11,-23,12,2020
"71668","US","United States","Arizona","Apache","2020-03-18",-7,31,21,17,-34,10,4001
"71725","US","United States","Arizona","Cochise","2020-03-18",-19,2,-28,1,-24,8,4003
"71782","US","United States","Arizona","Coconino","2020-03-18",-26,10,4,-11,-36,13,4005
"72066","US","United States","Arizona","Maricopa","2020-03-18",-23,5,-42,-25,-32,13,4013
"72123","US","United States","Arizona","Mohave","2020-03-18",-9,21,-49,1,-24,8,4015
"72180","US","United States","Arizona","Navajo","2020-03-18",-10,20,-5,15,-30,7,4017
"72237","US","United States","Arizona","Pima","2020-03-18",-26,6,-40,-29,-31,12,4019
"72294","US","United States","Arizona","Pinal","2020-03-18",-12,-2,-34,5,-29,10,4021
"72351","US","United States","Arizona","Santa Cruz","2020-03-18",-24,-6,-41,7,-26,11,4023
"72408","US","United States","Arizona","Yavapai","2020-03-18",-22,16,-39,-3,-22,9,4025
"72465","US","United States","Arizona","Yuma","2020-03-18",-17,9,-52,-9,-22,8,4027
"72750","US","United States","Arkansas","Benton","2020-03-18",-18,11,113,-35,-36,13,5007
"75592","US","United States","Arkansas","Pulaski","2020-03-18",-19,4,33,-24,-25,11,5119
"76243","US","United States","Arkansas","Washington","2020-03-18",-16,12,138,0,-27,11,5143
"76471","US","United States","California","Alameda","2020-03-18",-46,-10,-10,-64,-60,27,6001
"76585","US","United States","California","Butte","2020-03-18",-20,2,-15,-32,-28,9,6007
"76756","US","United States","California","Contra Costa","2020-03-18",-38,-6,-24,-61,-52,23,6013
"76870","US","United States","California","El Dorado","2020-03-18",-26,0,-17,-24,-37,13,6017
"76927","US","United States","California","Fresno","2020-03-18",-10,33,-11,-17,-26,9,6019
"77041","US","United States","California","Humboldt","2020-03-18",-20,5,36,-30,-27,9,6023
"77098","US","United States","California","Imperial","2020-03-18",-20,5,-37,-31,-27,11,6025
"77212","US","United States","California","Kern","2020-03-18",-13,16,-3,-4,-26,9,6029
"77269","US","United States","California","Kings","2020-03-18",-13,17,-10,-21,-24,8,6031
"77326","US","United States","California","Lake","2020-03-18",-12,33,-1,-26,-22,8,6033
"77440","US","United States","California","Los Angeles","2020-03-18",-28,3,-12,-33,-33,16,6037
"77497","US","United States","California","Madera","2020-03-18",-6,23,2,26,-21,9,6039
"77554","US","United States","California","Marin","2020-03-18",-50,-19,-28,-63,-57,26,6041
"77668","US","United States","California","Mendocino","2020-03-18",-13,17,11,-33,-24,9,6045
"77725","US","United States","California","Merced","2020-03-18",-9,24,26,-6,-17,7,6047
"77879","US","United States","California","Monterey","2020-03-18",-30,1,-23,-31,-39,16,6053
"77936","US","United States","California","Napa","2020-03-18",-22,4,-20,-20,-34,14,6055
"77993","US","United States","California","Nevada","2020-03-18",-31,-7,-12,-74,-32,14,6057
"78050","US","United States","California","Orange","2020-03-18",-32,5,-15,-38,-37,18,6059
"78107","US","United States","California","Placer","2020-03-18",-28,15,-14,-35,-38,16,6061
"78221","US","United States","California","Riverside","2020-03-18",-23,7,-43,-24,-31,13,6065
"78278","US","United States","California","Sacramento","2020-03-18",-28,11,-19,-39,-35,14,6067
"78392","US","United States","California","San Bernardino","2020-03-18",-20,10,-19,-22,-26,12,6071
"78449","US","United States","California","San Diego","2020-03-18",-33,-4,-47,-45,-39,19,6073
"78506","US","United States","California","San Francisco","2020-03-18",-67,-18,-35,-72,-73,33,6075
"78563","US","United States","California","San Joaquin","2020-03-18",-17,10,-8,-17,-31,12,6077
"78620","US","United States","California","San Luis Obispo","2020-03-18",-21,21,3,-30,-32,12,6079
"78677","US","United States","California","San Mateo","2020-03-18",-47,-9,-7,-62,-64,30,6081
"78734","US","United States","California","Santa Barbara","2020-03-18",-25,9,-1,-35,-33,12,6083
"78791","US","United States","California","Santa Clara","2020-03-18",-49,-12,-20,-66,-70,31,6085
"78848","US","United States","California","Santa Cruz","2020-03-18",-41,-7,-1,-47,-48,21,6087
"78905","US","United States","California","Shasta","2020-03-18",-15,14,-1,-3,-22,8,6089
"78962","US","United States","California","Siskiyou","2020-03-18",-11,19,20,23,-21,7,6093
"79019","US","United States","California","Solano","2020-03-18",-21,17,-31,-36,-33,15,6095
"79076","US","United States","California","Sonoma","2020-03-18",-42,-11,-23,-49,-42,19,6097
"79133","US","United States","California","Stanislaus","2020-03-18",-15,14,-6,-14,-20,9,6099
"79360","US","United States","California","Tulare","2020-03-18",-13,18,-2,-3,-27,8,6107
"79474","US","United States","California","Ventura","2020-03-18",-23,9,-2,-21,-31,14,6111
"79531","US","United States","California","Yolo","2020-03-18",-21,7,-12,-22,-39,16,6113
"79588","US","United States","California","Yuba","2020-03-18",-13,20,-2,-10,-28,11,6115
"79702","US","United States","Colorado","Adams","2020-03-18",-22,12,26,-13,-32,12,8001
"79816","US","United States","Colorado","Arapahoe","2020-03-18",-24,8,61,-25,-38,15,8005
"79933","US","United States","Colorado","Boulder","2020-03-18",-35,3,80,-39,-53,20,8013
"79990","US","United States","Colorado","Broomfield","2020-03-18",-26,5,36,-20,-49,19,8014
"80255","US","United States","Colorado","Denver","2020-03-18",-38,9,45,-46,-43,16,8031
"80312","US","United States","Colorado","Douglas","2020-03-18",-25,12,63,-35,-50,18,8035
"80369","US","United States","Colorado","Eagle","2020-03-18",-52,-19,-20,-42,-49,21,8037
"80426","US","United States","Colorado","El Paso","2020-03-18",-18,15,84,-21,-34,12,8041
"80597","US","United States","Colorado","Garfield","2020-03-18",-27,2,23,-3,-27,11,8045
"80864","US","United States","Colorado","Jefferson","2020-03-18",-23,3,75,-25,-42,16,8059
"81093","US","United States","Colorado","Larimer","2020-03-18",-25,10,86,-15,-39,12,8069
"81321","US","United States","Colorado","Mesa","2020-03-18",-19,10,64,2,-28,8,8077
"81840","US","United States","Colorado","Pueblo","2020-03-18",-19,16,-26,2,-23,8,8101
"82214","US","United States","Colorado","Weld","2020-03-18",-22,13,59,-1,-33,11,8123
"82384","US","United States","Connecticut","Fairfield","2020-03-18",-29,4,49,-42,-39,16,9001
"82441","US","United States","Connecticut","Hartford","2020-03-18",-27,9,49,-28,-34,14,9003
"82555","US","United States","Connecticut","Middlesex","2020-03-18",-26,5,90,-40,-33,14,9007
"82612","US","United States","Connecticut","New Haven","2020-03-18",-25,5,20,-23,-32,13,9009
"82669","US","United States","Connecticut","New London","2020-03-18",-29,8,50,-28,-31,13,9011
"82783","US","United States","Connecticut","Windham","2020-03-18",-17,11,49,-22,-26,11,9015
"82897","US","United States","Delaware","Kent","2020-03-18",-19,-1,33,-20,-25,10,10001
"82954","US","United States","Delaware","New Castle","2020-03-18",-24,-2,38,-26,-36,14,10003
"83011","US","United States","Delaware","Sussex","2020-03-18",-19,11,52,-8,-18,8,10005
"83182","US","United States","Florida","Alachua","2020-03-18",-21,3,-2,-23,-28,13,12001
"83296","US","United States","Florida","Bay","2020-03-18",-3,18,46,-17,-14,4,12005
"83410","US","United States","Florida","Brevard","2020-03-18",-12,10,21,4,-26,8,12009
"83467","US","United States","Florida","Broward","2020-03-18",-21,8,-24,-34,-28,14,12011
"83580","US","United States","Florida","Charlotte","2020-03-18",-19,14,11,2,-22,7,12015
"83751","US","United States","Florida","Collier","2020-03-18",-21,5,-20,-14,-22,10,12021
"83979","US","United States","Florida","Duval","2020-03-18",-16,10,9,-17,-25,11,12031
"84036","US","United States","Florida","Escambia","2020-03-18",-8,16,91,-8,-20,6,12033
"84606","US","United States","Florida","Hernando","2020-03-18",-13,6,-11,-33,-25,7,12053
"84720","US","United States","Florida","Hillsborough","2020-03-18",-18,8,7,-30,-30,11,12057
"84834","US","United States","Florida","Indian River","2020-03-18",-16,11,11,-15,-21,8,12061
"85041","US","United States","Florida","Lake","2020-03-18",-15,6,1,-17,-26,9,12069
"85098","US","United States","Florida","Lee","2020-03-18",-20,6,-17,-24,-23,9,12071
"85155","US","United States","Florida","Leon","2020-03-18",-18,6,14,-34,-28,10,12073
"85367","US","United States","Florida","Manatee","2020-03-18",-17,11,20,-18,-22,9,12081
"85424","US","United States","Florida","Marion","2020-03-18",-10,6,14,29,-20,7,12083
"85481","US","United States","Florida","Martin","2020-03-18",-18,10,11,-5,-24,9,12085
"85538","US","United States","Florida","Miami-Dade","2020-03-18",-25,6,-32,-35,-27,14,12086
"85595","US","United States","Florida","Monroe","2020-03-18",-25,9,-21,-29,-20,7,12087
"85652","US","United States","Florida","Nassau","2020-03-18",-8,10,66,-12,-22,7,12089
"85709","US","United States","Florida","Okaloosa","2020-03-18",-4,17,84,-16,-17,6,12091
"85766","US","United States","Florida","Okeechobee","2020-03-18",-9,12,-9,-32,-21,6,12093
"85823","US","United States","Florida","Orange","2020-03-18",-35,-2,-8,-40,-33,13,12095
"85880","US","United States","Florida","Osceola","2020-03-18",-22,6,-10,-30,-32,12,12097
"85937","US","United States","Florida","Palm Beach","2020-03-18",-21,8,-15,-31,-24,12,12099
"85994","US","United States","Florida","Pasco","2020-03-18",-13,5,5,5,-27,9,12101
"86051","US","United States","Florida","Pinellas","2020-03-18",-18,10,40,-11,-26,10,12103
"86108","US","United States","Florida","Polk","2020-03-18",-11,12,-4,-4,-22,8,12105
"86279","US","United States","Florida","Sarasota","2020-03-18",-22,4,6,-15,-23,8,12115
"86336","US","United States","Florida","Seminole","2020-03-18",-19,10,8,-5,-35,13,12117
"86393","US","United States","Florida","St. Johns","2020-03-18",-11,23,20,6,-35,11,12109
"86450","US","United States","Florida","St. Lucie","2020-03-18",-12,18,7,-10,-22,9,12111
"86507","US","United States","Florida","Sumter","2020-03-18",-20,11,-21,5,-22,6,12119
"86734","US","United States","Florida","Volusia","2020-03-18",-12,12,30,-13,-25,8,12127
"86848","US","United States","Florida","Walton","2020-03-18",5,20,71,4,-13,4,12131
"87357","US","United States","Georgia","Bartow","2020-03-18",-22,11,37,2,-24,10,13015
"87528","US","United States","Georgia","Bibb","2020-03-18",-14,10,46,19,-20,7,13021
"87983","US","United States","Georgia","Camden","2020-03-18",-8,26,9,28,-18,8,13039
"88266","US","United States","Georgia","Chatham","2020-03-18",-10,12,23,-13,-22,8,13051
"88493","US","United States","Georgia","Clarke","2020-03-18",-32,-9,-7,-36,-36,14,13059
"88550","US","United States","Georgia","Clayton","2020-03-18",-9,4,13,-48,-26,11,13063
"88628","US","United States","Georgia","Cobb","2020-03-18",-25,10,29,-17,-40,16,13067
"88799","US","United States","Georgia","Columbia","2020-03-18",-12,17,-17,-8,-29,12,13073
"89241","US","United States","Georgia","DeKalb","2020-03-18",-22,3,38,-33,-38,16,13089
"89469","US","United States","Georgia","Douglas","2020-03-18",-13,3,11,-19,-28,12,13097
"90094","US","United States","Georgia","Fulton","2020-03-18",-31,-2,-17,-35,-45,17,13121
"90208","US","United States","Georgia","Glynn","2020-03-18",-5,39,68,10,-15,6,13127
"90436","US","United States","Georgia","Gwinnett","2020-03-18",-21,9,52,-26,-34,15,13135
"91820","US","United States","Georgia","Lowndes","2020-03-18",-8,8,34,4,-23,9,13185
"92575","US","United States","Georgia","Muscogee","2020-03-18",-13,12,46,-31,-22,8,13215
"93334","US","United States","Georgia","Richmond","2020-03-18",-14,10,3,-16,-22,8,13245
"95227","US","United States","Hawaii","Hawaii","2020-03-18",-19,-5,-23,-19,-23,9,15001
"95284","US","United States","Hawaii","Honolulu","2020-03-18",-20,2,-24,-30,-25,13,15003
"95341","US","United States","Hawaii","Kauai","2020-03-18",-29,-14,-46,-28,-23,14,15007
"95398","US","United States","Hawaii","Maui","2020-03-18",-22,3,-18,-24,-24,10,15009
"95512","US","United States","Idaho","Ada","2020-03-18",-19,17,37,-20,-31,12,16001
"95917","US","United States","Idaho","Bonneville","2020-03-18",-10,21,23,2,-20,8,16019
"96027","US","United States","Idaho","Canyon","2020-03-18",-7,21,48,-3,-23,8,16027
"96675","US","United States","Idaho","Kootenai","2020-03-18",-8,17,196,-1,-20,7,16055
"97913","US","United States","Illinois","Champaign","2020-03-18",-41,-2,-26,-37,-42,16,17019
"98255","US","United States","Illinois","Cook","2020-03-18",-36,3,-43,-48,-40,17,17031
"98597","US","United States","Illinois","DuPage","2020-03-18",-37,10,-41,-54,-40,19,17043
"99730","US","United States","Illinois","Kane","2020-03-18",-34,12,-22,-38,-33,15,17089
"99958","US","United States","Illinois","Lake","2020-03-18",-34,18,-29,-44,-39,17,17097
"100015","US","United States","Illinois","LaSalle","2020-03-18",-34,37,-32,1,-24,10,17099
"100414","US","United States","Illinois","Madison","2020-03-18",-25,2,-22,-13,-28,12,17119
"100743","US","United States","Illinois","McHenry","2020-03-18",-31,20,-12,-59,-33,16,17111
"100800","US","United States","Illinois","McLean","2020-03-18",-37,8,-39,-10,-42,18,17113
"101234","US","United States","Illinois","Peoria","2020-03-18",-35,9,-44,-14,-30,13,17143
"101624","US","United States","Illinois","Rock Island","2020-03-18",-34,27,-31,-23,-25,10,17161
"101738","US","United States","Illinois","Sangamon","2020-03-18",-37,6,-32,-23,-36,15,17167
"101894","US","United States","Illinois","St. Clair","2020-03-18",-26,9,-2,-18,-29,13,17163
"102540","US","United States","Illinois","Will","2020-03-18",-32,9,-25,-27,-34,16,17197
"102654","US","United States","Illinois","Winnebago","2020-03-18",-26,10,-17,-4,-26,11,17201
"102882","US","United States","Indiana","Allen","2020-03-18",-27,3,-15,-8,-21,11,18003
"102939","US","United States","Indiana","Bartholomew","2020-03-18",-32,9,-24,2,-33,14,18005
"103321","US","United States","Indiana","Clark","2020-03-18",-28,25,-2,6,-22,11,18019
"103891","US","United States","Indiana","Elkhart","2020-03-18",-18,-2,10,-2,-10,7,18039
"105088","US","United States","Indiana","Johnson","2020-03-18",-29,29,-22,0,-30,13,18081
"105316","US","United States","Indiana","Lake","2020-03-18",-29,4,2,-9,-28,13,18089
"105373","US","United States","Indiana","LaPorte","2020-03-18",-27,1,4,-4,-22,10,18091
"105544","US","United States","Indiana","Marion","2020-03-18",-32,2,-29,-26,-29,13,18097
"106364","US","United States","Indiana","Porter","2020-03-18",-35,2,1,-7,-26,13,18127
"106933","US","United States","Indiana","St. Joseph","2020-03-18",-28,3,1,-14,-23,11,18141
"107212","US","United States","Indiana","Tippecanoe","2020-03-18",-28,6,-15,-29,-31,12,18157
"107482","US","United States","Indiana","Vigo","2020-03-18",-23,16,-9,7,-23,8,18167
"108283","US","United States","Iowa","Black Hawk","2020-03-18",-31,9,-14,-6,-27,10,19013
"109587","US","United States","Iowa","Dubuque","2020-03-18",-33,34,-30,-45,-26,11,19061
"110705","US","United States","Iowa","Johnson","2020-03-18",-42,-16,-8,-3,-39,16,19103
"110973","US","United States","Iowa","Linn","2020-03-18",-33,23,4,-15,-30,13,19113
"111994","US","United States","Iowa","Polk","2020-03-18",-36,14,0,-17,-36,15,19153
"112205","US","United States","Iowa","Scott","2020-03-18",-31,8,-4,2,-28,11,19163
"114011","US","United States","Kansas","Douglas","2020-03-18",-25,12,48,-22,-33,14,20045
"114657","US","United States","Kansas","Johnson","2020-03-18",-30,17,86,-19,-42,17,20091
"115960","US","United States","Kansas","Sedgwick","2020-03-18",-14,23,50,-16,-23,8,20173
"116074","US","United States","Kansas","Shawnee","2020-03-18",-11,24,58,24,-22,8,20177
"116456","US","United States","Kansas","Wyandotte","2020-03-18",-24,30,21,-10,-25,9,20209
"116934","US","United States","Kentucky","Boone","2020-03-18",-26,11,-2,-22,-26,13,21015
"118150","US","United States","Kentucky","Fayette","2020-03-18",-29,11,-20,-24,-28,12,21067
"119273","US","United States","Kentucky","Jefferson","2020-03-18",-28,19,-21,-19,-29,13,21111
"119443","US","United States","Kentucky","Kenton","2020-03-18",-31,6,-3,-21,-28,13,21117
"119627","US","United States","Kentucky","Laurel","2020-03-18",-14,19,15,-5,-15,7,21125
"122833","US","United States","Louisiana","Caddo","2020-03-18",-16,16,42,-15,-23,8,22017
"122890","US","United States","Louisiana","Calcasieu","2020-03-18",-18,12,23,-1,-19,8,22019
"123272","US","United States","Louisiana","East Baton Rouge","2020-03-18",-23,12,11,-17,-27,12,22033
"123783","US","United States","Louisiana","Jefferson","2020-03-18",-27,15,38,-46,-28,13,22051
"123896","US","United States","Louisiana","Lafayette","2020-03-18",-21,10,24,-16,-23,9,22055
"124295","US","United States","Louisiana","Orleans","2020-03-18",-40,-2,-20,-32,-39,15,22071
"124932","US","United States","Louisiana","St. John the Baptist","2020-03-18",-12,19,-46,-20,-22,10,22095
"125160","US","United States","Louisiana","St. Tammany","2020-03-18",-23,20,7,3,-29,12,22103
"126012","US","United States","Maine","Cumberland","2020-03-18",-35,1,69,-29,-39,16,23005
"126183","US","United States","Maine","Kennebec","2020-03-18",-22,11,-14,-13,-25,11,23011
"126411","US","United States","Maine","Penobscot","2020-03-18",-26,9,10,-10,-25,10,23019
"126753","US","United States","Maine","York","2020-03-18",-23,13,97,-12,-28,12,23031
"126867","US","United States","Maryland","Allegany","2020-03-18",-28,6,-23,-14,-25,9,24001
"126924","US","United States","Maryland","Anne Arundel","2020-03-18",-27,-6,47,-46,-38,16,24003
"126981","US","United States","Maryland","Baltimore","2020-03-18",-24,-5,19,-28,-34,13,24005
"127038","US","United States","Maryland","Baltimore","2020-03-18",-22,3,71,-30,-34,15,24005
"127209","US","United States","Maryland","Carroll","2020-03-18",-22,-3,50,-22,-35,15,24013
"127437","US","United States","Maryland","Frederick","2020-03-18",-27,5,42,-35,-38,16,24021
"127551","US","United States","Maryland","Harford","2020-03-18",-23,-2,101,-9,-32,14,24025
"127608","US","United States","Maryland","Howard","2020-03-18",-33,-6,67,-13,-49,21,24027
"127722","US","United States","Maryland","Montgomery","2020-03-18",-28,-1,59,-47,-48,20,24031
"127779","US","United States","Maryland","Prince George's","2020-03-18",-17,1,44,-48,-37,16,24033
"128064","US","United States","Maryland","Washington","2020-03-18",-20,4,42,-10,-25,10,24043
"128292","US","United States","Massachusetts","Barnstable","2020-03-18",-28,2,92,-11,-30,10,25001
"128406","US","United States","Massachusetts","Bristol","2020-03-18",-22,7,42,-40,-30,13,25005
"128520","US","United States","Massachusetts","Essex","2020-03-18",-25,0,99,-40,-37,16,25009
"128634","US","United States","Massachusetts","Hampden","2020-03-18",-25,7,71,-19,-31,12,25013
"128748","US","United States","Massachusetts","Middlesex","2020-03-18",-35,-2,39,-60,-53,23,25017
"128862","US","United States","Massachusetts","Norfolk","2020-03-18",-29,6,103,-55,-49,21,25021
"128919","US","United States","Massachusetts","Plymouth","2020-03-18",-24,5,122,-45,-34,15,25023
"128976","US","United States","Massachusetts","Suffolk","2020-03-18",-46,-5,4,-58,-50,21,25025
"129033","US","United States","Massachusetts","Worcester","2020-03-18",-25,4,60,-23,-35,15,25027
