"","country_region_code","country_region","state","county","date","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline","fips"
"67273","US","United States","Alabama","Baldwin","2020-02-24",10,9,12,1,-15,3,1003
"68125","US","United States","Alabama","Colbert","2020-02-24",-4,-3,-56,0,0,2,1033
"68393","US","United States","Alabama","Cullman","2020-02-24",-4,-5,-20,3,0,3,1043
"69247","US","United States","Alabama","Jefferson","2020-02-24",-6,-4,-33,-7,-1,2,1073
"69702","US","United States","Alabama","Madison","2020-02-24",-6,-5,-33,-3,0,3,1089
"69930","US","United States","Alabama","Mobile","2020-02-24",14,6,31,17,-23,4,1097
"70044","US","United States","Alabama","Montgomery","2020-02-24",-6,-5,-25,-25,2,1,1101
"70101","US","United States","Alabama","Morgan","2020-02-24",-1,-4,-14,3,0,3,1103
"70599","US","United States","Alabama","Talladega","2020-02-24",-3,-9,-28,-3,1,2,1121
"70713","US","United States","Alabama","Tuscaloosa","2020-02-24",-5,-1,-22,-1,3,2,1125
"71041","US","United States","Alaska","Anchorage","2020-02-24",4,3,-1,4,4,0,2020
"71645","US","United States","Arizona","Apache","2020-02-24",6,7,2,16,2,1,4001
"71702","US","United States","Arizona","Cochise","2020-02-24",2,2,17,8,4,0,4003
"71759","US","United States","Arizona","Coconino","2020-02-24",8,10,25,3,4,-1,4005
"72043","US","United States","Arizona","Maricopa","2020-02-24",5,1,15,5,3,0,4013
"72100","US","United States","Arizona","Mohave","2020-02-24",3,0,22,8,0,0,4015
"72157","US","United States","Arizona","Navajo","2020-02-24",4,8,20,11,2,0,4017
"72214","US","United States","Arizona","Pima","2020-02-24",3,5,11,1,3,0,4019
"72271","US","United States","Arizona","Pinal","2020-02-24",10,-7,17,5,2,0,4021
"72328","US","United States","Arizona","Santa Cruz","2020-02-24",1,3,-3,19,3,0,4023
"72385","US","United States","Arizona","Yavapai","2020-02-24",9,12,21,19,4,0,4025
"72442","US","United States","Arizona","Yuma","2020-02-24",1,0,30,4,2,0,4027
"72727","US","United States","Arkansas","Benton","2020-02-24",-2,-2,-23,-5,3,1,5007
"75569","US","United States","Arkansas","Pulaski","2020-02-24",4,2,-3,1,-1,1,5119
"75683","US","United States","Arkansas","Saline","2020-02-24",5,-7,17,-6,2,0,5125
"75823","US","United States","Arkansas","Sebastian","2020-02-24",6,4,-13,-8,0,1,5131
"76220","US","United States","Arkansas","Washington","2020-02-24",0,-1,-18,-3,2,1,5143
"76448","US","United States","California","Alameda","2020-02-24",0,0,9,0,4,0,6001
"76562","US","United States","California","Butte","2020-02-24",4,4,21,-2,8,-1,6007
"76733","US","United States","California","Contra Costa","2020-02-24",1,2,17,2,4,-1,6013
"76904","US","United States","California","Fresno","2020-02-24",4,1,19,1,2,0,6019
"77018","US","United States","California","Humboldt","2020-02-24",-3,4,23,-12,8,-1,6023
"77075","US","United States","California","Imperial","2020-02-24",3,-1,1,12,11,0,6025
"77189","US","United States","California","Kern","2020-02-24",3,0,23,2,4,0,6029
"77246","US","United States","California","Kings","2020-02-24",-3,-1,28,-4,3,0,6031
"77303","US","United States","California","Lake","2020-02-24",5,14,12,-6,2,0,6033
"77417","US","United States","California","Los Angeles","2020-02-24",1,-1,8,2,4,-1,6037
"77474","US","United States","California","Madera","2020-02-24",4,-7,28,13,8,-1,6039
"77531","US","United States","California","Marin","2020-02-24",1,-7,11,6,3,-1,6041
"77702","US","United States","California","Merced","2020-02-24",2,2,63,-1,3,0,6047
"77856","US","United States","California","Monterey","2020-02-24",1,0,16,1,6,-1,6053
"77970","US","United States","California","Nevada","2020-02-24",-1,2,21,-39,4,-1,6057
"78027","US","United States","California","Orange","2020-02-24",1,-2,9,-1,4,-1,6059
"78084","US","United States","California","Placer","2020-02-24",2,7,24,-1,3,-1,6061
"78198","US","United States","California","Riverside","2020-02-24",4,0,7,8,4,-1,6065
"78255","US","United States","California","Sacramento","2020-02-24",3,-1,15,2,4,0,6067
"78369","US","United States","California","San Bernardino","2020-02-24",2,-2,12,-2,4,0,6071
"78426","US","United States","California","San Diego","2020-02-24",1,-3,7,1,6,-1,6073
"78483","US","United States","California","San Francisco","2020-02-24",3,2,15,1,2,0,6075
"78540","US","United States","California","San Joaquin","2020-02-24",5,2,31,4,9,-1,6077
"78597","US","United States","California","San Luis Obispo","2020-02-24",4,6,11,1,3,-1,6079
"78654","US","United States","California","San Mateo","2020-02-24",0,2,19,3,3,0,6081
"78711","US","United States","California","Santa Barbara","2020-02-24",0,0,11,0,6,0,6083
"78768","US","United States","California","Santa Clara","2020-02-24",0,1,13,-1,4,0,6085
"78825","US","United States","California","Santa Cruz","2020-02-24",2,4,11,4,7,0,6087
"78882","US","United States","California","Shasta","2020-02-24",4,3,29,-1,2,-1,6089
"78939","US","United States","California","Siskiyou","2020-02-24",12,7,26,1,5,-1,6093
"78996","US","United States","California","Solano","2020-02-24",4,-1,22,5,3,0,6095
"79053","US","United States","California","Sonoma","2020-02-24",1,2,19,2,3,0,6097
"79110","US","United States","California","Stanislaus","2020-02-24",3,0,34,1,4,0,6099
"79337","US","United States","California","Tulare","2020-02-24",2,-1,31,5,4,0,6107
"79451","US","United States","California","Ventura","2020-02-24",0,-2,6,1,3,0,6111
"79508","US","United States","California","Yolo","2020-02-24",1,-5,20,7,4,0,6113
"79679","US","United States","Colorado","Adams","2020-02-24",0,10,6,1,12,-1,8001
"79793","US","United States","Colorado","Arapahoe","2020-02-24",0,-4,-6,3,9,-1,8005
"79910","US","United States","Colorado","Boulder","2020-02-24",-1,0,-2,8,11,0,8013
"79967","US","United States","Colorado","Broomfield","2020-02-24",2,-2,-5,6,12,-1,8014
"80232","US","United States","Colorado","Denver","2020-02-24",-1,1,-7,3,9,-1,8031
"80289","US","United States","Colorado","Douglas","2020-02-24",-2,0,-13,-4,8,-1,8035
"80346","US","United States","Colorado","Eagle","2020-02-24",2,7,15,1,2,0,8037
"80403","US","United States","Colorado","El Paso","2020-02-24",0,-2,-5,3,9,-1,8041
"80574","US","United States","Colorado","Garfield","2020-02-24",5,2,13,11,8,-1,8045
"80841","US","United States","Colorado","Jefferson","2020-02-24",3,-3,-11,4,5,0,8059
"81070","US","United States","Colorado","Larimer","2020-02-24",-1,1,-18,5,8,0,8069
"81298","US","United States","Colorado","Mesa","2020-02-24",6,5,11,11,3,-1,8077
"81817","US","United States","Colorado","Pueblo","2020-02-24",3,-1,-5,1,4,0,8101
"82191","US","United States","Colorado","Weld","2020-02-24",1,-1,-13,0,13,-1,8123
"82361","US","United States","Connecticut","Fairfield","2020-02-24",2,-1,44,-1,3,-1,9001
"82418","US","United States","Connecticut","Hartford","2020-02-24",4,2,58,6,3,-1,9003
"82532","US","United States","Connecticut","Middlesex","2020-02-24",4,0,49,-16,3,0,9007
"82589","US","United States","Connecticut","New Haven","2020-02-24",1,2,32,5,4,-1,9009
"82646","US","United States","Connecticut","New London","2020-02-24",5,1,36,7,3,0,9011
"82760","US","United States","Connecticut","Windham","2020-02-24",9,-3,44,-6,5,0,9015
"82931","US","United States","Delaware","New Castle","2020-02-24",2,1,18,3,3,-1,10003
"82988","US","United States","Delaware","Sussex","2020-02-24",2,1,20,6,5,0,10005
"83159","US","United States","Florida","Alachua","2020-02-24",0,-1,10,2,2,0,12001
"83273","US","United States","Florida","Bay","2020-02-24",4,-2,-11,1,3,1,12005
"83387","US","United States","Florida","Brevard","2020-02-24",2,-1,12,14,2,0,12009
"83444","US","United States","Florida","Broward","2020-02-24",2,2,12,0,2,0,12011
"83557","US","United States","Florida","Charlotte","2020-02-24",7,3,31,4,4,0,12015
"83728","US","United States","Florida","Collier","2020-02-24",5,0,20,-5,1,0,12021
"83956","US","United States","Florida","Duval","2020-02-24",1,-1,14,4,3,-1,12031
"84013","US","United States","Florida","Escambia","2020-02-24",-1,-2,-20,11,2,1,12033
"84583","US","United States","Florida","Hernando","2020-02-24",3,6,30,6,3,-1,12053
"84697","US","United States","Florida","Hillsborough","2020-02-24",3,2,10,5,3,-1,12057
"84811","US","United States","Florida","Indian River","2020-02-24",0,3,29,-2,2,0,12061
"85018","US","United States","Florida","Lake","2020-02-24",6,-4,12,-2,2,-1,12069
"85075","US","United States","Florida","Lee","2020-02-24",6,2,20,6,2,0,12071
"85132","US","United States","Florida","Leon","2020-02-24",-1,-1,12,-5,2,0,12073
"85344","US","United States","Florida","Manatee","2020-02-24",5,3,24,3,1,0,12081
"85401","US","United States","Florida","Marion","2020-02-24",4,-1,8,7,2,0,12083
"85458","US","United States","Florida","Martin","2020-02-24",4,3,10,6,3,0,12085
"85515","US","United States","Florida","Miami-Dade","2020-02-24",1,1,9,-1,2,0,12086
"85572","US","United States","Florida","Monroe","2020-02-24",11,12,17,3,2,0,12087
"85629","US","United States","Florida","Nassau","2020-02-24",5,3,17,-2,4,-1,12089
"85686","US","United States","Florida","Okaloosa","2020-02-24",-1,-6,-20,15,2,1,12091
"85743","US","United States","Florida","Okeechobee","2020-02-24",4,6,21,-4,2,1,12093
"85800","US","United States","Florida","Orange","2020-02-24",0,1,10,5,3,-1,12095
"85857","US","United States","Florida","Osceola","2020-02-24",2,3,11,1,2,-1,12097
"85914","US","United States","Florida","Palm Beach","2020-02-24",1,2,9,0,2,0,12099
"85971","US","United States","Florida","Pasco","2020-02-24",5,-2,10,7,3,-1,12101
"86028","US","United States","Florida","Pinellas","2020-02-24",5,5,27,5,3,0,12103
"86085","US","United States","Florida","Polk","2020-02-24",3,4,8,5,4,0,12105
"86256","US","United States","Florida","Sarasota","2020-02-24",6,5,34,11,1,0,12115
"86313","US","United States","Florida","Seminole","2020-02-24",2,3,15,5,2,-1,12117
"86370","US","United States","Florida","St. Johns","2020-02-24",8,7,29,0,2,0,12109
"86427","US","United States","Florida","St. Lucie","2020-02-24",3,3,5,-4,3,0,12111
"86484","US","United States","Florida","Sumter","2020-02-24",9,3,-11,5,1,0,12119
"86711","US","United States","Florida","Volusia","2020-02-24",6,1,19,3,2,0,12127
"86825","US","United States","Florida","Walton","2020-02-24",10,-4,6,-2,3,2,12131
"87334","US","United States","Georgia","Bartow","2020-02-24",-5,3,-24,-6,3,1,13015
"87505","US","United States","Georgia","Bibb","2020-02-24",-3,-5,-29,2,0,2,13021
"87960","US","United States","Georgia","Camden","2020-02-24",3,8,1,0,2,0,13039
"88073","US","United States","Georgia","Carroll","2020-02-24",0,-3,-24,2,2,3,13045
"88243","US","United States","Georgia","Chatham","2020-02-24",1,0,8,3,3,0,13051
"88470","US","United States","Georgia","Clarke","2020-02-24",-6,-8,-43,-12,2,2,13059
