"","country_region_code","country_region","state","county","date","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline","fips"
"67283","US","United States","Alabama","Baldwin","2020-03-05",7,11,25,4,3,0,1003
"68135","US","United States","Alabama","Colbert","2020-03-05",9,5,-23,3,2,-2,1033
"68403","US","United States","Alabama","Cullman","2020-03-05",5,6,-11,9,1,2,1043
"69143","US","United States","Alabama","Houston","2020-03-05",10,4,-26,-4,0,2,1069
"69257","US","United States","Alabama","Jefferson","2020-03-05",4,7,-27,-3,1,1,1073
"69712","US","United States","Alabama","Madison","2020-03-05",5,5,0,9,2,0,1089
"69940","US","United States","Alabama","Mobile","2020-03-05",9,8,5,8,1,0,1097
"70054","US","United States","Alabama","Montgomery","2020-03-05",9,9,7,5,1,1,1101
"70111","US","United States","Alabama","Morgan","2020-03-05",7,11,15,13,2,0,1103
"70609","US","United States","Alabama","Talladega","2020-03-05",14,0,-5,7,1,1,1121
"70723","US","United States","Alabama","Tuscaloosa","2020-03-05",10,9,13,6,1,0,1125
"71051","US","United States","Alaska","Anchorage","2020-03-05",8,8,3,2,3,-1,2020
"71655","US","United States","Arizona","Apache","2020-03-05",22,19,26,18,1,-1,4001
"71712","US","United States","Arizona","Cochise","2020-03-05",7,3,18,-2,3,-1,4003
"71769","US","United States","Arizona","Coconino","2020-03-05",15,18,57,10,4,-1,4005
"72053","US","United States","Arizona","Maricopa","2020-03-05",8,4,20,5,2,-1,4013
"72110","US","United States","Arizona","Mohave","2020-03-05",10,10,35,11,2,-1,4015
"72167","US","United States","Arizona","Navajo","2020-03-05",14,16,39,11,2,-2,4017
"72224","US","United States","Arizona","Pima","2020-03-05",7,11,18,4,1,-1,4019
"72281","US","United States","Arizona","Pinal","2020-03-05",13,-1,18,3,1,-1,4021
"72338","US","United States","Arizona","Santa Cruz","2020-03-05",11,10,28,22,0,-2,4023
"72395","US","United States","Arizona","Yavapai","2020-03-05",11,14,32,15,3,-2,4025
"72452","US","United States","Arizona","Yuma","2020-03-05",9,6,5,6,2,-1,4027
"72737","US","United States","Arkansas","Benton","2020-03-05",13,10,133,-3,2,-2,5007
"75579","US","United States","Arkansas","Pulaski","2020-03-05",17,12,86,-2,2,-2,5119
"76230","US","United States","Arkansas","Washington","2020-03-05",13,11,135,9,2,-2,5143
"76458","US","United States","California","Alameda","2020-03-05",1,6,12,-5,-1,1,6001
"76572","US","United States","California","Butte","2020-03-05",8,11,29,-4,2,-2,6007
"76743","US","United States","California","Contra Costa","2020-03-05",2,6,19,-3,1,0,6013
"76914","US","United States","California","Fresno","2020-03-05",12,11,22,5,1,-1,6019
"77028","US","United States","California","Humboldt","2020-03-05",4,4,4,-19,2,0,6023
"77085","US","United States","California","Imperial","2020-03-05",11,0,3,44,2,-2,6025
"77199","US","United States","California","Kern","2020-03-05",14,11,22,5,3,-1,6029
"77256","US","United States","California","Kings","2020-03-05",12,9,34,-3,1,-1,6031
"77313","US","United States","California","Lake","2020-03-05",7,18,53,-8,1,-1,6033
"77427","US","United States","California","Los Angeles","2020-03-05",4,7,9,0,2,0,6037
"77484","US","United States","California","Madera","2020-03-05",11,-1,35,44,1,0,6039
"77541","US","United States","California","Marin","2020-03-05",2,11,4,-3,-1,1,6041
"77712","US","United States","California","Merced","2020-03-05",13,12,70,9,6,-2,6047
"77866","US","United States","California","Monterey","2020-03-05",8,9,21,9,2,-1,6053
"77980","US","United States","California","Nevada","2020-03-05",6,11,41,-35,3,-1,6057
"78037","US","United States","California","Orange","2020-03-05",2,3,9,-1,2,0,6059
"78094","US","United States","California","Placer","2020-03-05",3,11,39,21,1,-1,6061
"78208","US","United States","California","Riverside","2020-03-05",7,9,8,7,2,-1,6065
"78265","US","United States","California","Sacramento","2020-03-05",7,10,31,-1,2,-1,6067
"78379","US","United States","California","San Bernardino","2020-03-05",7,8,21,2,2,-1,6071
"78436","US","United States","California","San Diego","2020-03-05",3,3,9,-2,3,-1,6073
"78493","US","United States","California","San Francisco","2020-03-05",-4,6,-8,-9,-4,2,6075
"78550","US","United States","California","San Joaquin","2020-03-05",12,10,26,5,2,-1,6077
"78607","US","United States","California","San Luis Obispo","2020-03-05",3,7,13,-3,1,-1,6079
"78664","US","United States","California","San Mateo","2020-03-05",0,8,8,-11,-3,2,6081
"78721","US","United States","California","Santa Barbara","2020-03-05",5,7,14,3,1,-1,6083
"78778","US","United States","California","Santa Clara","2020-03-05",0,5,38,-9,0,1,6085
"78835","US","United States","California","Santa Cruz","2020-03-05",7,12,20,-5,-2,1,6087
"78892","US","United States","California","Shasta","2020-03-05",9,12,33,5,3,-1,6089
"78949","US","United States","California","Siskiyou","2020-03-05",17,19,37,18,3,-1,6093
"79006","US","United States","California","Solano","2020-03-05",5,3,23,4,2,-1,6095
"79063","US","United States","California","Sonoma","2020-03-05",3,6,14,-1,2,0,6097
"79120","US","United States","California","Stanislaus","2020-03-05",10,8,28,7,2,-1,6099
"79347","US","United States","California","Tulare","2020-03-05",10,12,40,13,1,-1,6107
"79461","US","United States","California","Ventura","2020-03-05",4,-5,-1,0,2,0,6111
"79518","US","United States","California","Yolo","2020-03-05",5,3,35,5,1,-1,6113
"79689","US","United States","Colorado","Adams","2020-03-05",6,15,30,4,3,-1,8001
"79803","US","United States","Colorado","Arapahoe","2020-03-05",9,4,45,13,1,-1,8005
"79920","US","United States","Colorado","Boulder","2020-03-05",6,6,33,6,3,-1,8013
"79977","US","United States","Colorado","Broomfield","2020-03-05",5,5,30,14,0,0,8014
"80242","US","United States","Colorado","Denver","2020-03-05",4,16,47,-7,2,-1,8031
