"","country_region_code","country_region","state","county","date","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline","fips"
"67295","US","United States","Alabama","Baldwin","2020-03-17",1,31,57,10,-7,4,1003
"68147","US","United States","Alabama","Colbert","2020-03-17",-8,8,-33,11,-10,5,1033
"69269","US","United States","Alabama","Jefferson","2020-03-17",-22,20,31,-14,-25,10,1073
"69724","US","United States","Alabama","Madison","2020-03-17",-17,14,26,-22,-26,11,1089
"69952","US","United States","Alabama","Mobile","2020-03-17",-4,24,11,-3,-10,6,1097
"70066","US","United States","Alabama","Montgomery","2020-03-17",-12,14,5,-1,-21,8,1101
"70123","US","United States","Alabama","Morgan","2020-03-17",-12,19,25,1,-14,5,1103
"70735","US","United States","Alabama","Tuscaloosa","2020-03-17",-17,19,24,8,-24,8,1125
"71063","US","United States","Alaska","Anchorage","2020-03-17",-20,10,-1,-11,-17,9,2020
"71724","US","United States","Arizona","Cochise","2020-03-17",-4,20,28,0,-19,4,4003
"71781","US","United States","Arizona","Coconino","2020-03-17",5,50,78,15,-26,5,4005
"72065","US","United States","Arizona","Maricopa","2020-03-17",-10,18,8,-12,-26,9,4013
"72122","US","United States","Arizona","Mohave","2020-03-17",-1,23,-12,12,-15,3,4015
"72179","US","United States","Arizona","Navajo","2020-03-17",6,36,31,35,-27,4,4017
"72236","US","United States","Arizona","Pima","2020-03-17",-9,21,7,-19,-24,7,4019
"72293","US","United States","Arizona","Pinal","2020-03-17",1,7,6,6,-23,6,4021
"72350","US","United States","Arizona","Santa Cruz","2020-03-17",-1,14,25,20,-21,5,4023
"72407","US","United States","Arizona","Yavapai","2020-03-17",-4,27,22,5,-15,4,4025
"72464","US","United States","Arizona","Yuma","2020-03-17",-8,19,-18,-9,-16,3,4027
"72749","US","United States","Arkansas","Benton","2020-03-17",-15,5,41,-32,-35,13,5007
"75591","US","United States","Arkansas","Pulaski","2020-03-17",-14,10,6,-20,-19,9,5119
"75705","US","United States","Arkansas","Saline","2020-03-17",-6,4,-20,-8,-18,8,5125
"75845","US","United States","Arkansas","Sebastian","2020-03-17",-8,9,-7,-14,-17,8,5131
"76242","US","United States","Arkansas","Washington","2020-03-17",-12,6,58,-5,-25,10,5143
"76470","US","United States","California","Alameda","2020-03-17",-44,-4,-10,-61,-59,26,6001
"76584","US","United States","California","Butte","2020-03-17",-18,5,-32,-35,-25,9,6007
"76755","US","United States","California","Contra Costa","2020-03-17",-37,-1,-20,-58,-50,22,6013
"76869","US","United States","California","El Dorado","2020-03-17",-18,2,-9,-9,-31,10,6017
"76926","US","United States","California","Fresno","2020-03-17",-10,23,-11,-19,-24,9,6019
"77040","US","United States","California","Humboldt","2020-03-17",-18,13,-1,-37,-25,8,6023
"77097","US","United States","California","Imperial","2020-03-17",-11,12,-8,-22,-17,5,6025
"77211","US","United States","California","Kern","2020-03-17",-4,26,-4,-2,-10,6,6029
"77268","US","United States","California","Kings","2020-03-17",-7,15,-7,-18,-21,8,6031
"77325","US","United States","California","Lake","2020-03-17",-11,27,-2,-32,-17,6,6033
"77439","US","United States","California","Los Angeles","2020-03-17",-24,8,-21,-30,-29,14,6037
"77496","US","United States","California","Madera","2020-03-17",-3,9,1,34,-20,10,6039
"77553","US","United States","California","Marin","2020-03-17",-47,-14,-10,-57,-54,23,6041
"77724","US","United States","California","Merced","2020-03-17",-4,27,20,-1,-12,7,6047
"77878","US","United States","California","Monterey","2020-03-17",-6,31,-17,-15,-27,11,6053
