"","country_region_code","country_region","state","county","date","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline","fips"
"67302","US","United States","Alabama","Baldwin","2020-03-24",-36,-9,-21,-11,-29,12,1003
"68154","US","United States","Alabama","Colbert","2020-03-24",-41,-21,-52,-11,-29,13,1033
"69276","US","United States","Alabama","Jefferson","2020-03-24",-39,-1,10,-32,-43,17,1073
"69731","US","United States","Alabama","Madison","2020-03-24",-43,-15,-21,-41,-46,20,1089
"69959","US","United States","Alabama","Mobile","2020-03-24",-27,-1,-2,-16,-29,13,1097
"70073","US","United States","Alabama","Montgomery","2020-03-24",-28,-3,13,-14,-35,15,1101
"70130","US","United States","Alabama","Morgan","2020-03-24",-34,-7,-3,-13,-32,14,1103
"70742","US","United States","Alabama","Tuscaloosa","2020-03-24",-33,-2,12,-14,-38,16,1125
"71070","US","United States","Alaska","Anchorage","2020-03-24",-41,-13,19,-40,-45,20,2020
"71674","US","United States","Arizona","Apache","2020-03-24",-45,1,7,-5,-45,16,4001
"71731","US","United States","Arizona","Cochise","2020-03-24",-29,-11,2,-20,-29,10,4003
"71788","US","United States","Arizona","Coconino","2020-03-24",-39,-4,7,-19,-42,16,4005
"72072","US","United States","Arizona","Maricopa","2020-03-24",-32,-10,2,-34,-42,16,4013
"72129","US","United States","Arizona","Mohave","2020-03-24",-23,-4,0,-9,-28,8,4015
"72186","US","United States","Arizona","Navajo","2020-03-24",-21,6,24,5,-34,11,4017
"72243","US","United States","Arizona","Pima","2020-03-24",-33,-7,0,-34,-38,14,4019
"72300","US","United States","Arizona","Pinal","2020-03-24",-23,-15,-1,-10,-36,12,4021
"72357","US","United States","Arizona","Santa Cruz","2020-03-24",-47,-33,-21,-5,-32,13,4023
"72414","US","United States","Arizona","Yavapai","2020-03-24",-32,-5,8,-16,-32,10,4025
"72471","US","United States","Arizona","Yuma","2020-03-24",-34,-13,-23,-32,-29,10,4027
"72756","US","United States","Arkansas","Benton","2020-03-24",-33,-14,96,-52,-49,19,5007
"75598","US","United States","Arkansas","Pulaski","2020-03-24",-33,-9,39,-30,-37,15,5119
"75712","US","United States","Arkansas","Saline","2020-03-24",-25,-11,-18,-2,-35,15,5125
"76249","US","United States","Arkansas","Washington","2020-03-24",-32,-9,138,-17,-42,16,5143
"76477","US","United States","California","Alameda","2020-03-24",-51,-21,-33,-72,-65,30,6001
"76591","US","United States","California","Butte","2020-03-24",-40,-16,-47,-53,-42,16,6007
"76762","US","United States","California","Contra Costa","2020-03-24",-42,-17,-34,-68,-56,26,6013
"76876","US","United States","California","El Dorado","2020-03-24",-46,-22,-34,-38,-52,20,6017
"76933","US","United States","California","Fresno","2020-03-24",-34,-10,-31,-38,-41,16,6019
"77047","US","United States","California","Humboldt","2020-03-24",-43,-23,-25,-56,-43,17,6023
"77104","US","United States","California","Imperial","2020-03-24",-42,-25,-52,-52,-39,15,6025
"77218","US","United States","California","Kern","2020-03-24",-34,-10,-14,-23,-42,16,6029
"77275","US","United States","California","Kings","2020-03-24",-28,-10,-24,-39,-34,14,6031
"77332","US","United States","California","Lake","2020-03-24",-37,-9,-41,-49,-40,15,6033
"77446","US","United States","California","Los Angeles","2020-03-24",-43,-20,-34,-50,-49,23,6037
"77503","US","United States","California","Madera","2020-03-24",-30,-20,-29,14,-38,16,6039
"77560","US","United States","California","Marin","2020-03-24",-54,-26,-49,-68,-63,29,6041
"77674","US","United States","California","Mendocino","2020-03-24",-38,-19,-30,-43,-39,16,6045
"77731","US","United States","California","Merced","2020-03-24",-29,-18,-6,-28,-38,15,6047
"77885","US","United States","California","Monterey","2020-03-24",-38,-16,-22,-37,-45,19,6053
"77942","US","United States","California","Napa","2020-03-24",-43,-24,-31,-29,-50,22,6055
"77999","US","United States","California","Nevada","2020-03-24",-48,-23,-25,-70,-45,18,6057
"78056","US","United States","California","Orange","2020-03-24",-43,-20,-26,-50,-51,24,6059
"78113","US","United States","California","Placer","2020-03-24",-46,-7,-22,-45,-52,21,6061
"78227","US","United States","California","Riverside","2020-03-24",-35,-14,-35,-33,-44,18,6065
"78284","US","United States","California","Sacramento","2020-03-24",-42,-17,-25,-55,-49,21,6067
"78398","US","United States","California","San Bernardino","2020-03-24",-34,-14,-22,-35,-39,17,6071
"78455","US","United States","California","San Diego","2020-03-24",-43,-20,-35,-56,-52,23,6073
"78512","US","United States","California","San Francisco","2020-03-24",-70,-28,-54,-75,-76,36,6075
"78569","US","United States","California","San Joaquin","2020-03-24",-32,-14,-27,-30,-41,18,6077
"78626","US","United States","California","San Luis Obispo","2020-03-24",-48,-20,-24,-51,-48,19,6079
"78683","US","United States","California","San Mateo","2020-03-24",-52,-19,-30,-76,-69,33,6081
"78740","US","United States","California","Santa Barbara","2020-03-24",-43,-17,-22,-49,-49,19,6083
"78797","US","United States","California","Santa Clara","2020-03-24",-53,-23,-22,-74,-73,34,6085
"78854","US","United States","California","Santa Cruz","2020-03-24",-48,-21,-36,-64,-56,25,6087
