"","country_region_code","country_region","state","county","date","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline","fips"
"67287","US","United States","Alabama","Baldwin","2020-03-09",10,14,44,8,5,-1,1003
"68139","US","United States","Alabama","Colbert","2020-03-09",7,7,-31,21,3,-1,1033
"69261","US","United States","Alabama","Jefferson","2020-03-09",9,11,57,-2,1,-1,1073
"69716","US","United States","Alabama","Madison","2020-03-09",6,8,45,5,2,0,1089
"69944","US","United States","Alabama","Mobile","2020-03-09",11,7,41,9,1,-1,1097
"70058","US","United States","Alabama","Montgomery","2020-03-09",9,11,30,-8,3,-2,1101
"70115","US","United States","Alabama","Morgan","2020-03-09",10,12,70,12,4,-1,1103
"70613","US","United States","Alabama","Talladega","2020-03-09",17,3,9,15,2,-2,1121
"70727","US","United States","Alabama","Tuscaloosa","2020-03-09",9,10,20,13,4,-1,1125
"71055","US","United States","Alaska","Anchorage","2020-03-09",8,5,0,5,-12,3,2020
"71659","US","United States","Arizona","Apache","2020-03-09",24,23,54,23,5,-3,4001
"71716","US","United States","Arizona","Cochise","2020-03-09",8,4,43,8,-4,0,4003
"71773","US","United States","Arizona","Coconino","2020-03-09",30,27,100,21,4,-2,4005
"72057","US","United States","Arizona","Maricopa","2020-03-09",7,2,27,2,-9,1,4013
"72114","US","United States","Arizona","Mohave","2020-03-09",10,6,36,14,-7,-1,4015
"72171","US","United States","Arizona","Navajo","2020-03-09",19,22,51,23,0,-2,4017
"72228","US","United States","Arizona","Pima","2020-03-09",7,10,26,-2,0,0,4019
"72285","US","United States","Arizona","Pinal","2020-03-09",15,-3,24,10,-8,0,4021
"72342","US","United States","Arizona","Santa Cruz","2020-03-09",2,-4,16,12,-16,0,4023
"72399","US","United States","Arizona","Yavapai","2020-03-09",15,16,61,22,-12,0,4025
"72456","US","United States","Arizona","Yuma","2020-03-09",4,6,24,13,2,-1,4027
"72741","US","United States","Arkansas","Benton","2020-03-09",1,5,-16,-11,2,2,5007
"75583","US","United States","Arkansas","Pulaski","2020-03-09",5,4,-23,-11,2,1,5119
"75697","US","United States","Arkansas","Saline","2020-03-09",8,-6,-26,11,1,1,5125
"75837","US","United States","Arkansas","Sebastian","2020-03-09",9,7,29,-8,1,2,5131
"76234","US","United States","Arkansas","Washington","2020-03-09",4,6,-3,-7,0,2,5143
"76291","US","United States","Arkansas","White","2020-03-09",5,3,-20,13,6,2,5145
"76462","US","United States","California","Alameda","2020-03-09",0,6,18,-15,-6,4,6001
"76576","US","United States","California","Butte","2020-03-09",5,8,26,-4,6,0,6007
"76747","US","United States","California","Contra Costa","2020-03-09",2,7,22,-10,0,1,6013
"76918","US","United States","California","Fresno","2020-03-09",8,10,22,1,2,-1,6019
"77032","US","United States","California","Humboldt","2020-03-09",0,9,33,-15,7,-1,6023
"77089","US","United States","California","Imperial","2020-03-09",9,1,-1,21,5,0,6025
"77203","US","United States","California","Kern","2020-03-09",8,8,26,0,3,0,6029
"77260","US","United States","California","Kings","2020-03-09",1,7,25,-1,2,-1,6031
