"","country_region_code","country_region","state","county","date","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline","fips"
"84717","US","United States","Florida","Hillsborough","2020-03-15",-11,7,4,-16,-7,2,12057
"84831","US","United States","Florida","Indian River","2020-03-15",-6,6,42,-8,-8,2,12061
"85038","US","United States","Florida","Lake","2020-03-15",-6,5,4,-10,-8,2,12069
"85095","US","United States","Florida","Lee","2020-03-15",-10,9,2,-9,-7,3,12071
"85152","US","United States","Florida","Leon","2020-03-15",-10,8,16,-20,-8,1,12073
"85364","US","United States","Florida","Manatee","2020-03-15",-6,15,42,-3,-5,2,12081
"85421","US","United States","Florida","Marion","2020-03-15",-2,7,24,17,-4,1,12083
"85478","US","United States","Florida","Martin","2020-03-15",-9,1,28,5,-5,3,12085
"85535","US","United States","Florida","Miami-Dade","2020-03-15",-16,4,-17,-21,-6,5,12086
"85592","US","United States","Florida","Monroe","2020-03-15",-3,15,-3,-18,-1,1,12087
"85649","US","United States","Florida","Nassau","2020-03-15",8,17,116,-21,-5,1,12089
"85706","US","United States","Florida","Okaloosa","2020-03-15",13,17,120,-1,6,-1,12091
"85820","US","United States","Florida","Orange","2020-03-15",-23,1,-9,-23,-9,3,12095
"85877","US","United States","Florida","Osceola","2020-03-15",-16,7,-5,-18,-9,3,12097
"85934","US","United States","Florida","Palm Beach","2020-03-15",-13,9,17,-19,-6,5,12099
"85991","US","United States","Florida","Pasco","2020-03-15",-4,3,18,8,-6,2,12101
"86048","US","United States","Florida","Pinellas","2020-03-15",-5,12,64,-9,-5,2,12103
"86105","US","United States","Florida","Polk","2020-03-15",-5,11,0,2,-5,2,12105
"86276","US","United States","Florida","Sarasota","2020-03-15",-7,12,29,-3,-8,3,12115
"86333","US","United States","Florida","Seminole","2020-03-15",-14,10,-2,-18,-8,3,12117
"86390","US","United States","Florida","St. Johns","2020-03-15",3,28,34,33,-7,2,12109
"86447","US","United States","Florida","St. Lucie","2020-03-15",-5,16,39,-6,-2,2,12111
"86504","US","United States","Florida","Sumter","2020-03-15",-7,19,-13,16,-10,3,12119
"86731","US","United States","Florida","Volusia","2020-03-15",6,16,44,8,-6,2,12127
"86845","US","United States","Florida","Walton","2020-03-15",30,31,81,24,11,-2,12131
"87354","US","United States","Georgia","Bartow","2020-03-15",-21,6,-10,2,-7,5,13015
"87525","US","United States","Georgia","Bibb","2020-03-15",-4,13,43,19,-1,1,13021
"88093","US","United States","Georgia","Carroll","2020-03-15",-13,4,2,4,-10,4,13045
"88263","US","United States","Georgia","Chatham","2020-03-15",4,15,41,3,-5,0,13051
"88490","US","United States","Georgia","Clarke","2020-03-15",-26,-4,-29,-11,-17,4,13059
"88547","US","United States","Georgia","Clayton","2020-03-15",-5,3,-3,-35,-5,3,13063
"88625","US","United States","Georgia","Cobb","2020-03-15",-21,4,-23,-14,-13,6,13067
"88796","US","United States","Georgia","Columbia","2020-03-15",-1,19,3,11,-5,3,13073
"89238","US","United States","Georgia","DeKalb","2020-03-15",-15,0,-25,-14,-10,4,13089
"89466","US","United States","Georgia","Douglas","2020-03-15",-15,-7,-20,6,-14,4,13097
"90091","US","United States","Georgia","Fulton","2020-03-15",-22,-3,-36,-18,-13,5,13121
"90205","US","United States","Georgia","Glynn","2020-03-15",15,27,88,30,-1,1,13127
"90433","US","United States","Georgia","Gwinnett","2020-03-15",-18,3,-6,-28,-12,5,13135
"91817","US","United States","Georgia","Lowndes","2020-03-15",-1,8,75,17,-5,0,13185
"92572","US","United States","Georgia","Muscogee","2020-03-15",-6,21,35,-21,-3,1,13215
"93331","US","United States","Georgia","Richmond","2020-03-15",-2,18,4,-6,-5,0,13245
"94894","US","United States","Georgia","Whitfield","2020-03-15",-8,10,-25,7,-4,3,13313
"95224","US","United States","Hawaii","Hawaii","2020-03-15",-6,-6,-5,-8,-4,2,15001
"95281","US","United States","Hawaii","Honolulu","2020-03-15",-8,7,-6,-15,-5,3,15003
"95395","US","United States","Hawaii","Maui","2020-03-15",-9,6,-11,-9,-7,3,15009
"95509","US","United States","Idaho","Ada","2020-03-15",-3,24,61,-14,-9,3,16001
"95566","US","United States","Idaho","Bannock","2020-03-15",11,12,8,22,-6,3,16005
"95914","US","United States","Idaho","Bonneville","2020-03-15",1,28,9,0,-9,4,16019
"96024","US","United States","Idaho","Canyon","2020-03-15",1,32,68,15,-7,2,16027
"96672","US","United States","Idaho","Kootenai","2020-03-15",0,29,-20,7,-8,3,16055
"97910","US","United States","Illinois","Champaign","2020-03-15",-12,20,33,-15,-7,4,17019
"98252","US","United States","Illinois","Cook","2020-03-15",-12,21,28,-19,-8,4,17031
"98594","US","United States","Illinois","DuPage","2020-03-15",-12,24,36,-4,-10,5,17043
"99727","US","United States","Illinois","Kane","2020-03-15",-8,25,65,-10,-5,3,17089
"99955","US","United States","Illinois","Lake","2020-03-15",-9,26,32,-10,-8,4,17097
"100012","US","United States","Illinois","LaSalle","2020-03-15",-1,68,32,15,0,2,17099
"100411","US","United States","Illinois","Madison","2020-03-15",1,21,14,0,-2,2,17119
"100740","US","United States","Illinois","McHenry","2020-03-15",-6,30,46,-20,-6,3,17111
"100797","US","United States","Illinois","McLean","2020-03-15",-1,29,-6,-2,-5,3,17113
"101231","US","United States","Illinois","Peoria","2020-03-15",-9,33,10,-13,-4,3,17143
"101621","US","United States","Illinois","Rock Island","2020-03-15",-1,44,-20,-13,-2,1,17161
"101735","US","United States","Illinois","Sangamon","2020-03-15",-7,28,3,-9,-4,2,17167
"101891","US","United States","Illinois","St. Clair","2020-03-15",-3,25,-14,-13,-4,3,17163
"102537","US","United States","Illinois","Will","2020-03-15",-6,23,52,-5,-4,4,17197
"102651","US","United States","Illinois","Winnebago","2020-03-15",3,25,19,-2,-4,1,17201
"102879","US","United States","Indiana","Allen","2020-03-15",-11,8,67,-6,-4,2,18003
"102936","US","United States","Indiana","Bartholomew","2020-03-15",-10,1,-8,25,-5,3,18005
"103318","US","United States","Indiana","Clark","2020-03-15",-11,23,13,17,-2,3,18019
"105313","US","United States","Indiana","Lake","2020-03-15",-3,17,27,5,-3,2,18089
"105370","US","United States","Indiana","LaPorte","2020-03-15",-1,18,38,5,-2,2,18091
"105541","US","United States","Indiana","Marion","2020-03-15",-13,2,33,-16,-8,3,18097
"105768","US","United States","Indiana","Monroe","2020-03-15",-21,-3,19,-16,-14,4,18105
"106361","US","United States","Indiana","Porter","2020-03-15",-3,13,101,7,-2,2,18127
"106930","US","United States","Indiana","St. Joseph","2020-03-15",-6,9,100,4,-3,1,18141
"107209","US","United States","Indiana","Tippecanoe","2020-03-15",-14,2,40,10,-6,3,18157
"109584","US","United States","Iowa","Dubuque","2020-03-15",-3,56,0,-46,-1,1,19061
"110702","US","United States","Iowa","Johnson","2020-03-15",-14,0,11,2,-7,3,19103
"110970","US","United States","Iowa","Linn","2020-03-15",-5,45,36,-19,-4,1,19113
"111991","US","United States","Iowa","Polk","2020-03-15",0,37,52,-10,-5,1,19153
"112048","US","United States","Iowa","Pottawattamie","2020-03-15",-7,32,-16,6,-7,3,19155
"112202","US","United States","Iowa","Scott","2020-03-15",-5,12,7,12,-4,2,19163
"114654","US","United States","Kansas","Johnson","2020-03-15",-8,9,6,-18,-10,5,20091
"115957","US","United States","Kansas","Sedgwick","2020-03-15",-6,8,-23,-17,-5,3,20173
"116071","US","United States","Kansas","Shawnee","2020-03-15",-4,12,-21,18,-3,3,20177
"116453","US","United States","Kansas","Wyandotte","2020-03-15",-9,16,16,-9,-4,3,20209
"116931","US","United States","Kentucky","Boone","2020-03-15",-12,10,21,-14,-7,3,21015
"118147","US","United States","Kentucky","Fayette","2020-03-15",-19,12,-13,-17,-14,5,21067
"119270","US","United States","Kentucky","Jefferson","2020-03-15",-17,13,11,-19,-8,4,21111
"119440","US","United States","Kentucky","Kenton","2020-03-15",-7,14,33,-2,-6,3,21117
"122773","US","United States","Louisiana","Bossier","2020-03-15",-7,9,-16,-1,-4,3,22015
"122830","US","United States","Louisiana","Caddo","2020-03-15",-3,15,-5,4,-3,2,22017
"122887","US","United States","Louisiana","Calcasieu","2020-03-15",2,11,44,9,-2,1,22019
"123269","US","United States","Louisiana","East Baton Rouge","2020-03-15",-4,17,33,-7,-2,2,22033
"123780","US","United States","Louisiana","Jefferson","2020-03-15",-9,20,33,-23,-6,3,22051
"123893","US","United States","Louisiana","Lafayette","2020-03-15",-1,12,80,-8,0,1,22055
"124292","US","United States","Louisiana","Orleans","2020-03-15",-22,13,-6,-15,-9,4,22071
"124349","US","United States","Louisiana","Ouachita","2020-03-15",0,5,-11,4,-2,2,22073
"125157","US","United States","Louisiana","St. Tammany","2020-03-15",-5,21,55,17,-4,3,22103
"126009","US","United States","Maine","Cumberland","2020-03-15",-8,15,55,-12,-1,3,23005
"126408","US","United States","Maine","Penobscot","2020-03-15",4,35,40,28,3,0,23019
"126750","US","United States","Maine","York","2020-03-15",2,25,77,10,0,2,23031
"126921","US","United States","Maryland","Anne Arundel","2020-03-15",-15,-4,26,-27,-11,5,24003
"126978","US","United States","Maryland","Baltimore","2020-03-15",-12,2,43,-12,-8,3,24005
"127035","US","United States","Maryland","Baltimore","2020-03-15",-13,5,52,-7,-8,4,24005
"127434","US","United States","Maryland","Frederick","2020-03-15",-14,4,22,-13,-11,5,24021
"127548","US","United States","Maryland","Harford","2020-03-15",-9,-3,74,-4,-6,3,24025
"127605","US","United States","Maryland","Howard","2020-03-15",-23,-10,24,12,-17,8,24027
"127719","US","United States","Maryland","Montgomery","2020-03-15",-21,-4,5,-30,-15,8,24031
"127776","US","United States","Maryland","Prince George's","2020-03-15",-13,-2,7,-25,-14,6,24033
"128061","US","United States","Maryland","Washington","2020-03-15",-8,9,7,-1,-4,3,24043
"128289","US","United States","Massachusetts","Barnstable","2020-03-15",-6,17,47,-1,-4,3,25001
"128346","US","United States","Massachusetts","Berkshire","2020-03-15",-6,5,52,-6,-4,3,25003
"128403","US","United States","Massachusetts","Bristol","2020-03-15",-9,10,53,1,-3,3,25005
"128517","US","United States","Massachusetts","Essex","2020-03-15",-12,4,69,-9,-8,5,25009
"128631","US","United States","Massachusetts","Hampden","2020-03-15",-10,14,74,-10,-8,3,25013
"128745","US","United States","Massachusetts","Middlesex","2020-03-15",-23,-1,37,-35,-12,7,25017
"128859","US","United States","Massachusetts","Norfolk","2020-03-15",-19,6,68,-22,-8,6,25021
"128916","US","United States","Massachusetts","Plymouth","2020-03-15",-7,11,91,-5,-3,4,25023
"128973","US","United States","Massachusetts","Suffolk","2020-03-15",-26,2,3,-31,-12,6,25025
"129030","US","United States","Massachusetts","Worcester","2020-03-15",-10,4,35,-12,-7,4,25027
"129652","US","United States","Michigan","Berrien","2020-03-15",4,26,140,12,-1,1,26021
"129766","US","United States","Michigan","Calhoun","2020-03-15",1,14,61,5,0,1,26025
"130450","US","United States","Michigan","Genesee","2020-03-15",-8,11,71,7,-6,2,26049
"130621","US","United States","Michigan","Grand Traverse","2020-03-15",-7,10,51,-13,-2,2,26055
"130906","US","United States","Michigan","Ingham","2020-03-15",-17,2,118,-9,-5,4,26065
"131247","US","United States","Michigan","Kalamazoo","2020-03-15",-13,2,160,-12,-5,2,26077
"131361","US","United States","Michigan","Kent","2020-03-15",-18,5,98,-13,-6,3,26081
"131753","US","United States","Michigan","Macomb","2020-03-15",-11,12,158,5,-4,3,26099
"132203","US","United States","Michigan","Monroe","2020-03-15",-6,17,76,11,-2,2,26115
"132487","US","United States","Michigan","Oakland","2020-03-15",-19,5,103,-10,-9,4,26125
"133193","US","United States","Michigan","St. Clair","2020-03-15",-4,-4,36,14,2,2,26147
"133421","US","United States","Michigan","Washtenaw","2020-03-15",-20,-16,137,-11,-13,5,26161
"133478","US","United States","Michigan","Wayne","2020-03-15",-11,14,91,-13,-5,3,26163
"133706","US","United States","Minnesota","Anoka","2020-03-15",-3,21,74,-5,-5,3,27003
"134577","US","United States","Minnesota","Dakota","2020-03-15",-5,15,44,1,-6,4,27037
"135015","US","United States","Minnesota","Hennepin","2020-03-15",-12,14,45,-19,-6,4,27053
"136376","US","United States","Minnesota","Olmsted","2020-03-15",-11,22,81,-7,-6,3,27109
"136760","US","United States","Minnesota","Ramsey","2020-03-15",-13,17,35,-5,-6,3,27123
"137261","US","United States","Minnesota","St. Louis","2020-03-15",-2,17,6,0,-2,3,27137
"137318","US","United States","Minnesota","Stearns","2020-03-15",-3,18,-38,-51,-4,3,27145
"138900","US","United States","Mississippi","DeSoto","2020-03-15",-5,21,-20,-16,-8,3,28033
"139241","US","United States","Mississippi","Harrison","2020-03-15",11,25,84,1,-2,0,28047
"139505","US","United States","Mississippi","Jackson","2020-03-15",13,26,54,10,-6,1,28059
"141153","US","United States","Mississippi","Rankin","2020-03-15",-2,22,35,-2,-3,1,28121
"142801","US","United States","Missouri","Boone","2020-03-15",-2,12,-1,-2,-3,3,29019
"143223","US","United States","Missouri","Cass","2020-03-15",3,14,-36,13,-11,3,29037
"143463","US","United States","Missouri","Clay","2020-03-15",3,21,13,-1,-3,3,29047
"144108","US","United States","Missouri","Franklin","2020-03-15",2,26,-13,6,5,1,29071
"144225","US","United States","Missouri","Greene","2020-03-15",-3,3,-29,-8,-5,3,29077
"144641","US","United States","Missouri","Jackson","2020-03-15",-12,12,-39,-12,-6,3,29095
"144698","US","United States","Missouri","Jasper","2020-03-15",1,20,-13,20,0,1,29097
"146436","US","United States","Missouri","Platte","2020-03-15",-5,55,33,-27,-6,4,29165
"146985","US","United States","Missouri","St. Charles","2020-03-15",-4,31,-19,14,-3,3,29183
"147148","US","United States","Missouri","St. Louis","2020-03-15",-15,13,-19,-13,-4,2,29189
"147205","US","United States","Missouri","St. Louis","2020-03-15",-6,11,-13,-24,-4,3,29189
"148499","US","United States","Montana","Flathead","2020-03-15",9,13,-35,10,-2,1,30029
"148556","US","United States","Montana","Gallatin","2020-03-15",-26,-1,-30,-8,-9,4,30031
"149014","US","United States","Montana","Missoula","2020-03-15",-16,17,-11,5,-7,3,30063
"149558","US","United States","Montana","Yellowstone","2020-03-15",-20,18,-19,-15,-3,4,30111
"150615","US","United States","Nebraska","Douglas","2020-03-15",-16,12,-26,-20,-5,4,31055
"151176","US","United States","Nebraska","Lancaster","2020-03-15",-15,-3,-15,-12,-2,4,31109
"151831","US","United States","Nebraska","Sarpy","2020-03-15",-12,10,-6,3,-4,4,31153
"152475","US","United States","Nevada","Clark","2020-03-15",-5,21,-2,-19,-8,3,32003
"152953","US","United States","Nevada","Washoe","2020-03-15",-17,7,-15,-23,-10,5,32031
"153409","US","United States","New Hampshire","Hillsborough","2020-03-15",-12,4,57,-7,-3,3,33011
"153466","US","United States","New Hampshire","Merrimack","2020-03-15",-8,17,-9,-18,-4,3,33013
"153523","US","United States","New Hampshire","Rockingham","2020-03-15",-6,7,66,-12,-4,4,33015
"153751","US","United States","New Jersey","Atlantic","2020-03-15",-8,13,43,-16,-9,4,34001
"153808","US","United States","New Jersey","Bergen","2020-03-15",-26,6,79,-23,-14,8,34003
"153865","US","United States","New Jersey","Burlington","2020-03-15",-11,3,92,-9,-6,4,34005
"153922","US","United States","New Jersey","Camden","2020-03-15",-7,6,41,-19,-6,3,34007
"153979","US","United States","New Jersey","Cape May","2020-03-15",18,26,67,7,0,2,34009
"154093","US","United States","New Jersey","Essex","2020-03-15",-13,9,71,-27,-7,5,34013
"154150","US","United States","New Jersey","Gloucester","2020-03-15",-9,7,88,2,-6,4,34015
"154207","US","United States","New Jersey","Hudson","2020-03-15",-16,5,24,-28,-11,6,34017
"154321","US","United States","New Jersey","Mercer","2020-03-15",-16,13,40,-36,-10,5,34021
"154378","US","United States","New Jersey","Middlesex","2020-03-15",-22,0,129,-30,-9,6,34023
"154435","US","United States","New Jersey","Monmouth","2020-03-15",-12,4,100,-13,-7,6,34025
"154492","US","United States","New Jersey","Morris","2020-03-15",-19,3,99,-18,-10,6,34027
"154549","US","United States","New Jersey","Ocean","2020-03-15",-6,14,53,-12,-4,4,34029
"154606","US","United States","New Jersey","Passaic","2020-03-15",-15,3,83,1,-6,5,34031
"154720","US","United States","New Jersey","Somerset","2020-03-15",-20,2,114,-7,-10,6,34035
"154834","US","United States","New Jersey","Union","2020-03-15",-14,7,102,-16,-6,5,34039
"155005","US","United States","New Mexico","Bernalillo","2020-03-15",-11,13,28,-8,-5,3,35001
"155575","US","United States","New Mexico","Lea","2020-03-15",-13,12,-27,-10,-5,4,35025
"156088","US","United States","New Mexico","San Juan","2020-03-15",1,29,66,-8,-4,1,35045
"156202","US","United States","New Mexico","Sandoval","2020-03-15",-4,28,35,8,-7,3,35043
"156259","US","United States","New Mexico","Santa Fe","2020-03-15",-19,14,14,-4,-6,4,35049
"156577","US","United States","New Mexico","Valencia","2020-03-15",1,26,25,-2,-5,2,35061
"156691","US","United States","New York","Albany","2020-03-15",-19,11,99,-15,-7,3,36001
"156805","US","United States","New York","Bronx","2020-03-15",-7,17,21,-14,-10,4,36005
"156862","US","United States","New York","Broome","2020-03-15",0,14,90,1,3,2,36007
"157432","US","United States","New York","Dutchess","2020-03-15",-12,6,79,-29,-9,5,36027
"157489","US","United States","New York","Erie","2020-03-15",-9,20,48,-9,-3,2,36029
"157945","US","United States","New York","Kings","2020-03-15",-15,15,35,-22,-9,5,36047
"158173","US","United States","New York","Monroe","2020-03-15",-11,8,74,-6,-5,3,36055
"158287","US","United States","New York","Nassau","2020-03-15",-17,12,39,-30,-8,6,36059
"158344","US","United States","New York","New York","2020-03-15",-46,-2,-28,-42,-17,7,36061
"158401","US","United States","New York","Niagara","2020-03-15",6,35,29,-7,1,2,36063
"158458","US","United States","New York","Oneida","2020-03-15",-5,17,74,-4,-2,2,36065
"158515","US","United States","New York","Onondaga","2020-03-15",-2,12,66,-11,-1,2,36067
"158629","US","United States","New York","Orange","2020-03-15",-15,5,111,-10,-4,4,36071
"158914","US","United States","New York","Queens","2020-03-15",-13,17,69,-27,-10,5,36081
"158971","US","United States","New York","Rensselaer","2020-03-15",-1,14,26,-23,-8,2,36083
"159028","US","United States","New York","Richmond","2020-03-15",-13,8,42,-18,-6,5,36085
"159085","US","United States","New York","Rockland","2020-03-15",-18,6,101,-14,-4,6,36087
"159142","US","United States","New York","Saratoga","2020-03-15",-17,16,48,-2,-3,3,36091
"159541","US","United States","New York","Suffolk","2020-03-15",-13,9,90,-25,-5,4,36103
"159769","US","United States","New York","Ulster","2020-03-15",-10,8,110,-15,-4,4,36111
"159997","US","United States","New York","Westchester","2020-03-15",-17,1,78,-25,-13,6,36119
"160225","US","United States","North Carolina","Alamance","2020-03-15",-6,20,-4,5,-8,3,37001
"160786","US","United States","North Carolina","Buncombe","2020-03-15",-13,8,32,-20,-8,4,37021
"160900","US","United States","North Carolina","Cabarrus","2020-03-15",-10,11,-5,-12,-10,4,37025
"161168","US","United States","North Carolina","Catawba","2020-03-15",-9,16,15,9,-6,2,37035
"161624","US","United States","North Carolina","Cumberland","2020-03-15",-4,11,-6,9,-9,2,37051
"161795","US","United States","North Carolina","Davidson","2020-03-15",1,19,22,2,-8,2,37057
"161966","US","United States","North Carolina","Durham","2020-03-15",-18,3,-6,-19,-16,5,37063
"162080","US","United States","North Carolina","Forsyth","2020-03-15",-10,8,6,-2,-10,3,37067
"162439","US","United States","North Carolina","Guilford","2020-03-15",-10,4,-16,-13,-9,4,37081
"162553","US","United States","North Carolina","Harnett","2020-03-15",0,19,6,43,-10,3,37085
"162610","US","United States","North Carolina","Haywood","2020-03-15",-1,23,29,25,-5,2,37087
"162667","US","United States","North Carolina","Henderson","2020-03-15",-5,18,31,-35,-9,3,37089
"162838","US","United States","North Carolina","Iredell","2020-03-15",-6,17,6,27,-10,2,37097
"162952","US","United States","North Carolina","Johnston","2020-03-15",-8,13,-4,23,-10,4,37101
"163464","US","United States","North Carolina","Mecklenburg","2020-03-15",-14,12,-6,-25,-10,4,37119
"163749","US","United States","North Carolina","New Hanover","2020-03-15",-10,11,-35,-23,-8,4,37129
"163863","US","United States","North Carolina","Onslow","2020-03-15",0,19,-31,-23,-6,2,37133
