"","country_region_code","country_region","state","county","date","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline","fips"
"77016","US","United States","California","Humboldt","2020-02-22",0,-3,46,-30,-1,0,6023
"77073","US","United States","California","Imperial","2020-02-22",0,-7,-19,13,1,1,6025
"77187","US","United States","California","Kern","2020-02-22",3,-1,6,-2,-2,1,6029
"77244","US","United States","California","Kings","2020-02-22",6,-1,6,-2,-2,0,6031
"77415","US","United States","California","Los Angeles","2020-02-22",-1,-1,-13,-5,1,1,6037
"77472","US","United States","California","Madera","2020-02-22",6,-9,40,11,-1,0,6039
"77529","US","United States","California","Marin","2020-02-22",1,-2,13,8,-3,-1,6041
"77700","US","United States","California","Merced","2020-02-22",5,2,69,7,-2,-1,6047
"77854","US","United States","California","Monterey","2020-02-22",3,2,-5,3,2,0,6053
"77968","US","United States","California","Nevada","2020-02-22",0,-7,32,-30,-2,-1,6057
"78025","US","United States","California","Orange","2020-02-22",-2,-1,-23,-7,1,1,6059
"78082","US","United States","California","Placer","2020-02-22",2,12,45,-5,1,-1,6061
"78196","US","United States","California","Riverside","2020-02-22",1,-3,-28,-5,-1,2,6065
"78253","US","United States","California","Sacramento","2020-02-22",3,2,38,0,0,-1,6067
"78367","US","United States","California","San Bernardino","2020-02-22",-1,-5,-19,-8,0,1,6071
"78424","US","United States","California","San Diego","2020-02-22",-2,-5,-30,-9,-1,2,6073
"78481","US","United States","California","San Francisco","2020-02-22",0,0,4,-5,3,0,6075
"78538","US","United States","California","San Joaquin","2020-02-22",6,3,64,13,2,-1,6077
"78595","US","United States","California","San Luis Obispo","2020-02-22",3,2,2,-13,3,0,6079
"78652","US","United States","California","San Mateo","2020-02-22",0,2,17,-4,2,-1,6081
"78709","US","United States","California","Santa Barbara","2020-02-22",-1,1,-5,0,-1,1,6083
"78766","US","United States","California","Santa Clara","2020-02-22",-3,-1,26,-7,3,-1,6085
"78823","US","United States","California","Santa Cruz","2020-02-22",12,8,15,11,2,0,6087
"78880","US","United States","California","Shasta","2020-02-22",3,6,57,3,2,-2,6089
"78994","US","United States","California","Solano","2020-02-22",3,1,38,11,3,-1,6095
"79051","US","United States","California","Sonoma","2020-02-22",6,7,36,4,2,-1,6097
"79108","US","United States","California","Stanislaus","2020-02-22",3,-1,52,6,2,-1,6099
"79222","US","United States","California","Tehama","2020-02-22",4,6,5,-3,-4,-1,6103
"79335","US","United States","California","Tulare","2020-02-22",1,0,-4,-6,0,1,6107
"79449","US","United States","California","Ventura","2020-02-22",0,-1,-10,-2,-1,1,6111
"79506","US","United States","California","Yolo","2020-02-22",5,3,41,17,3,-1,6113
"79677","US","United States","Colorado","Adams","2020-02-22",2,15,14,-1,4,-1,8001
"79791","US","United States","Colorado","Arapahoe","2020-02-22",4,0,4,7,4,-1,8005
"79908","US","United States","Colorado","Boulder","2020-02-22",5,8,4,9,6,-1,8013
"80230","US","United States","Colorado","Denver","2020-02-22",0,8,7,6,4,-1,8031
"80344","US","United States","Colorado","Eagle","2020-02-22",2,9,1,-5,1,-1,8037
"80401","US","United States","Colorado","El Paso","2020-02-22",7,8,-11,4,4,-1,8041
"80572","US","United States","Colorado","Garfield","2020-02-22",10,1,19,0,4,-1,8045
"80839","US","United States","Colorado","Jefferson","2020-02-22",5,2,-3,10,4,-1,8059
"81068","US","United States","Colorado","Larimer","2020-02-22",4,9,23,9,4,-1,8069
"81296","US","United States","Colorado","Mesa","2020-02-22",7,4,49,-8,1,0,8077
"81815","US","United States","Colorado","Pueblo","2020-02-22",5,4,6,-2,2,-1,8101
"82189","US","United States","Colorado","Weld","2020-02-22",3,5,50,4,8,-1,8123
"82359","US","United States","Connecticut","Fairfield","2020-02-22",5,-1,75,10,4,-1,9001
"82416","US","United States","Connecticut","Hartford","2020-02-22",10,-3,87,8,2,-1,9003
"82587","US","United States","Connecticut","New Haven","2020-02-22",8,0,56,15,4,-2,9009
"82644","US","United States","Connecticut","New London","2020-02-22",11,0,54,8,2,-1,9011
"82758","US","United States","Connecticut","Windham","2020-02-22",8,-5,22,-5,4,-1,9015
"82929","US","United States","Delaware","New Castle","2020-02-22",4,4,50,18,5,-1,10003
"82986","US","United States","Delaware","Sussex","2020-02-22",12,2,53,3,5,-1,10005
"83157","US","United States","Florida","Alachua","2020-02-22",-1,-2,3,-3,0,0,12001
"83271","US","United States","Florida","Bay","2020-02-22",13,2,37,7,6,-1,12005
"83385","US","United States","Florida","Brevard","2020-02-22",4,0,16,16,2,-1,12009
"83442","US","United States","Florida","Broward","2020-02-22",0,-1,-13,0,0,1,12011
"83555","US","United States","Florida","Charlotte","2020-02-22",8,4,9,9,-1,0,12015
"83726","US","United States","Florida","Collier","2020-02-22",7,4,11,2,-3,1,12021
"83783","US","United States","Florida","Columbia","2020-02-22",2,-5,40,10,4,1,12023
"83954","US","United States","Florida","Duval","2020-02-22",0,-1,-10,1,1,0,12031
"84011","US","United States","Florida","Escambia","2020-02-22",8,1,50,28,7,-1,12033
"84581","US","United States","Florida","Hernando","2020-02-22",2,3,38,4,2,0,12053
"84695","US","United States","Florida","Hillsborough","2020-02-22",2,0,5,0,3,0,12057
"84809","US","United States","Florida","Indian River","2020-02-22",2,3,-4,-2,-2,0,12061
"85016","US","United States","Florida","Lake","2020-02-22",4,-5,26,-12,-1,0,12069
"85073","US","United States","Florida","Lee","2020-02-22",6,1,2,8,-1,0,12071
"85130","US","United States","Florida","Leon","2020-02-22",3,-1,55,6,4,0,12073
"85342","US","United States","Florida","Manatee","2020-02-22",3,3,1,21,0,0,12081
"85399","US","United States","Florida","Marion","2020-02-22",4,-4,5,11,-1,0,12083
"85456","US","United States","Florida","Martin","2020-02-22",5,-1,-17,-3,-1,0,12085
"85513","US","United States","Florida","Miami-Dade","2020-02-22",1,-2,-6,-3,2,0,12086
"85570","US","United States","Florida","Monroe","2020-02-22",7,12,15,-1,-2,1,12087
"85627","US","United States","Florida","Nassau","2020-02-22",4,1,-7,-9,1,0,12089
"85684","US","United States","Florida","Okaloosa","2020-02-22",10,0,64,16,4,-1,12091
"85798","US","United States","Florida","Orange","2020-02-22",5,2,17,1,3,-1,12095
"85855","US","United States","Florida","Osceola","2020-02-22",5,2,15,1,1,-1,12097
"85912","US","United States","Florida","Palm Beach","2020-02-22",3,-1,-6,2,1,1,12099
"85969","US","United States","Florida","Pasco","2020-02-22",5,-3,-7,15,0,0,12101
"86026","US","United States","Florida","Pinellas","2020-02-22",5,6,26,5,2,0,12103
"86083","US","United States","Florida","Polk","2020-02-22",3,3,32,33,0,0,12105
"86254","US","United States","Florida","Sarasota","2020-02-22",5,4,8,53,0,0,12115
"86311","US","United States","Florida","Seminole","2020-02-22",1,5,35,7,2,-1,12117
"86368","US","United States","Florida","St. Johns","2020-02-22",4,1,-20,4,-1,0,12109
"86425","US","United States","Florida","St. Lucie","2020-02-22",7,4,19,4,1,0,12111
"86482","US","United States","Florida","Sumter","2020-02-22",0,5,-23,7,-4,1,12119
"86709","US","United States","Florida","Volusia","2020-02-22",8,3,1,1,1,0,12127
"86823","US","United States","Florida","Walton","2020-02-22",13,-3,11,16,4,0,12131
"87332","US","United States","Georgia","Bartow","2020-02-22",5,9,101,3,8,-1,13015
"87503","US","United States","Georgia","Bibb","2020-02-22",3,3,10,11,2,0,13021
"87958","US","United States","Georgia","Camden","2020-02-22",9,11,119,28,1,-1,13039
"88071","US","United States","Georgia","Carroll","2020-02-22",7,-2,39,9,8,-2,13045
"88241","US","United States","Georgia","Chatham","2020-02-22",4,-1,38,1,0,0,13051
"88468","US","United States","Georgia","Clarke","2020-02-22",3,1,43,13,5,-1,13059
"88525","US","United States","Georgia","Clayton","2020-02-22",4,-4,56,3,3,-1,13063
"88603","US","United States","Georgia","Cobb","2020-02-22",3,0,99,24,3,-2,13067
"88774","US","United States","Georgia","Columbia","2020-02-22",4,2,35,4,1,-1,13073
"89216","US","United States","Georgia","DeKalb","2020-02-22",4,0,43,12,4,-2,13089
"89444","US","United States","Georgia","Douglas","2020-02-22",3,-12,32,7,0,-2,13097
"90069","US","United States","Georgia","Fulton","2020-02-22",10,3,55,8,4,-2,13121
"90183","US","United States","Georgia","Glynn","2020-02-22",6,6,7,-6,4,0,13127
"90411","US","United States","Georgia","Gwinnett","2020-02-22",4,-1,104,-11,6,-2,13135
"91795","US","United States","Georgia","Lowndes","2020-02-22",9,7,19,6,-1,1,13185
"92550","US","United States","Georgia","Muscogee","2020-02-22",3,6,54,-10,6,-1,13215
"93309","US","United States","Georgia","Richmond","2020-02-22",3,5,40,1,1,0,13245
"95202","US","United States","Hawaii","Hawaii","2020-02-22",2,2,15,2,-1,0,15001
"95259","US","United States","Hawaii","Honolulu","2020-02-22",3,1,20,0,2,-1,15003
"95373","US","United States","Hawaii","Maui","2020-02-22",2,0,10,-5,-1,-1,15009
"95487","US","United States","Idaho","Ada","2020-02-22",9,8,68,2,3,-1,16001
"95544","US","United States","Idaho","Bannock","2020-02-22",5,2,14,12,12,-2,16005
"95892","US","United States","Idaho","Bonneville","2020-02-22",3,4,4,15,5,-1,16019
"96002","US","United States","Idaho","Canyon","2020-02-22",6,10,47,13,0,-1,16027
"96650","US","United States","Idaho","Kootenai","2020-02-22",8,3,118,18,4,-2,16055
"98230","US","United States","Illinois","Cook","2020-02-22",11,7,64,10,6,-3,17031
"98572","US","United States","Illinois","DuPage","2020-02-22",11,12,62,9,8,-2,17043
"99705","US","United States","Illinois","Kane","2020-02-22",13,13,75,9,6,-3,17089
"99933","US","United States","Illinois","Lake","2020-02-22",12,18,52,11,6,-3,17097
"100389","US","United States","Illinois","Madison","2020-02-22",9,5,114,14,6,-2,17119
"100718","US","United States","Illinois","McHenry","2020-02-22",14,15,46,18,9,-3,17111
"100775","US","United States","Illinois","McLean","2020-02-22",19,16,21,9,10,-3,17113
"101209","US","United States","Illinois","Peoria","2020-02-22",13,12,67,14,9,-2,17143
"101599","US","United States","Illinois","Rock Island","2020-02-22",7,16,89,11,19,-2,17161
"101869","US","United States","Illinois","St. Clair","2020-02-22",5,2,115,17,5,-2,17163
"102515","US","United States","Illinois","Will","2020-02-22",11,9,59,9,5,-3,17197
"102629","US","United States","Illinois","Winnebago","2020-02-22",18,14,48,-3,5,-3,17201
"102857","US","United States","Indiana","Allen","2020-02-22",11,7,87,14,1,-2,18003
"103296","US","United States","Indiana","Clark","2020-02-22",8,16,110,-16,4,-2,18019
"105291","US","United States","Indiana","Lake","2020-02-22",14,9,32,14,5,-3,18089
"105519","US","United States","Indiana","Marion","2020-02-22",12,5,75,8,5,-2,18097
"106339","US","United States","Indiana","Porter","2020-02-22",13,8,121,12,5,-3,18127
"106908","US","United States","Indiana","St. Joseph","2020-02-22",19,6,84,14,4,-3,18141
"109562","US","United States","Iowa","Dubuque","2020-02-22",0,29,1,-41,8,-2,19061
"110948","US","United States","Iowa","Linn","2020-02-22",9,30,64,3,6,-3,19113
"111969","US","United States","Iowa","Polk","2020-02-22",11,17,88,3,4,-2,19153
"112180","US","United States","Iowa","Scott","2020-02-22",17,9,76,-26,2,-2,19163
"114632","US","United States","Kansas","Johnson","2020-02-22",2,-1,120,24,6,-2,20091
"115935","US","United States","Kansas","Sedgwick","2020-02-22",9,4,34,11,3,-1,20173
"116049","US","United States","Kansas","Shawnee","2020-02-22",4,5,77,19,2,-1,20177
"116431","US","United States","Kansas","Wyandotte","2020-02-22",13,-11,76,10,9,-3,20209
"118125","US","United States","Kentucky","Fayette","2020-02-22",11,11,27,7,6,-2,21067
"119248","US","United States","Kentucky","Jefferson","2020-02-22",9,14,110,13,2,-2,21111
"122751","US","United States","Louisiana","Bossier","2020-02-22",6,3,54,4,2,-1,22015
"122808","US","United States","Louisiana","Caddo","2020-02-22",8,9,103,5,1,-1,22017
"122865","US","United States","Louisiana","Calcasieu","2020-02-22",7,-1,68,11,4,-1,22019
"123247","US","United States","Louisiana","East Baton Rouge","2020-02-22",-1,4,46,13,-1,-1,22033
"123758","US","United States","Louisiana","Jefferson","2020-02-22",1,0,-9,28,-2,-3,22051
"123871","US","United States","Louisiana","Lafayette","2020-02-22",8,7,16,16,-1,-2,22055
"124042","US","United States","Louisiana","Livingston","2020-02-22",-1,-1,-2,-1,1,-2,22063
"124270","US","United States","Louisiana","Orleans","2020-02-22",42,53,25,222,-5,-3,22071
"124327","US","United States","Louisiana","Ouachita","2020-02-22",1,-3,56,2,4,0,22073
"124498","US","United States","Louisiana","Rapides","2020-02-22",-2,-2,8,-14,0,0,22079
"125135","US","United States","Louisiana","St. Tammany","2020-02-22",-2,0,0,18,1,-2,22103
"125192","US","United States","Louisiana","Tangipahoa","2020-02-22",3,1,23,6,-3,-1,22105
"125249","US","United States","Louisiana","Terrebonne","2020-02-22",12,14,-3,-6,-1,-1,22109
"125987","US","United States","Maine","Cumberland","2020-02-22",7,0,50,4,1,-1,23005
"126158","US","United States","Maine","Kennebec","2020-02-22",7,-5,11,22,-3,0,23011
"126386","US","United States","Maine","Penobscot","2020-02-22",12,-7,29,10,1,0,23019
"126728","US","United States","Maine","York","2020-02-22",13,-1,52,27,1,-1,23031
"126842","US","United States","Maryland","Allegany","2020-02-22",3,4,11,0,9,-1,24001
"126899","US","United States","Maryland","Anne Arundel","2020-02-22",5,6,40,1,3,-1,24003
"126956","US","United States","Maryland","Baltimore","2020-02-22",8,3,33,8,5,-1,24005
"127013","US","United States","Maryland","Baltimore","2020-02-22",3,5,92,5,4,-1,24005
"127241","US","United States","Maryland","Cecil","2020-02-22",8,0,66,13,7,-1,24015
"127412","US","United States","Maryland","Frederick","2020-02-22",4,6,55,3,4,-2,24021
"127526","US","United States","Maryland","Harford","2020-02-22",5,3,104,38,4,-2,24025
"127583","US","United States","Maryland","Howard","2020-02-22",6,4,63,18,5,-1,24027
"127697","US","United States","Maryland","Montgomery","2020-02-22",2,-4,50,7,5,-1,24031
"127754","US","United States","Maryland","Prince George's","2020-02-22",5,1,44,4,5,-2,24033
"128039","US","United States","Maryland","Washington","2020-02-22",5,-1,105,10,3,-1,24043
"128267","US","United States","Massachusetts","Barnstable","2020-02-22",9,-1,47,-2,1,-1,25001
"128381","US","United States","Massachusetts","Bristol","2020-02-22",6,-2,59,9,2,-1,25005
"128495","US","United States","Massachusetts","Essex","2020-02-22",6,-6,64,16,1,-1,25009
"128609","US","United States","Massachusetts","Hampden","2020-02-22",8,-4,67,12,1,-1,25013
"128723","US","United States","Massachusetts","Middlesex","2020-02-22",3,-3,40,6,2,-1,25017
"128837","US","United States","Massachusetts","Norfolk","2020-02-22",3,-2,57,8,2,-1,25021
"128894","US","United States","Massachusetts","Plymouth","2020-02-22",4,-2,67,2,1,-1,25023
"128951","US","United States","Massachusetts","Suffolk","2020-02-22",10,4,41,4,4,-1,25025
"129008","US","United States","Massachusetts","Worcester","2020-02-22",6,-5,54,10,0,-1,25027
"129630","US","United States","Michigan","Berrien","2020-02-22",18,13,118,19,9,-2,26021
"129744","US","United States","Michigan","Calhoun","2020-02-22",9,7,49,20,5,-1,26025
"130428","US","United States","Michigan","Genesee","2020-02-22",6,6,69,17,5,-1,26049
"130599","US","United States","Michigan","Grand Traverse","2020-02-22",9,3,51,2,9,-2,26055
"130884","US","United States","Michigan","Ingham","2020-02-22",8,4,62,11,8,-2,26065
"131225","US","United States","Michigan","Kalamazoo","2020-02-22",13,5,83,12,7,-2,26077
"131339","US","United States","Michigan","Kent","2020-02-22",13,3,46,10,7,-2,26081
"131731","US","United States","Michigan","Macomb","2020-02-22",6,3,102,18,8,-2,26099
"132181","US","United States","Michigan","Monroe","2020-02-22",10,3,64,14,5,-2,26115
"132465","US","United States","Michigan","Oakland","2020-02-22",6,3,58,19,8,-2,26125
"132800","US","United States","Michigan","Ottawa","2020-02-22",14,2,111,26,10,-2,26139
"133171","US","United States","Michigan","St. Clair","2020-02-22",6,-4,62,29,9,-2,26147
"133399","US","United States","Michigan","Washtenaw","2020-02-22",18,-10,87,19,7,-2,26161
"133456","US","United States","Michigan","Wayne","2020-02-22",16,5,67,20,8,-2,26163
"133684","US","United States","Minnesota","Anoka","2020-02-22",4,9,36,20,5,-1,27003
"134555","US","United States","Minnesota","Dakota","2020-02-22",5,5,20,3,4,-1,27037
"134993","US","United States","Minnesota","Hennepin","2020-02-22",6,5,23,9,3,-1,27053
"136354","US","United States","Minnesota","Olmsted","2020-02-22",1,15,27,15,4,0,27109
"136738","US","United States","Minnesota","Ramsey","2020-02-22",6,5,23,2,3,-1,27123
"137239","US","United States","Minnesota","St. Louis","2020-02-22",11,4,38,0,6,-1,27137
"137296","US","United States","Minnesota","Stearns","2020-02-22",9,7,-40,7,3,-1,27145
"137737","US","United States","Minnesota","Washington","2020-02-22",4,7,19,2,6,-2,27163
"138878","US","United States","Mississippi","DeSoto","2020-02-22",3,12,51,4,4,-1,28033
"139219","US","United States","Mississippi","Harrison","2020-02-22",11,7,46,45,1,-2,28047
"139276","US","United States","Mississippi","Hinds","2020-02-22",2,-3,9,7,4,-1,28049
"139483","US","United States","Mississippi","Jackson","2020-02-22",18,9,4,33,0,-2,28059
"139855","US","United States","Mississippi","Lauderdale","2020-02-22",4,0,8,7,6,0,28075
"141131","US","United States","Mississippi","Rankin","2020-02-22",5,4,48,-3,1,0,28121
"142779","US","United States","Missouri","Boone","2020-02-22",13,9,67,-3,7,-3,29019
"143201","US","United States","Missouri","Cass","2020-02-22",7,3,52,-14,6,-2,29037
"143441","US","United States","Missouri","Clay","2020-02-22",2,11,166,11,12,-2,29047
"144203","US","United States","Missouri","Greene","2020-02-22",4,1,38,1,4,-1,29077
"144619","US","United States","Missouri","Jackson","2020-02-22",7,6,29,13,5,-2,29095
"144676","US","United States","Missouri","Jasper","2020-02-22",6,7,40,12,1,-1,29097
"145871","US","United States","Missouri","Newton","2020-02-22",8,4,47,3,0,-1,29145
"146963","US","United States","Missouri","St. Charles","2020-02-22",3,2,109,3,10,-3,29183
"147126","US","United States","Missouri","St. Louis","2020-02-22",32,45,80,37,3,-2,29189
"147183","US","United States","Missouri","St. Louis","2020-02-22",3,7,124,6,5,-2,29189
"148477","US","United States","Montana","Flathead","2020-02-22",10,1,-19,5,2,-1,30029
"148534","US","United States","Montana","Gallatin","2020-02-22",6,2,20,3,4,-2,30031
"148992","US","United States","Montana","Missoula","2020-02-22",5,7,30,5,4,-1,30063
"149536","US","United States","Montana","Yellowstone","2020-02-22",14,10,35,11,2,-2,30111
"150593","US","United States","Nebraska","Douglas","2020-02-22",13,13,80,10,3,-2,31055
"151154","US","United States","Nebraska","Lancaster","2020-02-22",16,3,110,5,5,-3,31109
"151809","US","United States","Nebraska","Sarpy","2020-02-22",10,4,128,8,4,-3,31153
"152453","US","United States","Nevada","Clark","2020-02-22",-1,-6,-18,-3,-3,2,32003
"152931","US","United States","Nevada","Washoe","2020-02-22",2,7,39,4,0,-1,32031
"153330","US","United States","New Hampshire","Grafton","2020-02-22",9,2,41,7,4,0,33009
"153387","US","United States","New Hampshire","Hillsborough","2020-02-22",0,-6,55,8,1,-1,33011
"153444","US","United States","New Hampshire","Merrimack","2020-02-22",0,-6,24,36,3,-2,33013
"153501","US","United States","New Hampshire","Rockingham","2020-02-22",6,0,92,30,4,-2,33015
"153729","US","United States","New Jersey","Atlantic","2020-02-22",14,5,63,17,4,-1,34001
"153786","US","United States","New Jersey","Bergen","2020-02-22",2,2,80,5,2,-1,34003
"153843","US","United States","New Jersey","Burlington","2020-02-22",8,7,81,14,5,-2,34005
"153900","US","United States","New Jersey","Camden","2020-02-22",8,4,68,10,6,-1,34007
"154071","US","United States","New Jersey","Essex","2020-02-22",8,1,46,2,4,-1,34013
"154128","US","United States","New Jersey","Gloucester","2020-02-22",7,0,52,13,5,-1,34015
"154185","US","United States","New Jersey","Hudson","2020-02-22",7,-2,42,11,5,-1,34017
"154242","US","United States","New Jersey","Hunterdon","2020-02-22",10,6,21,5,3,-1,34019
"154299","US","United States","New Jersey","Mercer","2020-02-22",8,3,39,9,6,-2,34021
"154356","US","United States","New Jersey","Middlesex","2020-02-22",6,-2,79,10,3,-1,34023
"154413","US","United States","New Jersey","Monmouth","2020-02-22",10,-2,72,12,4,-1,34025
"154470","US","United States","New Jersey","Morris","2020-02-22",6,3,56,7,3,-2,34027
"154527","US","United States","New Jersey","Ocean","2020-02-22",12,8,72,14,6,-1,34029
"154584","US","United States","New Jersey","Passaic","2020-02-22",8,-1,73,10,4,-2,34031
"154641","US","United States","New Jersey","Salem","2020-02-22",16,7,60,9,6,-1,34033
"154698","US","United States","New Jersey","Somerset","2020-02-22",6,1,73,22,6,-2,34035
"154812","US","United States","New Jersey","Union","2020-02-22",9,-2,42,17,4,-2,34039
"154983","US","United States","New Mexico","Bernalillo","2020-02-22",1,3,-12,-7,0,1,35001
"155211","US","United States","New Mexico","Curry","2020-02-22",1,0,20,-2,8,0,35009
"155553","US","United States","New Mexico","Lea","2020-02-22",-4,0,5,5,4,-1,35025
"156066","US","United States","New Mexico","San Juan","2020-02-22",2,12,15,11,0,0,35045
"156180","US","United States","New Mexico","Sandoval","2020-02-22",9,7,7,12,1,0,35043
"156237","US","United States","New Mexico","Santa Fe","2020-02-22",-1,2,-5,8,-1,1,35049
"156555","US","United States","New Mexico","Valencia","2020-02-22",-1,4,-8,-9,-1,2,35061
"156669","US","United States","New York","Albany","2020-02-22",9,-3,78,6,4,-1,36001
"156783","US","United States","New York","Bronx","2020-02-22",10,-3,23,8,4,-1,36005
"156840","US","United States","New York","Broome","2020-02-22",15,4,56,10,8,-1,36007
"157410","US","United States","New York","Dutchess","2020-02-22",11,2,133,19,8,-1,36027
"157467","US","United States","New York","Erie","2020-02-22",6,0,17,3,1,-1,36029
"157923","US","United States","New York","Kings","2020-02-22",7,1,35,6,4,-1,36047
"158151","US","United States","New York","Monroe","2020-02-22",7,0,54,8,0,-1,36055
"158265","US","United States","New York","Nassau","2020-02-22",3,0,47,-8,3,-2,36059
"158322","US","United States","New York","New York","2020-02-22",6,4,25,5,7,-1,36061
"158379","US","United States","New York","Niagara","2020-02-22",12,4,38,27,3,-1,36063
"158493","US","United States","New York","Onondaga","2020-02-22",11,-1,55,10,1,-1,36067
"158607","US","United States","New York","Orange","2020-02-22",11,-1,85,15,5,-1,36071
"158892","US","United States","New York","Queens","2020-02-22",6,-1,37,0,4,-1,36081
"158949","US","United States","New York","Rensselaer","2020-02-22",9,-2,-6,6,2,-1,36083
"159006","US","United States","New York","Richmond","2020-02-22",1,1,19,3,6,-1,36085
"159063","US","United States","New York","Rockland","2020-02-22",4,-4,105,12,1,-1,36087
"159120","US","United States","New York","Saratoga","2020-02-22",10,0,26,16,1,-2,36091
"159519","US","United States","New York","Suffolk","2020-02-22",4,2,75,8,2,-2,36103
"159975","US","United States","New York","Westchester","2020-02-22",3,-4,52,8,2,-1,36119
"160203","US","United States","North Carolina","Alamance","2020-02-22",3,-3,36,-2,5,0,37001
"160764","US","United States","North Carolina","Buncombe","2020-02-22",8,-2,46,7,4,-1,37021
"160878","US","United States","North Carolina","Cabarrus","2020-02-22",8,-8,36,5,2,-1,37025
"161602","US","United States","North Carolina","Cumberland","2020-02-22",3,-5,27,-2,-2,0,37051
"161944","US","United States","North Carolina","Durham","2020-02-22",-1,-3,-1,1,1,0,37063
"162058","US","United States","North Carolina","Forsyth","2020-02-22",6,-1,60,7,5,-1,37067
"162417","US","United States","North Carolina","Guilford","2020-02-22",6,-6,55,4,3,-1,37081
"162531","US","United States","North Carolina","Harnett","2020-02-22",2,-3,-16,6,3,0,37085
"162816","US","United States","North Carolina","Iredell","2020-02-22",4,-1,60,7,5,-1,37097
"162930","US","United States","North Carolina","Johnston","2020-02-22",1,-6,0,8,3,1,37101
"163442","US","United States","North Carolina","Mecklenburg","2020-02-22",4,-3,53,3,4,-1,37119
"163727","US","United States","North Carolina","New Hanover","2020-02-22",2,-7,-17,-4,3,1,37129
"163898","US","United States","North Carolina","Orange","2020-02-22",-2,-9,7,-2,5,0,37135
"164580","US","United States","North Carolina","Rowan","2020-02-22",7,-3,30,1,8,-1,37159
"164922","US","United States","North Carolina","Surry","2020-02-22",6,3,39,-10,3,0,37171
"165207","US","United States","North Carolina","Wake","2020-02-22",0,-5,31,3,2,0,37183
"165930","US","United States","North Dakota","Cass","2020-02-22",11,1,41,14,4,-2,38017
"167109","US","United States","Ohio","Ashtabula","2020-02-22",13,1,44,7,3,-2,39007
"167394","US","United States","Ohio","Butler","2020-02-22",11,8,97,18,6,-2,39017
"167907","US","United States","Ohio","Cuyahoga","2020-02-22",4,1,55,7,3,-1,39035
"168078","US","United States","Ohio","Delaware","2020-02-22",8,5,117,16,7,-3,39041
"168306","US","United States","Ohio","Franklin","2020-02-22",9,4,79,5,4,-2,39049
"168648","US","United States","Ohio","Hamilton","2020-02-22",10,5,109,7,4,-2,39061
"169332","US","United States","Ohio","Lake","2020-02-22",6,4,58,15,5,-1,39085
