"","country_region_code","country_region","state","county","date","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline","fips"
"67265","US","United States","Alabama","Baldwin","2020-02-16",8,8,-12,7,-3,2,1003
"68385","US","United States","Alabama","Cullman","2020-02-16",-1,1,8,-1,0,0,1043
"68727","US","United States","Alabama","Etowah","2020-02-16",1,1,0,-7,0,1,1055
"69125","US","United States","Alabama","Houston","2020-02-16",-9,-10,-42,-7,-6,2,1069
"69239","US","United States","Alabama","Jefferson","2020-02-16",2,-3,12,-2,-1,0,1073
"69694","US","United States","Alabama","Madison","2020-02-16",1,-3,10,-7,1,-1,1089
"69922","US","United States","Alabama","Mobile","2020-02-16",0,-1,-17,-1,-4,2,1097
"70036","US","United States","Alabama","Montgomery","2020-02-16",-3,-1,-16,-31,-4,1,1101
"70093","US","United States","Alabama","Morgan","2020-02-16",2,7,2,8,2,0,1103
"70591","US","United States","Alabama","Talladega","2020-02-16",-6,-10,-5,7,-4,0,1121
"70705","US","United States","Alabama","Tuscaloosa","2020-02-16",1,1,-8,0,-1,0,1125
"71033","US","United States","Alaska","Anchorage","2020-02-16",15,3,43,6,3,-1,2020
"71694","US","United States","Arizona","Cochise","2020-02-16",7,3,19,1,-2,-1,4003
"71751","US","United States","Arizona","Coconino","2020-02-16",18,11,54,13,2,-2,4005
"72035","US","United States","Arizona","Maricopa","2020-02-16",5,1,23,1,0,-1,4013
"72092","US","United States","Arizona","Mohave","2020-02-16",18,12,63,12,-1,-1,4015
"72149","US","United States","Arizona","Navajo","2020-02-16",10,9,38,7,-4,0,4017
"72206","US","United States","Arizona","Pima","2020-02-16",6,8,32,-1,-1,0,4019
"72263","US","United States","Arizona","Pinal","2020-02-16",26,-5,40,12,-2,-1,4021
"72377","US","United States","Arizona","Yavapai","2020-02-16",14,13,48,10,1,-1,4025
"72434","US","United States","Arizona","Yuma","2020-02-16",4,0,18,-1,-3,-1,4027
"72719","US","United States","Arkansas","Benton","2020-02-16",7,3,17,-8,3,0,5007
"75561","US","United States","Arkansas","Pulaski","2020-02-16",2,5,30,-4,0,-1,5119
"76212","US","United States","Arkansas","Washington","2020-02-16",6,1,7,8,1,0,5143
"76440","US","United States","California","Alameda","2020-02-16",7,0,24,5,1,-2,6001
"76554","US","United States","California","Butte","2020-02-16",9,6,41,-8,0,-1,6007
"76725","US","United States","California","Contra Costa","2020-02-16",3,0,35,10,0,-2,6013
"76896","US","United States","California","Fresno","2020-02-16",7,1,46,4,-3,-2,6019
"77010","US","United States","California","Humboldt","2020-02-16",12,-2,35,-15,-4,0,6023
"77067","US","United States","California","Imperial","2020-02-16",7,-5,29,14,0,-1,6025
"77181","US","United States","California","Kern","2020-02-16",6,2,65,7,-2,-1,6029
"77238","US","United States","California","Kings","2020-02-16",10,1,68,11,-3,-2,6031
"77409","US","United States","California","Los Angeles","2020-02-16",4,-1,27,-1,0,-1,6037
