"","country_region_code","country_region","state","county","date","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline","fips"
"67309","US","United States","Alabama","Baldwin","2020-03-31",-43,-19,-46,-16,-35,15,1003
"68161","US","United States","Alabama","Colbert","2020-03-31",-33,-11,-48,-5,-34,14,1033
"68429","US","United States","Alabama","Cullman","2020-03-31",-30,-9,10,-18,-35,15,1043
"69283","US","United States","Alabama","Jefferson","2020-03-31",-41,-10,-27,-37,-46,20,1073
"69738","US","United States","Alabama","Madison","2020-03-31",-41,-14,-36,-45,-52,22,1089
"69966","US","United States","Alabama","Mobile","2020-03-31",-31,-9,-20,-23,-36,16,1097
"70080","US","United States","Alabama","Montgomery","2020-03-31",-35,-9,-25,-30,-43,20,1101
"70137","US","United States","Alabama","Morgan","2020-03-31",-34,-7,-8,-16,-36,16,1103
"70749","US","United States","Alabama","Tuscaloosa","2020-03-31",-44,-13,-42,-22,-45,21,1125
"71077","US","United States","Alaska","Anchorage","2020-03-31",-39,-14,25,-45,-50,22,2020
"71681","US","United States","Arizona","Apache","2020-03-31",-45,-6,-17,-11,-44,16,4001
"71738","US","United States","Arizona","Cochise","2020-03-31",-29,-10,-9,-24,-36,11,4003
"71795","US","United States","Arizona","Coconino","2020-03-31",-43,-7,-11,-24,-47,17,4005
"72079","US","United States","Arizona","Maricopa","2020-03-31",-32,-10,-17,-39,-47,18,4013
"72136","US","United States","Arizona","Mohave","2020-03-31",-28,-6,-5,-17,-34,9,4015
"72193","US","United States","Arizona","Navajo","2020-03-31",-23,-1,17,1,-37,12,4017
"72250","US","United States","Arizona","Pima","2020-03-31",-35,-8,-19,-38,-43,16,4019
"72307","US","United States","Arizona","Pinal","2020-03-31",-24,-17,-26,-19,-39,14,4021
"72364","US","United States","Arizona","Santa Cruz","2020-03-31",-47,-34,-42,-23,-38,15,4023
"72421","US","United States","Arizona","Yavapai","2020-03-31",-30,-7,-4,-23,-35,10,4025
"72478","US","United States","Arizona","Yuma","2020-03-31",-39,-16,-39,-40,-35,12,4027
"72763","US","United States","Arkansas","Benton","2020-03-31",-32,-16,60,-55,-50,19,5007
"75605","US","United States","Arkansas","Pulaski","2020-03-31",-29,-4,42,-35,-39,15,5119
"75719","US","United States","Arkansas","Saline","2020-03-31",-21,-8,-12,-10,-35,15,5125
"75859","US","United States","Arkansas","Sebastian","2020-03-31",-28,-7,45,-34,-33,13,5131
"76256","US","United States","Arkansas","Washington","2020-03-31",-31,-12,70,-17,-43,16,5143
"76484","US","United States","California","Alameda","2020-03-31",-48,-18,6,-70,-66,28,6001
"76598","US","United States","California","Butte","2020-03-31",-35,-14,-6,-46,-45,14,6007
"76769","US","United States","California","Contra Costa","2020-03-31",-38,-12,1,-64,-57,24,6013
"76883","US","United States","California","El Dorado","2020-03-31",-41,-22,-2,-42,-54,19,6017
"76940","US","United States","California","Fresno","2020-03-31",-30,-7,-27,-33,-44,16,6019
"77054","US","United States","California","Humboldt","2020-03-31",-43,-20,-15,-55,-50,18,6023
"77111","US","United States","California","Imperial","2020-03-31",-45,-26,-54,-56,-46,17,6025
"77225","US","United States","California","Kern","2020-03-31",-30,-9,-8,-24,-44,15,6029
"77282","US","United States","California","Kings","2020-03-31",-22,-7,1,-39,-38,14,6031
"77339","US","United States","California","Lake","2020-03-31",-33,6,-29,-34,-38,13,6033
"77453","US","United States","California","Los Angeles","2020-03-31",-42,-22,-38,-50,-51,23,6037
"77510","US","United States","California","Madera","2020-03-31",-24,-19,-21,5,-40,15,6039
"77567","US","United States","California","Marin","2020-03-31",-49,-28,-14,-59,-60,26,6041
"77681","US","United States","California","Mendocino","2020-03-31",-39,-19,-42,-51,-40,15,6045
"77738","US","United States","California","Merced","2020-03-31",-26,-16,11,-28,-39,15,6047
"77892","US","United States","California","Monterey","2020-03-31",-35,-13,-19,-29,-47,17,6053
"77949","US","United States","California","Napa","2020-03-31",-37,-21,29,-26,-50,18,6055
"78006","US","United States","California","Nevada","2020-03-31",-42,-28,-25,-64,-45,16,6057
"78063","US","United States","California","Orange","2020-03-31",-43,-19,-24,-49,-53,25,6059
"78120","US","United States","California","Placer","2020-03-31",-40,-2,16,-34,-55,20,6061
"78234","US","United States","California","Riverside","2020-03-31",-34,-17,-35,-35,-46,18,6065
"78291","US","United States","California","Sacramento","2020-03-31",-35,-9,6,-56,-54,20,6067
"78405","US","United States","California","San Bernardino","2020-03-31",-33,-16,-17,-34,-42,18,6071
"78462","US","United States","California","San Diego","2020-03-31",-43,-21,-46,-59,-54,23,6073
"78519","US","United States","California","San Francisco","2020-03-31",-69,-28,-38,-73,-77,35,6075
"78576","US","United States","California","San Joaquin","2020-03-31",-28,-11,-12,-26,-43,17,6077
"78633","US","United States","California","San Luis Obispo","2020-03-31",-42,-17,1,-52,-49,18,6079
"78690","US","United States","California","San Mateo","2020-03-31",-49,-15,0,-79,-69,32,6081
"78747","US","United States","California","Santa Barbara","2020-03-31",-41,-17,-9,-49,-49,18,6083
"78804","US","United States","California","Santa Clara","2020-03-31",-51,-23,8,-73,-74,33,6085
"78861","US","United States","California","Santa Cruz","2020-03-31",-43,-16,8,-60,-55,22,6087
"78918","US","United States","California","Shasta","2020-03-31",-31,-3,28,-22,-38,13,6089
"79032","US","United States","California","Solano","2020-03-31",-31,-7,-9,-39,-45,19,6095
"79089","US","United States","California","Sonoma","2020-03-31",-41,-17,-32,-51,-47,20,6097
"79146","US","United States","California","Stanislaus","2020-03-31",-33,-13,-8,-26,-40,16,6099
"79373","US","United States","California","Tulare","2020-03-31",-26,-10,-6,-15,-39,14,6107
"79487","US","United States","California","Ventura","2020-03-31",-38,-18,-18,-36,-49,21,6111
"79544","US","United States","California","Yolo","2020-03-31",-33,-13,30,-30,-55,21,6113
"79715","US","United States","Colorado","Adams","2020-03-31",-34,-12,4,-26,-47,20,8001
"79829","US","United States","Colorado","Arapahoe","2020-03-31",-41,-21,41,-40,-55,23,8005
"79946","US","United States","Colorado","Boulder","2020-03-31",-50,-25,31,-55,-65,25,8013
"80003","US","United States","Colorado","Broomfield","2020-03-31",-44,-17,5,-42,-63,26,8014
"80268","US","United States","Colorado","Denver","2020-03-31",-51,-15,14,-69,-59,23,8031
"80325","US","United States","Colorado","Douglas","2020-03-31",-45,-20,42,-52,-66,26,8035
"80439","US","United States","Colorado","El Paso","2020-03-31",-33,-12,65,-42,-53,19,8041
"80610","US","United States","Colorado","Garfield","2020-03-31",-35,-26,29,-25,-46,18,8045
"80877","US","United States","Colorado","Jefferson","2020-03-31",-41,-28,40,-43,-58,23,8059
"81106","US","United States","Colorado","Larimer","2020-03-31",-41,-13,47,-30,-53,21,8069
"81334","US","United States","Colorado","Mesa","2020-03-31",-30,-13,108,-20,-42,12,8077
"81853","US","United States","Colorado","Pueblo","2020-03-31",-29,-7,-45,-20,-40,13,8101
"82227","US","United States","Colorado","Weld","2020-03-31",-34,-13,24,-16,-47,19,8123
"82397","US","United States","Connecticut","Fairfield","2020-03-31",-47,-21,-5,-63,-57,25,9001
"82454","US","United States","Connecticut","Hartford","2020-03-31",-44,-17,17,-52,-50,21,9003
"82568","US","United States","Connecticut","Middlesex","2020-03-31",-41,-17,72,-57,-51,22,9007
"82625","US","United States","Connecticut","New Haven","2020-03-31",-40,-17,-12,-41,-49,21,9009
"82682","US","United States","Connecticut","New London","2020-03-31",-41,-15,25,-40,-44,19,9011
"82796","US","United States","Connecticut","Windham","2020-03-31",-26,-11,6,-55,-41,17,9015
"82967","US","United States","Delaware","New Castle","2020-03-31",-40,-25,-19,-51,-52,22,10003
"83024","US","United States","Delaware","Sussex","2020-03-31",-38,-13,-20,-34,-35,15,10005
"83195","US","United States","Florida","Alachua","2020-03-31",-45,-22,-34,-43,-48,20,12001
"83309","US","United States","Florida","Bay","2020-03-31",-37,-19,-35,-50,-34,15,12005
"83423","US","United States","Florida","Brevard","2020-03-31",-36,-17,-23,-14,-41,15,12009
"83480","US","United States","Florida","Broward","2020-03-31",-43,-19,-54,-62,-49,24,12011
"83593","US","United States","Florida","Charlotte","2020-03-31",-45,-18,-42,-21,-37,13,12015
"83764","US","United States","Florida","Collier","2020-03-31",-48,-22,-59,-33,-41,17,12021
"83821","US","United States","Florida","Columbia","2020-03-31",-26,-18,-31,-17,-27,12,12023
"83992","US","United States","Florida","Duval","2020-03-31",-32,-11,-39,-35,-43,17,12031
"84049","US","United States","Florida","Escambia","2020-03-31",-33,-13,-24,-42,-35,14,12033
"84619","US","United States","Florida","Hernando","2020-03-31",-33,-18,-37,-33,-40,14,12053
"84733","US","United States","Florida","Hillsborough","2020-03-31",-40,-20,-44,-58,-49,20,12057
"84847","US","United States","Florida","Indian River","2020-03-31",-40,-15,-32,-27,-37,13,12061
"85054","US","United States","Florida","Lake","2020-03-31",-35,-17,-24,-47,-40,16,12069
"85111","US","United States","Florida","Lee","2020-03-31",-46,-23,-56,-61,-41,16,12071
"85168","US","United States","Florida","Leon","2020-03-31",-39,-20,-30,-55,-47,21,12073
"85380","US","United States","Florida","Manatee","2020-03-31",-40,-17,-30,-46,-38,15,12081
"85437","US","United States","Florida","Marion","2020-03-31",-33,-13,-36,1,-31,13,12083
"85494","US","United States","Florida","Martin","2020-03-31",-40,-20,-20,-33,-38,16,12085
"85551","US","United States","Florida","Miami-Dade","2020-03-31",-48,-28,-68,-62,-50,25,12086
"85608","US","United States","Florida","Monroe","2020-03-31",-67,-38,-73,-64,-46,16,12087
"85722","US","United States","Florida","Okaloosa","2020-03-31",-38,-16,-38,-47,-40,17,12091
"85779","US","United States","Florida","Okeechobee","2020-03-31",-29,-10,-25,-70,-28,10,12093
"85836","US","United States","Florida","Orange","2020-03-31",-58,-31,-39,-72,-55,24,12095
"85893","US","United States","Florida","Osceola","2020-03-31",-51,-29,-45,-50,-53,23,12097
"85950","US","United States","Florida","Palm Beach","2020-03-31",-43,-19,-59,-54,-45,21,12099
"86007","US","United States","Florida","Pasco","2020-03-31",-33,-18,-41,-15,-43,16,12101
"86064","US","United States","Florida","Pinellas","2020-03-31",-43,-18,-27,-28,-46,18,12103
"86121","US","United States","Florida","Polk","2020-03-31",-31,-13,-27,-18,-38,15,12105
"86292","US","United States","Florida","Sarasota","2020-03-31",-47,-24,-57,-25,-39,15,12115
"86349","US","United States","Florida","Seminole","2020-03-31",-39,-17,-9,-48,-53,22,12117
"86406","US","United States","Florida","St. Johns","2020-03-31",-39,-7,-49,-12,-50,18,12109
"86463","US","United States","Florida","St. Lucie","2020-03-31",-34,-7,-26,-34,-38,15,12111
"86520","US","United States","Florida","Sumter","2020-03-31",-49,-15,-35,-21,-35,12,12119
"86747","US","United States","Florida","Volusia","2020-03-31",-36,-15,-19,-35,-41,14,12127
"86861","US","United States","Florida","Walton","2020-03-31",-44,-21,-37,-17,-35,14,12131
"87370","US","United States","Georgia","Bartow","2020-03-31",-39,-4,-20,-11,-38,16,13015
"87541","US","United States","Georgia","Bibb","2020-03-31",-34,-10,-19,-11,-42,17,13021
"87996","US","United States","Georgia","Camden","2020-03-31",-30,5,-30,-15,-36,16,13039
"88109","US","United States","Georgia","Carroll","2020-03-31",-32,-10,-31,-16,-42,18,13045
"88279","US","United States","Georgia","Chatham","2020-03-31",-41,-15,-44,-37,-43,18,13051
"88506","US","United States","Georgia","Clarke","2020-03-31",-44,-13,-50,-52,-52,21,13059
