"","country_region_code","country_region","state","county","date","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline","fips"
"67294","US","United States","Alabama","Baldwin","2020-03-16",9,39,48,5,-2,2,1003
"68146","US","United States","Alabama","Colbert","2020-03-16",-6,21,-49,3,-5,4,1033
"68414","US","United States","Alabama","Cullman","2020-03-16",0,31,9,20,-4,3,1043
"69268","US","United States","Alabama","Jefferson","2020-03-16",-8,29,24,-13,-16,6,1073
"69723","US","United States","Alabama","Madison","2020-03-16",-11,21,-12,-25,-17,9,1089
"69951","US","United States","Alabama","Mobile","2020-03-16",4,26,20,2,-4,2,1097
"70065","US","United States","Alabama","Montgomery","2020-03-16",-7,22,-8,-12,-16,5,1101
"70122","US","United States","Alabama","Morgan","2020-03-16",-3,25,16,4,-6,3,1103
"70734","US","United States","Alabama","Tuscaloosa","2020-03-16",-11,16,21,8,-21,5,1125
"71062","US","United States","Alaska","Anchorage","2020-03-16",-1,27,30,-7,-13,5,2020
"71666","US","United States","Arizona","Apache","2020-03-16",13,34,63,30,-24,2,4001
"71723","US","United States","Arizona","Cochise","2020-03-16",4,19,32,8,-20,2,4003
"71780","US","United States","Arizona","Coconino","2020-03-16",15,43,83,12,-25,3,4005
"72064","US","United States","Arizona","Maricopa","2020-03-16",-2,22,8,-13,-20,6,4013
"72121","US","United States","Arizona","Mohave","2020-03-16",5,30,0,8,-14,2,4015
"72178","US","United States","Arizona","Navajo","2020-03-16",14,34,47,24,-22,1,4017
"72235","US","United States","Arizona","Pima","2020-03-16",-1,25,4,-16,-21,5,4019
"72292","US","United States","Arizona","Pinal","2020-03-16",9,11,6,2,-19,4,4021
"72349","US","United States","Arizona","Santa Cruz","2020-03-16",3,15,19,21,-20,5,4023
"72406","US","United States","Arizona","Yavapai","2020-03-16",7,34,32,15,-10,2,4025
"72463","US","United States","Arizona","Yuma","2020-03-16",-1,23,4,2,-11,2,4027
"72748","US","United States","Arkansas","Benton","2020-03-16",-13,10,-31,-41,-30,12,5007
"75590","US","United States","Arkansas","Pulaski","2020-03-16",-12,13,-38,-21,-18,9,5119
"75704","US","United States","Arkansas","Saline","2020-03-16",-8,1,-50,13,-17,9,5125
"75844","US","United States","Arkansas","Sebastian","2020-03-16",-2,16,-33,-20,-13,6,5131
"76241","US","United States","Arkansas","Washington","2020-03-16",-10,11,-27,-5,-21,10,5143
"76298","US","United States","Arkansas","White","2020-03-16",-6,15,-37,10,-9,6,5145
"76469","US","United States","California","Alameda","2020-03-16",-6,39,-18,-44,-36,14,6001
"76583","US","United States","California","Butte","2020-03-16",-5,15,-22,-29,-17,6,6007
"76754","US","United States","California","Contra Costa","2020-03-16",-1,44,-21,-40,-29,11,6013
"76868","US","United States","California","El Dorado","2020-03-16",-18,0,-35,-26,-34,10,6017
"76925","US","United States","California","Fresno","2020-03-16",-9,18,-41,-26,-21,9,6019
"77039","US","United States","California","Humboldt","2020-03-16",-8,22,15,-31,-13,5,6023
"77096","US","United States","California","Imperial","2020-03-16",3,16,-23,-14,-7,3,6025
"77210","US","United States","California","Kern","2020-03-16",-3,26,-23,-6,-4,5,6029
"77267","US","United States","California","Kings","2020-03-16",-20,12,-45,-24,-20,9,6031
"77324","US","United States","California","Lake","2020-03-16",-2,32,-6,-32,-11,4,6033
"77438","US","United States","California","Los Angeles","2020-03-16",-19,12,-40,-29,-22,11,6037
"77495","US","United States","California","Madera","2020-03-16",-3,8,-26,25,-14,10,6039
"77552","US","United States","California","Marin","2020-03-16",-11,27,-11,-39,-34,12,6041
"77723","US","United States","California","Merced","2020-03-16",-1,31,-6,-8,-7,6,6047
"77877","US","United States","California","Monterey","2020-03-16",-1,24,-12,-15,-18,8,6053
"77934","US","United States","California","Napa","2020-03-16",-3,19,-10,-9,-19,7,6055
"77991","US","United States","California","Nevada","2020-03-16",-20,7,-3,-54,-32,9,6057
"78048","US","United States","California","Orange","2020-03-16",-15,18,-31,-33,-20,10,6059
"78105","US","United States","California","Placer","2020-03-16",-12,33,-39,-35,-25,10,6061
"78219","US","United States","California","Riverside","2020-03-16",-5,23,-26,-12,-19,8,6065
"78276","US","United States","California","Sacramento","2020-03-16",-11,25,-36,-32,-21,9,6067
"78390","US","United States","California","San Bernardino","2020-03-16",-7,22,-19,-19,-16,7,6071
"78447","US","United States","California","San Diego","2020-03-16",-11,15,-18,-30,-23,10,6073
"78504","US","United States","California","San Francisco","2020-03-16",-32,32,-20,-52,-54,20,6075
"78561","US","United States","California","San Joaquin","2020-03-16",-2,30,-22,-18,-18,8,6077
"78618","US","United States","California","San Luis Obispo","2020-03-16",-15,20,-46,-32,-23,11,6079
"78675","US","United States","California","San Mateo","2020-03-16",-5,47,-6,-45,-43,17,6081
"78732","US","United States","California","Santa Barbara","2020-03-16",-17,16,-44,-38,-23,13,6083
"78789","US","United States","California","Santa Clara","2020-03-16",-8,49,-9,-51,-49,19,6085
"78846","US","United States","California","Santa Cruz","2020-03-16",-8,33,0,-30,-26,11,6087
"78903","US","United States","California","Shasta","2020-03-16",0,32,3,-4,-10,4,6089
"78960","US","United States","California","Siskiyou","2020-03-16",6,29,6,15,-7,1,6093
"79017","US","United States","California","Solano","2020-03-16",-2,37,-28,-22,-19,8,6095
"79074","US","United States","California","Sonoma","2020-03-16",-9,25,3,-25,-20,7,6097
"79131","US","United States","California","Stanislaus","2020-03-16",-4,31,-30,-15,-9,6,6099
"79358","US","United States","California","Tulare","2020-03-16",-8,14,-29,-12,-17,9,6107
"79472","US","United States","California","Ventura","2020-03-16",-17,10,-43,-30,-24,12,6111
"79529","US","United States","California","Yolo","2020-03-16",-4,14,-26,-20,-25,11,6113
"79586","US","United States","California","Yuba","2020-03-16",-7,30,-6,-6,-19,7,6115
"79700","US","United States","Colorado","Adams","2020-03-16",-4,25,16,-5,-14,6,8001
"79814","US","United States","Colorado","Arapahoe","2020-03-16",-5,19,52,-15,-22,8,8005
"79931","US","United States","Colorado","Boulder","2020-03-16",-17,17,65,-26,-36,14,8013
"79988","US","United States","Colorado","Broomfield","2020-03-16",-4,36,36,-2,-30,12,8014
"80253","US","United States","Colorado","Denver","2020-03-16",-14,28,39,-35,-24,9,8031
"80310","US","United States","Colorado","Douglas","2020-03-16",-7,27,39,-35,-33,10,8035
"80367","US","United States","Colorado","Eagle","2020-03-16",-31,5,16,-30,-34,14,8037
"80424","US","United States","Colorado","El Paso","2020-03-16",-1,27,97,-15,-18,6,8041
"80862","US","United States","Colorado","Jefferson","2020-03-16",-2,17,55,-14,-26,9,8059
"81091","US","United States","Colorado","Larimer","2020-03-16",-5,20,68,-3,-23,7,8069
"81319","US","United States","Colorado","Mesa","2020-03-16",4,31,96,7,-17,2,8077
"81838","US","United States","Colorado","Pueblo","2020-03-16",0,29,-35,11,-14,4,8101
"82212","US","United States","Colorado","Weld","2020-03-16",-7,21,24,-3,-16,5,8123
"82382","US","United States","Connecticut","Fairfield","2020-03-16",-12,20,12,-36,-29,12,9001
"82439","US","United States","Connecticut","Hartford","2020-03-16",-9,24,19,-24,-23,9,9003
"82553","US","United States","Connecticut","Middlesex","2020-03-16",-3,31,40,-25,-21,9,9007
"82610","US","United States","Connecticut","New Haven","2020-03-16",-6,27,4,-15,-22,8,9009
"82667","US","United States","Connecticut","New London","2020-03-16",-6,35,21,-19,-18,8,9011
"82781","US","United States","Connecticut","Windham","2020-03-16",4,30,9,-12,-16,7,9015
"82952","US","United States","Delaware","New Castle","2020-03-16",-3,11,6,-18,-23,9,10003
"83009","US","United States","Delaware","Sussex","2020-03-16",8,29,9,1,-9,4,10005
"83180","US","United States","Florida","Alachua","2020-03-16",-8,11,3,-15,-19,8,12001
"83294","US","United States","Florida","Bay","2020-03-16",10,29,46,1,-10,2,12005
"83408","US","United States","Florida","Brevard","2020-03-16",-1,13,1,5,-18,5,12009
"83465","US","United States","Florida","Broward","2020-03-16",-7,17,-10,-21,-18,8,12011
"83578","US","United States","Florida","Charlotte","2020-03-16",-5,22,26,1,-13,4,12015
"83749","US","United States","Florida","Collier","2020-03-16",-7,17,-4,-6,-14,5,12021
"83977","US","United States","Florida","Duval","2020-03-16",-4,11,-5,-12,-17,6,12031
"84034","US","United States","Florida","Escambia","2020-03-16",1,17,59,-1,-13,3,12033
"84604","US","United States","Florida","Hernando","2020-03-16",0,15,14,-24,-20,4,12053
"84718","US","United States","Florida","Hillsborough","2020-03-16",-5,13,0,-19,-22,6,12057
"84832","US","United States","Florida","Indian River","2020-03-16",-3,15,22,-6,-16,4,12061
"85039","US","United States","Florida","Lake","2020-03-16",0,13,-5,-11,-19,5,12069
"85096","US","United States","Florida","Lee","2020-03-16",-5,15,1,-11,-15,5,12071
"85153","US","United States","Florida","Leon","2020-03-16",-9,12,12,-29,-21,6,12073
"85365","US","United States","Florida","Manatee","2020-03-16",-3,20,21,-9,-16,5,12081
"85422","US","United States","Florida","Marion","2020-03-16",1,12,5,16,-15,4,12083
"85479","US","United States","Florida","Martin","2020-03-16",-2,16,15,0,-18,5,12085
"85536","US","United States","Florida","Miami-Dade","2020-03-16",-12,11,-26,-24,-16,9,12086
"85593","US","United States","Florida","Monroe","2020-03-16",-2,21,-9,-8,-9,3,12087
"85650","US","United States","Florida","Nassau","2020-03-16",3,22,12,-11,-16,5,12089
"85707","US","United States","Florida","Okaloosa","2020-03-16",9,21,79,-1,-13,2,12091
"85764","US","United States","Florida","Okeechobee","2020-03-16",0,19,0,-15,-19,3,12093
"85821","US","United States","Florida","Orange","2020-03-16",-22,5,-8,-26,-24,8,12095
"85878","US","United States","Florida","Osceola","2020-03-16",-9,12,-8,-21,-25,8,12097
"85935","US","United States","Florida","Palm Beach","2020-03-16",-9,17,-2,-25,-17,7,12099
"85992","US","United States","Florida","Pasco","2020-03-16",0,9,9,4,-20,5,12101
"86049","US","United States","Florida","Pinellas","2020-03-16",-2,18,27,-11,-17,5,12103
"86106","US","United States","Florida","Polk","2020-03-16",0,19,-3,1,-14,5,12105
"86277","US","United States","Florida","Sarasota","2020-03-16",-6,15,16,-8,-17,5,12115
"86334","US","United States","Florida","Seminole","2020-03-16",-6,16,-8,-15,-26,8,12117
"86391","US","United States","Florida","St. Johns","2020-03-16",8,24,33,5,-25,6,12109
"86448","US","United States","Florida","St. Lucie","2020-03-16",0,22,10,-9,-16,5,12111
"86505","US","United States","Florida","Sumter","2020-03-16",-9,14,-20,8,-14,4,12119
"86732","US","United States","Florida","Volusia","2020-03-16",3,18,17,-7,-19,5,12127
"86846","US","United States","Florida","Walton","2020-03-16",20,28,87,1,-7,1,12131
