"","country_region_code","country_region","state","county","date","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline","fips"
"67313","US","United States","Alabama","Baldwin","2020-04-04",-48,-10,-42,-36,-27,12,1003
"69173","US","United States","Alabama","Houston","2020-04-04",-50,-1,5,-45,-24,10,1069
"69287","US","United States","Alabama","Jefferson","2020-04-04",-46,14,9,-35,-31,12,1073
"69742","US","United States","Alabama","Madison","2020-04-04",-47,4,39,-38,-33,12,1089
"69970","US","United States","Alabama","Mobile","2020-04-04",-41,-1,-46,-33,-24,13,1097
"70084","US","United States","Alabama","Montgomery","2020-04-04",-47,2,-17,-8,-29,13,1101
"70141","US","United States","Alabama","Morgan","2020-04-04",-36,19,34,-32,-23,10,1103
"70639","US","United States","Alabama","Talladega","2020-04-04",-28,27,7,-19,-22,10,1121
"70753","US","United States","Alabama","Tuscaloosa","2020-04-04",-45,6,-22,-26,-35,13,1125
"71081","US","United States","Alaska","Anchorage","2020-04-04",-48,-11,21,-48,-42,14,2020
"71742","US","United States","Arizona","Cochise","2020-04-04",-40,-18,-25,-28,-28,10,4003
"71799","US","United States","Arizona","Coconino","2020-04-04",-58,-26,-36,-35,-37,14,4005
"72083","US","United States","Arizona","Maricopa","2020-04-04",-44,-17,-38,-46,-35,14,4013
"72140","US","United States","Arizona","Mohave","2020-04-04",-38,-9,-26,-25,-35,10,4015
"72197","US","United States","Arizona","Navajo","2020-04-04",-37,-13,8,-7,-27,11,4017
"72254","US","United States","Arizona","Pima","2020-04-04",-47,-15,-37,-46,-36,14,4019
"72311","US","United States","Arizona","Pinal","2020-04-04",-35,-21,-39,-39,-31,12,4021
"72425","US","United States","Arizona","Yavapai","2020-04-04",-44,-12,-20,-35,-36,10,4025
"72482","US","United States","Arizona","Yuma","2020-04-04",-49,-19,-50,-57,-29,14,4027
"72767","US","United States","Arkansas","Benton","2020-04-04",-50,-16,-33,-64,-32,13,5007
"75609","US","United States","Arkansas","Pulaski","2020-04-04",-45,-9,-45,-44,-28,13,5119
"75723","US","United States","Arkansas","Saline","2020-04-04",-42,-16,-65,-11,-26,13,5125
"76260","US","United States","Arkansas","Washington","2020-04-04",-49,-14,-46,-30,-34,14,5143
"76488","US","United States","California","Alameda","2020-04-04",-62,-28,-60,-69,-47,21,6001
"76602","US","United States","California","Butte","2020-04-04",-46,-20,-68,-50,-36,14,6007
"76773","US","United States","California","Contra Costa","2020-04-04",-52,-16,-56,-62,-43,19,6013
"76887","US","United States","California","El Dorado","2020-04-04",-63,-36,-75,-53,-49,16,6017
"76944","US","United States","California","Fresno","2020-04-04",-38,-5,-37,-39,-28,12,6019
"77058","US","United States","California","Humboldt","2020-04-04",-52,-26,-52,-70,-39,15,6023
"77115","US","United States","California","Imperial","2020-04-04",-55,-24,-71,-63,-32,19,6025
"77229","US","United States","California","Kern","2020-04-04",-38,-3,-22,-33,-27,12,6029
"77286","US","United States","California","Kings","2020-04-04",-33,-1,-42,-40,-23,10,6031
"77457","US","United States","California","Los Angeles","2020-04-04",-50,-20,-54,-51,-41,20,6037
"77514","US","United States","California","Madera","2020-04-04",-32,-18,-17,-20,-28,13,6039
"77571","US","United States","California","Marin","2020-04-04",-64,-39,-80,-69,-51,22,6041
"77742","US","United States","California","Merced","2020-04-04",-38,-13,-26,-36,-27,13,6047
"77896","US","United States","California","Monterey","2020-04-04",-48,-16,-60,-36,-35,14,6053
"77953","US","United States","California","Napa","2020-04-04",-58,-38,-57,-55,-52,19,6055
"78067","US","United States","California","Orange","2020-04-04",-51,-16,-42,-50,-42,19,6059
