"","country_region_code","country_region","state","county","date","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline","fips"
"67301","US","United States","Alabama","Baldwin","2020-03-23",-35,-9,-27,-13,-27,10,1003
"68153","US","United States","Alabama","Colbert","2020-03-23",-34,-9,-53,-7,-26,12,1033
"68421","US","United States","Alabama","Cullman","2020-03-23",-28,-9,-11,-15,-27,14,1043
"69275","US","United States","Alabama","Jefferson","2020-03-23",-43,-10,-44,-41,-42,19,1073
"69730","US","United States","Alabama","Madison","2020-03-23",-40,-8,-34,-48,-44,19,1089
"69958","US","United States","Alabama","Mobile","2020-03-23",-24,2,1,-15,-28,12,1097
"70072","US","United States","Alabama","Montgomery","2020-03-23",-29,0,-9,-17,-33,14,1101
"70129","US","United States","Alabama","Morgan","2020-03-23",-31,-2,10,-18,-29,13,1103
"70627","US","United States","Alabama","Talladega","2020-03-23",-30,-10,-20,-20,-34,14,1121
"70741","US","United States","Alabama","Tuscaloosa","2020-03-23",-37,-6,-24,-16,-37,17,1125
"71069","US","United States","Alaska","Anchorage","2020-03-23",-40,-10,19,-37,-41,18,2020
"71673","US","United States","Arizona","Apache","2020-03-23",-32,5,-22,-7,-38,15,4001
"71730","US","United States","Arizona","Cochise","2020-03-23",-28,-14,-7,-17,-26,9,4003
"71787","US","United States","Arizona","Coconino","2020-03-23",-43,-10,-29,-31,-41,15,4005
"72071","US","United States","Arizona","Maricopa","2020-03-23",-31,-10,4,-36,-39,15,4013
"72128","US","United States","Arizona","Mohave","2020-03-23",-25,-5,-16,-20,-28,8,4015
"72185","US","United States","Arizona","Navajo","2020-03-23",-21,4,0,4,-32,10,4017
"72242","US","United States","Arizona","Pima","2020-03-23",-32,-6,-5,-35,-36,13,4019
"72299","US","United States","Arizona","Pinal","2020-03-23",-21,-15,-7,-12,-33,11,4021
"72356","US","United States","Arizona","Santa Cruz","2020-03-23",-47,-35,-34,-16,-28,14,4023
"72413","US","United States","Arizona","Yavapai","2020-03-23",-34,-5,-27,-17,-30,10,4025
"72470","US","United States","Arizona","Yuma","2020-03-23",-34,-12,-19,-28,-25,9,4027
"72755","US","United States","Arkansas","Benton","2020-03-23",-35,-13,31,-55,-46,17,5007
"75597","US","United States","Arkansas","Pulaski","2020-03-23",-31,-8,7,-32,-34,14,5119
"75711","US","United States","Arkansas","Saline","2020-03-23",-25,-12,-24,4,-33,14,5125
"75851","US","United States","Arkansas","Sebastian","2020-03-23",-33,-3,-4,-30,-31,12,5131
"76248","US","United States","Arkansas","Washington","2020-03-23",-35,-9,35,-21,-40,16,5143
"76476","US","United States","California","Alameda","2020-03-23",-49,-23,-23,-71,-63,28,6001
"76590","US","United States","California","Butte","2020-03-23",-35,-12,-25,-45,-36,14,6007
"76761","US","United States","California","Contra Costa","2020-03-23",-40,-18,-22,-63,-54,23,6013
"76875","US","United States","California","El Dorado","2020-03-23",-45,-24,-30,-48,-48,18,6017
"76932","US","United States","California","Fresno","2020-03-23",-33,-11,-30,-39,-39,16,6019
"77046","US","United States","California","Humboldt","2020-03-23",-43,-17,-13,-53,-36,15,6023
"77103","US","United States","California","Imperial","2020-03-23",-42,-23,-54,-47,-33,15,6025
"77217","US","United States","California","Kern","2020-03-23",-31,-8,-2,-27,-39,15,6029
"77274","US","United States","California","Kings","2020-03-23",-36,-12,-3,-34,-32,13,6031
